ia_geo_id	ia_vote_id	fips	county	vap	statefp10	vtdst10	geoid10	vtdi10	name10	namelsad10	lsad10	mtfcc10	funcstat10	aland10	awater10	intptlat10	intptlon10	logrecno	pop100	ia_agg	fraction	precinct	pres_tot	pres_d_08	pres_r_08	uss_d_08	uss_r_08	ush_d_08	ush_r_08	cong_other	ssen_dem	ssen_rep	ssen_other	sh_dem	sh_rep	gov_d_06	gov_r_06	gov_other	ush_d_06	ush_r_06	sh_other	precinct06	x_merge	t_08	p_08	us_08	uh_08	g_06	uh_06	av	ndv	nrv	precinct08
279	"190"	23	"Butler"	207	19	23013	19023023013	"P"	"MADISON TWP"	"MADISON TWP Voting District"	"V2"	"G5240"	"S"	94363025	77604	42.686813	-92.96736	48541	276	"638"	"0.324451411"	"08 MADISON RIPLEY WASHINGTON"	91.81975	27.253918	64.565834	36.014107	57.103447	35.689655	55.48119					17.520376	75.597176	26.605015	56.778996	0.32445142	27.253918	53.21003		"08 Madison Ripley Washington"	"3"	91.81975	0.29681978	0.38675958	0.39145908	0.31906614	0.33870968	0.3465629	31.82131	59.99843	"08 Madison Ripley Washington"
280	"188"	23	"Butler"	122	19	23012	19023023012	"P"	"BRISTOW"	"BRISTOW Voting District"	"V2"	"G5240"	"S"	2422426	0	42.773823	-92.90793	48499	160	"2909"	"0.041938811"	"06 JACKSON BUTLER, West point allison and west point bristow"	55.233414	27.427982	27.805431	32.83809	22.059814	31.454107	22.101753					16.272259	38.75146	25.121347	22.814713	0.671021	22.479202	24.072878		"06 Jackson Butler"	"3"	55.233414	0.49658313	0.5981665	0.587314	0.5240595	0.4828829	0.5378012	29.7046	25.52882	"06 Jackson Butler"
281	"192"	23	"Butler"	688	19	23011	19023023011	"P"	"PITTSFORD TWP W/O BRISTOW"	"PITTSFORD TWP W/O BRISTOW Voting District"	"V2"	"G5240"	"S"	93532578	79216	42.77745	-92.96448	48368	879	"688"	"1"	"10 PITTSFORD"	296.0	137.0	159.0	184.0	114.0	135.0	149.0					71.0	223.0	117.0	116.0	6.0	95.0	129.0		"10 Pittsford"	"3"	296.0	0.46283785	0.61744964	0.4753521	0.50214595	0.42410713	0.4963785	146.9281	149.0719	"10 Pittsford"
282	"188"	23	"Butler"	804	19	23009	19023023009	"P"	"ALLISON"	"ALLISON Voting District"	"V2"	"G5240"	"S"	7593444	0	42.751747	-92.79576	48193	1029	"2909"	"0.276383637"	"06 JACKSON BUTLER, West point allison and west point bristow"	363.99725	180.7549	183.24236	216.40839	145.37779	207.28773	145.65417					107.236855	255.37848	165.5538	150.35269	4.422138	148.14163	158.64421		"06 Jackson Butler"	"3"	363.99725	0.49658313	0.5981665	0.587314	0.5240595	0.4828829	0.5378012	195.7582	168.2391	"06 Jackson Butler"
283	"188"	23	"Butler"	223	19	23010	19023023010	"P"	"WEST POINT TWP W/O ALLISON & BRISTOW"	"WEST POINT TWP W/O ALLISON & BRISTOW Voting District"	"V2"	"G5240"	"S"	87231199	0	42.77574	-92.85107	48289	295	"2909"	"0.076658646"	"06 JACKSON BUTLER, West point allison and west point bristow"	100.959435	50.134754	50.82468	60.02372	40.32245	57.493984	40.399105					29.743555	70.83259	45.91853	41.702305	1.2265383	41.089035	44.002064		"06 Jackson Butler"	"3"	100.959435	0.49658313	0.5981665	0.587314	0.5240595	0.4828829	0.5378012	54.2961	46.66333	"06 Jackson Butler"
284	"188"	23	"Butler"	1083	19	23008	19023023008	"P"	"CLARKSVILLE"	"CLARKSVILLE Voting District"	"V2"	"G5240"	"S"	3454496	99657	42.779175	-92.6684	48048	1439	"2909"	"0.372292884"	"06 JACKSON BUTLER, West point allison and west point bristow"	490.30972	243.47955	246.83018	291.50534	195.82605	279.21967	196.19835					144.44965	343.99863	223.00343	202.52733	5.956686	199.54898	213.69612		"06 Jackson Butler"	"3"	490.30972	0.49658313	0.5981665	0.587314	0.5240595	0.4828829	0.5378012	263.6891	226.6206	"06 Jackson Butler"
285	"188"	23	"Butler"	270	19	23007	19023023007	"P"	"JACKSON TWP W/O ALLISON & CLARKSVILLE"	"JACKSON TWP W/O ALLISON & CLARKSVILLE Voting District"	"V2"	"G5240"	"S"	90332917	653691	42.777378	-92.73736	47946	345	"2909"	"0.0928154"	"06 JACKSON BUTLER, West point allison and west point bristow"	122.237885	60.70127	61.53661	72.67446	48.8209	69.61155	48.913715					36.012375	85.76143	55.596424	50.491577	1.4850464	49.749054	53.27604		"06 Jackson Butler"	"3"	122.237885	0.49658313	0.5981665	0.587314	0.5240595	0.4828829	0.5378012	65.73969	56.4982	"06 Jackson Butler"
286	"188"	23	"Butler"	407	19	23006	19023023006	"P"	"BUTLER TWP W/O CLARKSVILLE"	"BUTLER TWP W/O CLARKSVILLE Voting District"	"V2"	"G5240"	"S"	91234836	868762	42.780964	-92.60377	47823	538	"2909"	"0.139910622"	"06 JACKSON BUTLER, West point allison and west point bristow"	184.26228	91.50155	92.76074	109.55002	73.59299	104.93297	73.732895					54.28532	129.27742	83.806465	76.11138	2.23857	74.992096	80.3087		"06 Jackson Butler"	"3"	184.26228	0.49658313	0.5981665	0.587314	0.5240595	0.4828829	0.5378012	99.09648	85.1658	"06 Jackson Butler"
287	"187"	23	"Butler"	255	19	23005	19023023005	"P"	"FREMONT TWP"	"FREMONT TWP Voting District"	"V2"	"G5240"	"S"	95604222	30429	42.86329	-92.61439	47757	327	"492"	"0.518292683"	"05 DAYTON FREMONT"	109.35976	45.091465	64.268295	61.158535	48.719513	56.493904	52.34756					30.060976	78.78049	40.42683	38.871952	1.554878	37.317074	41.463413		"05 Dayton Fremont"	"3"	109.35976	0.41232228	0.5566038	0.5190476	0.50980395	0.47368422	0.4942924	54.05569	55.30406	"05 Dayton Fremont"
288	"187"	23	"Butler"	237	19	23004	19023023004	"P"	"DAYTON TWP"	"DAYTON TWP Voting District"	"V2"	"G5240"	"S"	93928065	903106	42.869156	-92.72233	47653	292	"492"	"0.481707317"	"05 DAYTON FREMONT"	101.64024	41.908535	59.73171	56.841465	45.280487	52.506096	48.65244					27.939024	73.21951	37.57317	36.128048	1.445122	34.682926	38.536587		"05 Dayton Fremont"	"3"	101.64024	0.41232228	0.5566038	0.5190476	0.50980395	0.47368422	0.4942924	50.24	51.40025	"05 Dayton Fremont"
289	"186"	23	"Butler"	911	19	23003	19023023003	"P"	"GREENE IN BUTLER COUNTY"	"GREENE IN BUTLER COUNTY Voting District"	"V2"	"G5240"	"S"	2920268	194064	42.89676	-92.803925	47543	1130	"1160"	"0.785344828"	"04 COLDWATER"	446.07587	260.7345	185.34138	288.22156	155.49828	269.3733	164.13707					163.35173	278.79742	249.73965	149.21552	7.8534484	225.39397	167.27844		"04 Coldwater"	"3"	446.07587	0.58450705	0.64955753	0.6213768	0.62598425	0.574	0.6110851	272.5903	173.4855	"04 Coldwater"
290	"186"	23	"Butler"	249	19	23002	19023023002	"P"	"COLDWATER TWP W/O GREENE"	"COLDWATER TWP W/O GREENE Voting District"	"V2"	"G5240"	"S"	90512150	224808	42.85843	-92.85771	47448	310	"1160"	"0.214655172"	"04 COLDWATER"	121.92414	71.26552	50.65862	78.77845	42.501724	73.626724	44.86293					44.648277	76.20258	68.260345	40.78448	2.1465516	61.606033	45.72155		"04 Coldwater"	"3"	121.92414	0.58450705	0.64955753	0.6213768	0.62598425	0.574	0.6110851	74.50603	47.41811	"04 Coldwater"
291	"185"	23	"Butler"	198	19	23001	19023023001	"P"	"BENNEZETTE TWP"	"BENNEZETTE TWP Voting District"	"V2"	"G5240"	"S"	95595320	3654	42.862743	-92.964645	47358	260	"198"	"1"	"03 BENNEZETTE"	124.0	55.0	69.0	75.0	52.0	59.0	62.0					20.0	107.0	41.0	54.0	2.0	33.0	59.0		"03 Bennezette"	"3"	124.0	0.44354838	0.5905512	0.4876033	0.43157893	0.35869566	0.4623955	57.33704	66.66296	"03 Bennezette"
292	"196"	25	"Calhoun"	162	19	25023	19025025023	"P"	"JACKSON TWP"	"JACKSON TWP Voting District"	"V2"	"G5240"	"S"	86261875	1165047	42.253277	-94.81915	51566	229	"494"	"0.327935223"	"CALHOUN JACKSON ELM GROVE LAKE CREEK"	78.70445	31.809717	46.894737	44.59919	36.072876	17.052631	62.963562					31.809717	47.22267	38.696358	44.927124	0.32793522	20.987854	58.044533		"CALHOUN JACKSON ELM GROVE LAKE CREEK"	"3"	78.70445	0.40416667	0.55284554	0.21311475	0.4627451	0.26556018	0.3796864	29.88301	48.82144	"CALHOUN JACKSON ELM GROVE LAKE CREEK"
293	"200"	25	"Calhoun"	1378	19	25022	19025025022	"P"	"LAKE CITY"	"LAKE CITY Voting District"	"V2"	"G5240"	"S"	12462055	0	42.267635	-94.73105	51391	1727	"1378"	"1"	"LAKE CITY"	649.0	343.0	306.0	422.0	224.0	253.0	391.0					329.0	308.0	291.0	238.0	10.0	219.0	281.0		"LAKE CITY"	"3"	649.0	0.5285054	0.65325075	0.39285713	0.55009454	0.438	0.5125415	332.6395	316.3605	"LAKE CITY"
294	"196"	25	"Calhoun"	105	19	25021	19025025021	"P"	"CALHOUN TWP"	"CALHOUN TWP Voting District"	"V2"	"G5240"	"S"	81852390	20913	42.253662	-94.667076	51339	139	"494"	"0.212550607"	"CALHOUN JACKSON ELM GROVE LAKE CREEK"	51.012146	20.617409	30.394737	28.906883	23.380568	11.052631	40.809715					20.617409	30.607288	25.08097	29.119432	0.21255061	13.603239	37.621456		"CALHOUN JACKSON ELM GROVE LAKE CREEK"	"3"	51.012146	0.40416667	0.55284554	0.21311475	0.4627451	0.26556018	0.3796864	19.36862	31.64353	"CALHOUN JACKSON ELM GROVE LAKE CREEK"
295	"205"	25	"Calhoun"	358	19	25020	19025025020	"P"	"UNION TWP"	"UNION TWP Voting District"	"V2"	"G5240"	"S"	91981239	0	42.252777	-94.57109	51203	468	"358"	"1"	"UNION"	205.0	87.0	118.0	121.0	100.0	64.0	156.0					112.0	111.0	101.0	102.0	8.0	68.0	132.0		"UNION"	"3"	205.0	0.42439026	0.54751134	0.29090908	0.49753696	0.34	0.4200695	86.11425	118.8857	"UNION"
296	"202"	25	"Calhoun"	302	19	25019	19025025019	"P"	"FARNHAMVILLE IN CALHOUN COUNTY"	"FARNHAMVILLE IN CALHOUN COUNTY Voting District"	"V2"	"G5240"	"S"	1652055	16957	42.276478	-94.40839	51146	371	"408"	"0.740196078"	"READING"	157.66176	60.69608	96.96568	85.86275	74.01961	34.789215	123.61275					44.411766	117.69118	71.05882	96.22549	0.74019605	40.710785	108.06863		"READING"	"3"	157.66176	0.38497654	0.537037	0.21962617	0.42477876	0.27363184	0.3680101	58.02111	99.64064	"READING"
297	"202"	25	"Calhoun"	106	19	25018	19025025018	"P"	"READING TWP W/O FARNHAMVILLE"	"READING TWP W/O FARNHAMVILLE Voting District"	"V2"	"G5240"	"S"	90461853	19215	42.249252	-94.46541	51059	140	"408"	"0.259803922"	"READING"	55.338234	21.30392	34.034313	30.137255	25.980392	12.210784	43.387257					15.588235	41.308823	24.941177	33.77451	0.25980392	14.289216	37.931374		"READING"	"3"	55.338234	0.38497654	0.537037	0.21962617	0.42477876	0.27363184	0.3680101	20.36503	34.97321	"READING"
298	"197"	25	"Calhoun"	89	19	25017	19025025017	"P"	"SOMERS"	"SOMERS Voting District"	"V2"	"G5240"	"S"	896388	0	42.37871	-94.430954	51024	113	"243"	"0.366255144"	"CEDAR"	52.008232	21.97531	30.032923	29.300411	23.440329	15.016461	36.991768					12.452675	38.823044	15.748971	26.004116	0.0	9.888889	31.131687		"CEDAR"	"3"	52.008232	0.4225352	0.5555556	0.28873238	0.37719297	0.24107143	0.3770175	19.60802	32.40022	"CEDAR"
299	"197"	25	"Calhoun"	154	19	25016	19025025016	"P"	"CEDAR TWP W/O SOMERS"	"CEDAR TWP W/O SOMERS Voting District"	"V2"	"G5240"	"S"	92569844	22112	42.344604	-94.459335	50906	193	"243"	"0.633744856"	"CEDAR"	89.99177	38.024693	51.96708	50.69959	40.55967	25.98354	64.00823					21.547325	67.176956	27.251028	44.995884	0.0	17.11111	53.868313		"CEDAR"	"3"	89.99177	0.4225352	0.5555556	0.28873238	0.37719297	0.24107143	0.3770175	33.92847	56.06329	"CEDAR"
300	"198"	25	"Calhoun"	94	19	25015	19025025015	"P"	"LOGAN TWP"	"LOGAN TWP Voting District"	"V2"	"G5240"	"S"	93426135	11222	42.340233	-94.569084	50835	115	"524"	"0.179389313"	"CENTER LOGAN TWIN LAKES GARFIELD"	45.02672	17.759542	27.267176	24.396946	21.167938	10.045801	35.698475					19.374046	25.652672	17.041985	27.087786	0.35877863	11.122137	30.675573		"CENTER LOGAN TWIN LAKES GARFIELD"	"3"	45.02672	0.39442232	0.53543305	0.21960784	0.38617885	0.26609442	0.3603473	16.22526	28.80146	"CENTER LOGAN TWIN LAKES GARFIELD"
301	"196"	25	"Calhoun"	98	19	25014	19025025014	"P"	"LAKE CREEK TWP"	"LAKE CREEK TWP Voting District"	"V2"	"G5240"	"S"	93796242	150707	42.34663	-94.68029	50755	128	"494"	"0.198380567"	"CALHOUN JACKSON ELM GROVE LAKE CREEK"	47.611336	19.242914	28.368422	26.979757	21.821863	10.315789	38.08907					19.242914	28.566801	23.408907	27.178137	0.19838056	12.696356	35.11336		"CALHOUN JACKSON ELM GROVE LAKE CREEK"	"3"	47.611336	0.40416667	0.55284554	0.21311475	0.4627451	0.26556018	0.3796864	18.07738	29.53396	"CALHOUN JACKSON ELM GROVE LAKE CREEK"
302	"196"	25	"Calhoun"	129	19	25013	19025025013	"P"	"ELM GROVE TWP"	"ELM GROVE TWP Voting District"	"V2"	"G5240"	"S"	90542417	43497	42.347717	-94.79931	50662	164	"494"	"0.261133603"	"CALHOUN JACKSON ELM GROVE LAKE CREEK"	62.672066	25.32996	37.342106	35.51417	28.724697	13.578947	50.137653					25.32996	37.603237	30.813765	35.775303	0.2611336	16.712551	46.220646		"CALHOUN JACKSON ELM GROVE LAKE CREEK"	"3"	62.672066	0.40416667	0.55284554	0.21311475	0.4627451	0.26556018	0.3796864	23.79573	38.87633	"CALHOUN JACKSON ELM GROVE LAKE CREEK"
303	"198"	25	"Calhoun"	29	19	25012	19025025012	"P"	"LYTTON IN CALHOUN COUNTY"	"LYTTON IN CALHOUN COUNTY Voting District"	"V2"	"G5240"	"S"	60426	0	42.42315	-94.856316	50646	43	"524"	"0.055343511"	"CENTER LOGAN TWIN LAKES GARFIELD"	13.891221	5.4790077	8.412213	7.5267177	6.5305343	3.0992367	11.013359					5.9770994	7.914122	5.2576337	8.356871	0.110687025	3.4312978	9.46374		"CENTER LOGAN TWIN LAKES GARFIELD"	"3"	13.891221	0.39442232	0.53543305	0.21960784	0.38617885	0.26609442	0.3603473	5.005664	8.885557	"CENTER LOGAN TWIN LAKES GARFIELD"
304	"198"	25	"Calhoun"	122	19	25011	19025025011	"P"	"GARFIELD TWP W/O LYTTON"	"GARFIELD TWP W/O LYTTON Voting District"	"V2"	"G5240"	"S"	89741830	0	42.42919	-94.80181	50561	146	"524"	"0.232824427"	"CENTER LOGAN TWIN LAKES GARFIELD"	58.43893	23.049618	35.389313	31.664122	27.473282	13.038168	46.33206					25.145039	33.29389	22.11832	35.15649	0.46564886	14.435115	39.812977		"CENTER LOGAN TWIN LAKES GARFIELD"	"3"	58.43893	0.39442232	0.53543305	0.21960784	0.38617885	0.26609442	0.3603473	21.05831	37.38062	"CENTER LOGAN TWIN LAKES GARFIELD"
305	"203"	25	"Calhoun"	1337	19	25010	19025025010	"P"	"ROCKWELL CITY"	"ROCKWELL CITY Voting District"	"V2"	"G5240"	"S"	10916750	0	42.398163	-94.628876	50360	1709	"1337"	"1"	"ROCKWELL CITY"	552.0	230.0	322.0	335.0	217.0	167.0	383.0					281.0	273.0	275.0	274.0	7.0	171.0	359.0		"ROCKWELL CITY"	"3"	552.0	0.41666666	0.60688406	0.30363637	0.50091076	0.32264152	0.4301479	237.4416	314.5584	"ROCKWELL CITY"
306	"198"	25	"Calhoun"	140	19	25009	19025025009	"P"	"TWIN LAKES TWP W/O ROCKWELL CITY"	"TWIN LAKES TWP W/O ROCKWELL CITY Voting District"	"V2"	"G5240"	"S"	88317766	1945476	42.434395	-94.692116	50268	184	"524"	"0.267175573"	"CENTER LOGAN TWIN LAKES GARFIELD"	67.061066	26.450382	40.610687	36.335876	31.526718	14.961832	53.16794					28.854961	38.20611	25.38168	40.34351	0.53435117	16.564886	45.687023		"CENTER LOGAN TWIN LAKES GARFIELD"	"3"	67.061066	0.39442232	0.53543305	0.21960784	0.38617885	0.26609442	0.3603473	24.16527	42.89579	"CENTER LOGAN TWIN LAKES GARFIELD"
307	"198"	25	"Calhoun"	139	19	25008	19025025008	"P"	"CENTER TWP W/O ROCKWELL CITY"	"CENTER TWP W/O ROCKWELL CITY Voting District"	"V2"	"G5240"	"S"	89054243	70351	42.43412	-94.56057	50191	177	"524"	"0.265267176"	"CENTER LOGAN TWIN LAKES GARFIELD"	66.58206	26.26145	40.32061	36.076336	31.301527	14.854961	52.788166					28.648855	37.933205	25.200382	40.055344	0.5305343	16.446566	45.360687		"CENTER LOGAN TWIN LAKES GARFIELD"	"3"	66.58206	0.39442232	0.53543305	0.21960784	0.38617885	0.26609442	0.3603473	23.99267	42.5894	"CENTER LOGAN TWIN LAKES GARFIELD"
308	"199"	25	"Calhoun"	181	19	25007	19025025007	"P"	"GREENFIELD TWP"	"GREENFIELD TWP Voting District"	"V2"	"G5240"	"S"	95550110	0	42.428654	-94.455734	50076	248	"181"	"1"	"GREENFIELD"	124.0	50.0	74.0	65.0	60.0	34.0	88.0					32.0	88.0	56.0	48.0	0.0	43.0	58.0		"GREENFIELD"	"3"	124.0	0.4032258	0.52	0.27868852	0.53846157	0.42574257	0.4332237	53.71974	70.28026	"GREENFIELD"
309	"201"	25	"Calhoun"	1343	19	25006	19025025006	"P"	"MANSON"	"MANSON Voting District"	"V2"	"G5240"	"S"	8224583	0	42.528385	-94.54015	49960	1690	"1509"	"0.889993373"	"LINCOLN"	686.1849	320.3976	365.78726	434.31677	256.31808	189.56859	499.2863					226.05832	442.32672	244.74818	247.41815	7.119947	161.0888	309.71768		"LINCOLN"	"3"	686.1849	0.46692607	0.62886596	0.2751938	0.4972875	0.342155	0.4420857	303.3525	382.8324	"LINCOLN"
310	"201"	25	"Calhoun"	166	19	25005	19025025005	"P"	"LINCOLN TWP W/O MANSON"	"LINCOLN TWP W/O MANSON Voting District"	"V2"	"G5240"	"S"	82906842	344286	42.51287	-94.49521	49889	225	"1509"	"0.110006627"	"LINCOLN"	84.81511	39.602386	45.212723	53.683235	31.681908	23.431412	61.71372					27.941683	54.673294	30.251822	30.581842	0.88005304	19.9112	38.282307		"LINCOLN"	"3"	84.81511	0.46692607	0.62886596	0.2751938	0.4972875	0.342155	0.4420857	37.49554	47.31956	"LINCOLN"
311	"195"	25	"Calhoun"	520	19	25004	19025025004	"P"	"POMEROY"	"POMEROY Voting District"	"V2"	"G5240"	"S"	5287954	0	42.551952	-94.67782	49772	662	"808"	"0.643564356"	"BUTLER WILLIAMS"	242.62376	110.69307	131.9307	137.07921	101.68317	66.28713	175.69307					86.237625	148.0198	103.61386	108.762375	1.930693	62.425743	138.36633		"BUTLER WILLIAMS"	"3"	242.62376	0.4562334	0.574124	0.27393618	0.4878788	0.31089744	0.420614	102.0509	140.5728	"BUTLER WILLIAMS"
312	"204"	25	"Calhoun"	378	19	25003	19025025003	"P"	"SHERMAN TWP W/O POMEROY"	"SHERMAN TWP W/O POMEROY Voting District"	"V2"	"G5240"	"S"	88153979	1632468	42.511692	-94.6288	49653	439	"378"	"1"	"SHERMAN"	202.0	73.0	129.0	105.0	97.0	46.0	156.0					56.0	140.0	80.0	108.0	0.0	51.0	131.0		"SHERMAN"	"3"	202.0	0.36138615	0.519802	0.22772278	0.42553192	0.2802198	0.3629325	73.31237	128.6876	"SHERMAN"
313	"195"	25	"Calhoun"	180	19	25002	19025025002	"P"	"BUTLER TWP W/O POMEROY"	"BUTLER TWP W/O POMEROY Voting District"	"V2"	"G5240"	"S"	89494927	0	42.51562	-94.738914	49542	228	"808"	"0.222772277"	"BUTLER WILLIAMS"	83.985146	38.316833	45.668316	47.450497	35.19802	22.945545	60.816833					29.851484	51.237625	35.866337	37.648514	0.66831684	21.608912	47.896038		"BUTLER WILLIAMS"	"3"	83.985146	0.4562334	0.574124	0.27393618	0.4878788	0.31089744	0.420614	35.32533	48.65982	"BUTLER WILLIAMS"
314	"195"	25	"Calhoun"	108	19	25001	19025025001	"P"	"WILLIAMS TWP"	"WILLIAMS TWP Voting District"	"V2"	"G5240"	"S"	92597124	118252	42.51022	-94.860344	49456	132	"808"	"0.133663366"	"BUTLER WILLIAMS"	50.39109	22.990099	27.40099	28.470297	21.118813	13.767326	36.4901					17.91089	30.742575	21.519802	22.58911	0.4009901	12.965346	28.737623		"BUTLER WILLIAMS"	"3"	50.39109	0.4562334	0.574124	0.27393618	0.4878788	0.31089744	0.420614	21.1952	29.19589	"BUTLER WILLIAMS"
315	"212"	27	"Carroll"	1323	19	27022	19027027022	"P"	"EWOLDT TWP W/MANNING"	"EWOLDT TWP W/MANNING Voting District"	"V2"	"G5240"	"S"	93590438	33785	41.910133	-95.0258	53837	1729	"1323"	"1"	"EWOLDT"	642.0	310.0	332.0	362.0	276.0	256.0	367.0	8.0	0.0	470.0		0.0	486.0	253.0	240.0	6.0	198.0	253.0		"Ewoldt"	"3"	642.0	0.48286605	0.56739813	0.41091493	0.5131846	0.4390244	0.4826776	309.879	332.121	"Ewoldt"
316	"211"	27	"Carroll"	448	19	27021	19027027021	"P"	"EDEN TWP"	"EDEN TWP Voting District"	"V2"	"G5240"	"S"	93672853	0	41.90652	-94.918335	53727	594	"448"	"1"	"EDEN"	260.0	120.0	140.0	145.0	112.0	94.0	148.0	2.0	0.0	184.0		0.0	200.0	102.0	101.0	2.0	79.0	99.0		"Eden"	"3"	260.0	0.46153846	0.5642023	0.38842976	0.50246304	0.44382024	0.4720908	122.7436	137.2564	"Eden"
317	"214"	27	"Carroll"	328	19	27020	19027027020	"P"	"NEWTON TWP"	"NEWTON TWP Voting District"	"V2"	"G5240"	"S"	92181450	0	41.906265	-94.8026	53603	468	"578"	"0.567474048"	"PLEASANT VALLEY-NEWTON"	153.21799	74.3391	78.87889	81.14879	68.66436	59.584774	83.418686	2.2698963	0.0	108.38754		0.0	122.574394	66.39446	61.85467	1.1349481	47.66782	62.98962		"Pleasant Valley-Newton"	"3"	153.21799	0.48518518	0.5416667	0.41666666	0.5176991	0.43076923	0.4783974	73.29908	79.91891	"Pleasant Valley-Newton"
318	"216"	27	"Carroll"	967	19	27019	19027027019	"P"	"COON RAPIDS IN CARROLL COUNTY"	"COON RAPIDS IN CARROLL COUNTY Voting District"	"V2"	"G5240"	"S"	4539308	0	41.875004	-94.678505	53497	1305	"1110"	"0.871171171"	"UNION"	518.34686	263.0937	255.25316	332.78738	191.65765	238.7009	263.96487	8.711712	0.0	370.24774		0.0	387.67117	221.27748	185.55946	5.227027	179.46126	202.11171		"Union"	"3"	518.34686	0.50756305	0.63455147	0.47487003	0.5438972	0.47031963	0.5262403	272.775	245.5719	"Union"
319	"216"	27	"Carroll"	143	19	27018	19027027018	"P"	"UNION TWP W/O COON RAPIDS"	"UNION TWP W/O COON RAPIDS Voting District"	"V2"	"G5240"	"S"	88986775	0	41.907997	-94.687744	53418	184	"1110"	"0.128828829"	"UNION"	76.65315	38.906307	37.746845	49.212612	28.342342	35.2991	39.035133	1.2882882	0.0	54.75225		0.0	57.32883	32.722523	27.44054	0.772973	26.538738	29.888288		"Union"	"3"	76.65315	0.50756305	0.63455147	0.47487003	0.5438972	0.47031963	0.5262403	40.33798	36.31517	"Union"
320	"213"	27	"Carroll"	128	19	27017	19027027017	"P"	"RICHLAND TWP"	"RICHLAND TWP Voting District"	"V2"	"G5240"	"S"	90280802	35521	41.98639	-94.6777	53357	175	"1252"	"0.102236422"	"GLIDDEN-RICHLAND"	67.98722	32.20447	35.78275	37.623005	30.26198	27.910543	37.214058	1.6357827	0.0	50.8115		0.0	54.08307	25.047924	27.808308	0.6134185	18.095846	29.035143		"Glidden-Richland"	"3"	67.98722	0.47368422	0.55421686	0.42857143	0.4738878	0.38394794	0.4628617	31.46868	36.51854	"Glidden-Richland"
321	"214"	27	"Carroll"	250	19	27016	19027027016	"P"	"PLEASANT VALLEY TWP"	"PLEASANT VALLEY TWP Voting District"	"V2"	"G5240"	"S"	89849777	73601	41.985676	-94.80508	53265	337	"578"	"0.432525952"	"PLEASANT VALLEY-NEWTON"	116.782005	56.6609	60.12111	61.85121	52.33564	45.415226	63.581314	1.7301039	0.0	82.61246		0.0	93.425606	50.605537	47.14533	0.8650519	36.33218	48.01038		"Pleasant Valley-Newton"	"3"	116.782005	0.48518518	0.5416667	0.41666666	0.5176991	0.43076923	0.4783974	55.86821	60.9138	"Pleasant Valley-Newton"
322	"217"	27	"Carroll"	163	19	27015	19027027015	"P"	"HALBUR"	"HALBUR Voting District"	"V2"	"G5240"	"S"	505021	0	42.005123	-94.972046	53235	246	"649"	"0.251155624"	"WASHINGTON-ROSELLE"	86.39754	42.4453	43.952232	51.23575	36.16641	32.399075	50.48228	0.75346684	0.0	59.77504		0.0	67.30971	35.915253	35.16179	0.5023112	24.362095	32.65023		"Washington-Roselle"	"3"	86.39754	0.49127907	0.5862069	0.3909091	0.50530034	0.42731276	0.4802016	41.48824	44.9093	"Washington-Roselle"
323	"217"	27	"Carroll"	299	19	27014	19027027014	"P"	"ROSELLE TWP W/O HALBUR"	"ROSELLE TWP W/O HALBUR Voting District"	"V2"	"G5240"	"S"	90778604	0	41.9927	-94.91773	53159	405	"649"	"0.460708783"	"WASHINGTON-ROSELLE"	158.48383	77.85979	80.62404	93.98459	66.342064	59.431435	92.60246	1.3821263	0.0	109.64869		0.0	123.469955	65.881355	64.49923	0.9214176	44.68875	59.892143		"Washington-Roselle"	"3"	158.48383	0.49127907	0.5862069	0.3909091	0.50530034	0.42731276	0.4802016	76.10419	82.37963	"Washington-Roselle"
324	"217"	27	"Carroll"	187	19	27013	19027027013	"P"	"WASHINGTON TWP"	"WASHINGTON TWP Voting District"	"V2"	"G5240"	"S"	90873522	0	41.993145	-95.03423	53083	268	"649"	"0.288135593"	"WASHINGTON-ROSELLE"	99.118645	48.694916	50.42373	58.77966	41.491524	37.16949	57.915253	0.86440676	0.0	68.57627		0.0	77.22034	41.20339	40.33898	0.5762712	27.949152	37.457626		"Washington-Roselle"	"3"	99.118645	0.49127907	0.5862069	0.3909091	0.50530034	0.42731276	0.4802016	47.59694	51.52171	"Washington-Roselle"
325	"206"	27	"Carroll"	516	19	27012	19027027012	"P"	"ARCADIA TWP"	"ARCADIA TWP Voting District"	"V2"	"G5240"	"S"	93893472	21886	42.082493	-95.03835	52955	732	"516"	"1"	"ARCADIA"	252.0	123.0	129.0	141.0	112.0	103.0	142.0	4.0	0.0	192.0		0.0	197.0	102.0	91.0	3.0	73.0	95.0		"Arcadia"	"3"	252.0	0.48809522	0.55731225	0.42040816	0.5284974	0.43452382	0.4857674	122.4134	129.5866	"Arcadia"
326	"207"	27	"Carroll"	364	19	27011	19027027011	"P"	"MAPLE RIVER TWP"	"MAPLE RIVER TWP Voting District"	"V2"	"G5240"	"S"	84868905	0	42.080624	-94.922714	52833	497	"8052"	"0.04520616"	"CARROLL 1, 2, 3, 4, and Maple River"	144.43369	70.34078	74.092896	79.42722	62.836563	58.76801	77.031296	3.0288126	0.0	104.742676		0.0	111.70442	64.5544	69.02981	1.7178341	46.923992	66.45306		"Carroll 1"	"3"	144.43369	0.48701096	0.5583095	0.43275633	0.48324874	0.4138756	0.4750402	68.61181	75.82188	"Carroll 1"
