state	year	precinct	precinct_code	cd	ld_name	ld_code	sd	mcd	mcd_code	fips	county	g2008_BALL_tv	g2008_USP_rv	g2008_USP_dv	g2008_USP_tv	g2008_USS_rv	g2008_USS_dv	g2008_USS_tv	g2008_USH_rv	g2008_USH_dv	g2008_USH_tv	g2008_STH_rv	g2008_STH_dv	g2008_STH_tv
"MN"	2008	"BENTON TWP"	5	2	"34A"	67	34	"Benton Twp"	5	5266	10	496	338	144	494	281	104	491	347	136	483	353	126	479
"MN"	2008	"CAMDEN TWP"	10	2	"34A"	67	34	"Camden Twp"	15	9406	10	530	369	137	528	297	109	526	360	150	510	384	119	503
"MN"	2008	"CARVER"	15	2	"34A"	67	34	"Carver"	20	10144	10	1780	988	760	1780	916	509	1771	1100	619	1722	1056	619	1677
"MN"	2008	"CHANHASSEN P-1"	20	2	"34B"	68	34	"Chanhassen"	30	10918	10	1823	985	805	1820	1048	542	1802	1116	630	1750	1106	603	1711
"MN"	2008	"CHANHASSEN P-2"	25	2	"34B"	68	34	"Chanhassen"	30	10918	10	1721	867	821	1720	860	587	1704	979	678	1659	992	637	1632
"MN"	2008	"CHANHASSEN P-3"	30	2	"34B"	68	34	"Chanhassen"	30	10918	10	1517	869	638	1517	914	408	1508	996	460	1458	975	444	1423
"MN"	2008	"CHANHASSEN P-4"	35	2	"34B"	68	34	"Chanhassen"	30	10918	10	2198	1074	1073	2187	1094	760	2174	1212	885	2104	1160	871	2038
"MN"	2008	"CHANHASSEN P-5"	36	2	"34B"	68	34	"Chanhassen"	30	10918	10	1633	889	727	1629	929	484	1622	1022	567	1591	1008	532	1540
"MN"	2008	"CHANHASSEN P-6"	37	2	"34B"	68	34	"Chanhassen"	30	10918	10	2016	1117	864	2011	1176	532	1999	1309	620	1933	1289	593	1884
"MN"	2008	"CHANHASSEN P-7"	38	2	"34B"	68	34	"Chanhassen"	30	10918	10	2773	1600	1142	2770	1725	707	2754	1843	820	2670	1837	769	2608
"MN"	2008	"CHASKA W-1 P-1"	40	2	"34B"	68	34	"Chaska"	35	10972	10	2686	1341	1287	2680	1229	949	2653	1458	1105	2571	1407	1094	2503
"MN"	2008	"CHASKA W-1 P-2"	43	2	"34B"	68	34	"Chaska"	35	10972	10	109	79	27	109	69	21	109	76	30	107	81	24	105
"MN"	2008	"CHASKA W-2 P-1"	45	2	"34B"	68	34	"Chaska"	35	10972	10	1623	723	864	1617	700	619	1606	820	727	1550	772	732	1507
"MN"	2008	"CHASKA W-2 P-2"	47	2	"34A"	67	34	"Chaska"	35	10972	10	2667	1479	1144	2663	1522	767	2640	1625	903	2534	1600	879	2480
"MN"	2008	"CHASKA W-3"	50	2	"34B"	68	34	"Chaska"	35	10972	10	2200	1062	1083	2191	991	778	2175	1206	905	2112	1187	858	2049
"MN"	2008	"CHASKA W-4"	55	2	"34B"	68	34	"Chaska"	35	10972	10	2668	1438	1193	2662	1424	789	2642	1599	961	2565	1642	877	2520
"MN"	2008	"COLOGNE"	65	2	"34A"	67	34	"Cologne"	45	12664	10	774	428	322	772	375	226	764	464	273	737	458	267	725
"MN"	2008	"DAHLGREN TWP"	70	2	"34A"	67	34	"Dahlgren Twp"	50	14482	10	817	508	287	816	434	188	806	520	267	788	494	271	766
"MN"	2008	"HAMBURG"	75	2	"34A"	67	34	"Hamburg"	55	26666	10	280	190	81	276	147	69	278	192	79	272	189	83	272
"MN"	2008	"HANCOCK TWP"	80	2	"34A"	67	34	"Hancock Twp"	60	26918	10	216	147	61	216	131	42	213	156	51	208	153	54	207
"MN"	2008	"HOLLYWOOD TWP"	85	2	"34A"	67	34	"Hollywood Twp"	65	29726	10	649	436	188	646	368	133	641	392	239	632	442	179	621
"MN"	2008	"LAKETOWN TWP"	90	2	"34A"	67	34	"Laketown Twp"	70	35108	10	1350	922	407	1347	857	271	1330	953	346	1303	947	333	1282
"MN"	2008	"MAYER"	95	2	"34A"	67	34	"Mayer"	75	41138	10	920	555	353	919	503	253	909	555	309	866	579	273	853
"MN"	2008	"NEW GERMANY"	100	2	"34A"	67	34	"New Germany"	80	45556	10	174	110	55	174	90	50	169	102	62	164	109	54	163
"MN"	2008	"NORWOOD YOUNG AMERICA"	105	2	"34A"	67	34	"Norwood Young America"	85	47520	10	1797	1077	663	1791	895	461	1780	1119	617	1742	1165	563	1730
"MN"	2008	"SAN FRANCISCO TWP"	110	2	"34A"	67	34	"San Francisco Twp"	90	58486	10	527	301	219	527	266	165	525	325	188	514	312	194	506
"MN"	2008	"VICTORIA P-1"	115	2	"34A"	67	34	"Victoria"	95	67036	10	988	617	354	986	623	239	982	662	302	964	664	278	942
"MN"	2008	"VICTORIA P-2"	117	2	"34A"	67	34	"Victoria"	95	67036	10	3111	1893	1173	3107	1868	727	3089	2030	986	3023	2146	819	2972
"MN"	2008	"WACONIA W-1"	120	2	"34A"	67	34	"Waconia"	100	67432	10	2868	1670	1146	2862	1600	746	2838	1761	994	2759	1840	867	2714
"MN"	2008	"WACONIA W-2"	125	2	"34A"	67	34	"Waconia"	100	67432	10	2709	1507	1146	2697	1370	785	2673	1610	975	2592	1671	894	2569
"MN"	2008	"WACONIA TWP"	130	2	"34A"	67	34	"Waconia Twp"	105	67450	10	747	475	256	746	422	168	744	501	226	727	523	195	718
"MN"	2008	"WATERTOWN"	135	2	"34A"	67	34	"Watertown"	109	68548	10	2181	1290	820	2169	1133	616	2161	1090	1029	2120	1334	706	2041
"MN"	2008	"WATERTOWN TWP"	140	2	"34A"	67	34	"Watertown Twp"	110	68566	10	800	485	293	796	420	221	793	451	322	774	514	246	760
"MN"	2008	"YOUNG AMERICA TWP"	150	2	"34A"	67	34	"Young America Twp"	126	72130	10	458	327	121	458	291	77	455	332	114	446	336	105	442
"MN"	2008	"ANSEL TWP"	5	8	"04B"	8	4	"Ansel Twp"	5	1738	11	49	35	12	48	26	11	48	22	25	48	33	15	49
"MN"	2008	"BACKUS"	10	8	"04B"	8	4	"Backus"	10	3124	11	119	62	52	118	49	44	118	43	74	118	46	68	114
"MN"	2008	"BARCLAY TWP"	15	8	"04B"	8	4	"Barclay Twp"	15	3538	11	261	163	91	261	145	64	261	127	125	252	159	94	253
"MN"	2008	"BECKER TWP"	20	8	"04B"	8	4	"Becker Twp"	20	4600	11	241	134	92	240	107	75	239	88	140	228	121	104	225
"MN"	2008	"BENA"	25	8	"04A"	7	4	"Bena"	25	5104	11	31	3	24	31	1	24	31	1	28	29	3	25	29
"MN"	2008	"BEULAH TWP"	30	8	"04A"	7	4	"Beulah Twp"	30	5572	11	38	22	15	38	16	15	38	20	17	37	17	16	37
"MN"	2008	"BIRCH LAKE TWP"	35	8	"04B"	8	4	"Birch Lake Twp"	35	6040	11	406	217	177	402	184	141	400	156	237	393	214	187	401
"MN"	2008	"BLIND LAKE TWP"	40	8	"04A"	7	4	"Blind Lake Twp"	40	6454	11	38	19	16	38	17	14	38	15	22	37	15	19	36
"MN"	2008	"BOY LAKE TWP"	45	8	"04A"	7	4	"Boy Lake Twp"	45	7156	11	143	60	80	143	50	72	143	44	95	139	53	77	137
"MN"	2008	"BOY RIVER CITY"	50	8	"04A"	7	4	"Boy River"	49	7174	11	8	3	3	8	2	4	8	2	6	8	5	2	8
"MN"	2008	"BOY RIVER TWP"	55	8	"04A"	7	4	"Boy River Twp"	50	7192	11	47	27	19	47	19	17	47	18	26	44	24	19	45
"MN"	2008	"BULL MOOSE TWP"	60	8	"04B"	8	4	"Bull Moose Twp"	60	8560	11	54	32	20	54	30	15	53	24	29	53	33	20	53
"MN"	2008	"BUNGO TWP"	65	8	"04B"	8	4	"Bungo Twp"	65	8596	11	86	49	37	86	44	25	85	32	48	80	47	36	83
"MN"	2008	"BYRON TWP"	70	8	"04B"	8	4	"Byron Twp"	70	9136	11	69	32	34	69	20	20	65	26	39	65	33	29	64
"MN"	2008	"CASS LAKE"	75	8	"04A"	7	4	"Cass Lake"	75	10252	11	296	69	215	294	69	193	291	36	241	277	56	226	289
"MN"	2008	"CHICKAMAW BEACH"	80	8	"04B"	8	4	"Chickamaw Beach"	80	11296	11	78	33	42	76	34	23	76	24	47	71	35	37	72
"MN"	2008	"CROOKED LAKE TWP"	85	8	"04A"	7	4	"Crooked Lake Twp"	85	13834	11	404	200	191	402	178	141	403	145	249	394	176	181	384
"MN"	2008	"DEERFIELD TWP"	90	8	"04B"	8	4	"Deerfield Twp"	90	15220	11	82	46	35	82	35	31	82	34	46	80	41	38	79
"MN"	2008	"EAST GULL LAKE"	95	8	"04B"	8	4	"East Gull Lake"	95	17630	11	685	416	256	685	425	171	675	326	325	651	398	212	611
"MN"	2008	"FAIRVIEW TWP"	100	8	"04B"	8	4	"Fairview Twp"	100	20366	11	487	319	163	486	293	120	486	241	228	469	294	170	464
"MN"	2008	"FEDERAL DAM"	105	8	"04A"	7	4	"Federal Dam"	105	20798	11	52	34	18	52	27	16	52	20	30	50	29	19	50
"MN"	2008	"GOULD TWP"	110	8	"04A"	7	4	"Gould Twp"	110	24686	11	97	31	65	97	26	54	97	23	72	95	29	59	91
"MN"	2008	"HACKENSACK"	115	8	"04B"	8	4	"Hackensack"	115	26378	11	207	86	111	202	81	87	201	53	142	195	83	117	201
"MN"	2008	"HARDWOOD SOUTH"	118	8	"04A"	7	4	"North Central Cass Unorganized"	183	46826	11	23	16	7	23	15	7	23	11	11	22	13	8	22
"MN"	2008	"HIRAM TWP"	120	8	"04B"	8	4	"Hiram Twp"	120	29366	11	270	144	121	269	130	93	269	107	157	265	154	111	266
"MN"	2008	"HOME BROOK TWP"	125	8	"04B"	8	4	"HomeBrook Twp"	125	29978	11	142	83	54	140	76	44	142	67	72	139	76	61	137
"MN"	2008	"INGUADONA"	130	8	"04A"	7	4	"Inguadona Twp"	130	30986	11	128	67	56	128	50	45	128	45	82	127	60	56	126
"MN"	2008	"KEGO TWP"	135	8	"04A"	7	4	"Kego Twp"	135	32588	11	346	175	163	343	148	141	345	134	201	335	161	153	333
"MN"	2008	"LAKE SHORE"	140	8	"04B"	8	4	"Lake Shore"	140	34928	11	764	489	264	763	479	187	761	403	337	740	457	271	730
"MN"	2008	"LEECH LAKE TWP"	145	8	"04A"	7	4	"Leech Lake Twp"	145	36224	11	269	160	106	268	147	84	264	112	142	255	130	117	258
"MN"	2008	"LIMA TWP"	150	8	"04A"	7	4	"Lima Twp"	150	37034	11	47	25	22	47	20	21	47	19	27	46	23	20	47
"MN"	2008	"LONGVILLE"	155	8	"04A"	7	4	"Longville"	153	38114	11	110	69	38	108	65	28	106	57	42	99	61	37	101
"MN"	2008	"LOON LAKE TWP"	160	8	"04B"	8	4	"Loon Lake Twp"	155	38168	11	306	148	144	304	136	105	304	116	181	297	117	177	294
"MN"	2008	"MCKINLEY TWP"	165	8	"04B"	8	4	"Mckinley Twp"	160	39104	11	61	35	26	61	31	22	60	28	30	58	36	23	59
"MN"	2008	"MAPLE TWP"	170	8	"04B"	8	4	"Maple Twp"	165	40076	11	210	128	75	209	106	69	207	95	108	203	107	95	202
"MN"	2008	"MAY TWP"	175	8	"04B"	8	4	"May Twp"	170	41102	11	462	293	154	461	255	132	460	221	230	452	274	169	443
"MN"	2008	"MEADOWBROOK TWP"	180	8	"04B"	8	4	"MeadowBrook Twp"	175	41354	11	90	56	32	90	48	25	89	51	35	86	48	36	84
"MN"	2008	"OTTERTAIL PENINSULA TWP"	184	8	"04A"	7	4	"Otter Tail Peninsula Twp"	184	49250	11	40	22	17	40	18	16	39	18	19	37	17	18	37
"MN"	2008	"MOOSE LAKE TWP"	185	8	"04B"	8	4	"Moose Lake Twp"	180	43990	11	66	36	25	66	26	23	63	30	30	60	30	30	60
"MN"	2008	"MOTLEY"	187	8	"04B"	8	4	"Motley"	182	44422	11	4	3	1	4	0	2	4	2	2	4	2	2	4
"MN"	2008	"PIKE BAY TWP"	190	8	"04A"	7	4	"Pike Bay Twp"	185	50848	11	616	160	446	612	151	415	608	116	478	594	125	451	596
"MN"	2008	"PILLAGER"	195	8	"04B"	8	4	"Pillager"	190	50902	11	222	123	95	221	100	82	218	90	121	212	105	102	208
"MN"	2008	"PINE LAKE TWP"	200	8	"04A"	7	4	"Pine Lake Twp"	195	51172	11	132	54	71	129	53	54	129	37	90	127	48	73	126
"MN"	2008	"PINE RIVER"	205	8	"04B"	8	4	"Pine River"	199	51280	11	387	217	158	382	178	132	375	147	213	362	190	169	361
"MN"	2008	"PINE RIVER TWP"	210	8	"04B"	8	4	"Pine River Twp"	200	51298	11	610	364	223	607	311	177	602	276	298	575	339	234	573
"MN"	2008	"PONTO LAKE TWP"	215	8	"04B"	8	4	"Ponto Lake Twp"	210	51928	11	376	205	156	375	178	127	374	151	210	361	195	164	360
"MN"	2008	"POPLAR TWP"	220	8	"04B"	8	4	"Poplar Twp"	215	51964	11	40	22	17	39	20	7	40	19	21	40	20	20	40
"MN"	2008	"POWERS TWP"	225	8	"04B"	8	4	"Powers Twp"	220	52252	11	477	243	223	475	197	183	473	168	293	461	251	216	467
"MN"	2008	"REMER"	230	8	"04A"	7	4	"Remer"	224	53782	11	160	49	96	157	48	74	156	50	104	154	58	90	155
"MN"	2008	"REMER TWP"	235	8	"04A"	7	4	"Remer Twp"	225	53800	11	95	50	41	94	44	31	92	42	49	92	46	39	89
"MN"	2008	"ROGERS POINT"	237	8	"04A"	7	4	"North Central Cass Unorganized"	183	46826	11	2	0	2	2	0	2	2	0	2	2	0	2	2
"MN"	2008	"ROGERS TWP"	240	8	"04A"	7	4	"Rogers Twp"	235	55168	11	44	26	18	44	24	15	44	25	17	42	23	17	41
"MN"	2008	"SALEM TWP"	245	8	"04A"	7	4	"Salem Twp"	240	58216	11	50	31	15	50	29	14	49	26	22	48	31	13	49
"MN"	2008	"SHINGOBEE TWP P-1"	250	8	"04B"	8	4	"Shingobee Twp"	245	59872	11	959	548	397	952	505	297	952	388	551	939	585	359	944
"MN"	2008	"SHINGOBEE TWP P-2"	252	8	"04B"	8	4	"Shingobee Twp"	245	59872	11	76	8	68	76	8	62	74	9	63	72	11	62	73
"MN"	2008	"SLATER TWP"	255	8	"04A"	7	4	"Slater Twp"	250	60790	11	114	69	40	113	54	34	112	48	61	109	65	37	108
"MN"	2008	"SMOKY HOLLOW TWP"	260	8	"04A"	7	4	"Smoky Hollow Twp"	255	60970	11	44	27	17	44	25	12	44	21	18	39	22	12	36
"MN"	2008	"SUCKER LAKES"	262	8	"04A"	7	4	"North Central Cass Unorganized"	183	46826	11	8	2	6	8	3	1	8	1	6	7	0	7	7
"MN"	2008	"SYLVAN TWP"	265	8	"04B"	8	4	"Sylvan Twp"	260	63958	11	1373	727	612	1370	626	504	1369	511	826	1338	645	656	1302
"MN"	2008	"THUNDER LAKE TWP"	270	8	"04A"	7	4	"Thunder Lake Twp"	265	64876	11	200	126	68	199	98	64	199	96	99	195	109	78	196
"MN"	2008	"TORREY TWP"	275	8	"04A"	7	4	"Torrey Twp"	270	65254	11	88	52	32	87	42	29	85	40	44	84	40	35	81
"MN"	2008	"TRELIPE TWP"	280	8	"04A"	7	4	"Trelipe Twp"	275	65434	11	124	73	48	124	62	40	123	45	77	122	59	56	122
"MN"	2008	"TURTLE LAKE TWP"	285	8	"04A"	7	4	"Turtle Lake Twp"	280	65776	11	434	212	210	434	196	174	426	149	273	422	172	231	422
"MN"	2008	"WABEDO TWP"	290	8	"04A"	7	4	"Wabedo Twp"	285	67414	11	309	165	140	309	153	111	306	125	176	301	153	134	300
"MN"	2008	"WAHNENA"	295	8	"04A"	7	4	"Wahnena Unorganized"	290	67595	11	77	45	30	76	37	26	75	39	36	75	32	38	74
"MN"	2008	"WALDEN TWP"	300	8	"04B"	8	4	"Walden Twp"	295	67684	11	215	127	74	214	115	60	212	92	107	199	117	89	206
"MN"	2008	"WALKER"	305	8	"04B"	8	4	"Walker"	300	67792	11	602	259	336	600	253	267	590	180	396	576	272	305	577
"MN"	2008	"WILKINSON TWP"	310	8	"04A"	7	4	"Wilkinson Twp"	305	70348	11	212	86	121	212	77	109	210	67	137	206	68	123	206
"MN"	2008	"WILLOW RIVER"	312	8	"04A"	7	4	"North Central Cass Unorganized"	183	46826	11	27	11	14	27	12	11	27	10	14	24	9	14	24
"MN"	2008	"WILSON TWP"	315	8	"04B"	8	4	"Wilson Twp"	310	70654	11	344	200	135	342	165	120	342	143	186	329	187	142	329
"MN"	2008	"WINNIE PORTAGE LAKES"	317	8	"04A"	7	4	"North Central Cass Unorganized"	183	46826	11	99	56	41	99	51	36	99	40	59	99	48	47	99
"MN"	2008	"WOODROW TWP"	320	8	"04B"	8	4	"Woodrow Twp"	315	71608	11	556	282	253	551	242	197	554	210	328	540	281	259	541
"MN"	2008	"BIG BEND TWP"	5	7	"20B"	40	20	"Big Bend Twp"	5	5608	12	154	31	115	153	25	87	152	18	131	149	19	134	153
"MN"	2008	"CLARA CITY"	10	7	"20B"	40	20	"Clara City"	10	11548	12	702	368	319	697	304	232	684	177	487	664	225	460	685
"MN"	2008	"CRATE TWP"	15	7	"20B"	40	20	"Crate Twp"	15	13672	12	99	44	54	98	38	44	98	14	83	97	24	75	99
"MN"	2008	"GRACE TWP"	20	7	"20B"	40	20	"Grace Twp"	20	24722	12	59	26	31	59	22	25	59	10	49	59	18	37	56
"MN"	2008	"GRANITE FALLS W-2"	25	7	"20B"	40	20	"Granite Falls"	25	25280	12	461	179	275	460	160	204	457	96	348	444	104	340	446
"MN"	2008	"GRANITE FALLS TWP"	30	7	"20B"	40	20	"Granite Falls Twp"	30	25262	12	131	65	60	131	52	48	131	36	94	130	45	83	128
"MN"	2008	"HAVELOCK TWP"	35	7	"20B"	40	20	"Havelock Twp"	35	27656	12	116	37	71	113	35	51	115	12	103	115	12	104	116
"MN"	2008	"KRAGERO TWP"	40	7	"20B"	40	20	"Kragero Twp"	40	33668	12	92	20	69	89	20	59	91	6	84	90	14	78	92
"MN"	2008	"LEENTHROP TWP"	45	7	"20B"	40	20	"Leenthrop Twp"	45	36278	12	147	72	71	146	47	59	147	26	120	146	35	109	144
"MN"	2008	"LONE TREE TWP"	50	7	"20B"	40	20	"Lone Tree Twp"	50	37952	12	107	76	31	107	59	26	106	37	67	104	38	65	103
"MN"	2008	"LOURISTON TWP"	55	7	"20B"	40	20	"Louriston Twp"	55	38312	12	78	44	32	77	41	25	77	19	58	77	26	51	77
"MN"	2008	"MANDT TWP"	60	7	"20B"	40	20	"Mandt Twp"	60	39752	12	87	21	64	87	12	56	87	6	81	87	8	79	87
"MN"	2008	"MAYNARD"	65	7	"20B"	40	20	"Maynard"	65	41210	12	191	82	103	190	57	79	187	33	152	185	36	153	189
"MN"	2008	"MILAN"	70	7	"20B"	40	20	"Milan"	70	42146	12	159	50	103	158	34	79	156	26	127	154	32	123	155
"MN"	2008	"MONTEVIDEO P-1"	75	7	"20B"	40	20	"Montevideo"	75	43720	12	1213	495	665	1206	433	519	1203	285	888	1175	326	851	1179
"MN"	2008	"MONTEVIDEO P-2"	90	7	"20B"	40	20	"Montevideo"	75	43720	12	1336	606	690	1330	504	554	1319	320	969	1291	382	918	1300
"MN"	2008	"RHEIDERLAND TWP"	105	7	"20B"	40	20	"Rheiderland Twp"	80	53962	12	169	134	35	169	122	30	168	69	97	166	79	89	168
"MN"	2008	"ROSEWOOD TWP"	110	7	"20B"	40	20	"Rosewood Twp"	85	55870	12	183	108	69	183	88	47	183	43	137	180	60	122	182
"MN"	2008	"SPARTA TWP"	115	7	"20B"	40	20	"Sparta Twp"	90	61582	12	439	198	223	437	151	180	435	103	326	429	120	313	433
"MN"	2008	"STONEHAM TWP"	120	7	"20B"	40	20	"Stoneham Twp"	95	62950	12	134	79	54	133	61	41	134	25	106	131	36	96	132
"MN"	2008	"TUNSBERG TWP"	125	7	"20B"	40	20	"Tunsberg Twp"	100	65704	12	109	47	62	109	38	44	108	26	81	107	27	80	107
"MN"	2008	"WATSON"	130	7	"20B"	40	20	"Watson"	105	68656	12	106	39	53	103	35	48	105	26	78	104	28	75	104
"MN"	2008	"WOODS TWP"	135	7	"20B"	40	20	"Woods Twp"	110	71626	12	121	86	31	121	81	22	120	49	67	116	53	62	115
"MN"	2008	"AMADOR TWP"	5	8	"17B"	34	17	"Amador Twp"	5	1306	13	536	302	224	535	261	169	534	201	310	512	265	253	518
"MN"	2008	"CENTER CITY"	15	8	"17B"	34	17	"Center City"	15	10576	13	375	174	197	374	161	143	374	130	232	363	155	206	361
"MN"	2008	"CHISAGO CITY P-A"	20	8	"17B"	34	17	"Chisago City"	20	11350	13	1746	893	801	1737	825	575	1717	658	996	1656	769	893	1664
"MN"	2008	"CHISAGO CITY P-B"	21	8	"17B"	34	17	"Chisago City"	20	11350	13	1013	554	436	1009	504	342	1006	419	541	961	483	481	966
"MN"	2008	"CHISAGO LAKE TWP (N)"	25	8	"17B"	34	17	"Chisago Lake Twp"	25	11368	13	1417	764	612	1410	690	461	1405	566	802	1370	667	673	1346
"MN"	2008	"CHISAGO LAKE TWP (S)"	30	8	"17B"	34	17	"Chisago Lake Twp"	25	11368	13	1426	744	656	1421	698	467	1417	565	803	1371	666	699	1368
"MN"	2008	"FISH LAKE TWP"	35	8	"17A"	33	17	"Fish Lake Twp"	30	21194	13	1160	645	472	1159	533	385	1156	450	676	1127	594	492	1119
"MN"	2008	"FRANCONIA TWP"	40	8	"17B"	34	17	"Franconia Twp"	35	22310	13	1017	535	453	1015	454	372	1007	391	570	962	468	491	961
"MN"	2008	"HARRIS P-A"	45	8	"17A"	33	17	"Harris"	40	27278	13	593	291	276	592	252	239	589	205	370	576	275	264	568
"MN"	2008	"HARRIS P-B"	47	8	"17B"	34	17	"Harris"	40	27278	13	99	51	39	99	35	30	96	34	63	97	48	49	97
"MN"	2008	"LENT TWP"	50	8	"17B"	34	17	"Lent Twp"	45	36440	13	1792	1081	664	1786	921	486	1773	803	909	1716	903	799	1708
"MN"	2008	"LINDSTROM"	55	8	"17B"	34	17	"Lindstrom"	50	37304	13	2587	1338	1191	2577	1242	906	2571	1025	1476	2502	1161	1341	2504
"MN"	2008	"NESSEL TWP"	60	8	"17A"	33	17	"Nessel Twp"	55	45250	13	1207	719	453	1205	565	396	1202	468	705	1174	662	475	1173
"MN"	2008	"NORTH BRANCH P-N"	65	8	"17B"	34	17	"North Branch"	60	46798	13	2012	1054	883	2002	926	675	1999	750	1197	1949	843	1089	1936
"MN"	2008	"NORTH BRANCH P-S"	66	8	"17B"	34	17	"North Branch"	60	46798	13	3061	1635	1324	3043	1399	1058	3021	1146	1764	2912	1297	1607	2906
"MN"	2008	"RUSH CITY"	70	8	"17B"	34	17	"Rush City"	65	56266	13	944	433	481	938	334	393	937	274	653	927	324	596	920
"MN"	2008	"RUSHSEBA TWP"	75	8	"17B"	34	17	"Rushseba Twp"	70	56392	13	457	260	178	453	199	126	451	170	269	440	198	235	435
"MN"	2008	"SHAFER"	80	8	"17B"	34	17	"Shafer"	74	59314	13	490	249	224	490	205	194	487	161	302	465	193	280	473
"MN"	2008	"SHAFER TWP"	85	8	"17B"	34	17	"Shafer Twp"	75	59332	13	647	332	296	645	291	220	645	241	386	627	299	328	627
"MN"	2008	"STACY"	90	8	"17B"	34	17	"Stacy"	85	62320	13	687	361	302	680	284	250	678	253	400	654	286	365	651
"MN"	2008	"SUNRISE TWP"	95	8	"17B"	34	17	"Sunrise Twp"	90	63616	13	1129	582	507	1125	497	365	1122	443	656	1101	504	588	1092
"MN"	2008	"TAYLORS FALLS"	100	8	"17B"	34	17	"Taylors Falls"	95	64318	13	615	284	316	615	250	262	604	209	374	583	259	329	588
"MN"	2008	"WYOMING P-A"	105	8	"17B"	34	17	"Wyoming"	105	72022	13	2157	1190	921	2153	1074	673	2133	890	1138	2037	937	1101	2041
"MN"	2008	"WYOMING P-B"	106	8	"17B"	34	17	"Wyoming"	105	72022	13	2244	1318	877	2242	1168	646	2224	973	1175	2149	1064	1061	2129
"MN"	2008	"ALLIANCE TWP"	5	7	"09B"	18	9	"Alliance Twp"	5	1054	14	139	65	68	136	65	43	137	15	120	135	27	103	130
"MN"	2008	"BARNESVILLE CITY W-1"	10	7	"09B"	18	9	"Barnesville"	10	3574	14	429	186	233	430	188	178	425	82	340	423	78	348	426
"MN"	2008	"BARNESVILLE CITY W-2"	15	7	"09B"	18	9	"Barnesville"	10	3574	14	331	130	191	328	148	126	324	51	266	317	43	282	325
"MN"	2008	"BARNESVILLE CITY W-3"	20	7	"09B"	18	9	"Barnesville"	10	3574	14	489	226	252	484	203	204	480	84	391	476	67	413	480
"MN"	2008	"BARNESVILLE TWP"	25	7	"09B"	18	9	"Barnesville Twp"	15	3592	14	101	56	43	100	51	31	99	18	82	100	19	80	99
"MN"	2008	"COMSTOCK"	30	7	"09B"	18	9	"Comstock"	20	12862	14	64	28	36	64	26	28	60	9	50	59	13	47	60
"MN"	2008	"CROMWELL TWP"	35	7	"09B"	18	9	"Cromwell Twp"	25	13798	14	203	87	111	202	98	81	201	26	167	193	32	166	199
"MN"	2008	"DILWORTH"	40	7	"09B"	18	9	"Dilworth"	30	15976	14	1760	681	1048	1759	717	760	1736	259	1436	1697	226	1502	1728
"MN"	2008	"EGLON TWP"	45	7	"09B"	18	9	"Eglon Twp"	35	18314	14	288	147	135	288	148	93	283	58	224	282	63	217	280
"MN"	2008	"ELKTON TWP"	50	7	"09B"	18	9	"Elkton Twp"	40	18710	14	174	62	110	174	60	86	172	31	141	172	28	145	173
"MN"	2008	"ELMWOOD TWP"	55	7	"09B"	18	9	"Elmwood Twp"	45	19052	14	239	116	117	238	114	82	239	50	186	236	60	173	233
"MN"	2008	"FELTON"	60	7	"09A"	17	9	"Felton"	49	20834	14	101	48	50	100	48	34	98	20	76	96	70	31	101
"MN"	2008	"FELTON TWP"	65	7	"09A"	17	9	"Felton Twp"	50	20852	14	46	23	19	44	25	12	46	16	29	45	33	11	44
"MN"	2008	"FLOWING TWP"	70	7	"09A"	17	9	"Flowing Twp"	60	21482	14	50	16	34	50	19	26	50	4	45	49	19	30	49
"MN"	2008	"GEORGETOWN"	75	7	"09A"	17	9	"Georgetown"	64	23498	14	55	29	23	54	18	20	52	8	45	54	34	19	53
"MN"	2008	"GEORGETOWN TWP"	80	7	"09A"	17	9	"Georgetown Twp"	65	23516	14	97	45	52	98	49	36	97	21	75	96	62	33	95
"MN"	2008	"GLYNDON"	85	7	"09B"	18	9	"Glyndon"	74	24182	14	628	251	346	618	274	237	614	109	499	609	92	531	623
"MN"	2008	"GLYNDON TWP"	90	7	"09B"	18	9	"Glyndon Twp"	75	24200	14	170	77	88	169	96	47	167	31	137	169	26	142	168
"MN"	2008	"GOOSE PRAIRIE TWP"	95	7	"09B"	18	9	"Goose Prairie Twp"	85	24542	14	104	59	44	104	47	34	99	17	83	100	23	79	102
"MN"	2008	"HAGEN TWP"	100	7	"09A"	17	9	"Hagen Twp"	90	26504	14	88	39	39	88	41	29	86	22	61	83	50	32	82
"MN"	2008	"HAWLEY"	105	7	"09B"	18	9	"Hawley"	94	27746	14	993	406	548	990	446	364	978	167	790	957	175	794	970
"MN"	2008	"HAWLEY TWP"	110	7	"09B"	18	9	"Hawley Twp"	95	27764	14	251	97	150	249	102	104	246	40	203	244	49	198	248
"MN"	2008	"HIGHLAND GROVE TWP"	115	7	"09B"	18	9	"Highland Grove Twp"	105	28988	14	178	73	102	178	62	82	177	26	149	175	33	144	177
"MN"	2008	"HITTERDAL"	120	7	"09B"	18	9	"Hitterdal"	110	29402	14	136	42	90	136	47	61	134	25	107	132	22	113	135
"MN"	2008	"HOLY CROSS TWP"	125	7	"09B"	18	9	"Holy Cross Twp"	115	29906	14	84	40	41	84	43	27	82	17	65	82	15	67	82
