state	year	county	precinct	g2006_USS_dv	g2006_USS_rv	g2006_USS_tv	g2006_USH_dv	g2006_USH_rv	g2006_USH_tv	g2006_STS_dv	g2006_STS_rv	g2006_STS_tv	g2006_STH_dv	g2006_STH_rv	g2006_STH_tv	cd	ld	sd
"MT"	2006	"Glacier"	"21C"	190	22	212	180	27	207	193	8	201				1	16	8
"MT"	2006	"Glacier"	"1"	164	302	466	102	371	473	100	380	480		414	414	1	27	14
"MT"	2006	"Glacier"	"2"	172	213	385	100	277	377	110	269	379		323	323	1	27	14
"MT"	2006	"Glacier"	"3"	130	153	283	99	183	282	89	193	282		229	229	1	27	14
"MT"	2006	"Glacier"	"4"	78	127	205	50	146	196	61	143	204		164	164	1	27	14
"MT"	2006	"Glacier"	"6"	5	32	37	6	32	38	5	36	41		38	38	1	27	14
"MT"	2006	"Golden Valley"	"1"	112	149	261	94	168	262	112	145	257	71	180	251	1	83	42
"MT"	2006	"Golden Valley"	"2"	69	149	218	52	164	216	50	157	207	46	159	205	1	83	42
"MT"	2006	"Granite"	"1"	148	189	337	101	234	335				249		249	1	86	43
"MT"	2006	"Granite"	"2"	207	246	453	158	294	452				347		347	1	86	43
"MT"	2006	"Granite"	"9"	85	185	270	54	205	259				173		173	1	86	43
"MT"	2006	"Granite"	"10"	157	244	401	108	305	413				270		270	1	86	43
"MT"	2006	"Hill"	"14"	87	136	223	61	161	222				133		133	1	32	16
"MT"	2006	"Hill"	"18"	73	27	100	63	39	102				73		73	1	32	16
"MT"	2006	"Hill"	"28"	413	65	478	414	65	479				446		446	1	32	16
"MT"	2006	"Hill"	"1"	157	87	244	115	129	244	170	72	242	159	86	245	1	33	17
"MT"	2006	"Hill"	"2"	174	109	283	143	142	285	179	108	287	173	113	286	1	33	17
"MT"	2006	"Hill"	"3"	177	129	306	123	181	304	184	125	309	185	125	310	1	33	17
"MT"	2006	"Hill"	"4"	223	120	343	148	193	341	237	109	346	218	131	349	1	33	17
"MT"	2006	"Hill"	"5"	70	44	114	54	61	115	72	44	116	77	42	119	1	33	17
"MT"	2006	"Hill"	"6"	100	73	173	75	100	175	113	65	178	111	68	179	1	33	17
"MT"	2006	"Hill"	"9"	242	156	398	184	214	398	250	149	399	236	169	405	1	33	17
"MT"	2006	"Hill"	"13"	155	78	233	118	118	236	154	82	236	161	79	240	1	33	17
"MT"	2006	"Hill"	"15"	239	188	427	173	261	434	259	175	434	245	190	435	1	33	17
"MT"	2006	"Hill"	"19"	61	54	115	33	88	121	73	46	119	61	60	121	1	33	17
"MT"	2006	"Hill"	"20"	71	94	165	47	118	165	92	69	161	74	88	162	1	33	17
"MT"	2006	"Hill"	"21"	62	78	140	45	98	143	76	65	141	69	73	142	1	33	17
"MT"	2006	"Hill"	"22"	93	86	179	57	129	186	93	83	176	81	96	177	1	33	17
"MT"	2006	"Hill"	"23"	40	42	82	15	66	81	39	43	82	40	42	82	1	33	17
"MT"	2006	"Hill"	"7"	231	194	425	172	260	432	250	182	432	381		381	1	34	17
"MT"	2006	"Hill"	"8"	199	168	367	158	216	374	215	165	380	323		323	1	34	17
"MT"	2006	"Hill"	"10"	276	144	420	205	217	422	297	121	418	377		377	1	34	17
"MT"	2006	"Hill"	"16"	211	144	355	148	207	355	221	135	356	315		315	1	34	17
"MT"	2006	"Hill"	"25"	77	115	192	55	137	192	99	90	189	134		134	1	34	17
"MT"	2006	"Jefferson"	"4"	179	221	400	118	288	406				184	229	413	1	71	36
"MT"	2006	"Jefferson"	"6"	273	430	703	190	516	706				254	468	722	1	71	36
"MT"	2006	"Jefferson"	"9"	9	29	38	5	35	40				12	28	40	1	71	36
"MT"	2006	"Jefferson"	"1"	378	374	752	298	455	753	370	391	761	411	363	774	1	77	39
"MT"	2006	"Jefferson"	"2"	124	126	250	95	160	255	111	147	258	126	133	259	1	77	39
"MT"	2006	"Jefferson"	"3"	202	177	379	160	218	378	177	209	386	220	171	391	1	77	39
"MT"	2006	"Jefferson"	"5"	75	117	192	57	132	189	64	126	190	63	132	195	1	77	39
"MT"	2006	"Jefferson"	"7"	227	178	405	186	225	411	190	221	411	239	178	417	1	77	39
"MT"	2006	"Jefferson"	"8"	15	58	73	12	63	75	10	65	75	18	59	77	1	77	39
"MT"	2006	"Jefferson"	"12"	67	43	110	49	59	108	59	52	111	58	55	113	1	77	39
"MT"	2006	"Jefferson"	"15"	27	22	49	16	29	45	24	24	48	33	15	48	1	77	39
"MT"	2006	"Jefferson"	"20"	204	199	403	153	246	399	189	216	405	200	202	402	1	77	39
"MT"	2006	"Jefferson"	"26"	292	348	640	219	430	649	292	346	638	306	350	656	1	77	39
"MT"	2006	"Jefferson"	"27"	349	408	757	252	506	758	334	418	752	330	433	763	1	77	39
"MT"	2006	"Judith Basin"	"1"	34	64	98	22	73	95	33	56	89	54	39	93	1	29	15
"MT"	2006	"Judith Basin"	"2"	51	100	151	38	115	153	51	101	152	86	68	154	1	29	15
"MT"	2006	"Judith Basin"	"3"	168	313	481	107	377	484	147	332	479	256	217	473	1	29	15
"MT"	2006	"Judith Basin"	"4"	124	308	432	76	359	435	114	328	442	170	260	430	1	29	15
"MT"	2006	"Lake"	"13"	206	262	468	157	304	461	218	258	476	195	277	472	1	9	5
"MT"	2006	"Lake"	"14"	238	278	516	183	330	513	256	270	526	221	297	518	1	9	5
"MT"	2006	"Lake"	"15"	33	69	102	26	76	102	38	63	101	35	66	101	1	9	5
"MT"	2006	"Lake"	"16"	244	190	434	205	233	438	270	172	442	229	207	436	1	9	5
"MT"	2006	"Lake"	"1"	152	248	400	129	272	401				135	271	406	1	11	6
"MT"	2006	"Lake"	"2"	294	320	614	230	386	616				252	370	622	1	11	6
"MT"	2006	"Lake"	"3"	471	535	1006	364	659	1023				440	582	1022	1	11	6
"MT"	2006	"Lake"	"4"	244	168	412	196	214	410				199	216	415	1	11	6
"MT"	2006	"Lake"	"5"	282	288	570	197	370	567				247	321	568	1	11	6
"MT"	2006	"Lake"	"6"	368	310	678	286	404	690				316	374	690	1	11	6
"MT"	2006	"Lake"	"7"	228	324	552	161	402	563				218		218	1	12	6
"MT"	2006	"Lake"	"8"	469	525	994	368	657	1025				431		431	1	12	6
"MT"	2006	"Lake"	"9"	205	163	368	170	209	379				194		194	1	12	6
"MT"	2006	"Lake"	"10"	256	277	533	178	377	555				209		209	1	12	6
