state	year	precinct	g2004_USP_tv	g2004_USP_dv	g2004_USP_rv	g2004_USH_tv	g2004_USH_dv	g2004_USH_rv	g2004_GOV_tv	g2004_GOV_dv	g2004_GOV_rv	g2004_LTG_tv	g2004_LTG_dv	g2004_LTG_rv	g2004_INS_tv	g2004_INS_dv	g2004_INS_rv	g2004_STS_tv	g2004_STS_dv	g2004_STS_rv	sd	g2004_STH_tv	g2004_STH_dv	g2004_STH_rv	ld
"DE"	2004	"06-32"	156	121	35	144	74	66	150	77	60	152	116	29	142	108	34	150	108	36	17	155	83	72	32
"DE"	2004	"06-33"	1267	458	799	1214	247	946	1248	566	606	1200	678	495	1179	493	686	1211	386	825	16	929		929	33
"DE"	2004	"06-34"	1637	627	999	1542	308	1213	1614	660	899	1536	768	747	1501	568	933	1575	440	1135	16	1209		1209	34
"DE"	2004	"06-35"	684	228	451	660	137	515	674	245	372	651	331	292	651	265	386					569		521	35
"DE"	2004	"06-36"	1175	552	610	1127	314	796	1151	568	538	1115	673	417	1100	581	519					1145	517	628	36
"DE"	2004	"06-37"	1629	629	980	1572	308	1233	1595	656	873	1564	861	672	1540	695	845					1577	359	1218	37
"DE"	2004	"06-38"	1475	554	915	1375	412	947	1455	770	644	1377	788	577	1343	593	750					1461	651	810	38
"DE"	2004	"06-39"	1175	427	739	1133	210	905	1158	469	635	1117	603	492	1105	432	673	1143	617	526	21	1141	443	698	39
"DE"	2004	"06-40"	1051	261	780	1001	162	829	1033	426	555	990	517	458	971	350	621	1007	631	376	21	854		854	40
"DE"	2004	"06-41"	743	317	417	719	177	532	736	326	376	708	403	291	698	316	382					721	208	513	41
"DE"	2004	"07-01"	261	212	48	245	135	110	249	177	71	243	195	48	236	174	62	224	224		2	210	210		1
"DE"	2004	"07-02"	152	106	45	141	73	66	146	94	47	141	98	40	135	92	43	109	109		3	111	111		2
"DE"	2004	"07-03"	512	430	76	449	263	183	462	333	121	445	386	57	439	369	70	411	411		3	427	427		3
"DE"	2004	"07-04"	974	624	335	911	289	610	928	526	381	894	579	293	872	550	322					854	423	431	4
"DE"	2004	"07-05"	624	415	203	588	256	325	607	357	234	588	406	172	572	382	190					476	476		5
"DE"	2004	"07-06"	1194	620	568	1150	230	907	1170	601	557	1128	659	461	1118	452	666	800		800	4	1134	521	613	6
"DE"	2004	"07-07"	940	576	354	894	322	562	922	511	390	889	623	246	870	466	404					904	375	522	7
"DE"	2004	"07-08"	1096	485	605	1047	294	741	1080	409	584	1019	575	415	1023	463	560					807	807		8
"DE"	2004	"07-09"	1433	651	771	1375	327	1033	1409	621	747	1351	810	528	1340	623	717					1357	451	906	9
"DE"	2004	"07-10"	1345	694	640	1294	281	994	1315	663	641	1288	761	511	1262	576	686	905		905	4	1276	358	868	10
"DE"	2004	"07-11"	614	261	350	601	68	527	605	291	309	595	325	265	581	240	341	456		456	4	468		468	11
"DE"	2004	"07-12"	1119	509	608	1095	154	935	1105	521	572	1086	546	531	1065	415	650	842		842	4	1054	264	790	12
"DE"	2004	"07-13"	137	91	44	130	38	90	131	80	48	127	94	31	125	84	41					102	102		13
"DE"	2004	"07-14"	1879	750	1119	1801	411	1372	1857	851	939	1791	969	799	1762	743	1019	1762	643	1119	18	1826	1150	665	14
"DE"	2004	"07-15"	1309	749	551	1245	399	835	1283	713	547	1234	816	400	1207	699	508					1260	593	667	15
"DE"	2004	"07-16"	601	440	154	564	269	286	574	364	194	559	448	106	558	405	153					573	408	165	16
"DE"	2004	"07-17"	903	626	269	848	395	445	866	503	339	840	632	192	813	580	233					843	692	151	17
"DE"	2004	"07-18"	747	458	280	700	243	443	724	372	329	698	466	218	677	395	282					453		453	18
"DE"	2004	"07-19"	956	588	358	911	300	603	930	479	427	904	607	288	878	521	357					744	744		19
"DE"	2004	"07-20"	1058	536	516	1031	169	853	1041	526	505	1011	580	424	981	483	498					803		803	20
"DE"	2004	"07-21"	1017	539	466	984	224	746	1000	549	427	965	611	340	943	475	468					976	266	710	21
"DE"	2004	"07-22"	815	420	391	792	188	597	804	398	397	780	438	338	769	384	385					585		585	22
"DE"	2004	"07-23"	934	606	312	896	289	597	911	539	350	883	577	286	864	498	366	534		534	6	898	489	409	23
"DE"	2004	"07-24"	544	349	193	502	221	268	520	305	196	500	358	133	482	318	164	492	282	210	10	328		328	24
"DE"	2004	"07-25"	854	482	358	819	233	577	839	449	370	808	484	304	791	428	363	824	287	537	10	822	252	570	25
"DE"	2004	"07-26"	1389	923	458	1312	498	800	1352	745	569	1290	905	361	1265	845	420	1118	1118		11	1129	1129		26
"DE"	2004	"07-27"	1188	585	591	1133	261	852	1157	566	568	1126	653	455	1094	523	571					849		849	27
"DE"	2004	"07-28"	142	56	82	138	38	98	141	57	63	134	78	47	136	57	79					111	111		28
"DE"	2004	"07-29"	977	327	647	954	154	791	978	367	554	952	452	476	946	305	641	958	338	606	17	967	463	504	29
"DE"	2004	"07-30"	1042	309	718	998	185	795	1028	384	554	997	520	444	988	401	587	1006	300	706	16	1025	412	613	30
"DE"	2004	"07-31"	692	486	195	614	251	351	654	395	227	616	452	149	617	410	207	639	408	219	17	381		381	31
"DE"	2004	"07-32"	87	42	43	84	24	58	83	33	38	84	40	40	82	38	44	84	41	42	17	86	39	47	32
"DE"	2004	"07-33"	659	321	326	626	172	444	643	331	277	627	388	224	606	311	295	627	247	380	16	445		445	33
"DE"	2004	"07-34"	1113	415	693	1062	216	830	1095	405	660	1061	507	539	1046	374	672	1076	344	732	16	869		869	34
"DE"	2004	"07-35"	412	156	251	398	102	290	405	156	217	394	217	163	387	169	218					311		276	35
"DE"	2004	"07-36"	1843	721	1108	1777	413	1349	1821	809	957	1754	953	781	1740	770	970	1718	614	1104	18	1778	738	1040	36
"DE"	2004	"07-37"	761	260	496	750	139	604	758	279	437	747	405	332	744	328	416	748	455	293	21	753	146	607	37
"DE"	2004	"07-38"	1833	673	1147	1755	425	1304	1812	820	917	1742	956	753	1690	705	985					1814	713	1101	38
"DE"	2004	"07-39"	807	335	466	766	195	562	797	337	400	766	475	269	749	356	393	767	453	314	21	773	320	453	39
"DE"	2004	"07-40"	1340	476	849	1287	275	997	1307	676	555	1263	755	475	1236	583	653	1285	797	488	21	1034		1034	40
"DE"	2004	"07-41"	1517	715	789	1439	421	1000	1489	663	732	1428	844	547	1421	688	733					1453	485	968	41
"DE"	2004	"08-01"	169	110	54	155	58	93	157	99	56	150	108	39	150	85	65					120	120		1
"DE"	2004	"08-02"	246	230	15	210	148	61	225	175	46	210	192	18	207	190	17	201	201		3	202	202		2
"DE"	2004	"08-03"	566	498	66	481	269	207	510	363	140	478	413	63	466	396	70	441	441		3	442	442		3
"DE"	2004	"08-04"	15	12	3	14	5	9	15	9	6	14	11	3	14	9	5	15	15		3	14	7	7	4
"DE"	2004	"08-05"	587	393	191	553	241	305	562	312	237	546	379	161	548	370	178					443	443		5
"DE"	2004	"08-06"	1460	838	604	1401	361	1018	1418	744	636	1375	889	461	1375	575	800					1386	651	735	6
"DE"	2004	"08-07"	792	416	369	749	183	557	765	393	360	733	409	316	718	323	395					754	282	470	7
"DE"	2004	"08-08"	792	394	387	757	231	513	770	317	371	738	460	243	741	332	409					603	603		8
"DE"	2004	"08-09"	1004	504	489	964	208	751	986	450	511	947	574	360	929	453	476	930	395	535	10	948	297	651	9
"DE"	2004	"08-10"	820	367	446	801	116	675	809	399	405	792	420	366	768	298	470	592		592	4	784	173	604	10
"DE"	2004	"08-11"	985	496	470	952	201	733	967	467	484	932	525	391	917	429	488	685		685	4	696		696	11
"DE"	2004	"08-12"	648	308	334	632	99	530	642	311	329	623	325	294	597	247	350	477		477	6	603	158	445	12
"DE"	2004	"08-13"	434	294	136	413	173	232	422	209	197	393	291	96	390	261	129					332	332		13
"DE"	2004	"08-15"	1301	827	468	1246	493	745	1265	772	469	1239	866	363	1225	799	426					1259	633	626	15
"DE"	2004	"08-16"	558	391	164	525	204	318	530	294	224	517	393	117	514	363	151	412	412		2	524	358	166	16
"DE"	2004	"08-17"	814	548	255	762	309	448	773	489	272	748	565	173	735	526	209					759	649	110	17
"DE"	2004	"08-18"	622	370	249	599	207	388	606	328	265	592	380	205	580	344	236	488	488		11	431		431	18
"DE"	2004	"08-19"	657	390	264	620	183	429	627	305	310	598	389	197	594	352	242					492	492		19
"DE"	2004	"08-20"	817	365	449	788	130	651	801	408	391	773	423	342	755	311	444					603		603	20
"DE"	2004	"08-21"	951	586	355	907	261	635	931	509	397	889	595	279	869	502	367					908	356	552	21
"DE"	2004	"08-22"	671	362	301	633	163	460	646	347	289	616	372	236	608	310	298					451		451	22
"DE"	2004	"08-23"	1137	654	470	1091	285	789	1115	625	476	1062	689	358	1038	558	480	760		760	6	1084	565	519	23
"DE"	2004	"08-24"	1403	880	514	1323	435	877	1365	755	586	1310	889	402	1283	790	493	1067	1067		11	934		934	24
"DE"	2004	"08-25"	563	325	235	531	153	372	549	296	240	518	334	177	513	282	231					535	278	257	25
"DE"	2004	"08-26"	488	351	132	452	206	240	477	271	193	452	325	119	448	326	122	455	295	160	10	395	395		26
"DE"	2004	"08-27"	1053	541	502	1000	295	691	1026	551	454	981	572	396	971	476	495	988	453	535	10	712		712	27
"DE"	2004	"08-28"	1815	928	878	1703	531	1156	1788	877	825	1689	1056	597	1678	806	872					1334	1334		28
"DE"	2004	"08-30"	266	66	195	259	35	220	262	76	169	256	93	153	252	82	170	260	61	199	16	258	95	163	30
"DE"	2004	"08-32"	29	7	21	24	5	19	27	6	19	25	10	14	29	10	19	29	9	20	16	29	10	19	32
"DE"	2004	"08-33"	510	205	302	485	98	381	498	240	230	479	273	194	467	194	273	478	128	350	18	369		369	33
"DE"	2004	"08-34"	330	121	208	322	60	259	329	100	200	322	157	157	317	116	201	320	86	234	16	265		265	34
"DE"	2004	"08-36"	848	354	491	818	210	595	829	371	388	805	479	303	799	408	391					822	360	462	36
"DE"	2004	"08-37"	285	135	148	271	69	193	285	131	138	275	170	96	274	142	132					277	82	195	37
"DE"	2004	"08-38"	806	307	493	744	149	586	776	382	367	732	428	296	716	315	401					777	312	465	38
"DE"	2004	"08-41"	1690	713	969	1599	448	1126	1657	787	788	1588	876	674	1558	699	859					1638	772	866	41
"DE"	2004	"09-01"	1337	1226	105	1153	769	377	1245	998	229	1151	1058	83	1157	1041	116	1139	1139		2	1143	1143		1
"DE"	2004	"09-02"	383	344	38	339	227	109	346	272	69	336	306	27	338	309	29	314	314		3	328	328		2
"DE"	2004	"09-03"	714	610	102	606	368	233	651	437	203	596	497	96	575	479	96	534	534		3	544	544		3
"DE"	2004	"09-04"	650	459	182	611	238	363	616	389	211	601	431	156	582	421	161					592	319	273	4
"DE"	2004	"09-05"	819	631	186	763	455	300	776	515	248	749	609	132	760	580	180					663	663		5
"DE"	2004	"09-06"	233	112	120	226	42	182	230	113	115	225	122	102	225	78	147					219	91	128	6
"DE"	2004	"09-07"	369	204	157	358	62	288	367	188	174	351	216	128	345	160	185	233		233	4	354	128	223	7
"DE"	2004	"09-08"	555	264	285	531	135	383	539	181	269	520	308	183	527	225	302					433	433		8
"DE"	2004	"09-09"	843	399	440	805	219	580	835	359	408	789	468	299	799	348	451					799	355	444	9
"DE"	2004	"09-10"	1060	597	453	1019	286	722	1034	569	442	981	612	354	963	505	458					979	400	569	10
"DE"	2004	"09-11"	921	500	414	886	202	676	902	490	404	879	517	355	858	414	444	615		615	4	643		643	11
"DE"	2004	"09-12"	905	568	330	866	266	589	884	465	408	853	563	278	843	511	332					845	406	439	12
"DE"	2004	"09-13"	1033	660	360	986	348	627	1002	548	423	970	613	310	948	614	334					804	804		13
"DE"	2004	"09-15"	1748	884	854	1691	435	1250	1722	849	843	1648	999	634	1630	844	786					1667	645	1022	15
"DE"	2004	"09-16"	875	681	184	818	472	342	846	596	236	811	693	116	789	619	170					833	701	132	16
"DE"	2004	"09-17"	815	500	308	795	256	535	798	428	348	774	529	231	770	497	273					789	636	153	17
"DE"	2004	"09-18"	639	364	271	602	202	395	630	347	269	612	413	193	598	351	247					421		421	18
"DE"	2004	"09-19"	414	270	141	387	153	230	401	232	160	384	269	110	378	260	118					325	325		19
"DE"	2004	"09-20"	1181	504	669	1148	174	961	1163	547	607	1130	577	545	1098	411	687					898		898	20
"DE"	2004	"09-21"	982	586	388	930	256	663	958	529	404	914	614	293	906	515	391					932	314	618	21
"DE"	2004	"09-22"	1074	536	527	1040	206	827	1060	567	485	1018	591	418	991	443	548					801		801	22
"DE"	2004	"09-23"	1093	583	502	1075	210	854	1085	624	454	1053	651	396	1031	471	560	764		764	6	1064	548	516	23
"DE"	2004	"09-24"	639	392	246	618	201	415	626	349	263	606	405	196	588	360	228	595	288	307	10	428		428	24
"DE"	2004	"09-25"	422	276	143	390	168	220	401	212	184	384	250	132	377	231	146	379	214	165	10	397	188	209	25
"DE"	2004	"09-26"	1083	826	252	996	528	458	1035	597	393	984	727	232	974	731	243	886	886		11	897	897		26
"DE"	2004	"09-27"	1008	584	416	961	298	654	989	523	446	959	596	352	938	523	415	957	431	526	10	687		687	27
"DE"	2004	"09-28"	64	35	29	58	14	44	62	18	38	59	30	28	56	22	34					50	50		28
"DE"	2004	"09-32"	946	389	546	863	209	642	914	370	511	852	447	387	842	333	509	864	258	606	16	871	272	599	32
"DE"	2004	"09-33"	979	313	654	957	152	791	975	453	481	951	514	412	906	364	542	958	185	773	18	791		791	33
"DE"	2004	"09-34"	197	58	139	190	31	156	192	82	107	189	91	95	188	54	134	191	30	161	16	168		168	34
"DE"	2004	"09-41"	376	147	225	358	102	250	368	158	190	359	193	156	358	175	183	351	163	188	18	365	184	181	41
"DE"	2004	"10-01"	648	502	140	601	331	258	620	429	176	603	465	124	581	435	146	530	530		2	526	526		1
"DE"	2004	"10-02"	928	610	308	856	311	538	892	497	376	851	608	231	837	601	236	736	736		3	638	638		2
"DE"	2004	"10-03"	622	566	46	485	360	115	514	413	92	488	455	27	470	429	41	456	456		3	464	464		3
"DE"	2004	"10-04"	698	512	180	654	279	367	673	410	252	649	469	172	642	491	151					635	371	264	4
"DE"	2004	"10-05"	809	630	171	765	447	305	783	509	250	764	612	140	753	601	152					688	688		5
"DE"	2004	"10-06"	1145	718	408	1080	399	668	1102	596	479	1071	703	350	1071	577	494					1076	646	430	6
"DE"	2004	"10-07"	769	377	376	748	136	600	751	403	333	729	435	287	720	328	392					745	245	495	7
"DE"	2004	"10-08"	12	7	5	11	2	9	11	2	6	10	5	3	11	4	7					10	10		8
"DE"	2004	"10-09"	1141	509	622	1086	217	857	1116	514	584	1061	595	454	1039	471	568	1052	438	614	10	1094	286	808	9
"DE"	2004	"10-10"	805	593	206	730	424	299	758	501	241	738	560	168	721	505	216					720	488	224	10
"DE"	2004	"10-11"	1119	487	625	1093	126	959	1111	517	584	1095	565	520	1058	375	683	857		857	4	896		896	11
"DE"	2004	"10-12"	1006	452	544	977	162	796	989	501	470	966	531	422	941	395	546	733		733	4	938	253	685	12
"DE"	2004	"10-13"	794	542	247	756	278	471	773	408	344	743	528	200	736	519	217					619	619		13
"DE"	2004	"10-16"	367	263	101	345	158	183	353	179	164	341	253	83	327	228	99					349	248	101	16
"DE"	2004	"10-17"	788	538	239	738	321	411	769	457	298	739	539	188	723	490	233					738	585	153	17
"DE"	2004	"10-18"	720	424	289	686	224	451	696	384	289	674	439	222	660	387	273					488		488	18
"DE"	2004	"10-19"	272	134	138	261	56	204	269	143	120	264	171	90	257	134	123					216	216		19
"DE"	2004	"10-20"	755	409	335	732	200	525	735	393	321	722	469	246	710	348	362					505		505	20
"DE"	2004	"10-21"	434	236	191	414	106	304	423	210	204	404	222	175	394	192	202					399	124	275	21
"DE"	2004	"10-22"	753	321	425	731	130	591	744	413	325	712	415	293	693	284	409	537		537	6	553		553	22
"DE"	2004	"10-23"	573	244	325	547	101	442	557	260	289	542	290	249	531	229	302	399		399	6	546	275	271	23
"DE"	2004	"10-27"	863	412	445	832	175	646	845	431	405	825	468	348	795	377	418	782	311	471	10	628		628	27
"DE"	2004	"10-28"	109	76	33	96	49	44	102	54	42	93	61	29	91	59	32	93	53	40	17	74	74		28
"DE"	2004	"10-32"	89	26	62	87	13	73	88	21	56	87	46	40	86	25	61	88	26	61	17	88	19	69	32
"DE"	2004	"10-33"	297	78	216	290	47	229	290	93	183	283	126	148	286	109	177	287	78	209	16	255		255	33
"DE"	2004	"10-34"	659	211	445	624	121	491	635	209	366	614	303	293	612	222	390					498		498	34
"DE"	2004	"11-01"	720	607	107	662	355	292	687	489	185	664	559	95	657	535	122					619	619		1
"DE"	2004	"11-02"	854	809	37	700	521	174	754	604	135	700	660	32	682	639	43	700	700		2	721	721		2
"DE"	2004	"11-03"	316	301	12	286	204	78	298	241	51	285	268	13	280	267	13	284	284		2	275	275		3
"DE"	2004	"11-04"	1108	458	644	1074	182	877	1081	456	618	1050	463	580	1017	374	643	840		840	4	1021	283	738	4
"DE"	2004	"11-05"	816	642	167	654	347	294	682	432	228	646	492	141	637	470	167					560	560		5
"DE"	2004	"11-06"	618	410	196	573	247	321	597	336	242	576	409	153	570	351	219					580	370	210	6
"DE"	2004	"11-07"	803	395	396	767	142	609	788	372	398	769	400	354	756	328	428					779	263	507	7
"DE"	2004	"11-08"	549	261	280	515	147	361	538	182	261	502	308	174	510	229	281					423	423		8
"DE"	2004	"11-10"	876	534	337	1058	523	522	1089	656	404	1050	794	239	934	684	250					717	472	228	10
"DE"	2004	"11-11"	764	404	357	733	154	570	745	389	348	722	388	324	714	313	401	519		519	4	532		532	11
"DE"	2004	"11-12"	1134	426	694	1095	125	958	1115	467	641	1078	455	611	1055	328	727	881		881	4	1053	228	825	12
"DE"	2004	"11-13"	1005	750	246	947	443	491	963	655	279	950	778	151	933	738	195	846	846		3	834	834		13
"DE"	2004	"11-16"	1077	810	249	1000	536	451	1026	618	380	986	772	202	985	752	233	856	856		2	1016	741	275	16
"DE"	2004	"11-17"	662	433	225	637	247	381	638	315	279	622	430	175	619	426	193					622	503	119	17
"DE"	2004	"11-18"	625	396	221	587	259	317	593	324	257	566	372	185	567	355	212					371		371	18
"DE"	2004	"11-19"	1278	805	457	1218	431	775	1236	653	558	1207	846	347	1169	768	401					981	981		19
"DE"	2004	"11-20"	659	322	334	633	126	502	648	306	337	627	350	273	611	284	327					516		516	20
"DE"	2004	"11-21"	947	511	429	917	225	673	930	448	445	907	541	345	901	475	426					889	321	568	21
"DE"	2004	"11-22"	979	563	408	941	234	691	950	519	415	920	573	336	897	473	424					681		681	22
"DE"	2004	"11-28"	764	455	302	717	284	422	743	375	335	712	495	204	706	400	306	731	377	347	17	591	591		28
"DE"	2004	"12-02"	452	424	25	363	268	90	392	307	82	369	347	16	340	314	26	344	344		2	374	374		2
"DE"	2004	"12-03"	54	44	10	52	24	27	54	33	18	51	40	10	53	40	13					42	42		3
"DE"	2004	"12-04"	182	119	62	163	38	124	172	97	72	166	111	52	160	100	60					161	74	87	4
"DE"	2004	"12-06"	261	172	86	247	94	150	254	151	102	243	165	76	246	142	104	195	195		2	244	149	95	6
"DE"	2004	"12-07"	1085	514	558	1060	171	883	1068	525	533	1045	581	456	1026	437	589					1052	360	688	7
"DE"	2004	"12-08"	119	54	64	110	31	77	116	54	52	112	67	42	111	50	61					91	91		8
"DE"	2004	"12-10"	175	80	89	168	27	139	173	75	93	164	86	76	161	55	106					165	46	114	10
"DE"	2004	"12-11"	524	301	217	494	156	330	509	276	220	485	298	177	480	250	230					334		334	11
"DE"	2004	"12-12"	1337	722	605	1306	302	994	1330	674	631	1293	773	510	1269	666	603					1276	536	740	12
"DE"	2004	"12-13"	591	390	199	555	204	346	569	324	233	547	393	148	547	375	172	443	443		3	449	449		13
"DE"	2004	"12-17"	724	473	243	683	287	390	688	365	301	662	474	176	656	448	208					679	582	97	17
"DE"	2004	"12-20"	1372	651	710	1329	228	1095	1346	675	661	1299	712	580	1281	543	738	1020		1020	6	1028		1028	20
"DE"	2004	"12-21"	208	93	114	200	39	158	205	106	99	201	108	92	194	76	118					200	51	149	21
"DE"	2004	"12-22"	708	408	294	674	199	465	685	379	291	656	417	231	646	362	284					460		460	22
"DE"	2004	"12-28"	231	123	106	214	66	148	227	110	102	216	155	57	217	100	117	219	110	109	17	178	178		28
"DE"	2004	"13-02"	450	428	21	379	262	112	415	316	92	382	357	23	382	350	32	372	372		2	374	374		2
"DE"	2004	"13-04"	456	290	162	433	143	281	440	217	205	432	268	152	425	273	152	336	336		3	419	224	195	4
"DE"	2004	"13-07"	1024	525	492	996	163	816	997	509	473	982	538	429	959	420	539					986	382	593	7
"DE"	2004	"13-11"	717	441	263	683	216	452	697	374	294	681	452	210	671	360	311					418		418	11
"DE"	2004	"13-20"	1125	521	592	1086	200	866	1110	577	516	1078	624	440	1048	495	553	812		812	4	847		847	20
"DE"	2004	"13-21"	353	170	180	349	86	256	347	169	173	342	203	135	339	175	164					342	136	206	21
"DE"	2004	"13-22"	78	39	39	78	17	61	76	41	34	77	43	34	76	35	41	47		47	6	48		48	22
"DE"	2004	"13-28"	189	73	115	175	25	145	181	71	93	179	91	79	174	68	106					122	122		28
"DE"	2004	"14-02"	35	32	2	31	24	6	32	25	5	30	29	1	30	29	1	31	31		2	30	30		2
"DE"	2004	"14-04"	223	98	120	211	23	187	217	69	147	213	88	124	207	76	131	121	121		3	215	59	156	4
"DE"	2004	"14-07"	76	42	33	74	17	54	73	37	33	72	41	29	72	31	41	50		50	4	74	32	40	7
"DE"	2004	"14-11"	896	612	279	837	339	488	865	472	354	836	587	234	815	485	330					468		468	11
"DE"	2004	"14-21"	203	100	100	194	49	141	195	100	90	192	116	74	184	93	91					190	63	127	21
"DE"	2004	"14-22"	333	192	139	323	83	238	323	177	142	316	193	122	304	158	146	214		214	6	224		224	22
"DE"	2004	"15-04"	45	36	7	40	16	22	45	33	12	40	33	6	39	33	6	34	34		3	37	25	12	4
"DE"	2004	"16-02"	478	363	108	424	223	199	448	298	138	414	340	70	409	314	95	385	385		3	356	356		2
"DE"	2004	"16-04"	225	58	166	216	10	206	217	58	158	204	54	150	197	37	160	185		185	4	199	24	175	4
"DE"	2004	"16-31"	58	36	20	33	16	15																	
"DE"	2004	"16-41"	83	50	32	67	21	45																	
"DE"	2004	"17-02"	135	75	59	116	31	85																	
"DE"	2004	"17-04"	163	109	50	154	42	112	160	81	74	157	102	49	152	105	47					153	76	77	4
"DE"	2004	"18-04"	72	57	15	69	33	35	68	34	33	68	50	16	66	55	11	59	59		3	65	41	24	4
"DE"	2004	"19-04"	45	35	9	42	26	16	42	27	14	41	34	7	40	33	7	33	33		3	39	26	13	4
