state	year	county	precinct	cd	cd2	g2008_USP_dv	g2008_USP_rv	g2008_USP_tv	g2008_USS_dv	g2008_USS_rv	g2008_USS_tv	g2008_USH_dv	g2008_USH_rv	g2008_USH_tv	g2008_USH_dv2	g2008_USH_rv2	g2008_USH_tv2
"AL"	2008	"DALLAS"	"Eastend Fire Station"	7		701	7	708	666	26	692	689	0	689			
"AL"	2008	"DALLAS"	"Good Hope Church"	7		27	51	78	25	52	77	46	0	46			
"AL"	2008	"DALLAS"	"Marion Jct Blackbelt Exper St"	7		233	93	327	215	103	318	271	0	271			
"AL"	2008	"DALLAS"	"Memorial Stadium"	7		120	570	692	102	579	681	434	0	434			
"AL"	2008	"DALLAS"	"Mt Zion Church"	7		427	374	804	410	383	793	611	0	611			
"AL"	2008	"DALLAS"	"Northern Hts. Pres. Church"	7		869	20	890	820	54	874	863	0	863			
"AL"	2008	"DALLAS"	"Old National Guard Armory"	7		210	609	821	194	615	809	527	0	527			
"AL"	2008	"DALLAS"	"Orrville Comm Center"	7		853	215	1069	816	227	1043	952	0	952			
"AL"	2008	"DALLAS"	"Plantersville Vol Fire Dept"	7		136	184	320	125	184	309	221	0	221			
"AL"	2008	"DALLAS"	"Provisional"	7		28	7	35	27	6	33	30	0	30			
"AL"	2008	"DALLAS"	"Queen of Peach School"	7		330	64	395	314	75	389	366	0	366			
"AL"	2008	"DALLAS"	"Rangedale Center"	7		821	13	836	779	37	816	808	0	808			
"AL"	2008	"DALLAS"	"Safford Comm Center"	7		106	46	152	104	47	151	130	0	130			
"AL"	2008	"DALLAS"	"Selma Mall"	7		420	52	472	389	73	462	441	0	441			
"AL"	2008	"DALLAS"	"Selmont Water Works"	7		369	81	450	347	101	448	396	0	396			
"AL"	2008	"DALLAS"	"Shiloh School Bldg"	7		423	132	556	385	151	536	476	0	476			
"AL"	2008	"DALLAS"	"Summerfield Vol Fire"	7		174	360	536	159	365	524	355	0	355			
"AL"	2008	"DALLAS"	"Tipton School"	7		1802	86	1891	1726	136	1862	1826	0	1826			
"AL"	2008	"DALLAS"	"Tyler Comm Center"	7		90	200	293	77	211	288	172	0	172			
"AL"	2008	"DALLAS"	"Union Old Natl Guard Armory"	7		575	760	1343	546	783	1329	971	0	971			
"AL"	2008	"DALLAS"	"Union Old Natl Guard Armory"	7		215	551	768	199	556	755	490	0	490			
"AL"	2008	"DALLAS"	"Valley Grande Comm Center"	7		602	1093	1704	556	1129	1685	1129	0	1129			
"AL"	2008	"DALLAS"	"Woodrow Ave. Fire Station"	7		984	158	1146	937	192	1129	1035	0	1035			
"AL"	2008	"DEKALB"	"ABSENTEE"	4		314	751	1081	322	732	1054	348	709	1057			
"AL"	2008	"DEKALB"	"ADAMSBURG FIRE DEPT"	4		51	263	318	46	254	300	62	236	298			
"AL"	2008	"DEKALB"	"ANTIOCH BARRY'S BBQ"	4		25	73	100	26	75	101	31	69	100			
"AL"	2008	"DEKALB"	"ARONEY FIRE HALL"	4		104	320	428	93	323	416	103	309	413			
"AL"	2008	"DEKALB"	"BLAKE COMM CTR"	4		109	469	594	112	473	585	149	432	581			
"AL"	2008	"DEKALB"	"CARTERSVILLE FIRE HALL"	4		101	311	418	106	296	402	123	279	402			
"AL"	2008	"DEKALB"	"COLLINSVL NATL GD ARM"	4		186	374	563	169	370	542	183	359	542			
"AL"	2008	"DEKALB"	"COPELAND BRG LIBERTY HILL"	4		37	134	173	36	133	169	42	126	168			
"AL"	2008	"DEKALB"	"DEKALB CO SCH COLISEUM 1"	4		159	776	954	171	757	928	211	717	928			
"AL"	2008	"DEKALB"	"DEKALB CO SCH COLISEUM 2"	4		227	905	1146	223	902	1126	265	852	1120			
"AL"	2008	"DEKALB"	"DOGTOWN FIRE DEPT"	4		97	443	544	89	436	525	126	392	518			
"AL"	2008	"DEKALB"	"EAST HIGHLAND F H #3"	4		89	391	488	83	391	474	121	355	476			
"AL"	2008	"DEKALB"	"FISHER COMM CTR"	4		98	311	418	98	315	413	139	270	409			
"AL"	2008	"DEKALB"	"FIVE PTS GARRETTS CARPET"	4		82	320	412	72	327	399	98	293	391			
"AL"	2008	"DEKALB"	"FYFFE FIRE DEPT"	4		110	358	481	121	355	477	150	326	476			
"AL"	2008	"DEKALB"	"GERALDINE TOWN HALL"	4		152	619	777	143	614	757	164	593	757			
"AL"	2008	"DEKALB"	"GROVE OAK CLUB HOUSE"	4		88	296	396	100	296	396	103	290	393			
"AL"	2008	"DEKALB"	"HAMMONDVILLE ARM"	4		93	257	359	91	253	345	108	236	345			
"AL"	2008	"DEKALB"	"HENAGAR PURITAN BLDG"	4		195	730	934	187	731	918	228	680	908			
"AL"	2008	"DEKALB"	"IDER MTN HOME CH"	4		49	151	203	59	139	198	72	127	199			
"AL"	2008	"DEKALB"	"IDER TOWN HALL"	4		249	710	973	250	680	930	283	646	930			
"AL"	2008	"DEKALB"	"KILPATRICK FIRE STN"	4		104	225	335	83	230	314	101	214	315			
"AL"	2008	"DEKALB"	"LEBANON CH"	4		54	83	139	46	88	134	47	87	134			
"AL"	2008	"DEKALB"	"MACEDONIA BAPT CH #2"	4		30	110	143	29	114	143	32	111	143			
"AL"	2008	"DEKALB"	"MCKESTES COMM CTR"	4		105	317	433	92	330	422	119	304	423			
"AL"	2008	"DEKALB"	"MENTONE TOWN HALL"	4		223	529	773	201	551	754	241	510	753			
"AL"	2008	"DEKALB"	"PAINTER LIBERTY BAPT CH"	4		67	272	345	79	260	339	84	255	339			
"AL"	2008	"DEKALB"	"PAYNE GAP CH"	4		72	282	359	85	253	338	108	229	338			
"AL"	2008	"DEKALB"	"PEA RIDGE CH"	4		34	114	151	31	112	144	33	114	148			
"AL"	2008	"DEKALB"	"PINE RIDGE COMM CTR"	4		32	173	210	33	170	203	54	149	203			
"AL"	2008	"DEKALB"	"PLEASANT HILL COMM CTR"	4		99	275	379	96	275	371	117	253	370			
"AL"	2008	"DEKALB"	"PORTERSVILLE BAPT CH"	4		31	114	145	24	112	136	38	97	135			
"AL"	2008	"DEKALB"	"POWELL PARK PAVILLION"	4		117	303	431	125	293	419	146	274	420			
"AL"	2008	"DEKALB"	"PROVISIONAL"			0	0	4	0	0	0						
"AL"	2008	"DEKALB"	"RODENTOWN COMM CTR"	4		75	254	332	74	256	330	80	248	328			
"AL"	2008	"DEKALB"	"SAND MTN RESEARCH CTR"	4		172	684	873	159	698	857	171	684	855			
"AL"	2008	"DEKALB"	"SENIOR CITIZEN CTR 1"	4		155	360	526	139	352	491	179	314	494			
"AL"	2008	"DEKALB"	"SENIOR CITIZEN CTR 2"	4		147	296	452	119	309	428	138	281	419			
"AL"	2008	"DEKALB"	"SHADY GROVE BAPT CH"	4		75	283	361	73	277	350	89	261	350			
"AL"	2008	"DEKALB"	"SHILOH TOWN HALL"	4		44	137	184	42	140	182	59	121	180			
"AL"	2008	"DEKALB"	"SKIRUM COMM CTR"	4		97	256	356	106	248	354	125	227	352			
"AL"	2008	"DEKALB"	"SULPHUR SPRINGS COMM CTR"	4		53	77	134	57	73	131	69	62	132			
"AL"	2008	"DEKALB"	"SYLVANIA TOWN HALL"	4		224	813	1058	231	809	1041	290	750	1040			
"AL"	2008	"DEKALB"	"TENBROECK FIRE DRPT"	4		120	494	626	132	487	619	150	466	616			
"AL"	2008	"DEKALB"	"VALLEY HEAD TOWN HALL"	4		118	243	369	128	231	359	148	209	357			
"AL"	2008	"DEKALB"	"VFW HALL LOBBY"	4		138	343	488	130	339	471	164	303	467			
"AL"	2008	"DEKALB"	"VFW HALL LOBBY"	4		161	337	511	173	322	495	182	310	492			
"AL"	2008	"DEKALB"	"WHITON OLD SCH BLDG"	4		88	205	296	82	207	289	91	199	290			
"AL"	2008	"DEKALB"	"WILBORN COMM CTR"	4		106	336	448	112	323	435	127	307	435			
"AL"	2008	"DEKALB"	"WILLS VALLEY REC CTR 1"	4		177	566	750	159	561	720	217	498	716			
"AL"	2008	"DEKALB"	"WILLS VALLEY REC CTR 2"	4		121	508	632	124	497	621	161	457	618			
"AL"	2008	"ELMORE"	"ABSENTEE VOTERS"	2		433	1117	1553	376	1143	1520	615	931	1547			
"AL"	2008	"ELMORE"	"ASBURY KENT COMMUNITY CENTER"	2		91	724	823	78	732	811	256	553	810			
"AL"	2008	"ELMORE"	"BLUE RIDGE BAPTIST CHURCH"	2		159	799	967	110	848	959	300	656	957			
"AL"	2008	"ELMORE"	"BUYCK FIRE STATION"	2		132	722	857	109	729	839	300	543	843			
"AL"	2008	"ELMORE"	"COOSADA CITY HALL"	2		343	432	780	297	460	758	404	359	764			
"AL"	2008	"ELMORE"	"CRENSHAW PARK"	2		419	140	559	385	162	548	446	108	554			
"AL"	2008	"ELMORE"	"DEATSVILLE VOL_ FIRE STATION"	2		29	239	270	21	243	264	81	184	265			
"AL"	2008	"ELMORE"	"ECLECTIC METHODIST CHURCH"	2		261	622	890	228	649	878	388	492	882			
"AL"	2008	"ELMORE"	"FAIN PARK - WETUMPKA"	2		643	827	1477	586	864	1451	820	641	1464			
"AL"	2008	"ELMORE"	"FITZPATRICK COMMUNITY HOUSE"	2		273	742	1021	246	750	1001	451	550	1005			
"AL"	2008	"ELMORE"	"FRIENDSHIP FIRE STATION"	2		159	392	554	149	404	553	219	330	552			
"AL"	2008	"ELMORE"	"GODS CONGREGATION CH COMM CTR"	2		210	51	262	191	57	248	212	40	252			
"AL"	2008	"ELMORE"	"HOLTVILLE CAINS CHAPEL"	2		215	1457	1683	183	1478	1663	532	1123	1658			
"AL"	2008	"ELMORE"	"KOWALIGA FIRE STATION #2"	2		101	538	647	87	549	637	198	435	635			
"AL"	2008	"ELMORE"	"MILLBROOK CIVIC CENTER #1"	2		426	1204	1641	372	1246	1619	718	899	1620			
"AL"	2008	"ELMORE"	"MILLBROOK CIVIC CENTER #2"	2		664	540	1214	611	577	1189	755	441	1197			
"AL"	2008	"ELMORE"	"MULDER MEM METHODIST CHURCH #1"	2		225	1075	1309	183	1114	1297	385	905	1292			
"AL"	2008	"ELMORE"	"MULDER MEM METHODIST CHURCH #2"	2		384	1628	2028	305	1704	2011	650	1362	2015			
"AL"	2008	"ELMORE"	"NATIONAL GUARD ARMORY #1"	2		287	1305	1606	249	1322	1575	597	982	1581			
"AL"	2008	"ELMORE"	"NATIONAL GUARD ARMORY #2"			0	0	0	0	0	0						
"AL"	2008	"ELMORE"	"NEW HOPE CHURCH"	2		56	587	648	54	584	638	206	431	637			
"AL"	2008	"ELMORE"	"PLEASANT HILL COMMUNITY CENTER"	2		104	903	1019	93	910	1004	261	731	994			
"AL"	2008	"ELMORE"	"PROVISIONAL"	2		8	20	28	5	23	28	11	16	27			
"AL"	2008	"ELMORE"	"REDHILL COMMUNITY CENTER"	2		42	422	470	50	416	466	145	319	466			
"AL"	2008	"ELMORE"	"ROCK SPRINGS VOTING HOUSE"	2		102	361	467	94	364	459	161	304	465			
"AL"	2008	"ELMORE"	"SANTUCK COMMUNITY CENTER"	2		263	737	1006	237	744	981	415	568	985			
"AL"	2008	"ELMORE"	"SEMAN COMMUNITY HOUSE"	2		72	643	723	68	652	720	217	492	709			
"AL"	2008	"ELMORE"	"TITUS COMMUNITY CENTER"	2		75	259	339	66	265	332	137	198	337			
"AL"	2008	"ELMORE"	"VICTORY BAPTIST SCHOOL #1"	2		466	1501	1981	386	1561	1949	754	1193	1951			
"AL"	2008	"ELMORE"	"VICTORY BAPTIST SCHOOL #2"	2		469	1634	2112	411	1655	2068	792	1290	2086			
"AL"	2008	"ELMORE"	"VICTORY BAPTIST SCHOOL #3"	2		362	1193	1564	329	1217	1548	581	969	1550			
"AL"	2008	"ELMORE"	"WALLSBORO COMM_ CLUB"	2		319	860	1184	279	881	1163	505	661	1166			
"AL"	2008	"ELMORE"	"WEOKA COMMUNITY CENTER"	2		32	361	396	31	359	391	90	296	388			
"AL"	2008	"ELMORE"	"WETUMPKA CIVIC CENTER"	2		477	1742	2237	414	1796	2211	823	1377	2203			
"AL"	2008	"ESCAMBIA"	"ABSENTEE VOTERS"	1		213	468	688	190	482	672	0	508	516			
"AL"	2008	"ESCAMBIA"	"ALCO J_D_ JC MUSEUM"	1		236	242	491	209	259	468	0	303	307			
"AL"	2008	"ESCAMBIA"	"APPLETON VOL_FIRE DEPARTMENT"	1		61	404	472	51	408	460	0	414	414			
"AL"	2008	"ESCAMBIA"	"ATMORE CITY HALL #1"	1		378	10	389	374	11	385	0	39	41			
"AL"	2008	"ESCAMBIA"	"ATMORE CITY HALL #2"	1		517	13	530	509	15	525	0	63	67			
"AL"	2008	"ESCAMBIA"	"ATMORE COUNTY SHOP"	1		109	123	237	107	114	221	0	142	143			
"AL"	2008	"ESCAMBIA"	"ATMORE PUBLIC LIBRARY #1"	1		155	466	623	141	463	604	0	492	495			
"AL"	2008	"ESCAMBIA"	"ATMORE PUBLIC LIBRARY #2"	1		164	449	620	147	462	611	0	503	511			
"AL"	2008	"ESCAMBIA"	"BARNETTS C_R_ ROBINSONS STORE"	1		3	127	130	6	117	124	0	118	118			
"AL"	2008	"ESCAMBIA"	"BETHEL ROBERTS CO VOTING HOUSE"	1		13	89	103	16	76	92	0	72	72			
"AL"	2008	"ESCAMBIA"	"BRADLEY - ROCK CREEK"	1		20	58	80	16	57	73	0	60	60			
"AL"	2008	"ESCAMBIA"	"BREWTON COMMUNITY CENTER #1"	1		371	554	930	344	567	912	0	607	616			
"AL"	2008	"ESCAMBIA"	"BREWTON COMMUNITY CENTER #2"	1		830	1046	1882	771	1079	1850	0	1171	1188			
"AL"	2008	"ESCAMBIA"	"CANOE CIVIC CLUB BUILDING"	1		43	288	334	37	290	327	0	287	287			
"AL"	2008	"ESCAMBIA"	"DAMASCUS BOYKIN SCHOOL"	1		151	156	309	130	155	286	0	164	165			
"AL"	2008	"ESCAMBIA"	"DIXIE VOLUNTEER FIRE DEPT_"	1		7	40	47	5	39	44	0	37	37			
"AL"	2008	"ESCAMBIA"	"FLOMATON COMMUNITY HOUSE"	1		120	287	408	109	288	397	0	288	291			
"AL"	2008	"ESCAMBIA"	"FLOMATON TOWN HALL"	1		51	353	406	55	343	398	0	344	346			
"AL"	2008	"ESCAMBIA"	"HUXFORD MASONIC LODGE"	1		19	215	237	16	217	233	0	211	211			
"AL"	2008	"ESCAMBIA"	"LITTLE ESCAMBIA VOTING HOUSE"	1		17	262	279	20	246	267	0	243	243			
"AL"	2008	"ESCAMBIA"	"LITTLE ROCK STORE"	1		9	84	95	12	78	90	0	76	78			
"AL"	2008	"ESCAMBIA"	"MCCALL SCHOOL"	1		59	524	585	49	522	572	0	522	523			
"AL"	2008	"ESCAMBIA"	"MCCULLOGH VFD"	1		75	218	295	66	222	288	0	246	247			
"AL"	2008	"ESCAMBIA"	"NOKOMIS VFD"	1		52	301	357	49	297	346	0	296	302			
"AL"	2008	"ESCAMBIA"	"PINEVIEW VOTING HOUSE"	1		18	159	179	16	160	176	0	162	162			
"AL"	2008	"ESCAMBIA"	"PLEASANT HILL"	1		623	329	956	605	335	942	0	404	413			
"AL"	2008	"ESCAMBIA"	"POARCH SAIL CENTER"	1		120	185	307	107	192	300	0	205	208			
"AL"	2008	"ESCAMBIA"	"POLLARD TOWN HALL"	1		60	224	284	63	212	276	0	219	219			
"AL"	2008	"ESCAMBIA"	"PROVISIONAL"			0	0	0	0	0	0						
"AL"	2008	"ESCAMBIA"	"RACHEL PATTERSON SCHOOL"	1		143	453	605	127	466	595	0	494	500			
"AL"	2008	"ESCAMBIA"	"RIVERVIEW TOWN HALL"	1		50	297	350	42	293	336	0	292	295			
"AL"	2008	"ESCAMBIA"	"ROCK HILL RIDGE ROAD FIRE DEPT"	1		87	171	261	81	174	256	0	185	186			
"AL"	2008	"ESCAMBIA"	"SENIOR CITIZEN CENTER"	1		384	714	1108	326	743	1069	0	821	833			
"AL"	2008	"ESCAMBIA"	"WALLACE METHODIST CHURCH"	1		18	56	75	9	57	66	0	62	62			
"AL"	2008	"ETOWAH"	"12TH STREET BAPTIST CHURCH"	4		240	46	286	230	50	281	232	47	279			
"AL"	2008	"ETOWAH"	"1ST UNITED METH_ CH ATTALLA #1"	4		319	373	700	320	368	689	322	364	688			
"AL"	2008	"ETOWAH"	"1ST UNITED METH_ CH ATTALLA #2"	4		272	277	561	285	270	557	287	269	557			
"AL"	2008	"ETOWAH"	"ABSENTEE #1"	4		365	682	1057	372	667	1039	370	672	1042			
"AL"	2008	"ETOWAH"	"ABSENTEE #2"	4		368	555	940	351	560	913	367	549	917			
"AL"	2008	"ETOWAH"	"ALTOONA CITY HALL"	4		58	229	291	67	215	282	72	209	281			
"AL"	2008	"ETOWAH"	"ATTALLA RECREATION CENTER  #1"	4		168	593	773	193	562	756	206	547	754			
"AL"	2008	"ETOWAH"	"ATTALLA RECREATION CENTER  #2"	4		179	619	803	179	609	789	202	583	785			
"AL"	2008	"ETOWAH"	"BLACK CREEK CHURCH FELLOWSHIP"	4		28	225	257	60	197	257	58	198	256			
"AL"	2008	"ETOWAH"	"CARVER COMMUNITY CENTER #1"	4		601	13	615	579	29	608	579	25	604			
"AL"	2008	"ETOWAH"	"CARVER COMMUNITY CENTER #2"	4		675	16	691	654	31	685	650	36	686			
"AL"	2008	"ETOWAH"	"CAVE SPRINGS COMM_ CLUB HOUSE"	4		42	226	275	61	212	273	58	212	270			
"AL"	2008	"ETOWAH"	"DISTRICT NO_3 MAINTENANCE SHOP"	4		155	628	792	146	625	772	150	618	771			
"AL"	2008	"ETOWAH"	"DUCK SPRINGS SCHOOL"	4		91	394	497	112	378	490	116	368	487			
"AL"	2008	"ETOWAH"	"EAST GADSDEN REC CENTER #1"	4		672	152	828	645	166	812	645	170	816			
"AL"	2008	"ETOWAH"	"EAST GADSDEN REC CENTER #2"	4		672	195	875	652	208	860	651	209	861			
"AL"	2008	"ETOWAH"	"EGYPT COMMUNITY CENTER"	4		64	236	305	52	251	303	63	238	301			
"AL"	2008	"ETOWAH"	"ELLIOTT COMMUNITY CENTER #1"	4		201	406	617	213	396	609	218	386	605			
"AL"	2008	"ETOWAH"	"ELLIOTT COMMUNITY CENTER #2"	4		213	397	617	233	373	608	237	371	608			
"AL"	2008	"ETOWAH"	"FORDS VALLEY WATER"	4		92	387	484	108	371	479	128	348	477			
"AL"	2008	"ETOWAH"	"GADSDEN CONVENTION HALL #1"	4		396	289	689	377	307	684	380	302	683			
"AL"	2008	"ETOWAH"	"GADSDEN CONVENTION HALL #2"	4		449	376	838	431	397	828	442	382	825			
"AL"	2008	"ETOWAH"	"GALLANT COMMUNITY CENTER"	4		55	378	441	78	352	431	90	345	435			
"AL"	2008	"ETOWAH"	"GEORGE WALLACE SENIOR CNTR #1"	4		136	626	777	145	621	767	154	607	761			
"AL"	2008	"ETOWAH"	"GEORGE WALLACE SENIOR CNTR #2"	4		335	1499	1862	384	1449	1838	399	1437	1838			
"AL"	2008	"ETOWAH"	"HOKES BLUFF COMMUNITY CNTR #1"	4		225	1115	1361	245	1090	1339	266	1064	1331			
"AL"	2008	"ETOWAH"	"HOKES BLUFF COMMUNITY CNTR #2"	4		234	1038	1306	285	1003	1288	317	969	1286			
"AL"	2008	"ETOWAH"	"IVALEE VOL_ FIRE DEPT_"	4		86	330	431	108	315	423	114	304	419			
"AL"	2008	"ETOWAH"	"LIBERTY METHODIST CHURCH"	4		51	238	298	55	239	294	68	227	295			
"AL"	2008	"ETOWAH"	"LOOKOUT MTN_ COMM_ CENTER"	4		144	845	1005	184	802	986	186	800	986			
"AL"	2008	"ETOWAH"	"MEADOW BROOK BAPTIST CHURCH"	4		292	1265	1571	241	1314	1558	271	1277	1551			
"AL"	2008	"ETOWAH"	"MORTON CHAPEL CHURCH"	4		82	351	442	90	346	437	99	335	434			
"AL"	2008	"ETOWAH"	"MOUNTAINBORO CITY HALL"	4		156	721	888	159	716	876	188	684	875			
"AL"	2008	"ETOWAH"	"NEW UNION COMMUNITY CENTER"	4		133	722	877	157	706	865	181	683	866			
"AL"	2008	"ETOWAH"	"NOCCALULA KIWANIS PVLN #1"	4		121	491	623	132	489	621	145	475	621			
"AL"	2008	"ETOWAH"	"NOCCALULA KIWANIS PVLN #2"	4		260	1022	1311	281	1013	1294	310	981	1292			
"AL"	2008	"ETOWAH"	"NORTH GADSDEN REC CENTER"	4		627	503	1146	635	494	1129	643	493	1136			
"AL"	2008	"ETOWAH"	"NORTHEAST ETOWAH COMM_ CTR_ #1"	4		230	599	841	257	570	829	266	564	830			
"AL"	2008	"ETOWAH"	"NORTHEAST ETOWAH COMM_ CTR_ #2"	4		170	560	749	178	565	743	211	534	746			
"AL"	2008	"ETOWAH"	"PROVISIONAL"	4		17	33	52	18	44	62	23	38	61			
"AL"	2008	"ETOWAH"	"RAINBOW CITY COMMUNITY CNTR #1"	4		100	390	494	100	388	488	100	384	485			
"AL"	2008	"ETOWAH"	"RAINBOW CITY COMMUNITY CNTR #2"	4		244	1007	1270	261	987	1251	281	961	1242			
"AL"	2008	"ETOWAH"	"RAINBOW CITY COMMUNITY CNTR #3"	4		347	1379	1748	373	1339	1716	386	1327	1720			
"AL"	2008	"ETOWAH"	"RAINBOW CITY FIRE DEPT #2"	4		92	560	667	120	537	658	130	522	653			
"AL"	2008	"ETOWAH"	"REECE CITY TOWN HALL"	4		56	302	364	70	294	366	85	280	366			
"AL"	2008	"ETOWAH"	"RIDGEVILLE TOWN HALL"	4		79	57	138	74	63	137	72	63	136			
"AL"	2008	"ETOWAH"	"SARDIS CITY HALL"	4		144	670	820	136	666	804	144	662	807			
"AL"	2008	"ETOWAH"	"SOUTHSIDE HS OLD LUNCH ROOM #1"	4		300	1560	1891	345	1513	1866	364	1491	1859			
"AL"	2008	"ETOWAH"	"SOUTHSIDE HS OLD LUNCH ROOM #2"	4		160	920	1096	167	906	1074	187	891	1078			
"AL"	2008	"ETOWAH"	"SOUTHSIDE HS OLD LUNCH ROOM #3"	4		168	916	1098	179	904	1085	195	893	1088			
"AL"	2008	"ETOWAH"	"TABERNACLE CHURCH"	4		129	236	372	127	237	364	138	223	362			
"AL"	2008	"ETOWAH"	"TILLISON BEND WATER AUTHORITY"	4		98	471	576	114	450	565	124	445	569			
"AL"	2008	"ETOWAH"	"UNION #3 BAPTIST CHURCH"	4		45	253	302	63	233	297	66	228	295			
"AL"	2008	"ETOWAH"	"WALLACE HALL COMM_ COLLEGE #1"	4		726	268	1005	702	295	998	701	290	991			
"AL"	2008	"ETOWAH"	"WALLACE HALL COMM_ COLLEGE #2"	4		711	199	917	682	224	908	685	215	901			
"AL"	2008	"ETOWAH"	"WALNUT GROVE FIRE DEPARTMENT"	4		53	338	398	67	327	394	71	320	391			
"AL"	2008	"ETOWAH"	"WALNUT PARK REC CENTER"	4		240	493	742	265	469	736	271	465	737			
"AL"	2008	"ETOWAH"	"WEST ETOWAH VOL_ FIRE STATION"	4		23	177	205	22	182	205	27	176	204			
"AL"	2008	"ETOWAH"	"WHORTON BEND FIRE STATION"	4		108	749	862	106	744	851	118	734	853			
"AL"	2008	"FAYETTE"	"ABSENTEE VOTERS"	4		90	156	248	85	160	245	82	160	242			
"AL"	2008	"FAYETTE"	"BERRY ARMORY"	4		127	459	597	138	438	579	156	417	574			
"AL"	2008	"FAYETTE"	"BOLEY BOLEY SPRINGS CHURCH"	4		49	169	223	55	163	218	53	160	213			
"AL"	2008	"FAYETTE"	"BROWNS GLEN ALLEN COMM_ CNT_"	4		52	142	198	45	150	196	46	149	196			
"AL"	2008	"FAYETTE"	"BROWNS WHITES CHAPEL VT_ CNT_"	4		72	142	219	73	139	212	76	133	210			
"AL"	2008	"FAYETTE"	"BYLOR VOTING CENTER BANKSTON"	4		68	290	360	78	267	347	77	269	346			
"AL"	2008	"FAYETTE"	"CLEAR CREEK VT_ CNT_ PHILA_ CH"	4		21	108	134	21	110	131	23	110	133			
"AL"	2008	"FAYETTE"	"COLES NEW RIVER CH_ OF CHRIST"	4		28	93	125	34	86	121	33	84	120			
"AL"	2008	"FAYETTE"	"COLES VOTING CNT KILLINGSWORTH"	4		22	79	102	30	69	99	29	68	98			
"AL"	2008	"FAYETTE"	"COLLIN VT_ CNT_ MT_ VERNON"	4		28	235	265	33	225	258	34	222	256			
"AL"	2008	"FAYETTE"	"FAYETTE CIVIC CENTER"	4		425	1080	1522	418	1072	1495	438	1038	1482			
"AL"	2008	"FAYETTE"	"FAYETTE COVIN VOTING CENTER"	4		94	109	206	87	115	202	88	110	200			
"AL"	2008	"FAYETTE"	"FAYETTE YOUTH CENTER"	4		363	521	899	364	524	889	362	513	878			
"AL"	2008	"FAYETTE"	"FORDS VOTING CENTER FORDS MT_"	4		17	99	117	25	89	114	27	85	112			
"AL"	2008	"FAYETTE"	"GEORGES CREEK VT_ CNT_ PEA RDG"	4		23	135	158	26	124	151	36	114	150			
"AL"	2008	"FAYETTE"	"GILPIN LAWRENCE MILL COMM_ CNT"	4		51	303	356	61	285	346	60	284	345			
"AL"	2008	"FAYETTE"	"HICO VT_ CNT_ N OF NEWTONVILLE"	4		82	103	186	85	96	181	85	95	180			
"AL"	2008	"FAYETTE"	"LEE BELK COMM CTR"	4		13	178	193	17	172	190	28	161	190			
"AL"	2008	"FAYETTE"	"LEE OAKRIDGE VOTING CENTER"	4		10	112	123	13	108	121	12	106	119			
"AL"	2008	"FAYETTE"	"PLEASANT GROVE VOTING CENTER"	4		22	83	109	26	77	104	28	75	103			
"AL"	2008	"FAYETTE"	"PROVISIONAL VOTERS"			0	0	0	0	0	0						
"AL"	2008	"FAYETTE"	"RIDGE CONCORD CH_ VT_ CNT_"	4		35	115	154	35	116	151	40	108	148			
"AL"	2008	"FAYETTE"	"RUSSELL VOTING CENTER BOBO SCH"	4		82	463	549	99	438	538	100	439	539			
"AL"	2008	"FAYETTE"	"STONEWALL CANNAN COMM_ CNT_"	4		110	47	157	114	41	155	112	41	153			
"AL"	2008	"FAYETTE"	"STOUGH VOTING CENTER"	4		42	266	308	49	248	297	58	240	299			
"AL"	2008	"FAYETTE"	"STUDDARDS CROSSROADS"	4		10	43	53	10	41	51	7	43	51			
"AL"	2008	"FAYETTE"	"SUGAR CREEK EXP STA NEAR WNFLD"	4		9	77	88	11	74	85	13	71	84			
"AL"	2008	"FAYETTE"	"THOMPSON KIRKLAND SCHOOL BLDG_"	4		22	118	143	25	117	143	23	119	143			
"AL"	2008	"FAYETTE"	"WEBSTER VT_ CNT_ WAYSIDE SCH_"	4		21	150	171	28	144	172	30	141	171			
"AL"	2008	"FRANKLIN"	"0010 Union"	4		73	313	391	67	303	370	78	298	377			
"AL"	2008	"FRANKLIN"	"0020 Russellville High Sch"	4		245	805	1066	213	824	1040	237	797	1036			
"AL"	2008	"FRANKLIN"	"0030 College Ave Elem Sch"	4		255	299	559	229	320	549	242	299	541			
"AL"	2008	"FRANKLIN"	"0040 Courthouse"	4		149	369	522	135	366	503	152	347	500			
"AL"	2008	"FRANKLIN"	"0050 Chuckie Mullins Center"	4		360	78	438	320	109	429	331	96	427			
"AL"	2008	"FRANKLIN"	"0060 Russellville Electric WRHS"	4		221	357	593	198	376	575	220	345	565			
"AL"	2008	"FRANKLIN"	"0070 Frankfort"	4		52	122	179	49	122	171	59	113	172			
"AL"	2008	"FRANKLIN"	"0080 Pleasant Site"	4		31	107	143	27	108	135	34	100	134			
"AL"	2008	"FRANKLIN"	"0100 Red Bay"	4		305	1104	1424	319	1032	1352	348	993	1347			
"AL"	2008	"FRANKLIN"	"0120 Vina Fire Dept"	4		91	334	434	102	306	409	109	294	403			
"AL"	2008	"FRANKLIN"	"0130 Belgreen"	4		139	414	563	134	413	547	157	387	544			
"AL"	2008	"FRANKLIN"	"0150 Hodges"	4		59	165	229	53	170	223	61	162	223			
"AL"	2008	"FRANKLIN"	"0160 Phil Campbell"	4		228	612	858	211	630	841	228	623	853			
