state	year	cd	county	precinct	vtd	g2002_ATG_dv	g2002_ATG_rv	g2002_TRE_dv	g2002_TRE_rv	g2002_GOV_dv	g2002_GOV_rv	g2002_USS_rv	g2002_SOS_dv	g2002_SOS_rv	g2002_USH_dv	g2002_USH_rv
"KS"	2002	2	"CRAWFORD"	"Raymond"	"000450"	107	79	93	92	111	79	152	75	108	57	133
"KS"	2002	2	"CRAWFORD"	"Sheridan"	"000460"	51	37	53	34	49	36	52	45	41	35	51
"KS"	2002	2	"CRAWFORD"	"Sherman Township"	"000470"	92	120	88	121	102	112	177	61	145	51	163
"KS"	2002	2	"CRAWFORD"	"Smelter"	"000480"	102	85	93	95	109	77	141	66	113	64	123
"KS"	2002	2	"CRAWFORD"	"South Arma"	"000490"	179	104	189	94	192	89	186	144	124	128	151
"KS"	2002	2	"CRAWFORD"	"Walnut"	"000500"	25	39	28	37	39	30	58	21	44	20	50
"KS"	2002	1	"DECATUR"	"ADVANCE"	"999998"	66	106	75	95	108	66	151	48	120		158
"KS"	2002	1	"DECATUR"	"Allison Township"	"000010"	17	21	13	27	21	17	37	5	32		37
"KS"	2002	1	"DECATUR"	"Altory Township"	"000020"	11	9	9	9	11	9	17	5	14		19
"KS"	2002	1	"DECATUR"	"Bassettville Township"	"000030"	10	13	3	18	8	15	22	3	20		23
"KS"	2002	1	"DECATUR"	"Beaver Township"	"000040"	3	7	1	9	4	8	11	1	9		10
"KS"	2002	1	"DECATUR"	"Center Township"	"000050"	9	16	9	14	12	13	22	6	17		21
"KS"	2002	1	"DECATUR"	"Cook Township"	"000060"	3	22	5	20	4	24	26	2	21		26
"KS"	2002	1	"DECATUR"	"Custer Township"	"000070"	11	13	10	12	8	12	19	4	16		23
"KS"	2002	1	"DECATUR"	"Dresden Township"	"000080"	20	36	22	32	22	32	44	15	39		47
"KS"	2002	1	"DECATUR"	"Finley Township"	"000090"	6	8	6	8	9	4	11	3	11		11
"KS"	2002	1	"DECATUR"	"Garfield Township"	"000100"	38	55	36	60	64	32	91	21	69		88
"KS"	2002	1	"DECATUR"	"Grant Township"	"000110"	3	19	3	19	4	17	20	2	20		20
"KS"	2002	1	"DECATUR"	"Jennings Township"	"000130"	39	35	36	37	41	30	69	19	49		69
"KS"	2002	1	"DECATUR"	"Liberty Township"	"000140"	4	19	5	18	6	19	23	4	18		23
"KS"	2002	1	"DECATUR"	"Logan Township"	"000160"	3	21	7	15	9	15	24	2	19		24
"KS"	2002	1	"DECATUR"	"Oberlin City Precinct 1"	"000180"	106	179	100	188	150	129	263	51	219		267
"KS"	2002	1	"DECATUR"	"Oberlin City Precinct 2"	"00019A"	161	194	126	234	214	147	342	65	275		347
"KS"	2002	1	"DECATUR"	"Oberlin Township"	"000200"	13	31	20	25	24	23	42	5	37		43
"KS"	2002	1	"DECATUR"	"Olive Township"	"000210"	16	14	4	25	21	10	27	1	24		31
"KS"	2002		"DECATUR"	"PROVISIONAL"	"999999"	0	0	0	0	0	0	0	0	0		
"KS"	2002	1	"DECATUR"	"Sappa Township"	"000250"	4	20	2	20	3	21	22	0	21		22
"KS"	2002	1	"DICKINSON"	"ADVANCE"	"999998"	409	306	329	381	426	281	583	252	440		603
"KS"	2002	1	"DICKINSON"	"Abilene Ward 1"	"000010"	155	169	125	197	167	144	271	79	221		260
"KS"	2002	1	"DICKINSON"	"Abilene Ward 2 Exclave A"	"00002B"	0	0	0	0	0	0	0	0	0		0
"KS"	2002	1	"DICKINSON"	"Abilene Ward 2 Exclave B Russell Stover"	"00002C"	0	0	0	0	0	0	0	0	0		0
"KS"	2002	1	"DICKINSON"	"Abilene Ward 2"	"00002A"	207	233	134	306	231	203	382	90	332		386
"KS"	2002	1	"DICKINSON"	"Abilene Ward 3"	"000030"	153	148	117	182	161	132	255	69	218		264
"KS"	2002	1	"DICKINSON"	"Abilene Ward 4 Precinct 1"	"000040"	213	247	130	322	231	230	408	85	357		413
"KS"	2002	1	"DICKINSON"	"Abilene Ward 4 Precinct 2"	"000050"	260	247	158	346	265	236	444	83	406		459
"KS"	2002	1	"DICKINSON"	"Banner Township"	"000060"	20	29	12	38	15	29	47	9	38		45
"KS"	2002	1	"DICKINSON"	"Buckeye Township"	"000070"	55	92	28	118	51	94	134	20	122		133
"KS"	2002	1	"DICKINSON"	"Center Township"	"000080"	175	146	104	211	172	136	277	67	238		277
"KS"	2002	1	"DICKINSON"	"Cheever Township"	"000090"	18	27	7	38	14	31	46	3	43		44
"KS"	2002	1	"DICKINSON"	"Flora Township"	"000100"	23	28	19	32	23	27	42	12	38		43
"KS"	2002	1	"DICKINSON"	"Fragrant Hill Township"	"000110"	62	31	24	69	41	49	85	12	77		86
"KS"	2002	1	"DICKINSON"	"Garfield Township"	"000120"	35	40	18	56	33	42	68	8	65		70
"KS"	2002	1	"DICKINSON"	"Grant Township"	"000130"	170	145	98	215	159	151	289	54	250		292
"KS"	2002	1	"DICKINSON"	"Hayes Township"	"000140"	49	57	23	81	38	67	102	8	93		104
"KS"	2002	1	"DICKINSON"	"Herington Ward 1"	"000150"	194	108	158	133	209	82	248	115	172		251
"KS"	2002	1	"DICKINSON"	"Herington Ward 2"	"000160"	159	102	125	134	169	86	208	94	155		217
"KS"	2002	1	"DICKINSON"	"Herington Ward 4"	"000170"	71	62	61	72	74	56	108	48	82		108
"KS"	2002	1	"DICKINSON"	"Holland Township"	"000180"	24	28	15	34	19	34	47	9	41		48
"KS"	2002	1	"DICKINSON"	"Hope Township"	"000190"	107	76	72	104	110	74	161	47	125		162
"KS"	2002	1	"DICKINSON"	"Jefferson Township"	"000200"	26	46	15	59	33	43	70	11	60		67
"KS"	2002	1	"DICKINSON"	"Liberty Township"	"000210"	89	46	47	88	82	51	111	26	100		117
"KS"	2002	1	"DICKINSON"	"Lincoln Township"	"000220"	214	213	175	250	239	185	383	109	302		380
"KS"	2002	1	"DICKINSON"	"Logan Township"	"000230"	40	39	25	52	47	25	64	12	58		66
"KS"	2002	1	"DICKINSON"	"Lyon Township"	"000240"	47	46	31	60	63	30	87	23	69		86
"KS"	2002	1	"DICKINSON"	"Newbern Township"	"000250"	72	67	41	95	67	68	121	29	105		123
"KS"	2002	1	"DICKINSON"	"Noble Township"	"000260"	362	181	234	303	345	180	469	133	383		475
"KS"	2002	1	"DICKINSON"	"PROVISIONAL"	"999999"	26	41	20	47	31	34	52	12	53		58
"KS"	2002	1	"DICKINSON"	"Ridge Township"	"000270"	28	37	15	48	28	34	62	7	53		62
"KS"	2002	1	"DICKINSON"	"Rinehart Township"	"000280"	43	36	23	54	38	40	74	9	64		73
"KS"	2002	1	"DICKINSON"	"Sherman Township"	"000290"	25	25	17	33	20	27	44	8	40		44
"KS"	2002	1	"DICKINSON"	"Union Township"	"000300"	21	37	17	40	19	38	52	11	42		50
"KS"	2002	1	"DICKINSON"	"Wheatland Township"	"000310"	17	41	18	40	24	35	55	4	54		55
"KS"	2002	1	"DICKINSON"	"Willowdale Township"	"000320"	39	41	19	60	38	40	77	10	68		74
"KS"	2002	2	"DONIPHAN"	"ADVANCE"	"999998"	54	59	50	65	57	57	90	42	69	46	73
"KS"	2002	2	"DONIPHAN"	"Bendena Township"	"000010"	51	80	64	67	65	72	120	34	93	46	90
"KS"	2002	2	"DONIPHAN"	"Blair Township"	"000020"	9	37	11	33	12	34	34	7	35	8	36
"KS"	2002	2	"DONIPHAN"	"Burr Oak Township"	"000030"	7	39	10	34	14	33	42	5	41	6	41
"KS"	2002	2	"DONIPHAN"	"Denton Township"	"000040"	45	101	50	95	57	89	135	33	108	45	106
"KS"	2002	2	"DONIPHAN"	"Elwood Township"	"000050"	80	99	95	81	104	72	118	81	90	73	103
"KS"	2002	2	"DONIPHAN"	"Highland Township"	"000060"	127	238	146	218	193	191	304	97	249	116	268
"KS"	2002	2	"DONIPHAN"	"Leona Township"	"000070"	7	33	6	31	9	26	36	6	32	5	35
"KS"	2002	2	"DONIPHAN"	"Marion Township"	"000080"	26	58	28	56	31	54	67	20	56	20	63
"KS"	2002	2	"DONIPHAN"	"PROVISIONAL"	"999999"	1	2	1	2	2	1	1	1	2	1	2
"KS"	2002	2	"DONIPHAN"	"Severance Township"	"000090"	28	75	41	61	44	59	89	19	78	31	73
"KS"	2002	2	"DONIPHAN"	"Troy Township"	"000100"	138	385	171	339	201	326	447	119	396	138	397
"KS"	2002	2	"DONIPHAN"	"Wathena Township"	"000110"	122	293	141	264	145	273	342	101	286	95	314
"KS"	2002	2	"DONIPHAN"	"Wayne Township"	"000120"	10	50	15	42	18	42	52	7	52	16	44
"KS"	2002	2	"DONIPHAN"	"White Cloud Township"	"000130"	27	60	27	59	34	51	72	21	63	25	62
"KS"	2002	3	"DOUGLAS"	"ADVANCE"	"999998"	3338	1483	3005	1745	3742	1106	2782	2730	1958	2164	803
"KS"	2002	2	"DOUGLAS"	"Big Springs Township"	"000010"	85	62	69	84	88	57	117	45	98	63	85
"KS"	2002	3	"DOUGLAS"	"Central Eudora"	"000020"	197	271	202	261	241	224	363	160	286	198	251
"KS"	2002	2	"DOUGLAS"	"Clinton Township"	"000030"	126	97	85	140	134	95	189	65	159	90	140
"KS"	2002	3	"DOUGLAS"	"East Wakarusa H10"	"200010"	124	129	122	122	160	90	173	83	158	138	106
"KS"	2002	3	"DOUGLAS"	"Grant Township"	"000050"	91	60	86	59	118	35	97	70	77	108	45
"KS"	2002	2	"DOUGLAS"	"Kanwaka Township"	"00006A"	311	239	240	309	346	200	420	191	338	219	323
"KS"	2002	3	"DOUGLAS"	"Lawrence Ward 1 Precinct 1 Part A"	"00007A"	227	80	222	85	250	57	129	203	85	231	65
"KS"	2002	3	"DOUGLAS"	"Lawrence Ward 1 Precinct 2"	"000080"	259	67	247	74	273	61	141	213	101	251	65
"KS"	2002	3	"DOUGLAS"	"Lawrence Ward 1 Precinct 3"	"000090"	254	76	235	86	267	57	133	214	94	255	63
"KS"	2002	3	"DOUGLAS"	"Lawrence Ward 1 Precinct 4 Part A"	"00010A"	294	183	277	197	342	132	286	250	209	300	166
"KS"	2002	3	"DOUGLAS"	"Lawrence Ward 1 Precinct 5"	"000110"	248	170	180	231	289	129	306	160	241	239	176
"KS"	2002		"DOUGLAS"	"Lawrence Ward 1 Precinct 6 Exclave A"	"00012B"							0				
"KS"	2002	3	"DOUGLAS"	"Lawrence Ward 1 Precinct 6"	"00012A"	399	280	324	343	466	213	485	287	376	401	271
"KS"	2002	3	"DOUGLAS"	"Lawrence Ward 2 Precinct 01"	"000130"	112	34	105	35	122	21	52	103	30	110	29
"KS"	2002	3	"DOUGLAS"	"Lawrence Ward 2 Precinct 02"	"000140"	212	41	204	48	224	32	89	187	58	204	38
"KS"	2002	3	"DOUGLAS"	"Lawrence Ward 2 Precinct 03"	"000150"	194	60	166	85	209	47	119	149	88	184	66
"KS"	2002	3	"DOUGLAS"	"Lawrence Ward 2 Precinct 04"	"000160"	122	67	116	63	159	36	105	103	68	137	44
"KS"	2002	2	"DOUGLAS"	"Lawrence Ward 2 Precinct 05"	"000170"	233	133	197	166	267	105	230	171	179	192	169
"KS"	2002	2	"DOUGLAS"	"Lawrence Ward 2 Precinct 06"	"000180"	297	249	290	248	349	190	384	247	282	249	281
"KS"	2002	3	"DOUGLAS"	"Lawrence Ward 2 Precinct 07"	"000190"	332	217	258	290	385	161	407	222	311	325	225
"KS"	2002	2	"DOUGLAS"	"Lawrence Ward 2 Precinct 08"	"000200"	502	294	438	346	572	227	555	382	388	393	393
"KS"	2002	2	"DOUGLAS"	"Lawrence Ward 2 Precinct 09"	"000210"	408	175	348	235	460	132	357	292	268	325	247
"KS"	2002	2	"DOUGLAS"	"Lawrence Ward 2 Precinct 10"	"000220"	297	192	265	218	352	134	319	225	249	242	234
"KS"	2002	2	"DOUGLAS"	"Lawrence Ward 2 Precinct 11"	"000230"	234	185	218	195	267	149	314	173	231	190	227
"KS"	2002	2	"DOUGLAS"	"Lawrence Ward 2 Precinct 12"	"000240"	693	527	536	671	826	401	942	444	737	506	712
"KS"	2002	2	"DOUGLAS"	"Lawrence Ward 2 Precinct 13"	"000250"	498	415	325	585	590	326	764	267	640	307	595
"KS"	2002	3	"DOUGLAS"	"Lawrence Ward 2 Precinct 14"	"000260"	385	260	332	303	452	194	462	297	324	382	258
"KS"	2002	3	"DOUGLAS"	"Lawrence Ward 2 Precinct 15"	"000270"	205	88	155	131	216	73	196	134	147	189	98
"KS"	2002	2	"DOUGLAS"	"Lawrence Ward 2 Precinct 16"	"000280"	242	180	237	181	298	122	288	194	215	205	211
"KS"	2002	2	"DOUGLAS"	"Lawrence Ward 2 Precinct 17"	"000290"	199	127	173	148	227	101	235	140	172	162	156
"KS"	2002	2	"DOUGLAS"	"Lawrence Ward 2 Precinct 18"	"000300"	211	127	144	195	236	108	262	128	202	151	187
"KS"	2002	3	"DOUGLAS"	"Lawrence Ward 3 Precinct 1"	"000310"	203	76	176	90	231	52	130	171	85	195	73
"KS"	2002	3	"DOUGLAS"	"Lawrence Ward 3 Precinct 2"	"000320"	277	72	263	81	306	47	150	238	94	277	62
"KS"	2002	3	"DOUGLAS"	"Lawrence Ward 3 Precinct 3"	"000330"	255	107	238	114	285	78	190	206	136	263	89
"KS"	2002	3	"DOUGLAS"	"Lawrence Ward 3 Precinct 4"	"000340"	185	62	168	72	191	52	130	135	94	181	60
"KS"	2002	3	"DOUGLAS"	"Lawrence Ward 3 Precinct 5"	"000350"	201	121	186	129	227	90	199	148	153	195	117
"KS"	2002	3	"DOUGLAS"	"Lawrence Ward 3 Precinct 6"	"000360"	223	111	207	124	240	87	195	185	136	222	97
"KS"	2002	3	"DOUGLAS"	"Lawrence Ward 3 Precinct 7"	"000370"	359	198	293	253	391	160	353	264	262	352	196
"KS"	2002	3	"DOUGLAS"	"Lawrence Ward 3 Precinct 8"	"000380"	169	92	165	93	194	64	158	139	110	177	79
"KS"	2002	3	"DOUGLAS"	"Lawrence Ward 4 Precinct 1"	"000400"	292	105	296	89	320	74	192	259	110	311	73
"KS"	2002	3	"DOUGLAS"	"Lawrence Ward 4 Precinct 2"	"000410"	226	88	211	100	247	67	144	198	103	225	80
"KS"	2002	3	"DOUGLAS"	"Lawrence Ward 4 Precinct 3"	"000420"	206	97	216	87	224	74	163	174	118	208	82
"KS"	2002	3	"DOUGLAS"	"Lawrence Ward 4 Precinct 4"	"000430"	314	182	312	186	352	136	278	263	206	316	165
"KS"	2002	3	"DOUGLAS"	"Lawrence Ward 4 Precinct 5"	"00044A"	270	240	255	248	325	189	350	212	265	289	219
"KS"	2002	3	"DOUGLAS"	"Lawrence Ward 4 Precinct 6"	"000450"	198	190	176	202	235	157	277	157	222	199	189
"KS"	2002	3	"DOUGLAS"	"Lawrence Ward 5 Precinct 1"	"000460"	214	31	205	38	218	23	60	183	41	193	28
"KS"	2002	3	"DOUGLAS"	"Lawrence Ward 5 Precinct 2"	"000470"	228	41	212	51	234	37	80	202	51	210	48
"KS"	2002	3	"DOUGLAS"	"Lawrence Ward 6 Precinct 1"	"00048A"	341	146	345	131	369	112	241	310	158	349	124
"KS"	2002		"DOUGLAS"	"Lawrence Ward 6 Precinct 2 Part A"	"00049A"							0				
"KS"	2002	2	"DOUGLAS"	"Lawrence Ward 7 Precinct 1 Part A"	"00050A"	155	105	123	133	187	77	207	101	144	68	89
"KS"	2002	3	"DOUGLAS"	"Lawrence Ward 7 Precinct 1 Part B"	"00050B"										54	44
"KS"	2002	2	"DOUGLAS"	"Lawrence Ward 7 Precinct 3"	"00052A"	230	220	171	269	287	162	347	137	287	160	284
"KS"	2002	2	"DOUGLAS"	"Lawrence Ward 7 Precinct 4 Part A"	"00053A"	278	198	227	247	339	147	354	190	279	200	274
"KS"	2002	2	"DOUGLAS"	"Lawrence Ward 8 Precinct 3"	"000570"	24	9	23	11	27	8	17	20	14	19	16
"KS"	2002	2	"DOUGLAS"	"Lecompton Township"	"000580"	207	226	191	239	245	183	347	132	292	156	269
"KS"	2002	2	"DOUGLAS"	"Marion Township"	"000590"	151	122	129	149	168	99	187	96	172	120	149
"KS"	2002	3	"DOUGLAS"	"North Eudora"	"000600"	137	144	153	125	157	120	194	121	148	162	112
"KS"	2002	2	"DOUGLAS"	"North Wakarusa"	"00061A"	92	68	80	77	112	48	118	71	83	66	91
"KS"	2002	2	"DOUGLAS"	"Northeast Baldwin"	"000620"	250	229	214	259	295	185	366	165	292	167	309
"KS"	2002	2	"DOUGLAS"	"Northwest Baldwin"	"000630"	214	188	207	192	265	139	287	153	233	161	228
"KS"	2002	3	"DOUGLAS"	"PROVISIONAL"	"999999"	445	228	454	205	523	146	325	406	226	312	122
"KS"	2002	2	"DOUGLAS"	"South Baldwin"	"000640"	299	293	241	340	328	251	453	190	366	215	363
"KS"	2002	3	"DOUGLAS"	"South Eudora"	"000650"	327	452	310	445	423	347	610	239	492	346	422
"KS"	2002	3	"DOUGLAS"	"Vinland"	"000660"	177	183	153	200	198	158	269	112	234	162	194
"KS"	2002	3	"DOUGLAS"	"West Wakarusa"	"00067A"	216	213	174	246	244	175	339	140	268	200	219
"KS"	2002	2	"DOUGLAS"	"Willow Springs Township"	"000680"	245	259	216	288	280	214	414	160	333	171	331
"KS"	2002	1	"EDWARDS"	"ADVANCE"	"999998"	31	53	37	46	45	41	77	20	58		80
"KS"	2002	1	"EDWARDS"	"Belpre Township"	"000010"	22	37	15	44	28	29	52	8	45		56
"KS"	2002	1	"EDWARDS"	"Franklin Township"	"000020"	14	27	14	27	19	23	37	5	37		39
"KS"	2002	1	"EDWARDS"	"Jackson Township"	"000030"	18	17	17	19	17	18	36	8	27		34
"KS"	2002	1	"EDWARDS"	"Kinsley Township"	"000040"	25	36	19	41	29	30	53	10	46		56
"KS"	2002	1	"EDWARDS"	"Kinsley Ward 1"	"000050"	118	152	121	152	145	118	258	73	180		252
"KS"	2002	1	"EDWARDS"	"Kinsley Ward 2"	"00006A"	100	121	90	132	128	91	208	49	160		211
"KS"	2002	1	"EDWARDS"	"Lincoln Township"	"000070"	21	42	15	47	23	42	58	8	49		64
"KS"	2002	1	"EDWARDS"	"Logan Township"	"000080"	7	9	5	11	8	8	15		15		15
"KS"	2002	1	"EDWARDS"	"North Brown Township"	"000090"	13	10	9	13	16	7	23	6	16		23
"KS"	2002	1	"EDWARDS"	"PROVISIONAL"	"999999"	2	5	3	4	3	3	6	2	4		5
"KS"	2002	1	"EDWARDS"	"South Brown Township"	"000100"	9	27	5	30	9	28	37	1	34		36
"KS"	2002	1	"EDWARDS"	"Trenton Township"	"000110"	41	62	41	60	41	57	96	18	72		94
"KS"	2002	1	"EDWARDS"	"Wayne Township"	"000120"	70	86	60	95	75	78	146	33	118		144
"KS"	2002	4	"ELK"	"ADVANCE"	"999998"	49	55	53	51	50	56	82	32	69	38	66
"KS"	2002	4	"ELK"	"Elk Falls Township"	"000010"	24	48	28	44	28	45	58	19	52	23	50
"KS"	2002	4	"ELK"	"Greenfield Township"	"000020"	61	61	57	68	51	73	101	37	85	45	78
"KS"	2002	4	"ELK"	"Howard Township"	"000030"	150	175	160	165	166	158	280	72	238	106	213
"KS"	2002	4	"ELK"	"Liberty Township"	"000040"	10	21	15	16	12	19	28	9	24	7	26
"KS"	2002	4	"ELK"	"Longton Township"	"000050"	49	99	59	91	71	79	121	31	110	34	113
"KS"	2002	4	"ELK"	"Oak Valley Township"	"000060"	14	22	19	18	15	24	27	8	27	9	28
"KS"	2002	4	"ELK"	"PROVISIONAL"	"999999"	0	1	0	1	0	1	1	0	1	0	1
"KS"	2002	4	"ELK"	"Painterhood Township"	"000070"	11	17	17	13	13	15	26	6	20	7	22
"KS"	2002	4	"ELK"	"Paw Paw Township"	"000080"	20	19	19	19	9	30	30	9	26	10	29
"KS"	2002	4	"ELK"	"Union Center Township"	"000090"	19	15	15	19	17	18	27	13	20	11	23
"KS"	2002	4	"ELK"	"Wildcat Township"	"000100"	100	118	107	115	98	121	170	69	140	84	134
"KS"	2002	1	"ELLIS"	"ADVANCE"	"999998"	573	330	502	404	634	283	727	399	469		814
"KS"	2002	1	"ELLIS"	"Buckeye Township"	"000010"	56	53	39	68	45	58	97	18	81		103
"KS"	2002	1	"ELLIS"	"Catherine Township"	"000020"	54	44	61	40	54	44	71	35	54		89
"KS"	2002	1	"ELLIS"	"East Big Creek Township"	"000030"	125	113	95	133	138	104	213	69	151		231
"KS"	2002	1	"ELLIS"	"Ellis Township"	"000040"	102	56	80	76	109	45	143	51	98		151
"KS"	2002	1	"ELLIS"	"Ellis Ward 1"	"000050"	106	97	104	102	126	81	164	76	115		179
"KS"	2002	1	"ELLIS"	"Ellis Ward 2"	"000060"	153	83	130	105	172	62	193	100	122		209
"KS"	2002	1	"ELLIS"	"Ellis Ward 3"	"000070"	96	75	72	99	111	61	148	53	110		160
"KS"	2002	1	"ELLIS"	"Freedom Township"	"000080"	28	23	31	23	30	23	50	16	33		53
"KS"	2002	1	"ELLIS"	"Hays Ward 1 Precinct 1"	"000090"	83	66	59	89	100	49	121	49	88		137
"KS"	2002	1	"ELLIS"	"Hays Ward 1 Precinct 2"	"00010A"	73	79	66	83	94	60	124	58	86		144
"KS"	2002	1	"ELLIS"	"Hays Ward 2 Precinct 1"	"000110"	191	142	154	173	214	110	270	115	193		308
"KS"	2002	1	"ELLIS"	"Hays Ward 2 Precinct 2"	"000120"	176	129	122	183	190	109	241	90	193		276
"KS"	2002	1	"ELLIS"	"Hays Ward 2 Precinct 3"	"000130"	146	74	111	107	154	63	176	87	117		207
"KS"	2002	1	"ELLIS"	"Hays Ward 2 Precinct 4"	"000140"	168	90	135	127	171	88	213	101	143		250
"KS"	2002	1	"ELLIS"	"Hays Ward 2 Precinct 5"	"000150"	104	66	97	75	123	47	126	70	86		158
"KS"	2002	1	"ELLIS"	"Hays Ward 3 Precinct 1"	"00016A"	197	121	144	169	208	110	262	109	188		299
"KS"	2002	1	"ELLIS"	"Hays Ward 3 Precinct 2"	"000170"	281	157	164	273	286	164	372	124	290		433
"KS"	2002	1	"ELLIS"	"Hays Ward 3 Precinct 3"	"000180"	305	207	204	306	317	203	457	150	339		503
"KS"	2002	1	"ELLIS"	"Hays Ward 3 Precinct 4"	"00019A"	363	303	222	439	398	284	592	148	490		664
"KS"	2002	1	"ELLIS"	"Hays Ward 4 Precinct 1"	"000200"	240	140	199	181	263	123	308	144	209		363
"KS"	2002	1	"ELLIS"	"Hays Ward 4 Precinct 2"	"00021A"	241	145	185	203	263	118	328	139	233		363
"KS"	2002	1	"ELLIS"	"Hays Ward 4 Precinct 3"	"000220"	205	168	167	205	236	142	320	109	241		362
"KS"	2002	1	"ELLIS"	"Hays Ward 4 Precinct 4"	"000230"	341	261	250	347	386	228	532	151	412		599
"KS"	2002	1	"ELLIS"	"Hays Ward 4 Precinct 5"	"000240"	187	150	142	194	234	118	310	95	227		343
"KS"	2002	1	"ELLIS"	"Herzog Township"	"000250"	150	104	135	116	164	83	209	77	155		243
"KS"	2002	1	"ELLIS"	"North Big Creek Township"	"000260"	103	135	92	146	122	116	210	55	164		230
"KS"	2002	1	"ELLIS"	"North Lookout Township"	"000270"	62	44	33	74	55	53	98	29	72		108
"KS"	2002	1	"ELLIS"	"PROVISIONAL"	"999999"	64	97	58	107	99	65	149	35	120		163
"KS"	2002	1	"ELLIS"	"South Lookout Township"	"000280"	63	35	62	39	64	35	80	46	50		90
"KS"	2002	1	"ELLIS"	"Victoria Township"	"000290"	168	120	168	117	187	101	236	105	156		274
"KS"	2002	1	"ELLIS"	"West Big Creek Township"	"000300"	33	32	27	44	29	37	62	17	49		67
"KS"	2002	1	"ELLIS"	"Wheatland Township"	"000310"	56	54	54	59	67	53	101	30	74		110
"KS"	2002	1	"ELLSWORTH"	"ADVANCE"	"999998"	209	139	188	162	267	102	301	134	213		311
"KS"	2002	1	"ELLSWORTH"	"Ash Creek Township"	"000010"	10	18	9	19	15	13	27	1	25		25
"KS"	2002	1	"ELLSWORTH"	"Black Wolf Township"	"000020"	29	11	18	23	26	16	35	8	31		36
"KS"	2002	1	"ELLSWORTH"	"Buckeye Township"	"000030"	14	9	12	13	19	6	19	10	15		19
"KS"	2002	1	"ELLSWORTH"	"Carneiro Township"	"000040"	12	15	5	23	13	15	26	6	22		27
"KS"	2002	1	"ELLSWORTH"	"Clear Creek Township"	"000050"	19	16	14	22	23	16	32	7	25		33
"KS"	2002	1	"ELLSWORTH"	"Columbia Township"	"000060"	6	15	10	12	12	9	23	5	15		20
"KS"	2002	1	"ELLSWORTH"	"Ellsworth City East Ward 1"	"000070"	175	123	145	149	225	77	260	83	200		266
"KS"	2002	1	"ELLSWORTH"	"Ellsworth City East Ward 2"	"000080"	121	101	81	147	152	73	202	38	179		207
"KS"	2002	1	"ELLSWORTH"	"Ellsworth City West Exclave A Canren"	"00009B"	6	8	4	11	8	6	12	2	11		13
"KS"	2002	1	"ELLSWORTH"	"Ellsworth City West"	"00009A"	142	146	126	158	188	90	246	59	211		252
"KS"	2002	1	"ELLSWORTH"	"Ellsworth Township"	"000100"	30	44	26	47	40	35	69	11	63		75
"KS"	2002	1	"ELLSWORTH"	"Garfield Township"	"000110"	4	8	4	9	6	7	13	1	12		14
"KS"	2002	1	"ELLSWORTH"	"Green Garden Township (Lorraine)"	"000120"	27	57	26	55	36	50	76	19	61		80
"KS"	2002	1	"ELLSWORTH"	"Kanopolis Township"	"000130"	131	89	126	95	168	52	194	66	139		194
"KS"	2002	1	"ELLSWORTH"	"Langley Township"	"000140"	23	16	15	25	18	20	32	10	27		32
"KS"	2002	1	"ELLSWORTH"	"Lincoln Township"	"000150"	10	10	7	12	12	7	17	5	12		17
"KS"	2002	1	"ELLSWORTH"	"Mulberry Township"	"000160"	5	13	5	12	5	12	16	3	15		17
"KS"	2002	1	"ELLSWORTH"	"Noble Township"	"000170"	10	21	11	17	12	18	26	11	17		30
"KS"	2002	1	"ELLSWORTH"	"PROVISIONAL"	"999999"	8	17	8	17	13	12	24	2	22		25
"KS"	2002	1	"ELLSWORTH"	"Palacky Township"	"000180"	17	23	17	21	28	10	36	7	29		41
"KS"	2002	1	"ELLSWORTH"	"Sherman Township"	"000190"	14	20	16	19	13	22	32	5	29		33
"KS"	2002	1	"ELLSWORTH"	"Thomas Township"	"000200"	9	19	9	19	18	12	24	3	22		25
"KS"	2002	1	"ELLSWORTH"	"Trivoli Township"	"000210"	6	7	2	11	7	6	12		12		12
"KS"	2002	1	"ELLSWORTH"	"Valley Township (Holyrood)"	"000220"	100	121	97	125	128	96	203	67	147		202
"KS"	2002	1	"ELLSWORTH"	"Venango Township"	"000230"	13	17	13	17	20	10	24	8	21		25
"KS"	2002	1	"ELLSWORTH"	"Wilson Township (Wilson)"	"000240"	167	138	161	138	212	89	265	90	199		291
"KS"	2002	1	"FINNEY"	"ADVANCE"	"999998"	341	289	335	307	386	258	532	242	380		532
"KS"	2002	1	"FINNEY"	"Friend Township"	"000010"	12	32	10	35	17	27	42	6	37		39
"KS"	2002	1	"FINNEY"	"Garden City Ward 1 Exclave"	"00002B"	0	0	0	0	0	0	0	0	0		0
"KS"	2002	1	"FINNEY"	"Garden City Ward 10"	"000110"	117	159	109	169	147	125	247	71	187		240
"KS"	2002	1	"FINNEY"	"Garden City Ward 1"	"00002A"	73	71	80	64	93	49	116	59	79		111
"KS"	2002	1	"FINNEY"	"Garden City Ward 11"	"000120"	145	230	116	258	172	207	344	79	289		335
"KS"	2002	1	"FINNEY"	"Garden City Ward 12"	"000130"	171	267	127	311	194	249	406	70	358		406
"KS"	2002	1	"FINNEY"	"Garden City Ward 13"	"000140"	119	198	96	227	146	175	300	63	254		299
"KS"	2002	1	"FINNEY"	"Garden City Ward 14"	"000150"	100	133	80	156	108	129	214	56	169		206
