state	year	cd	precinct	county	vtd	g2008_USP_dv	g2008_USP_rv	g2008_USS_rv	g2008_USS_dv	g2008_USH_dv	g2008_USH_rv
"KS"	2008	1	"Wayne Township"	"EDWARDS"	"000120"	55	144	161	37	22	167
"KS"	2008	4	"Elk Falls Township"	"ELK"	"000010"	31	71	74	24	23	75
"KS"	2008	4	"Greenfield Township"	"ELK"	"000020"	28	107	108	26	27	105
"KS"	2008	4	"Howard Township"	"ELK"	"000030"	112	328	296	144	115	316
"KS"	2008	4	"Liberty Township"	"ELK"	"000040"	6	32	30	7	6	34
"KS"	2008	4	"Longton Township"	"ELK"	"000050"	55	140	140	50	36	151
"KS"	2008	4	"Oak Valley Township"	"ELK"	"000060"	14	51	46	16	15	46
"KS"	2008	4	"Painterhood Township"	"ELK"	"000070"	12	25	27	8	7	28
"KS"	2008	4	"Paw Paw Township"	"ELK"	"000080"	10	44	37	14	8	41
"KS"	2008	4	"Union Center Township"	"ELK"	"000090"	10	47	42	11	17	34
"KS"	2008	4	"Wildcat Township"	"ELK"	"000100"	85	197	181	89	72	194
"KS"	2008	1	"Buckeye Township"	"ELLIS"	"000010"	32	152	154	28	3	182
"KS"	2008	1	"Catherine Township"	"ELLIS"	"000020"	42	109	113	37	9	138
"KS"	2008	1	"East Big Creek Township"	"ELLIS"	"000030"	97	272	266	96	30	339
"KS"	2008	1	"Ellis Township"	"ELLIS"	"000040"	62	130	127	57	10	177
"KS"	2008	1	"Ellis Ward 1"	"ELLIS"	"000050"	81	210	210	78	31	256
"KS"	2008	1	"Ellis Ward 2"	"ELLIS"	"000060"	148	240	276	108	45	344
"KS"	2008	1	"Ellis Ward 3"	"ELLIS"	"000070"	96	136	157	68	26	193
"KS"	2008	1	"Freedom Township"	"ELLIS"	"000080"	20	35	32	24	6	46
"KS"	2008	1	"Hays Ward 1 Precinct 1"	"ELLIS"	"000090"	168	138	175	113	59	224
"KS"	2008	1	"Hays Ward 1 Precinct 2"	"ELLIS"	"00010A"	132	155	182	93	48	225
"KS"	2008	1	"Hays Ward 2 Precinct 1"	"ELLIS"	"000110"	192	317	325	163	55	449
"KS"	2008	1	"Hays Ward 2 Precinct 2"	"ELLIS"	"000120"	191	252	275	148	51	383
"KS"	2008	1	"Hays Ward 2 Precinct 3"	"ELLIS"	"000130"	117	210	215	113	35	297
"KS"	2008	1	"Hays Ward 2 Precinct 4"	"ELLIS"	"000140"	154	238	236	138	34	345
"KS"	2008	1	"Hays Ward 2 Precinct 5"	"ELLIS"	"000150"	101	184	181	103	37	251
"KS"	2008	1	"Hays Ward 3 Precinct 1"	"ELLIS"	"00016A"	152	277	302	123	36	395
"KS"	2008	1	"Hays Ward 3 Precinct 2"	"ELLIS"	"000170"	202	441	430	189	52	588
"KS"	2008	1	"Hays Ward 3 Precinct 3"	"ELLIS"	"000180"	181	509	523	166	40	652
"KS"	2008	1	"Hays Ward 3 Precinct 4"	"ELLIS"	"00019A"	335	787	809	287	91	1009
"KS"	2008	1	"Hays Ward 4 Precinct 1"	"ELLIS"	"000200"	171	334	348	151	37	467
"KS"	2008	1	"Hays Ward 4 Precinct 2"	"ELLIS"	"00021A"	206	360	418	145	53	516
"KS"	2008	1	"Hays Ward 4 Precinct 3"	"ELLIS"	"000220"	173	326	340	150	36	462
"KS"	2008	1	"Hays Ward 4 Precinct 4"	"ELLIS"	"000230"	290	661	683	256	69	883
"KS"	2008	1	"Hays Ward 4 Precinct 5"	"ELLIS"	"000240"	191	460	490	144	44	612
"KS"	2008	1	"Herzog Township"	"ELLIS"	"000250"	118	271	277	98	25	360
"KS"	2008	1	"North Big Creek Township"	"ELLIS"	"000260"	77	291	281	80	16	350
"KS"	2008	1	"North Lookout Township"	"ELLIS"	"000270"	35	109	118	30	9	139
"KS"	2008	1	"South Lookout Township"	"ELLIS"	"000280"	46	89	84	49	10	127
"KS"	2008	1	"Victoria Township"	"ELLIS"	"000290"	138	297	324	110	39	396
"KS"	2008	1	"West Big Creek Township"	"ELLIS"	"000300"	13	74	65	18	3	83
"KS"	2008	1	"Wheatland Township"	"ELLIS"	"000310"	49	143	150	39	9	184
"KS"	2008	1	"Ash Creek Township"	"ELLSWORTH"	"000010"	5	23	28	4	2	29
"KS"	2008	1	"Black Wolf Township"	"ELLSWORTH"	"000020"	21	34	39	12	4	46
"KS"	2008	1	"Buckeye Township"	"ELLSWORTH"	"000030"	8	36	36	6	5	38
"KS"	2008	1	"Carneiro Township"	"ELLSWORTH"	"000040"	5	21	22	5	1	26
"KS"	2008	1	"Clear Creek Township"	"ELLSWORTH"	"000050"	17	42	43	13	6	49
"KS"	2008	1	"Columbia Township"	"ELLSWORTH"	"000060"	4	23	21	5	2	23
"KS"	2008	1	"Ellsworth City East Ward 1"	"ELLSWORTH"	"000070"	110	249	268	89	46	298
"KS"	2008	1	"Ellsworth City East Ward 2"	"ELLSWORTH"	"000080"	111	212	252	63	23	288
"KS"	2008	1	"Ellsworth City West Exclave A Canren"	"ELLSWORTH"	"00009B"	21	33	35	17	4	45
"KS"	2008	1	"Ellsworth City West"	"ELLSWORTH"	"00009A"	118	263	280	85	38	318
"KS"	2008	1	"Ellsworth Township"	"ELLSWORTH"	"000100"	23	74	88	11	4	90
"KS"	2008	1	"Garfield Township"	"ELLSWORTH"	"000110"	1	27	27	1	4	28
"KS"	2008	1	"Green Garden Township (Lorraine)"	"ELLSWORTH"	"000120"	24	79	87	19	13	87
"KS"	2008	1	"Kanopolis"	"ELLSWORTH"	"000130"	120	187	198	109	54	235
"KS"	2008	1	"Langley Township"	"ELLSWORTH"	"000140"	4	36	37	7	3	38
"KS"	2008	1	"Lincoln Township"	"ELLSWORTH"	"000150"	5	20	18	5	1	21
"KS"	2008	1	"Mulberry Township"	"ELLSWORTH"	"000160"	0	17	18	0	0	19
"KS"	2008	1	"Noble Township"	"ELLSWORTH"	"000170"	7	28	29	7	2	35
"KS"	2008	1	"Palacky Township"	"ELLSWORTH"	"000180"	12	31	28	15	3	38
"KS"	2008	1	"Sherman Township"	"ELLSWORTH"	"000190"	7	32	35	4	1	33
"KS"	2008	1	"Thomas Township"	"ELLSWORTH"	"000200"	6	33	31	8	3	33
"KS"	2008	1	"Trivoli Township"	"ELLSWORTH"	"000210"	6	22	23	7	1	27
"KS"	2008	1	"Valley Township (Holyrood)"	"ELLSWORTH"	"000220"	68	179	187	60	31	205
"KS"	2008	1	"Venango Township"	"ELLSWORTH"	"000230"	14	44	41	16	8	45
"KS"	2008	1	"Wilson Township (Wilson)"	"ELLSWORTH"	"000240"	134	276	303	113	42	359
"KS"	2008	1	"Friend Precinct"	"FINNEY"	"000010"	11	45	50	8	5	52
"KS"	2008	1	"Garden City Ward 10"	"FINNEY"	"000110"	136	247	272	110	77	286
"KS"	2008	1	"Garden City Ward 1"	"FINNEY"	"00002A"	170	117	146	137	127	140
"KS"	2008	1	"Garden City Ward 11"	"FINNEY"	"000120"	163	405	414	140	97	432
"KS"	2008	1	"Garden City Ward 12"	"FINNEY"	"000130"	148	424	459	108	55	490
"KS"	2008	1	"Garden City Ward 13"	"FINNEY"	"000140"	125	368	384	100	47	428
"KS"	2008	1	"Garden City Ward 14"	"FINNEY"	"000150"	175	336	367	131	99	388
"KS"	2008	1	"Garden City Ward 15"	"FINNEY"	"000160"	175	423	460	127	79	483
"KS"	2008	1	"Garden City Ward 16"	"FINNEY"	"000170"	187	431	481	123	92	487
"KS"	2008	1	"Garden City Ward 2"	"FINNEY"	"000030"	184	178	213	139	118	202
"KS"	2008	1	"Garden City Ward 3"	"FINNEY"	"000040"	187	349	365	150	106	381
"KS"	2008	1	"Garden City Ward 4 H123"	"FINNEY"	"200020"	100	228	238	85	60	254
"KS"	2008	1	"Garden City Ward 5"	"FINNEY"	"000060"	154	280	300	116	92	309
"KS"	2008	1	"Garden City Ward 6"	"FINNEY"	"000070"	169	246	261	133	115	262
"KS"	2008	1	"Garden City Ward 7"	"FINNEY"	"000080"	130	192	214	100	79	215
"KS"	2008	1	"Garden City Ward 8"	"FINNEY"	"00009A"	238	290	321	170	143	338
"KS"	2008	1	"Garden City Ward 9"	"FINNEY"	"000100"	160	192	217	122	109	216
"KS"	2008	1	"Holcomb Precinct"	"FINNEY"	"000190"	199	630	667	151	104	683
"KS"	2008	1	"Huffman Precinct"	"FINNEY"	"000200"	89	208	218	70	51	225
"KS"	2008	1	"Jennie Barker Precinct"	"FINNEY"	"00021A"	107	355	363	94	69	377
"KS"	2008	1	"Kalvesta Precinct"	"FINNEY"	"000220"	13	65	67	12	4	70
"KS"	2008	1	"Mack Precinct"	"FINNEY"	"000230"	62	112	124	51	49	120
"KS"	2008	1	"Pierceville Precinct H117"	"FINNEY"	"200030"	35	159	169	24	15	172
"KS"	2008	1	"Pleasant Valley Precinct"	"FINNEY"	"000250"	2	62	57	7	3	57
"KS"	2008	1	"Plymell Precinct"	"FINNEY"	"000260"	32	123	127	28	13	136
"KS"	2008	1	"Riverside Precinct H117"	"FINNEY"	"200050"	117	396	411	90	44	448
"KS"	2008		"Riverside Precinct H122"	"FINNEY"	"200060"				0		
"KS"	2008	1	"Theoni Precinct"	"FINNEY"	"000280"	7	65	65	6	1	68
"KS"	2008	1	"Bloom Township"	"FORD"	"000010"	6	33	34	7	4	36
"KS"	2008	1	"Bucklin City"	"FORD"	"000020"	50	271	281	34	18	285
"KS"	2008	1	"Bucklin Township"	"FORD"	"000030"	9	54	60	2	4	59
"KS"	2008	1	"Concord Township"	"FORD"	"000040"	4	42	43	4	3	42
"KS"	2008	1	"Dodge City Precinct 1"	"FORD"	"00005A"	307	377	496	169	149	423
"KS"	2008	1	"Dodge City Precinct 2"	"FORD"	"000060"	209	215	281	130	120	232
"KS"	2008	1	"Dodge City Precinct 3"	"FORD"	"000070"	294	193	286	170	158	237
"KS"	2008	1	"Dodge City Precinct 4"	"FORD"	"00008A"	462	626	758	308	229	722
"KS"	2008	1	"Dodge City Precinct 5"	"FORD"	"000090"	553	1051	1251	331	198	1238
"KS"	2008	1	"Dodge City Precinct 6"	"FORD"	"000100"	599	1268	1492	364	210	1526
"KS"	2008	1	"Dodge City Precinct 7"	"FORD"	"600010"	2	16	18	0	0	17
"KS"	2008	1	"Dodge City Precinct 8"	"FORD"	"800010"		1	1	0	0	1
"KS"	2008	1	"Dodge Township Ward 3"	"FORD"	"000200"	7	28	27	6	3	26
"KS"	2008	1	"Dodge Township"	"FORD"	"000190"	55	178	201	28	20	190
"KS"	2008	1	"Enterprise Township"	"FORD"	"000210"	76	128	148	45	35	145
"KS"	2008	1	"Fairview Township"	"FORD"	"000220"	23	98	109	13	10	102
"KS"	2008	1	"Ford City"	"FORD"	"000230"	22	91	98	13	11	81
"KS"	2008	1	"Ford Township"	"FORD"	"000240"	10	63	64	7	3	59
"KS"	2008	1	"Grandview Township Ward 2"	"FORD"	"000290"	35	44	61	18	14	56
"KS"	2008	1	"Grandview Township"	"FORD"	"000250"	45	151	160	33	14	152
"KS"	2008	1	"Richland Township"	"FORD"	"000260"	68	138	159	43	31	151
"KS"	2008	1	"Royal Township"	"FORD"	"000270"	18	88	87	17	8	84
"KS"	2008	1	"Sodville Township"	"FORD"	"000280"	3	53	48	7	3	49
"KS"	2008	1	"Spearville City"	"FORD"	"000300"	82	264	278	60	22	286
"KS"	2008	1	"Spearville Township"	"FORD"	"000310"	31	152	154	25	5	156
"KS"	2008	1	"Wheatland Township"	"FORD"	"000320"	9	70	68	11	4	64
"KS"	2008	1	"Wilburn Township"	"FORD"	"000330"	12	37	43	6	1	43
"KS"	2008	2	"Appanoose Township"	"FRANKLIN"	"000010"	48	96	102	38	56	85
"KS"	2008	2	"Centropolis North Township"	"FRANKLIN"	"000020"	79	167	158	69	77	155
"KS"	2008	2	"Centropolis South Township"	"FRANKLIN"	"000030"	93	140	147	83	92	134
"KS"	2008	2	"Cutler Township"	"FRANKLIN"	"000040"	132	255	261	116	131	248
"KS"	2008	2	"Franklin Township"	"FRANKLIN"	"000050"	515	846	855	456	486	800
"KS"	2008	2	"Greenwood Township"	"FRANKLIN"	"000060"	79	146	161	53	87	130
"KS"	2008	2	"Harrison Township"	"FRANKLIN"	"000070"	85	194	208	63	97	175
"KS"	2008	2	"Hayes Township"	"FRANKLIN"	"000080"	64	154	158	47	68	145
"KS"	2008	2	"Homewood Township"	"FRANKLIN"	"000090"	124	168	172	103	114	164
"KS"	2008	2	"Lincoln Township"	"FRANKLIN"	"000100"	187	352	365	162	187	336
"KS"	2008	2	"Ohio Township"	"FRANKLIN"	"000110"	133	256	257	115	149	238
"KS"	2008	2	"Ottawa Precinct 1"	"FRANKLIN"	"00013A"	126	170	176	107	122	160
"KS"	2008	2	"Ottawa Precinct 2"	"FRANKLIN"	"000140"	319	392	395	285	300	368
"KS"	2008	2	"Ottawa Precinct 3"	"FRANKLIN"	"000150"	146	169	166	129	136	163
"KS"	2008	2	"Ottawa Precinct 4"	"FRANKLIN"	"000160"	227	268	273	198	215	247
"KS"	2008	2	"Ottawa Precinct 5"	"FRANKLIN"	"000170"	226	389	404	186	231	362
"KS"	2008	2	"Ottawa Precinct 6"	"FRANKLIN"	"000180"	177	209	218	148	180	188
"KS"	2008	2	"Ottawa Precinct 7"	"FRANKLIN"	"000190"	387	546	533	350	419	481
"KS"	2008	2	"Ottawa Precinct 8"	"FRANKLIN"	"00020A"	481	712	738	428	512	650
"KS"	2008	2	"Ottawa Township"	"FRANKLIN"	"00012A"	157	296	305	138	180	262
"KS"	2008	2	"Peoria Township"	"FRANKLIN"	"000210"	111	254	230	112	112	240
"KS"	2008	2	"Pomona Township"	"FRANKLIN"	"000220"	185	288	283	179	200	268
"KS"	2008	2	"Pottawatomie Township"	"FRANKLIN"	"000230"	114	197	193	101	123	177
"KS"	2008	2	"Richmond Township"	"FRANKLIN"	"000240"	136	236	226	125	143	206
"KS"	2008	2	"Williamsburg Township"	"FRANKLIN"	"000250"	102	179	168	103	115	162
"KS"	2008	1	"Blakely Township"	"GEARY"	"000010"	15	47	41	16	4	53
"KS"	2008	2	"Fort Riley Precinct M"	"GEARY"	"00002M"	20	10	8	19	19	7
"KS"	2008	1	"Jackson Township"	"GEARY"	"000050"	15	33	34	12	9	38
"KS"	2008	1	"Jefferson Township"	"GEARY"	"000060"	28	96	90	32	14	101
"KS"	2008	1	"Jefferson"	"GEARY"	"000030"	111	268	245	119	71	256
"KS"	2008	1	"Junction City Ward 1 Precinct 1"	"GEARY"	"00007A"	134	120	110	116	85	125
"KS"	2008	1	"Junction City Ward 1 Precinct 2"	"GEARY"	"000080"	107	144	151	82	63	158
"KS"	2008	1	"Junction City Ward 1 Precinct 3"	"GEARY"	"000090"	49	180	160	52	28	178
"KS"	2008	1	"Junction City Ward 1 Precinct 4"	"GEARY"	"000100"	244	340	347	206	133	389
"KS"	2008	1	"Junction City Ward 1 Precinct 5"	"GEARY"	"000110"	200	240	244	161	108	273
"KS"	2008	1	"Junction City Ward 1 Precinct 6"	"GEARY"	"00012A"	244	272	280	190	143	294
"KS"	2008	1	"Junction City Ward 1 Precinct 7"	"GEARY"	"00013A"	206	279	279	185	124	310
"KS"	2008	1	"Junction City Ward 2 Precinct 1"	"GEARY"	"000140"	44	47	41	44	25	49
"KS"	2008	1	"Junction City Ward 2 Precinct 2"	"GEARY"	"000150"	152	150	163	126	87	169
"KS"	2008	1	"Junction City Ward 2 Precinct 3"	"GEARY"	"00016A"	182	210	230	142	108	241
"KS"	2008	1	"Junction City Ward 2 Precinct 4"	"GEARY"	"00017A"	80	80	91	65	51	98
"KS"	2008	1	"Junction City Ward 2 Precinct 5"	"GEARY"	"800010"	139	145	150	114	105	151
"KS"	2008	1	"Junction City Ward 3 Precinct 1"	"GEARY"	"000180"	68	53	56	51	46	52
"KS"	2008	1	"Junction City Ward 3 Precinct 2"	"GEARY"	"000190"	205	211	185	200	145	198
"KS"	2008	1	"Junction City Ward 4 Precinct 1"	"GEARY"	"00020A"	132	85	88	103	95	81
"KS"	2008	1	"Junction City Ward 4 Precinct 2"	"GEARY"	"00021A"	216	89	92	178	152	91
"KS"	2008	1	"Junction City Ward 4 Precinct 3"	"GEARY"	"00022A"	331	183	184	285	238	191
"KS"	2008	1	"Junction City Ward 4 Precinct 4"	"GEARY"	"000230"	89	56	56	77	70	51
"KS"	2008	1	"Liberty Township"	"GEARY"	"000240"	40	73	84	27	14	90
"KS"	2008	1	"Lyon Township"	"GEARY"	"000250"	30	132	131	24	8	144
"KS"	2008	2	"Marshall Field"	"GEARY"	"000260"	0	1	1	0	0	1
"KS"	2008	1	"Milford Township"	"GEARY"	"000270"	217	503	505	186	121	531
"KS"	2008	2	"Smoky Hill Precinct B"	"GEARY"	"00002B"	25	24	23	23	23	24
"KS"	2008	2	"Smoky Hill Precinct D"	"GEARY"	"00002D"	2	2	3	1	2	2
"KS"	2008	2	"Smoky Hill Precinct G"	"GEARY"	"00002G"	3	2	2	2	3	2
"KS"	2008	2	"Smoky Hill Precinct H"	"GEARY"	"00002H"	1	9	7	2	3	5
"KS"	2008	2	"Smoky Hill Precinct I"	"GEARY"	"00002I"	3	10	11	1	3	10
"KS"	2008	2	"Smoky Hill Precinct J"	"GEARY"	"00002J"	3	3	3	0	0	2
"KS"	2008	2	"Smoky Hill Precinct L"	"GEARY"	"00002L"	12	7	5	9	7	6
"KS"	2008	2	"Smoky Hill Precinct N"	"GEARY"	"00002N"	7	10	11	5	8	9
"KS"	2008	1	"Smoky Hill Township Precinct 1"	"GEARY"	"00029A"	104	322	339	79	46	340
"KS"	2008	1	"Wingfield Precinct 1"	"GEARY"	"000040"	33	56	52	32	18	65
"KS"	2008	1	"Baker Township"	"GOVE"	"000010"	112	512	524	94	27	584
"KS"	2008	1	"Gaeland Township"	"GOVE"	"000020"	2	18	19	0	1	17
"KS"	2008	1	"Gove Township"	"GOVE"	"000030"	18	89	93	15	8	98
"KS"	2008	1	"Grainfield Township"	"GOVE"	"000040"	44	149	161	31	7	176
"KS"	2008	1	"Grinnell Township"	"GOVE"	"000050"	47	176	194	31	10	219
"KS"	2008	1	"Jerome Township"	"GOVE"	"000060"	9	58	67	3	0	70
"KS"	2008	1	"Larrabee Township"	"GOVE"	"000070"	3	40	41	2	0	40
"KS"	2008	1	"Lewis Township"	"GOVE"	"000080"	2	3	3	2	0	5
"KS"	2008	1	"Payne Township"	"GOVE"	"000090"	24	91	99	14	3	106
"KS"	2008	1	"ADVANCE"	"GRAHAM"	"800010"	82	225	228	71	33	271
"KS"	2008	1	"Allodium Township"	"GRAHAM"	"000010"	0	18	16	2	0	18
"KS"	2008	1	"Bryant Township"	"GRAHAM"	"000030"	3	25	27	1	0	28
"KS"	2008	1	"Gettysburg Township"	"GRAHAM"	"000040"	2	23	23	3	0	25
"KS"	2008	1	"Graham Township"	"GRAHAM"	"000050"	10	11	8	12	4	17
"KS"	2008	1	"Happy Township"	"GRAHAM"	"000060"	6	15	15	5	1	21
"KS"	2008	1	"Hill City Precinct 1"	"GRAHAM"	"000070"	16	53	56	12	4	65
"KS"	2008	1	"Hill City Precinct 2"	"GRAHAM"	"000080"	105	254	278	75	29	319
"KS"	2008	1	"Hill City Precinct 3"	"GRAHAM"	"000090"	41	116	126	24	9	143
"KS"	2008	1	"Indiana Township"	"GRAHAM"	"000100"	3	11	11	3	2	12
"KS"	2008	1	"Millbrook Township"	"GRAHAM"	"000110"	5	55	51	8	1	58
"KS"	2008	1	"Morlan Township"	"GRAHAM"	"000120"	2	35	33	3	1	34
"KS"	2008	1	"Nicodemus Township"	"GRAHAM"	"000140"	12	10	10	11	6	14
"KS"	2008	1	"PROVISIONAL"	"GRAHAM"	"800020"	2	17	20	2	2	20
"KS"	2008	1	"Pioneer Township"	"GRAHAM"	"000150"	1	16	16	1	0	15
"KS"	2008	1	"Solomon Township"	"GRAHAM"	"000160"	9	86	84	11	3	89
"KS"	2008	1	"Wildhorse Township"	"GRAHAM"	"000170"	26	90	89	29	12	102
"KS"	2008	1	"Precinct 4"	"GRANT"	"000010"	84	426	437	58	28	447
"KS"	2008	1	"Ulysses Ward 1"	"GRANT"	"000020"	123	291	320	83	56	323
"KS"	2008	1	"Ulysses Ward 2"	"GRANT"	"00003A"	198	607	635	153	75	695
"KS"	2008	1	"Ulysses Ward 3"	"GRANT"	"000040"	230	671	694	171	108	730
"KS"	2008	1	"Cimarron Township #1"	"GRAY"	"500010"	75	214	234	52	21	245
"KS"	2008	1	"Cimarron Township #2"	"GRAY"	"500020"	148	600	622	115	41	634
"KS"	2008	1	"Copeland Township"	"GRAY"	"000020"	26	137	153	12	9	151
"KS"	2008	1	"East Hess Township"	"GRAY"	"000030"	43	103	121	22	14	110
"KS"	2008	1	"Foote Township"	"GRAY"	"000040"	9	40	42	8		49
"KS"	2008	1	"Ingalls Township"	"GRAY"	"000050"	48	172	187	27	17	190
"KS"	2008	1	"Logan Township"	"GRAY"	"000060"	18	86	92	15	7	96
"KS"	2008	1	"Montezuma Township"	"GRAY"	"000070"	69	291	311	53	27	314
"KS"	2008	1	"Tribune Precinct 1"	"GREELEY"	"000010"	63	229	247	39	12	263
"KS"	2008	1	"Tribune Precinct 2"	"GREELEY"	"000020"	52	179	185	34	12	207
"KS"	2008	1	"Tribune Precinct 3"	"GREELEY"	"000030"	36	183	189	32	10	206
"KS"	2008	4	"Bachelor Township"	"GREENWOOD"	"000010"	20	56	56	19	19	54
"KS"	2008	4	"Eureka Township"	"GREENWOOD"	"000020"	47	124	130	40	36	128
"KS"	2008	4	"Eureka Ward 1"	"GREENWOOD"	"000030"	80	201	189	78	58	208
"KS"	2008	4	"Eureka Ward 2"	"GREENWOOD"	"000040"	46	127	122	46	36	131
"KS"	2008	4	"Eureka Ward 3"	"GREENWOOD"	"000050"	87	160	159	77	58	176
"KS"	2008	4	"Fall River Township"	"GREENWOOD"	"000060"	18	49	45	15	13	48
"KS"	2008	1	"Janesville Township"	"GREENWOOD"	"000070"	50	144	146	46	31	151
"KS"	2008	1	"Lane Township"	"GREENWOOD"	"000080"	15	24	26	13	12	25
"KS"	2008	1	"Madison Township"	"GREENWOOD"	"000090"	111	282	268	113	70	295
"KS"	2008	4	"Otter Creek Township"	"GREENWOOD"	"000100"	17	34	35	17	13	36
"KS"	2008	4	"Pleasant Grove Township"	"GREENWOOD"	"000110"	5	27	24	6	7	22
"KS"	2008	4	"Quincy Township"	"GREENWOOD"	"000120"	4	30	29	5	2	32
"KS"	2008	1	"Salem Township"	"GREENWOOD"	"000130"	2	7	8	0	2	5
"KS"	2008	4	"Salt Springs Township"	"GREENWOOD"	"000140"	38	79	72	38	34	75
"KS"	2008	1	"Shell Rock Township"	"GREENWOOD"	"000150"	6	67	59	12	9	59
"KS"	2008		"South Salem Township C01"	"GREENWOOD"	"200010"	6	31	30	6		
"KS"	2008	4	"South Salem Township C04"	"GREENWOOD"	"200020"					2	34
"KS"	2008	4	"Spring Creek Township"	"GREENWOOD"	"000170"	12	34	36	9	11	33
"KS"	2008	4	"Twin Grove Township"	"GREENWOOD"	"000180"	58	143	131	62	49	146
"KS"	2008	1	"Bear Creek Township"	"HAMILTON"	"000010"	1	23	24	1		21
"KS"	2008	1	"Coolidge Township"	"HAMILTON"	"000020"	9	41	37	11	10	36
"KS"	2008	1	"Kendall Township"	"HAMILTON"	"000030"	9	43	50	5	5	45
"KS"	2008	1	"Lamont Township"	"HAMILTON"	"000040"	5	49	50	1		46
"KS"	2008	1	"Liberty Township"	"HAMILTON"	"000050"	3	16	18	2	3	15
"KS"	2008	1	"Medway Township"	"HAMILTON"	"000060"	5	23	24	2	1	27
"KS"	2008	1	"Richland Township"	"HAMILTON"	"000070"		14	13			13
"KS"	2008	1	"Syracuse 1"	"HAMILTON"	"000080"	58	176	184	45	17	203
"KS"	2008	1	"Syracuse 2"	"HAMILTON"	"000090"	24	104	103	19	5	115
"KS"	2008	1	"Syracuse 3"	"HAMILTON"	"000100"	54	134	147	46	21	154
"KS"	2008	1	"Syracuse 4"	"HAMILTON"	"300010"	16	52	53	10	3	56
"KS"	2008	1	"Syracuse 5"	"HAMILTON"	"300020"	49	169	183	29	13	191
"KS"	2008	4	"Anthony Ward 1"	"HARPER"	"000010"	126	362	379	98	116	353
"KS"	2008	4	"Anthony Ward 2"	"HARPER"	"000020"	57	206	198	56	52	204
"KS"	2008	4	"Anthony Ward 3"	"HARPER"	"000030"	27	69	70	22	19	69
"KS"	2008	4	"Anthony Ward 4"	"HARPER"	"000040"	37	128	122	41	36	121
"KS"	2008	4	"Harper Ward 1"	"HARPER"	"000050"	89	198	191	91	57	212
"KS"	2008	4	"Harper Ward 2"	"HARPER"	"000060"	96	187	185	90	72	208
"KS"	2008	4	"Township 1"	"HARPER"	"000070"	136	292	310	104	75	323
"KS"	2008	4	"Township 2"	"HARPER"	"000080"	3	66	65	3	5	62
"KS"	2008	4	"Township 3 East"	"HARPER"	"800010"	21	76	80	20	17	82
"KS"	2008	4	"Township 3 West"	"HARPER"	"800020"	36	57	57	36	29	62
"KS"	2008	4	"Township 4"	"HARPER"	"000100"	19	67	67	19	17	68
"KS"	2008	4	"Township 5 East"	"HARPER"	"800030"	38	136	149	25	28	142
"KS"	2008	4	"Township 5 West"	"HARPER"	"800040"	14	46	48	9	10	47
"KS"	2008	4	"Township 6 East"	"HARPER"	"800050"	30	72	77	24	19	77
"KS"	2008	4	"Township 6 West"	"HARPER"	"800060"	7	37	38	6	10	32
"KS"	2008	4	"Alta Township"	"HARVEY"	"000010"	31	101	105	23	25	99
"KS"	2008	4	"Burrton Township"	"HARVEY"	"000020"	131	286	310	103	92	319
"KS"	2008	4	"Darlington Township"	"HARVEY"	"000030"	98	227	235	87	84	243
"KS"	2008	4	"Emma Township"	"HARVEY"	"000040"	68	199	217	56	58	214
"KS"	2008	4	"Garden Township"	"HARVEY"	"000050"	40	99	104	36	32	103
"KS"	2008	4	"Halstead City Ward 1 Precinct 1"	"HARVEY"	"000060"	144	223	256	103	111	246
"KS"	2008	4	"Halstead City Ward 1 Precinct 2"	"HARVEY"	"000070"	178	285	322	130	133	318
"KS"	2008	4	"Halstead Township"	"HARVEY"	"000080"	47	75	84	38	33	84
"KS"	2008	4	"Hesston Precinct 1"	"HARVEY"	"000090"	373	472	522	296	288	516
"KS"	2008	4	"Hesston Precinct 2"	"HARVEY"	"00010A"	349	561	603	281	260	624
"KS"	2008	4	"Highland Township"	"HARVEY"	"000110"	88	119	147	64	62	145
"KS"	2008	4	"Lake Township"	"HARVEY"	"000120"	17	66	67	19	14	70
"KS"	2008	4	"Lakin Township"	"HARVEY"	"000130"	34	97	103	25	26	100
"KS"	2008	4	"Macon Township"	"HARVEY"	"000140"	97	156	162	92	82	168
"KS"	2008	4	"Newton City Ward 1 Precinct 1"	"HARVEY"	"000150"	224	219	240	185	162	253
"KS"	2008	4	"Newton City Ward 1 Precinct 2"	"HARVEY"	"000160"	200	204	227	157	130	248
"KS"	2008	4	"Newton City Ward 1 Precinct 3"	"HARVEY"	"000170"	136	159	172	109	96	185
"KS"	2008	4	"Newton City Ward 2 Precinct 1"	"HARVEY"	"000180"	214	188	210	180	153	240
"KS"	2008	4	"Newton City Ward 2 Precinct 2"	"HARVEY"	"00019A"	434	544	588	368	309	633
"KS"	2008	4	"Newton City Ward 3 Precinct 1"	"HARVEY"	"000200"	227	211	233	194	167	259
"KS"	2008	4	"Newton City Ward 3 Precinct 2"	"HARVEY"	"000210"	288	423	436	246	220	458
"KS"	2008	4	"Newton City Ward 3 Precinct 3 Part A"	"HARVEY"	"00022A"	261	318	351	212	187	359
"KS"	2008	4	"Newton City Ward 3 Precinct 3 Part B"	"HARVEY"	"00022B"	360	675	717	284	261	752
"KS"	2008	4	"Newton City Ward 4 Precinct 1"	"HARVEY"	"000230"	254	287	330	204	185	334
