state	year	county	precinct	g2006_REG_tv	g2006_GOV_tv	g2006_GOV_rv	g2006_GOV_dv
"GA"	2006	"Whitfield County"	"TILTON"	234	233	181	40
"GA"	2006	"Whitfield County"	"TRICHUM"	426	422	333	79
"GA"	2006	"Whitfield County"	"TUNNEL HILL"	996	987	725	238
"GA"	2006	"Whitfield County"	"UPPER TENTH"	274	271	217	47
"GA"	2006	"Whitfield County"	"VARNELL"	1355	1344	1081	228
"GA"	2006	"Whitfield County"	"WESTSIDE"	809	799	611	170
"GA"	2006	"Wilcox County"	"Abbeville North #2"	336	121	49	71
"GA"	2006	"Wilcox County"	"Abbeville South #5"	868	356	212	136
"GA"	2006	"Wilcox County"	"Pineview #2"	493	227	119	107
"GA"	2006	"Wilcox County"	"Pitts #3"	689	342	233	105
"GA"	2006	"Wilcox County"	"Rochelle North #1"	435	172	46	119
"GA"	2006	"Wilcox County"	"Rochelle South #4"	807	353	243	100
"GA"	2006	"Wilkes County"	"Court House"	351	348	225	113
"GA"	2006	"Wilkes County"	"Ed Pope Ctr"	300	293	104	182
"GA"	2006	"Wilkes County"	"Metasville"	196	195	127	65
"GA"	2006	"Wilkes County"	"Rayle"	257	248	122	122
"GA"	2006	"Wilkes County"	"Senior Citizens Ctr"	459	453	202	243
"GA"	2006	"Wilkes County"	"Tignall"	297	288	164	115
"GA"	2006	"Wilkes County"	"Young Farmer's Bldg"	460	453	327	112
"GA"	2006	"Wilkinson County"	"Bloodworth"	342	147	108	36
"GA"	2006	"Wilkinson County"	"Griffin"	164	65	44	16
"GA"	2006	"Wilkinson County"	"High Hill"	161	99	66	27
"GA"	2006	"Wilkinson County"	"Irwinton"	848	321	117	194
"GA"	2006	"Wilkinson County"	"Ivey"	921	348	226	105
"GA"	2006	"Wilkinson County"	"Lord"	745	316	122	186
"GA"	2006	"Wilkinson County"	"Midway"	973	344	70	270
"GA"	2006	"Wilkinson County"	"Ramah"	1749	651	244	396
"GA"	2006	"Wilkinson County"	"Turkey Creek"	440	181	101	71
"GA"	2006	"Worth County"	"Bridgeboro"	898	425	255	158
"GA"	2006	"Worth County"	"County Line"	571	211	139	65
"GA"	2006	"Worth County"	"Doles"	293	157	114	40
"GA"	2006	"Worth County"	"Gordy"	281	139	98	41
"GA"	2006	"Worth County"	"Isabella"	884	439	318	109
"GA"	2006	"Worth County"	"Minton"	383	179	118	56
"GA"	2006	"Worth County"	"Oakfield"	177	70	33	36
"GA"	2006	"Worth County"	"Piney Woods"	222	74	33	40
"GA"	2006	"Worth County"	"Poulan"	654	260	146	107
"GA"	2006	"Worth County"	"Redrock"	763	310	177	124
"GA"	2006	"Worth County"	"Scooterville"	416	183	133	49
"GA"	2006	"Worth County"	"Shingler"	377	203	142	57
"GA"	2006	"Worth County"	"Sumner"	534	233	157	72
"GA"	2006	"Worth County"	"Sylvester"	1930	591	157	428
"GA"	2006	"Worth County"	"Sylvester East"	1095	462	301	150
"GA"	2006	"Worth County"	"Warwick"	568	274	155	113
