state	year	county	precinct	g2002_GOV_tv	g2002_GOV_rv	g2002_GOV_dv	g2002_USS_tv	g2002_USS_rv	g2002_USS_dv
"GA"	2002	"Cobb County"	"Sope Creek 01"	1145	681	424	1146	781	349
"GA"	2002	"Cobb County"	"Sope Creek 02"	1288	735	516	1289	876	388
"GA"	2002	"Cobb County"	"Sope Creek 03"	1111	727	349	1114	827	270
"GA"	2002	"Cobb County"	"Sprayberry 01"	1032	554	437	1034	630	383
"GA"	2002	"Cobb County"	"Sweetwater 01"	923	492	397	921	544	365
"GA"	2002	"Cobb County"	"Sweetwater 02"	450	148	291	452	162	282
"GA"	2002	"Cobb County"	"Sweetwater 03"	993	320	654	990	407	570
"GA"	2002	"Cobb County"	"Sweetwater 04"	810	254	540	806	307	484
"GA"	2002	"Cobb County"	"Sweetwater 05"	509	235	262	509	294	207
"GA"	2002	"Cobb County"	"Sweetwater 06"	453	133	311	451	148	296
"GA"	2002	"Cobb County"	"Teasley 01"	787	385	381	790	440	335
"GA"	2002	"Cobb County"	"Terrell Mill 01"	926	522	372	924	583	328
"GA"	2002	"Cobb County"	"Timber Ridge 01"	1167	651	481	1168	776	382
"GA"	2002	"Cobb County"	"Tritt 01"	1708	1041	616	1713	1201	489
"GA"	2002	"Cobb County"	"Vaughan 01"	1121	752	330	1120	842	265
"GA"	2002	"Cobb County"	"Vinings 01"	810	490	299	814	595	215
"GA"	2002	"Cobb County"	"Vinings 02"	320	156	141	321	186	125
"GA"	2002	"Cobb County"	"Vinings 03"	1033	444	552	1034	507	512
"GA"	2002	"Cobb County"	"Wade Green 01"	891	499	355	898	560	316
"GA"	2002	"Cobb County"	"Wade Green 02"	573	324	233	574	351	217
"GA"	2002	"Cobb County"	"Willeo 01"	1118	699	386	1119	785	321
"GA"	2002	"Coffee County"	"AMBROSE"	615	425	179	609	378	217
"GA"	2002	"Coffee County"	"BRIDGETOWN"	120	67	51	119	74	42
"GA"	2002	"Coffee County"	"BROXTON"	793	502	283	795	464	317
"GA"	2002	"Coffee County"	"DOUGLAS"	4646	2792	1787	4641	2814	1782
"GA"	2002	"Coffee County"	"NICHOLLS"	620	347	254	621	358	250
"GA"	2002	"Coffee County"	"WEST GREEN"	341	266	70	345	272	69
"GA"	2002	"Colquitt County"	"AUTREYVILLE"	388	285	98	391	277	110
"GA"	2002	"Colquitt County"	"BRIDGE CREEK"	440	327	110	443	330	113
"GA"	2002	"Colquitt County"	"CROSLAND"	105	63	38	107	59	47
"GA"	2002	"Colquitt County"	"DOERUN"	290	149	133	288	145	141
"GA"	2002	"Colquitt County"	"FUNSTON"	357	261	95	358	258	98
"GA"	2002	"Colquitt County"	"HAMILTON"	236	167	65	237	152	82
"GA"	2002	"Colquitt County"	"HARTSFIELD"	137	97	36	139	100	39
"GA"	2002	"Colquitt County"	"HOPEWELL"	487	377	104	488	369	111
"GA"	2002	"Colquitt County"	"LEE"	348	244	99	347	236	106
"GA"	2002	"Colquitt County"	"MILLCREEK"	153	113	36	152	109	41
"GA"	2002	"Colquitt County"	"MONK"	443	290	140	445	281	156
"GA"	2002	"Colquitt County"	"MOULTRIE"	1621	992	595	1631	1083	537
"GA"	2002	"Colquitt County"	"MURPHY"	338	271	66	343	276	63
"GA"	2002	"Colquitt County"	"NORMAN PARK"	623	416	192	626	417	204
"GA"	2002	"Colquitt County"	"ROBINSON"	265	193	65	267	162	103
"GA"	2002	"Colquitt County"	"SHAW"	823	234	575	825	241	573
"GA"	2002	"Colquitt County"	"THIGPEN"	89	61	28	89	53	35
"GA"	2002	"Colquitt County"	"TYTY"	143	106	31	143	122	19
"GA"	2002	"Colquitt County"	"WARRIOR"	299	218	73	303	211	89
"GA"	2002	"Columbia County"	"010"	743	573	162	740	568	167
"GA"	2002	"Columbia County"	"015"	1120	888	223	1122	891	228
"GA"	2002	"Columbia County"	"020"	674	415	240	677	426	242
"GA"	2002	"Columbia County"	"021"	470	219	240	471	208	255
"GA"	2002	"Columbia County"	"025"	653	465	175	650	449	198
"GA"	2002	"Columbia County"	"026"	363	215	143	363	218	142
"GA"	2002	"Columbia County"	"030"	645	407	226	644	397	233
"GA"	2002	"Columbia County"	"031"	481	223	250	483	237	239
"GA"	2002	"Columbia County"	"032"	526	346	177	528	360	165
"GA"	2002	"Columbia County"	"040"	482	296	180	479	306	170
"GA"	2002	"Columbia County"	"050"	645	338	300	641	342	292
"GA"	2002	"Columbia County"	"060"	1087	776	297	1084	816	254
"GA"	2002	"Columbia County"	"061"	1017	656	346	1017	708	302
"GA"	2002	"Columbia County"	"065"	807	547	246	806	566	233
"GA"	2002	"Columbia County"	"070"	655	456	190	653	469	180
"GA"	2002	"Columbia County"	"074"	603	357	231	606	388	207
"GA"	2002	"Columbia County"	"075"	602	382	212	602	413	180
"GA"	2002	"Columbia County"	"076"	660	412	244	659	438	209
"GA"	2002	"Columbia County"	"080"	853	606	235	857	649	204
"GA"	2002	"Columbia County"	"085"	458	310	141	462	331	127
"GA"	2002	"Columbia County"	"090"	848	558	279	848	554	290
"GA"	2002	"Columbia County"	"100"	855	575	276	856	595	258
"GA"	2002	"Columbia County"	"105"	586	398	188	583	469	114
"GA"	2002	"Columbia County"	"106"	860	593	261	857	653	200
"GA"	2002	"Columbia County"	"107"	407	266	135	405	293	110
"GA"	2002	"Columbia County"	"108"	1139	810	319	1139	852	279
"GA"	2002	"Columbia County"	"110"	367	227	130	367	241	116
"GA"	2002	"Columbia County"	"111"	683	459	218	684	479	198
"GA"	2002	"Columbia County"	"115"	625	408	206	625	431	184
"GA"	2002	"Columbia County"	"120"	803	567	223	800	586	207
"GA"	2002	"Columbia County"	"125"	746	485	253	744	492	244
"GA"	2002	"Columbia County"	"130"	967	637	314	966	670	289
"GA"	2002	"Columbia County"	"131"	447	360	83	450	362	81
"GA"	2002	"Columbia County"	"132"	1218	828	380	1221	888	325
"GA"	2002	"Columbia County"	"135"	968	690	273	967	736	228
"GA"	2002	"Columbia County"	"136"	794	525	254	789	549	235
"GA"	2002	"Columbia County"	"137"	674	452	219	672	497	172
"GA"	2002	"Cook County"	"ADEL CITY HALL"	638	390	232	641	404	232
"GA"	2002	"Cook County"	"CECIL"	402	160	233	399	156	240
"GA"	2002	"Cook County"	"ELM PINE REC CENTER"	213	2	206	218	9	208
"GA"	2002	"Cook County"	"LENOX"	408	265	137	407	266	138
"GA"	2002	"Cook County"	"MASSEE"	150	107	43	151	92	58
"GA"	2002	"Cook County"	"PINE VALLEY"	303	203	93	300	193	105
"GA"	2002	"Cook County"	"RIVERBEND"	398	277	115	400	251	147
"GA"	2002	"Cook County"	"SPARKS"	254	91	156	252	96	151
"GA"	2002	"Coweta County"	"CANONGATE #23"	1290	936	315	1290	989	281
"GA"	2002	"Coweta County"	"CEDAR CREEK #8"	1189	843	308	1190	860	309
"GA"	2002	"Coweta County"	"CENTRAL #17"	384	83	284	386	83	294
"GA"	2002	"Coweta County"	"DRESDEN #4"	273	187	76	275	182	88
"GA"	2002	"Coweta County"	"EBENEZER CHURCH #27"	485	338	135	485	344	136
"GA"	2002	"Coweta County"	"FAIRGROUNDS #20"	747	519	213	746	533	207
"GA"	2002	"Coweta County"	"FISCHER ROAD #7"	776	549	203	773	582	184
"GA"	2002	"Coweta County"	"GRANTVILLE #9"	589	303	268	588	310	270
"GA"	2002	"Coweta County"	"GREENTOP #19"	705	466	229	709	449	254
"GA"	2002	"Coweta County"	"HARALSON #10"	372	217	146	370	225	137
"GA"	2002	"Coweta County"	"JEFFERSON PKWY #28"	711	404	290	713	442	262
"GA"	2002	"Coweta County"	"MADRAS #22"	984	645	319	989	676	305
"GA"	2002	"Coweta County"	"MORELAND #2"	687	493	179	691	475	213
"GA"	2002	"Coweta County"	"NEWNAN #5"	1003	491	489	1002	498	495
"GA"	2002	"Coweta County"	"NEWNAN CROSSING #18"	1771	1131	606	1772	1226	538
"GA"	2002	"Coweta County"	"NORTHSIDE #25"	824	498	305	825	503	312
"GA"	2002	"Coweta County"	"PANTHER CREEK #12"	878	571	284	877	559	299
"GA"	2002	"Coweta County"	"PINE ROAD #3"	489	355	121	489	354	128
"GA"	2002	"Coweta County"	"RAYMOND #13"	653	456	191	656	474	177
"GA"	2002	"Coweta County"	"SENOIA #1"	898	632	243	900	644	248
"GA"	2002	"Coweta County"	"SHARPSBURG #6"	1430	1004	391	1434	1060	358
"GA"	2002	"Coweta County"	"SMOKEY ROAD #15"	682	383	279	683	376	298
"GA"	2002	"Coweta County"	"THOMAS CROSSROADS #26"	1713	1212	465	1713	1270	422
"GA"	2002	"Coweta County"	"TURIN #14"	812	512	282	812	518	284
"GA"	2002	"Coweta County"	"TURKEY CREEK #16"	204	101	101	203	99	104
"GA"	2002	"Coweta County"	"WELCOME #11"	932	626	283	934	648	270
"GA"	2002	"Coweta County"	"WESTSIDE #24"	307	97	203	308	89	215
"GA"	2002	"Coweta County"	"WHITE OAK #21"	1602	1094	469	1606	1130	447
"GA"	2002	"Crawford County"	"PRECINCT 1-A"	187	71	111	187	68	115
"GA"	2002	"Crawford County"	"PRECINCT 1-B"	322	113	207	319	108	211
"GA"	2002	"Crawford County"	"PRECINCT 2"	455	198	250	454	207	243
"GA"	2002	"Crawford County"	"PRECINCT 3"	493	341	146	499	337	156
"GA"	2002	"Crawford County"	"PRECINCT 4"	522	353	161	522	344	172
"GA"	2002	"Crawford County"	"PRECINCT 5"	777	560	204	781	550	226
"GA"	2002	"Crisp County"	"ARABI"	259	130	126	259	122	133
"GA"	2002	"Crisp County"	"CONEY"	391	287	97	391	283	103
"GA"	2002	"Crisp County"	"CORDELE"	2851	1427	1378	2843	1429	1381
"GA"	2002	"Crisp County"	"HATLEY"	90	63	26	90	52	37
"GA"	2002	"Crisp County"	"JAMESTOWN"	454	318	130	453	306	142
"GA"	2002	"Crisp County"	"LISTONIA"	313	210	101	314	208	106
"GA"	2002	"Dade County"	"DAVIS"	542	282	250	537	297	230
"GA"	2002	"Dade County"	"NEW HOME"	235	142	86	232	144	81
"GA"	2002	"Dade County"	"NEW SALEM"	363	220	136	367	213	151
"GA"	2002	"Dade County"	"NO. DADE"	561	272	276	557	296	251
"GA"	2002	"Dade County"	"SO DADE"	293	166	117	292	178	108
"GA"	2002	"Dade County"	"TRENTON"	724	414	299	726	436	276
"GA"	2002	"Dade County"	"W. BROW"	358	259	95	356	279	75
"GA"	2002	"Dawson County"	"AMICALOLA"	881	631	221	886	652	219
"GA"	2002	"Dawson County"	"BLACKS"	628	447	159	625	461	150
"GA"	2002	"Dawson County"	"DAWSONVILLE"	436	305	122	436	283	146
"GA"	2002	"Dawson County"	"ETOWAH"	418	288	107	421	287	123
"GA"	2002	"Dawson County"	"KILOUGH"	862	619	218	865	637	210
"GA"	2002	"Dawson County"	"PURDYS"	359	245	102	355	244	101
"GA"	2002	"Dawson County"	"SANFORD"	513	350	134	515	346	156
"GA"	2002	"Dawson County"	"SAVANNAH"	487	343	114	489	354	121
"GA"	2002	"DeKalb County"	"ALLGOOD"	1116	149	943	1124	160	951
"GA"	2002	"DeKalb County"	"ASHFORD DUNWOODY"	903	399	468	908	462	432
"GA"	2002	"DeKalb County"	"ASHFORD DUNWOODY RD"	1143	512	590	1141	609	516
"GA"	2002	"DeKalb County"	"ASHFORD PARK"	782	345	386	783	388	375
"GA"	2002	"DeKalb County"	"ATHERTON"	378	46	322	377	50	320
"GA"	2002	"DeKalb County"	"AUSTIN"	1436	852	552	1440	964	463
"GA"	2002	"DeKalb County"	"AVONDALE"	1270	462	737	1277	492	761
"GA"	2002	"DeKalb County"	"AVONDALE MIDDLE SCH"	427	61	345	426	79	334
"GA"	2002	"DeKalb County"	"BOB MATHIS"	1328	97	1217	1330	102	1223
"GA"	2002	"DeKalb County"	"BOULEVARD"	1158	83	1029	1165	87	1054
"GA"	2002	"DeKalb County"	"BRIAR VISTA"	768	184	537	773	209	544
"GA"	2002	"DeKalb County"	"BRIARCLIFF"	817	300	495	817	332	474
"GA"	2002	"DeKalb County"	"BRIARLAKE"	855	384	444	857	453	387
"GA"	2002	"DeKalb County"	"BRIARWOOD"	662	189	450	667	213	440
"GA"	2002	"DeKalb County"	"BROCKETT"	1318	627	638	1324	681	618
"GA"	2002	"DeKalb County"	"BROOKHAVEN"	912	375	483	921	429	469
"GA"	2002	"DeKalb County"	"BROWN'S MILL"	1204	73	1112	1212	78	1121
"GA"	2002	"DeKalb County"	"CANBY"	704	27	670	707	23	676
"GA"	2002	"DeKalb County"	"CANDLER"	637	18	602	637	23	602
"GA"	2002	"DeKalb County"	"CASA LINDA"	467	9	453	466	17	446
"GA"	2002	"DeKalb County"	"CEDAR GROVE NORTH"	1407	58	1329	1410	69	1331
"GA"	2002	"DeKalb County"	"CEDAR GROVE SOUTH"	1188	56	1116	1186	67	1110
"GA"	2002	"DeKalb County"	"CHAMBLEE NORTH"	687	314	329	691	355	319
"GA"	2002	"DeKalb County"	"CHAMBLEE SOUTH"	264	110	136	264	109	149
"GA"	2002	"DeKalb County"	"CHAPEL HILL"	1303	38	1253	1303	47	1251
"GA"	2002	"DeKalb County"	"CHESNUT"	1020	453	530	1023	501	498
"GA"	2002	"DeKalb County"	"CLAIREMONT EAST"	950	242	664	953	283	656
"GA"	2002	"DeKalb County"	"CLAIREMONT WEST"	649	185	433	652	203	434
"GA"	2002	"DeKalb County"	"CLAIRMONT HILLS"	1115	427	656	1125	476	634
"GA"	2002	"DeKalb County"	"CLARKSTON"	738	104	611	738	108	614
"GA"	2002	"DeKalb County"	"CLIFTON"	561	16	534	561	16	538
"GA"	2002	"DeKalb County"	"CLIFTON ROAD"	508	8	489	508	10	494
"GA"	2002	"DeKalb County"	"COLUMBIA DRIVE"	709	15	683	713	20	688
"GA"	2002	"DeKalb County"	"CORALWOOD"	1156	487	635	1166	540	615
"GA"	2002	"DeKalb County"	"COUNTY LINE"	873	36	824	875	48	812
"GA"	2002	"DeKalb County"	"COVINGTON"	658	15	637	660	17	640
"GA"	2002	"DeKalb County"	"COVINGTON HIGHWAY"	233	11	216	235	14	217
"GA"	2002	"DeKalb County"	"CROSS KEYS"	616	232	364	619	280	328
"GA"	2002	"DeKalb County"	"CROSSROADS"	1424	65	1339	1434	89	1339
"GA"	2002	"DeKalb County"	"DORAVILLE NORTH"	556	223	292	557	238	301
"GA"	2002	"DeKalb County"	"DORAVILLE SOUTH"	458	139	290	458	155	293
"GA"	2002	"DeKalb County"	"DRESDEN"	890	279	566	892	319	556
"GA"	2002	"DeKalb County"	"DUNAIRE"	710	102	581	712	115	588
"GA"	2002	"DeKalb County"	"DUNWOODY"	858	455	374	861	532	317
"GA"	2002	"DeKalb County"	"DUNWOODY LIBRARY"	1359	752	579	1360	877	476
"GA"	2002	"DeKalb County"	"EAST LAKE"	982	70	887	987	77	898
"GA"	2002	"DeKalb County"	"EASTLAND"	945	56	866	954	58	885
"GA"	2002	"DeKalb County"	"ELAM ROAD"	1029	165	848	1031	179	842
"GA"	2002	"DeKalb County"	"EMBRY HILLS"	1097	501	557	1102	563	519
"GA"	2002	"DeKalb County"	"EMORY NORTH"	787	212	550	792	251	532
"GA"	2002	"DeKalb County"	"EMORY ROAD"	551	170	361	557	195	356
"GA"	2002	"DeKalb County"	"EMORY SOUTH"	1312	334	925	1324	373	934
"GA"	2002	"DeKalb County"	"EPWORTH"	1282	186	1005	1286	217	1035
"GA"	2002	"DeKalb County"	"EPWORTH Ward (05)"						
"GA"	2002	"DeKalb County"	"EVANSDALE"	708	361	314	710	389	306
"GA"	2002	"DeKalb County"	"FAIRINGTON"	1104	49	1038	1102	53	1045
"GA"	2002	"DeKalb County"	"FERNBANK"	1228	330	860	1232	400	821
"GA"	2002	"DeKalb County"	"FLAKES MILL ROAD"	589	13	565	592	25	560
"GA"	2002	"DeKalb County"	"FLAT SHOALS"	793	13	769	794	20	767
"GA"	2002	"DeKalb County"	"FLAT SHOALS ELEM SCH"	754	15	727	757	24	729
"GA"	2002	"DeKalb County"	"FLAT SHOALS LIBRARY"	711	30	671	716	35	675
"GA"	2002	"DeKalb County"	"FLAT SHOALS PARKWAY"	1233	44	1176	1236	61	1167
"GA"	2002	"DeKalb County"	"FORREST HILLS"	704	132	535	706	130	554
"GA"	2002	"DeKalb County"	"GLENHAVEN"	578	79	483	578	99	473
"GA"	2002	"DeKalb County"	"GLENHAVEN ELEM SCH"	417	17	388	415	27	380
"GA"	2002	"DeKalb County"	"GLENNWOOD"	1328	292	958	1336	353	952
"GA"	2002	"DeKalb County"	"GRESHAM PARK ELEM SCH"	880	19	852	880	23	850
"GA"	2002	"DeKalb County"	"HAMBRICK"	1069	178	858	1069	206	854
"GA"	2002	"DeKalb County"	"HAWTHORNE"	954	395	520	958	446	500
"GA"	2002	"DeKalb County"	"HENDERSON MILL"	1259	528	686	1260	606	638
"GA"	2002	"DeKalb County"	"HERITAGE"	701	259	420	705	284	406
"GA"	2002	"DeKalb County"	"HOOPER ALEXANDER"	640	60	543	642	79	551
"GA"	2002	"DeKalb County"	"HUGH HOWELL"	980	542	415	981	611	364
"GA"	2002	"DeKalb County"	"HUNTLEY HILLS"	998	452	506	1001	490	492
"GA"	2002	"DeKalb County"	"IDLEWOOD"	669	205	435	671	225	431
"GA"	2002	"DeKalb County"	"IDLEWOOD ROAD"	638	81	550	638	82	548
"GA"	2002	"DeKalb County"	"INDIAN CREEK"	583	90	469	579	109	456
"GA"	2002	"DeKalb County"	"JOHNSON ESTATES"	560	142	397	562	172	385
"GA"	2002	"DeKalb County"	"JOLLY"	737	78	644	739	83	649
"GA"	2002	"DeKalb County"	"KELLEY CHAPEL ROAD"	617	36	569	616	32	583
"GA"	2002	"DeKalb County"	"KELLEY LAKE"	1036	25	998	1036	31	994
"GA"	2002	"DeKalb County"	"KINGSLEY"	1265	712	504	1266	824	424
"GA"	2002	"DeKalb County"	"KITTREDGE"	964	267	658	964	333	619
"GA"	2002	"DeKalb County"	"KNOLLWOOD"	630	44	575	637	40	590
"GA"	2002	"DeKalb County"	"LAKESIDE"	1169	535	598	1173	609	554
"GA"	2002	"DeKalb County"	"LAUREL RIDGE"	643	191	417	647	222	410
"GA"	2002	"DeKalb County"	"LAVISTA ROAD"	798	240	522	800	265	522
"GA"	2002	"DeKalb County"	"LESLIE J. STEELE"	626	14	594	626	12	603
"GA"	2002	"DeKalb County"	"LITHONIA"	345	30	308	344	29	309
"GA"	2002	"DeKalb County"	"LIVSEY"	1337	698	583	1341	770	539
"GA"	2002	"DeKalb County"	"MAINSTREET"	1147	76	1053	1152	86	1057
"GA"	2002	"DeKalb County"	"MARBUT"	1137	39	1085	1136	40	1092
"GA"	2002	"DeKalb County"	"MARGARET HARRIS"	781	249	489	785	287	477
"GA"	2002	"DeKalb County"	"MARY LIN"	1350	310	951	1357	362	958
"GA"	2002	"DeKalb County"	"MCLENDON"	1035	267	697	1039	293	721
"GA"	2002	"DeKalb County"	"MCWILLIAMS"	729	35	686	733	32	694
"GA"	2002	"DeKalb County"	"MEADOWVIEW ELEM SCH"	1117	48	1053	1119	36	1079
"GA"	2002	"DeKalb County"	"MEDLOCK"	980	302	619	980	312	637
"GA"	2002	"DeKalb County"	"MEMORIAL NORTH"	807	151	633	807	161	630
"GA"	2002	"DeKalb County"	"MEMORIAL SOUTH"	638	82	546	643	80	557
"GA"	2002	"DeKalb County"	"MEMORIAL-STONE MTN"	626	137	469	630	146	476
"GA"	2002	"DeKalb County"	"METROPOLITAN"	613	34	562	614	36	573
"GA"	2002	"DeKalb County"	"MIDVALE"	1028	546	446	1028	621	385
"GA"	2002	"DeKalb County"	"MIDVALE ROAD"	665	299	343	669	330	324
"GA"	2002	"DeKalb County"	"MIDWAY"	708	79	608	714	84	612
"GA"	2002	"DeKalb County"	"MILLER GROVE"	940	18	905	944	28	912
"GA"	2002	"DeKalb County"	"MILLER GROVE ROAD"	936	27	898	935	31	897
"GA"	2002	"DeKalb County"	"MONTCLAIR"	291	59	218	293	66	220
"GA"	2002	"DeKalb County"	"MONTGOMERY"	862	450	375	865	533	317
"GA"	2002	"DeKalb County"	"MONTREAL"	543	251	248	548	270	256
"GA"	2002	"DeKalb County"	"MT. VERNON EAST"	1315	831	460	1323	950	364
"GA"	2002	"DeKalb County"	"MT. VERNON WEST"	676	378	269	676	457	214
"GA"	2002	"DeKalb County"	"NANCY CREEK"	955	470	440	963	535	416
"GA"	2002	"DeKalb County"	"NARVIE J. HARRIS ELEM"	720	19	696	720	15	700
"GA"	2002	"DeKalb County"	"NORTH DECATUR"	453	124	315	460	138	312
"GA"	2002	"DeKalb County"	"NORTH HAIRSTON"	711	138	559	714	145	560
"GA"	2002	"DeKalb County"	"NORTH PEACHTREE"	851	298	520	854	334	499
"GA"	2002	"DeKalb County"	"NORTHLAKE"	733	343	361	734	367	348
"GA"	2002	"DeKalb County"	"OAK GROVE"	1075	443	579	1079	507	553
"GA"	2002	"DeKalb County"	"OAKCLIFF"	457	173	261	463	176	272
"GA"	2002	"DeKalb County"	"PANOLA"	931	72	846	934	85	843
"GA"	2002	"DeKalb County"	"PANOLA ROAD"	1029	35	976	1034	44	981
"GA"	2002	"DeKalb County"	"PANOLA WAY"	1230	65	1146	1243	80	1158
"GA"	2002	"DeKalb County"	"PANTHERSVILLE ROAD"	997	36	945	1000	45	948
"GA"	2002	"DeKalb County"	"PEACHCREST"	891	94	778	891	113	763
"GA"	2002	"DeKalb County"	"PEACHTREE"	537	240	276	538	269	260
"GA"	2002	"DeKalb County"	"PETERSON"	885	41	811	888	54	819
"GA"	2002	"DeKalb County"	"PHILLIPS"	1543	229	1289	1553	225	1319
"GA"	2002	"DeKalb County"	"PINE LAKE"	226	49	155	229	52	170
"GA"	2002	"DeKalb County"	"PINE RIDGE"	739	43	690	743	56	684
"GA"	2002	"DeKalb County"	"PINEY GROVE"	540	17	514	545	15	522
"GA"	2002	"DeKalb County"	"PLEASANTDALE"	720	305	373	722	349	360
"GA"	2002	"DeKalb County"	"PLEASANTDALE ROAD"	825	148	646	825	171	638
"GA"	2002	"DeKalb County"	"PONCE DE LEON"	751	173	538	751	182	554
"GA"	2002	"DeKalb County"	"RAINBOW"	1357	66	1275	1359	83	1264
"GA"	2002	"DeKalb County"	"RAINBOW DRIVE"	428	15	405	429	16	409
"GA"	2002	"DeKalb County"	"REDAN ELEM SCHO"	1232	56	1160	1236	73	1159
"GA"	2002	"DeKalb County"	"REDAN ROAD"	897	73	816	900	90	801
"GA"	2002	"DeKalb County"	"REDAN-TROTTI"	1182	39	1128	1190	62	1116
"GA"	2002	"DeKalb County"	"REHOBOTH"	898	346	518	901	378	506
"GA"	2002	"DeKalb County"	"ROCK CHAPEL ELEM SCH"	1462	78	1363	1466	89	1364
"GA"	2002	"DeKalb County"	"ROCK CHAPEL ROAD"	768	125	623	772	131	633
"GA"	2002	"DeKalb County"	"ROCKBRIDGE"	816	108	689	823	120	694
"GA"	2002	"DeKalb County"	"ROCKBRIDGE ROAD"	1214	76	1122	1214	90	1113
"GA"	2002	"DeKalb County"	"ROWLAND"	902	89	802	900	100	792
"GA"	2002	"DeKalb County"	"ROWLAND ROAD"	686	98	569	687	111	563
"GA"	2002	"DeKalb County"	"SAGAMORE"	1102	474	583	1117	534	562
"GA"	2002	"DeKalb County"	"SALEM"	1047	50	981	1049	63	981
"GA"	2002	"DeKalb County"	"SCOTT"	1006	274	677	1015	311	684
"GA"	2002	"DeKalb County"	"SCOTTDALE"	856	127	691	857	141	692
"GA"	2002	"DeKalb County"	"SHADOW ROCK"	1649	133	1494	1651	137	1500
"GA"	2002	"DeKalb County"	"SHALLOWFORD"	1225	679	497	1236	783	431
"GA"	2002	"DeKalb County"	"SHAMROCK MIDDLE SCH"	650	255	352	652	281	358
"GA"	2002	"DeKalb County"	"SILVER LAKE"	1399	639	728	1401	776	615
"GA"	2002	"DeKalb County"	"SKYLAND"	731	265	405	730	301	395
"GA"	2002	"DeKalb County"	"SMOKE RISE ELEM SCH"	1365	750	577	1373	817	536
"GA"	2002	"DeKalb County"	"SNAPFINGER"	782	27	744	784	33	740
"GA"	2002	"DeKalb County"	"SNAPFINGER ROAD NORTH"	824	52	765	821	55	763
"GA"	2002	"DeKalb County"	"SNAPFINGER ROAD SOUTH"	832	53	767	831	51	773
"GA"	2002	"DeKalb County"	"SOUTH DECATUR"	1252	128	1051	1260	130	1100
"GA"	2002	"DeKalb County"	"SOUTH HAIRSTON"	1174	56	1093	1174	80	1082
"GA"	2002	"DeKalb County"	"STEPHENSON ROAD"	976	103	856	972	104	859
"GA"	2002	"DeKalb County"	"STONE MILL"	610	60	539	610	70	534
"GA"	2002	"DeKalb County"	"STONE MOUNTAIN EAST"	531	135	372	528	144	375
"GA"	2002	"DeKalb County"	"STONE MOUNTAIN WEST"	769	115	630	771	139	624
"GA"	2002	"DeKalb County"	"STONE VIEW"	248	33	211	247	31	210
"GA"	2002	"DeKalb County"	"TERRY MILL"	446	10	426	443	16	424
"GA"	2002	"DeKalb County"	"TILLY MILL ROAD"	759	416	318	765	446	300
"GA"	2002	"DeKalb County"	"TILSON"	614	14	594	615	20	587
"GA"	2002	"DeKalb County"	"TONEY"	664	22	639	665	25	638
"GA"	2002	"DeKalb County"	"TUCKER"	1272	656	537	1279	716	535
"GA"	2002	"DeKalb County"	"TUCKER LIBRARY"	842	306	496	846	351	465
"GA"	2002	"DeKalb County"	"VANDERLYN"	1011	601	370	1010	682	315
"GA"	2002	"DeKalb County"	"WADSWORTH"	981	48	918	984	43	937
"GA"	2002	"DeKalb County"	"WARREN"	897	386	476	901	410	477
"GA"	2002	"DeKalb County"	"WESLEY CHAPEL NORTH"	1035	55	967	1040	60	971
"GA"	2002	"DeKalb County"	"WESLEY CHAPEL SOUTH"	1161	27	1115	1165	40	1117
"GA"	2002	"DeKalb County"	"WHITE OAK"	835	32	795	839	38	794
"GA"	2002	"DeKalb County"	"WHITEFOORD"	813	25	754	822	43	754
"GA"	2002	"DeKalb County"	"WINNONA"	1114	174	887	1123	193	909
"GA"	2002	"DeKalb County"	"WINTERS CHAPEL"	752	365	351	757	415	332
"GA"	2002	"DeKalb County"	"WOODRIDGE"	1298	116	1157	1298	123	1163
"GA"	2002	"DeKalb County"	"WOODROW ROAD"	341	27	303	341	32	305
"GA"	2002	"DeKalb County"	"WOODWARD"	578	203	347	579	244	323
"GA"	2002	"DeKalb County"	"WYNBROOKE ELEM SCH"	1068	101	948	1070	128	933
"GA"	2002	"Decatur County"	"ATTAPULGUS"	295	62	229	306	69	232
"GA"	2002	"Decatur County"	"BELCHER"	142	94	47	144	88	53
"GA"	2002	"Decatur County"	"BELL"	114	23	88	108	21	87
"GA"	2002	"Decatur County"	"BRINSON"	188	102	81	189	100	87
"GA"	2002	"Decatur County"	"CLIMAX"	333	167	158	326	162	161
"GA"	2002	"Decatur County"	"COLISEUM"	1822	1036	754	1836	1086	731
"GA"	2002	"Decatur County"	"FACEVILLE"	160	45	110	163	48	113
"GA"	2002	"Decatur County"	"FAIRGROUNDS"	900	355	528	899	360	523
"GA"	2002	"Decatur County"	"FOWLSTOWN"	127	12	111	124	13	102
"GA"	2002	"Decatur County"	"KENDRICK"	122	67	51	121	73	47
"GA"	2002	"Decatur County"	"PARKER"	106	56	49	106	59	46
"GA"	2002	"Decatur County"	"PINE HILL"	160	76	81	158	71	87
"GA"	2002	"Decatur County"	"RECOVERY"	164	91	70	164	90	73
"GA"	2002	"Decatur County"	"W. B-BRIDGE"	524	216	290	517	204	300
"GA"	2002	"Dodge County"	"CHAUNCEY"	148	95	52	148	92	54
"GA"	2002	"Dodge County"	"CLARKS"	36	26	9	36	26	10
"GA"	2002	"Dodge County"	"EDDINS"	339	224	111	346	216	128
"GA"	2002	"Dodge County"	"EMPIRE"	177	122	54	176	104	71
