state	year	county	precinct	cd	g2008_USP_dv	g2008_USP_rv	g2008_USP_tv	g2008_USS_dv	g2008_USS_rv	g2008_USS_tv	g2008_USH_dv	g2008_USH_rv	g2008_USH_tv
"AR"	2008	"Cleburne County"	"Av Paper 650"	1	121	278	406	258		358			
"AR"	2008	"Cleburne County"	"Brownsville Baptist"	1	75	168	260	182		238			
"AR"	2008	"Cleburne County"	"Center Ridge Church"	1	50	112	177	114		158			
"AR"	2008	"Cleburne County"	"Chastain Chapel"	1	77	253	348	222		303			
"AR"	2008	"Cleburne County"	"Concord Senior Comm"	1	99	260	376	253		319			
"AR"	2008	"Cleburne County"	"Drasco Fire Station"	1	73	213	293	169		242			
"AR"	2008	"Cleburne County"	"Ev Courthouse Ivo"	1	1092	2584	3795	2323		3255			
"AR"	2008	"Cleburne County"	"Good Springs Pine"	1	37	99	146	100		129			
"AR"	2008	"Cleburne County"	"Greers Ferry Lake"	1	59	230	299	200		265			
"AR"	2008	"Cleburne County"	"Greers Ferry Municip"	1	146	365	534	352		468			
"AR"	2008	"Cleburne County"	"Heber Springs City"	1	86	258	359	232		311			
"AR"	2008	"Cleburne County"	"Higden Town Hall"	1	66	165	238	155		209			
"AR"	2008	"Cleburne County"	"Hope Lutheran Church"	1	17	73	92	49		77			
"AR"	2008	"Cleburne County"	"Housing Authority"	1	98	291	414	281		366			
"AR"	2008	"Cleburne County"	"Ida Fire Station"	1	56	181	252	157		217			
"AR"	2008	"Cleburne County"	"Masonic Lodge"	1	50	185	246	173		221			
"AR"	2008	"Cleburne County"	"National Guard Armor"	1	112	498	632	416		582			
"AR"	2008	"Cleburne County"	"Old Hiram School"	1	27	70	101	68		91			
"AR"	2008	"Cleburne County"	"Old School Bldg Pang"	1	26	74	105	69		92			
"AR"	2008	"Cleburne County"	"Palestine Baptist"	1	112	316	445	296		372			
"AR"	2008	"Cleburne County"	"Peace Lutheran"	1	71	176	252	154		218			
"AR"	2008	"Cleburne County"	"Pine Snag Lobo Fire"	1	45	157	211	142		193			
"AR"	2008	"Cleburne County"	"Pine Street Church"	1	99	192	305	205		260			
"AR"	2008	"Cleburne County"	"Prim Fire Station"	1	41	133	176	100		135			
"AR"	2008	"Cleburne County"	"Quitman City Hall"	1	46	227	279	180		235			
"AR"	2008	"Cleburne County"	"South Cross Roads"	1	92	234	336	249		307			
"AR"	2008	"Cleburne County"	"Wilburn Fire Station"	1	53	53	115	81		98			
"AR"	2008	"Cleburne County"	"Woodrow Baptist"	1	25	117	146	86		119			
"AR"	2008	"Cleveland County"	"Av Absentee 650"	4	18	53	71	58		70	59		67
"AR"	2008	"Cleveland County"	"Center Bapt 13"	4	30	102	139	108		134	110		132
"AR"	2008	"Cleveland County"	"Cleveland Fg In 01"	4	202	249	468	383		439	394		443
"AR"	2008	"Cleveland County"	"Cleveland Fg Out 02"	4	28	104	139	104		130	111		133
"AR"	2008	"Cleveland County"	"Community Center 09"	4	44	121	169	134		151	143		156
"AR"	2008	"Cleveland County"	"Hwy 212 Fire Station 11"	4	51	100	157	128		148	142		150
"AR"	2008	"Cleveland County"	"Mcmurtrey Residence 15"	4	30	114	153	132		148	134		150
"AR"	2008	"Cleveland County"	"Mill Creek Masonic 06"	4	35	171	216	175		205	182		207
"AR"	2008	"Cleveland County"	"Mt Zion Church 05"	4	54	124	186	151		175	157		178
"AR"	2008	"Cleveland County"	"New Edinburg Fire 12"	4	105	175	287	214		261	219		258
"AR"	2008	"Cleveland County"	"New Friendship Bapt 14"	4	5	26	31	20		30	23		29
"AR"	2008	"Cleveland County"	"New Home Missionary 07"	4	21	92	118	99		115	101		114
"AR"	2008	"Cleveland County"	"Parent Center In 03"	4	73	66	148	106		132	115		136
"AR"	2008	"Cleveland County"	"Parent Center Out 04"	4	39	179	228	173		218	179		214
"AR"	2008	"Cleveland County"	"Pleasant Ridge Bapt 17"	4	92	278	390	308		363	314		363
"AR"	2008	"Cleveland County"	"Union Methodist 08"	4	19	162	192	158		187	161		185
"AR"	2008	"Cleveland County"	"Woodlawn Community 10"	4	47	206	260	213		251	227		254
"AR"	2008	"Cleveland County"	"Y Community Center 16"	4	18	129	153	124		144	125		147
"AR"	2008	"Columbia County"	"Absentee"	4	166	205	376	266		308	290		325
"AR"	2008	"Columbia County"	"Early"	4	1696	2761	4524	3215		4000	3549		4142
"AR"	2008	"Columbia County"	"Emerson City"	4	34	53	89	59		74	71		80
"AR"	2008	"Columbia County"	"Emerson Township"	4	111	275	390	251		330	297		357
"AR"	2008	"Columbia County"	"Magnolia East"	4	51	153	208	129		168	149		186
"AR"	2008	"Columbia County"	"Magnolia North"	4	36	162	202	129		181	147		187
"AR"	2008	"Columbia County"	"Magnolia Northwest"	4	39	264	305	215		272	235		286
"AR"	2008	"Columbia County"	"Magnolia South"	4	133	126	264	181		224	215		243
"AR"	2008	"Columbia County"	"Magnolia Southwest"	4	54	142	199	150		179	164		189
"AR"	2008	"Columbia County"	"Magnolia Ward 1"	4	182	232	423	304		379	330		393
"AR"	2008	"Columbia County"	"Magnolia Ward 2"	4	247	48	297	240		262	267		277
"AR"	2008	"Columbia County"	"Magnolia Ward 3"	4	126	334	466	349		446	386		453
"AR"	2008	"Columbia County"	"Magnolia Ward 4"	4	93	348	451	307		420	342		427
"AR"	2008	"Columbia County"	"Mcneil City"	4	61	63	128	89		111	97		113
"AR"	2008	"Columbia County"	"Mcneil Township"	4	109	109	219	156		185	178		199
"AR"	2008	"Columbia County"	"Taylor City"	4	36	179	218	161		198	163		197
"AR"	2008	"Columbia County"	"Taylor Township"	4	84	199	287	196		244	222		254
"AR"	2008	"Columbia County"	"Waldo City"	4	216	96	318	200		237	233		248
"AR"	2008	"Columbia County"	"Waldo Township"	4	80	112	194	129		161	145		168
"AR"	2008	"Conway County"	"Absentee"	2	206	124	333	263		316	253		310
"AR"	2008	"Conway County"	"Birdtown Comm Bldg"	2	42	135	191	147		181	143		179
"AR"	2008	"Conway County"	"Blackwell Fire Station"	2	55	114	175	147		171	137		166
"AR"	2008	"Conway County"	"Bryant's Cove"	2	15	32	50	35		48	35		49
"AR"	2008	"Conway County"	"Cleveland Fire Station"	2	55	133	199	151		191	146		186
"AR"	2008	"Conway County"	"Early Voting  Courthouse"	2	1349	1574	3026	2367		2873	2193		2842
"AR"	2008	"Conway County"	"Hattieville Old School Bldg."	2	35	84	122	89		113	85		113
"AR"	2008	"Conway County"	"Hillcreek Fire Station"	2	26	124	156	104		142	97		136
"AR"	2008	"Conway County"	"Jerusalem Old School Bldg."	2	67	113	195	167		196	158		192
"AR"	2008	"Conway County"	"Lord's Schoolhouse Comm. Bldg."	2	49	111	164	128		159	128		155
"AR"	2008	"Conway County"	"Menifee City Hall"	2	121	24	147	125		138	122		141
"AR"	2008	"Conway County"	"Morrilton Christian Center"	2	108	137	256	214		248	190		242
"AR"	2008	"Conway County"	"Morrilton City Hall"	2	68	113	187	142		178	134		174
"AR"	2008	"Conway County"	"Morrilton Fire Station"	2	64	152	227	178		218	160		212
"AR"	2008	"Conway County"	"Morrilton Primary School"	2	93	162	261	212		248	198		244
"AR"	2008	"Conway County"	"Nemo Vista Gym Lobby"	2	68	176	255	192		238	173		229
"AR"	2008	"Conway County"	"Old Hickory Sub Station"	2	21	27	49	38		49	38		48
"AR"	2008	"Conway County"	"Oppelo City Hall"	2	86	230	326	252		316	240		315
"AR"	2008	"Conway County"	"Overcup Comm Bldg"	2	97	211	324	252		306	232		304
"AR"	2008	"Conway County"	"Petit Jean Baptist Church"	2	42	71	116	88		114	84		115
"AR"	2008	"Conway County"	"Plumerville Cty Hall"	2	137	200	358	286		353	268		346
"AR"	2008	"Conway County"	"Sardis Fire Station"	2	76	206	291	243		285	230		284
"AR"	2008	"Conway County"	"Springfield Fire Dept."	2	101	150	255	208		244	201		237
"AR"	2008	"Conway County"	"St Elizabeth Parish Hall"	2	16	46	63	49		60	41		58
"AR"	2008	"Conway County"	"St. Joseph Parish Hall"	2	61	87	153	144		154	127		149
"AR"	2008	"Conway County"	"St. Mary's Parish Hall"	2	91	155	259	209		251	199		248
"AR"	2008	"Craighead County"	"10-bono"	1	713	1577	2358	1793		2216			
"AR"	2008	"Craighead County"	"11-black Oak"	1	55	61	131	108		126			
"AR"	2008	"Craighead County"	"12-caraway"	1	229	374	637	539		623			
"AR"	2008	"Craighead County"	"13-brookland"	1	389	976	1409	1058		1299			
"AR"	2008	"Craighead County"	"14-monette"	1	182	378	587	488		578			
"AR"	2008	"Craighead County"	"15-walnut Street"	1	58	169	232	181		223			
"AR"	2008	"Craighead County"	"16-southridge Fire Department"	1	118	308	432	322		408			
"AR"	2008	"Craighead County"	"17-philadelphia Fire Department"	1	109	319	437	303		400			
"AR"	2008	"Craighead County"	"18-lake City"	1	236	476	744	608		724			
"AR"	2008	"Craighead County"	"19-lester"	1	52	80	138	100		126			
"AR"	2008	"Craighead County"	"20-bay"	1	290	497	817	676		798			
"AR"	2008	"Craighead County"	"21-greensboro"	1	171	641	827	601		759			
"AR"	2008	"Craighead County"	"22-egypt"	1	28	24	57	49		50			
"AR"	2008	"Craighead County"	"23-cash"	1	90	107	208	173		199			
"AR"	2008	"Craighead County"	"Precinct #1"	1	891	984	1924	1513		1843			
"AR"	2008	"Craighead County"	"Precinct #2"	1	772	484	1288	1065		1224			
"AR"	2008	"Craighead County"	"Precinct #3"	1	846	556	1435	1175		1376			
"AR"	2008	"Craighead County"	"Precinct #4"	1	1126	1817	3025	2421		2894			
"AR"	2008	"Craighead County"	"Precinct #5"	1	988	1340	2375	1897		2275			
"AR"	2008	"Craighead County"	"Precinct #6"	1	874	1026	1950	1580		1872			
"AR"	2008	"Craighead County"	"Precinct #7"	1	983	2834	3876	2850		3605			
"AR"	2008	"Craighead County"	"Precinct #8"	1	919	1787	2768	2125		2588			
"AR"	2008	"Craighead County"	"Precinct #9"	1	1175	2066	3313	2567		3153			
"AR"	2008	"Crawford County"	"001 Alma 1"	3	126	266	409	295		390		320	387
"AR"	2008	"Crawford County"	"002 Alma 2"	3	29	112	145	111		140		121	142
"AR"	2008	"Crawford County"	"003 Alma 3"	3	140	552	720	548		690		610	695
"AR"	2008	"Crawford County"	"004 Bidville"	3	4	21	25	20		21		23	25
"AR"	2008	"Crawford County"	"005 Cedar Creek"	3	39	105	153	115		145		108	145
"AR"	2008	"Crawford County"	"006 Cedarville"	3	115	413	540	399		509		428	513
"AR"	2008	"Crawford County"	"007 Chester"	3	54	122	190	132		176		135	184
"AR"	2008	"Crawford County"	"008 Cove City"	3	19	59	79	60		74		66	75
"AR"	2008	"Crawford County"	"009 Dean Springs"	3	106	436	563	392		522		463	536
"AR"	2008	"Crawford County"	"010 Dora"	3	50	197	251	195		234		215	240
"AR"	2008	"Crawford County"	"011 Dyer"	3	96	387	503	344		464		400	477
"AR"	2008	"Crawford County"	"012 Jasper"	3	131	445	593	420		548		467	562
"AR"	2008	"Crawford County"	"013 Kibler"	3	95	365	479	348		447		377	456
"AR"	2008	"Crawford County"	"014 Lancaster"	3	67	243	323	234		311		262	316
"AR"	2008	"Crawford County"	"015 Lee Creek"	3	21	179	206	127		184		171	196
"AR"	2008	"Crawford County"	"016 Locke"	3	24	59	88	58		76		68	83
"AR"	2008	"Crawford County"	"017 Mulberry 1"	3	51	97	155	110		144		120	144
"AR"	2008	"Crawford County"	"019 Mulberry 3"	3	108	254	373	313		360		302	356
"AR"	2008	"Crawford County"	"020 Mountainburg"	3	151	385	560	394		525		402	531
"AR"	2008	"Crawford County"	"021 Oliver Springs"	3	54	261	330	241		311		276	316
"AR"	2008	"Crawford County"	"022 Porter"	3	25	55	88	55		81		62	86
"AR"	2008	"Crawford County"	"023 Rudy"	3	75	316	397	294		375		327	382
"AR"	2008	"Crawford County"	"024 Uniontown"	3	55	170	240	178		220		180	225
"AR"	2008	"Crawford County"	"025 Upper"	3	7	17	24	14		22		15	22
"AR"	2008	"Crawford County"	"026 Vb 1-1"	3	76	240	323	245		307		266	312
"AR"	2008	"Crawford County"	"027 Vb 1-2"	3	108	316	436	299		405		346	415
"AR"	2008	"Crawford County"	"028 Vb 2-1"	3	45	107	158	122		149		114	147
"AR"	2008	"Crawford County"	"029 Vb 2-2"	3	177	481	679	501		648		541	647
"AR"	2008	"Crawford County"	"030 Vb 3-1"	3	82	239	334	234		311		259	309
"AR"	2008	"Crawford County"	"031 Vb 3-2"	3	90	207	304	223		294		239	288
"AR"	2008	"Crawford County"	"032 Vb 3-3"	3	61	197	265	220		253		221	250
"AR"	2008	"Crawford County"	"033 Vb 3-4"	3	71	196	279	213		261		237	271
"AR"	2008	"Crawford County"	"034 Vb 3-6"	3	127	284	415	333		396		335	393
"AR"	2008	"Crawford County"	"035 Vb 3-5"	3	131	342	490	348		462		373	472
"AR"	2008	"Crawford County"	"036 Vine Prairie"	3	36	127	171	134		163		145	160
"AR"	2008	"Crawford County"	"037 Whitley"	3	47	200	257	186		244		208	249
"AR"	2008	"Crawford County"	"038 Winfrey"	3	9	20	29	24		26		25	28
"AR"	2008	"Crawford County"	"039 Vb 1-3"	3	205	607	826	597		772		669	785
"AR"	2008	"Crawford County"	"040 Alma 4"	3	92	300	397	295		378		325	376
"AR"	2008	"Crawford County"	"041 Eagle Crest"	3	45	123	170	133		158		143	164
"AR"	2008	"Crawford County"	"042 Figure Five"	3	27	102	141	107		134		122	137
"AR"	2008	"Crawford County"	"043 Vb 4-1"	3	118	299	432	317		406		356	409
"AR"	2008	"Crawford County"	"Absentee"	3	164	324	502	360		454		390	475
"AR"	2008	"Crawford County"	"Early"	3	1885	4461	6490	4503		5994		4971	6131
"AR"	2008	"Crittenden County"	"Abs Absentee"	1	892	352	1248	1093		1192			
"AR"	2008	"Crittenden County"	"Anthonyville Baptist"	1	65	8	77	66		68			
"AR"	2008	"Crittenden County"	"Armory"	1	78	123	206	147		189			
"AR"	2008	"Crittenden County"	"Bonds Marine"	1	33	132	168	122		150			
"AR"	2008	"Crittenden County"	"Civic Ctr"	1	328	56	391	310		344			
"AR"	2008	"Crittenden County"	"County Ofc Bldg"	1	129	345	478	310		429			
"AR"	2008	"Crittenden County"	"Crawfordsville Ofc"	1	115	152	276	196		244			
"AR"	2008	"Crittenden County"	"Earle City Hall"	1	357	143	501	397		444			
"AR"	2008	"Crittenden County"	"Edmondson City Hall"	1	171	54	228	178		197			
"AR"	2008	"Crittenden County"	"Ev Early Voting"	1	5223	4596	9968	7496		8941			
"AR"	2008	"Crittenden County"	"Gilmore City Hall"	1	74	28	104	80		91			
"AR"	2008	"Crittenden County"	"Heafer Comm Ctr"	1	25	63	90	66		82			
"AR"	2008	"Crittenden County"	"Horseshoe Fd"	1	23	102	129	89		114			
"AR"	2008	"Crittenden County"	"Jennette City Hall"	1	63	2	66	55		59			
"AR"	2008	"Crittenden County"	"Jericho"	1	63	68	132	101		121			
"AR"	2008	"Crittenden County"	"Marion Fs 1"	1	228	418	661	446		608			
"AR"	2008	"Crittenden County"	"Mscc"	1	274	269	555	408		510			
"AR"	2008	"Crittenden County"	"Mt Pisgah"	1	49	13	62	56		60			
"AR"	2008	"Crittenden County"	"Richland Elementary"	1	94	310	408	280		358			
"AR"	2008	"Crittenden County"	"St Luke Mbc E4"	1	195	5	202	174		179			
"AR"	2008	"Crittenden County"	"Sunset"	1	67	0	67	43		45			
"AR"	2008	"Crittenden County"	"Weaver Elem"	1	480	30	530	435		465			
"AR"	2008	"Crittenden County"	"Whole Truth Ch E3"	1	136	7	144	124		136			
"AR"	2008	"Crittenden County"	"Wm Neighborhood Ctr"	1	261	0	264	222		232			
"AR"	2008	"Crittenden County"	"Wmhs"	1	107	322	436	285		393			
"AR"	2008	"Crittenden County"	"Wonder Boys Club"	1	340	10	352	300		315			
"AR"	2008	"Crittenden County"	"Wonder Jr. High"	1	220	1	227	179		204			
"AR"	2008	"Crittenden County"	"Wr Golden"	1	240	41	285	237		251			
"AR"	2008	"Cross County"	"Cherry Valley Emergency Service"	1	174	389	577	434		546			
"AR"	2008	"Cross County"	"Cross County Courthouse"	1	1659	2855	4593	3547		4304			
"AR"	2008	"Cross County"	"First Baptist Church"	1	452	180	646	527		575			
"AR"	2008	"Cross County"	"Hickory Ridge City Hall"	1	89	272	376	311		362			
"AR"	2008	"Cross County"	"Holt Chapel Church Of God"	1	80	361	458	379		443			
"AR"	2008	"Cross County"	"Vanndale Fire Department"	1	126	336	480	367		453			
"AR"	2008	"Dallas County"	"Av Handcount 650"	4	42	65	109	104		109	105		110
"AR"	2008	"Dallas County"	"Beech Grove Baptist"	4	93	296	402	342		393	350		392
"AR"	2008	"Dallas County"	"Carthage"	4	179	60	246	203		225	203		218
"AR"	2008	"Dallas County"	"Ev Paper 650"	4	724	710	1476	1253		1400	1269		1408
"AR"	2008	"Dallas County"	"First Baptist Church"	4	189	83	275	223		254	243		261
"AR"	2008	"Dallas County"	"Pine Grove"	4	45	168	218	171		214	180		213
"AR"	2008	"Dallas County"	"Sparkman"	4	169	158	338	295		327	305		328
"AR"	2008	"Dallas County"	"Zion Baptist Church"	4	30	217	254	206		250	219		249
"AR"	2008	"Desha County"	"01 Bowie 1 Mcgehee Desha County Court Bldg"	4	103	236	348	281		327	303		329
"AR"	2008	"Desha County"	"02 Bowie 2 Railroad Depot"	4	159	183	349	288		330	303		325
"AR"	2008	"Desha County"	"03 Bowie 3 Mcgehee Desha County Hospital"	4	219	65	288	272		283	271		279
"AR"	2008	"Desha County"	"04 Bowie Rural Mcgehee Desha County Court Bldg"	4	8	12	20	14		16	17		17
"AR"	2008	"Desha County"	"05 Clayton Mcarthur Lt Mount Olive Church"	4	52	33	86	74		81	74		82
"AR"	2008	"Desha County"	"06/07 Clayton Reed/tillar Reed City Hall"	4	109	4	116	102		109	98		105
"AR"	2008	"Desha County"	"08 Franklin Arkansas City Municipal Bldg"	4	56	38	99	85		94	84		94
"AR"	2008	"Desha County"	"09 Halley Halley Fire Station"	4	22	55	79	63		71	60		72
"AR"	2008	"Desha County"	"10 Jefferson Ralph Ayecock Shop"	4	13	60	75	62		71	65		71
"AR"	2008	"Desha County"	"11 Mississippi Snow Lake Baptist Church"	4	11	9	22	18		19	13		15
"AR"	2008	"Desha County"	"12 Mitchellville Mitchellville City Hall"	4	168	0	168	161		163	155		161
"AR"	2008	"Desha County"	"13 Randolph 1 Methodist Church"	4	216	80	302	243		261	244		260
"AR"	2008	"Desha County"	"14 Randolph 2 Dumas Municipal Bldg"	4	263	31	301	231		247	239		247
"AR"	2008	"Desha County"	"15 Randolph 3 National Guard Armory"	4	210	244	466	409		437	404		430
"AR"	2008	"Desha County"	"16 Randolph 4 Assembly Of God Church"	4	251	174	433	382		404	380		400
"AR"	2008	"Desha County"	"17 Randolph Rural Methodist Church"	4	23	22	49	40		43	42		44
"AR"	2008	"Desha County"	"18 Redfork Watson City Hall"	4	60	92	161	128		147	138		151
"AR"	2008	"Desha County"	"19 Richland Kelso Fire Station"	4	20	86	112	87		102	87		104
"AR"	2008	"Desha County"	"20 Silver Lake Pendleton Gin"	4	26	74	103	85		96	88		97
"AR"	2008	"Desha County"	"21 Walnut Lake Pickens General Store"	4	23	49	77	59		70	61		68
"AR"	2008	"Desha County"	"Absentee Box"	4	80	79	161	142		159	143		157
"AR"	2008	"Desha County"	"Early Box"	4	477	373	863	746		829	750		819
"AR"	2008	"Drew County"	"01 Ward 1"	4	232	102	337	293		317	292		322
"AR"	2008	"Drew County"	"02 Ward 2"	4	99	287	396	317		377	324		376
"AR"	2008	"Drew County"	"03 Ward 3"	4	134	137	280	230		258	241		260
"AR"	2008	"Drew County"	"04 Ward 4"	4	107	159	275	223		260	228		256
"AR"	2008	"Drew County"	"05 Collins"	4	29	60	89	77		87	82		88
"AR"	2008	"Drew County"	"06 Enon"	4	12	85	99	84		92	86		93
"AR"	2008	"Drew County"	"07 Jerome"	4	14	17	31	21		28	21		28
"AR"	2008	"Drew County"	"08 Lacey"	4	44	102	154	114		127	119		131
"AR"	2008	"Drew County"	"09 Marion N-box 1"	4	100	232	343	280		320	299		323
"AR"	2008	"Drew County"	"10 Marion N-box 2"	4	32	147	182	137		169	142		171
"AR"	2008	"Drew County"	"11 Marion South"	4	45	238	290	228		275	237		274
"AR"	2008	"Drew County"	"12 Ozment"	4	17	58	79	69		75	72		75
"AR"	2008	"Drew County"	"13 Plantersville"	4	17	118	137	114		126	113		126
"AR"	2008	"Drew County"	"14 Selma"	4	75	112	195	174		194	183		196
"AR"	2008	"Drew County"	"15 Tillar"	4	13	54	68	63		68	64		69
"AR"	2008	"Drew County"	"16 Wilmar"	4	209	125	342	289		306	303		318
"AR"	2008	"Drew County"	"17 Winchester"	4	69	12	83	79		81	79		81
"AR"	2008	"Drew County"	"Absentee"	4	90	120	213	163		185	168		189
"AR"	2008	"Drew County"	"Early"	4	1260	1695	3017	2433		2800	2494		2798
"AR"	2008	"Faulkner County"	"1c-n"	2	151	195	362	263		339	254		332
"AR"	2008	"Faulkner County"	"1c-s"	2	362	427	808	589		751	575		745
"AR"	2008	"Faulkner County"	"1e-e"	2	760	1222	2018	1458		1882	1355		1841
"AR"	2008	"Faulkner County"	"1e-w"	2	318	692	1040	711		956	680		932
"AR"	2008	"Faulkner County"	"2a"	2	629	521	1173	881		1099	857		1081
"AR"	2008	"Faulkner County"	"2b"	2	464	392	877	643		842	661		835
"AR"	2008	"Faulkner County"	"2c"	2	419	481	924	710		871	684		856
"AR"	2008	"Faulkner County"	"3a"	2	612	1190	1827	1327		1699	1253		1664
"AR"	2008	"Faulkner County"	"3b"	2	127	283	419	261		386	260		385
"AR"	2008	"Faulkner County"	"3c-e"	2	525	745	1290	958		1215	928		1195
"AR"	2008	"Faulkner County"	"3c-w"	2	422	760	1194	843		1114	809		1090
"AR"	2008	"Faulkner County"	"3d"	2	715	1556	2315	1713		2152	1582		2119
"AR"	2008	"Faulkner County"	"4a"	2	1173	1916	3137	2315		2895	2218		2838
"AR"	2008	"Faulkner County"	"4b"	2	390	356	763	534		720	547		718
"AR"	2008	"Faulkner County"	"4c"	2	637	663	1326	1000		1242	956		1219
"AR"	2008	"Faulkner County"	"4d"	2	400	284	699	531		663	525		654
"AR"	2008	"Faulkner County"	"Benedict/danley R"	2	367	647	1031	728		979	702		968
"AR"	2008	"Faulkner County"	"Benton/no Mtn."	2	61	250	327	206		299	195		298
"AR"	2008	"Faulkner County"	"Bristol/newton"	2	81	176	275	199		262	184		258
"AR"	2008	"Faulkner County"	"California"	2	215	466	700	474		669	467		668
"AR"	2008	"Faulkner County"	"Clifton"	2	250	813	1093	729		995	688		978
"AR"	2008	"Faulkner County"	"Danley City"	2	251	472	747	508		698	510		692
"AR"	2008	"Faulkner County"	"E Cad A"	2	256	729	997	661		916	287		903
"AR"	2008	"Faulkner County"	"E Cad B"	2	492	766	1290	930		1208	880		1197
"AR"	2008	"Faulkner County"	"E Cad C"	2	319	496	830	544		772	521		751
"AR"	2008	"Faulkner County"	"Eagle"	2	289	957	1273	809		1162	730		1145
"AR"	2008	"Faulkner County"	"East Cypress"	2	82	340	432	295		401	264		390
"AR"	2008	"Faulkner County"	"East Fork"	2	188	722	935	620		862	578		847
"AR"	2008	"Faulkner County"	"Enola"	2	70	258	340	257		327	244		324
"AR"	2008	"Faulkner County"	"Hardin City"	2	303	1108	1436	971		1342	877		1303
"AR"	2008	"Faulkner County"	"Hardin Rural"	2	175	547	740	513		678	472		673
"AR"	2008	"Faulkner County"	"Harve"	2	925	211	1152	207		298	198		294
"AR"	2008	"Faulkner County"	"Hendrix"	2	294	52	351	271		330	266		326
"AR"	2008	"Faulkner County"	"Matthews"	2	61	195	263	181		245	163		239
"AR"	2008	"Faulkner County"	"Mt. Vernon So Mtn."	2	91	170	272	202		264	192		257
"AR"	2008	"Faulkner County"	"Overseas Absentees"	2	1	10	11	7		7	5		7
"AR"	2008	"Faulkner County"	"Palarm"	2	320	925	1279	913		1203	856		1181
"AR"	2008	"Faulkner County"	"Pine Mtn."	2	602	576	1200	899		1135	871		1113
"AR"	2008	"Faulkner County"	"Uca"	2	303	122	432	346		414	338		406
"AR"	2008	"Faulkner County"	"Union"	2	156	533	707	484		660	468		659
"AR"	2008	"Faulkner County"	"Vilonia City"	2	222	960	1196	784		1088	732		1073
"AR"	2008	"Faulkner County"	"Vilonia Cypress"	2	110	454	574	352		469	336		520
"AR"	2008	"Faulkner County"	"Walker"	2	142	203	356	236		312	231		314
"AR"	2008	"Faulkner County"	"West Cadron"	2	132	137	277	210		260	201		252
"AR"	2008	"Faulkner County"	"Wilson"	2	93	384	491	309		446	280		436
"AR"	2008	"Faulkner County"	"(blank)"	2	0	0	0	0		0	0		0
"AR"	2008	"Franklin County"	"01  Ozark City 1-a(wd1)"	3	76	129	214	168		210		171	205
"AR"	2008	"Franklin County"	"02  Ozark City 1-b (wd.3)"	3	118	216	350	268		332		264	324
"AR"	2008	"Franklin County"	"03  Ozark Ru.  1-c"	3	3	20	23	16		19		23	23
"AR"	2008	"Franklin County"	"04  Ozark City  2-a(wd.2)"	3	173	374	566	455		539		447	525
"AR"	2008	"Franklin County"	"05  Ozark Ru.  2-b"	3	19	52	72	51		67		59	70
"AR"	2008	"Franklin County"	"06  Ozark Ru.  4-a (oz.ru),"	3	114	346	469	337		435		366	431
"AR"	2008	"Franklin County"	"07 3-a (philpot)"	3	52	90	145	117		136		106	136
"AR"	2008	"Franklin County"	"08 3-b (mountain)"	3	28	68	101	67		89		72	89
"AR"	2008	"Franklin County"	"09  3-c(boston)"	3	44	76	123	94		111		95	113
"AR"	2008	"Franklin County"	"10 3-d (jethro)"	3	41	130	179	138		169		142	170
"AR"	2008	"Franklin County"	"11 3-e (watalula)"	3	24	68	96	80		94		73	92
"AR"	2008	"Franklin County"	"12  4-b (cravens/lonelm)"	3	66	150	223	167		206		166	201
"AR"	2008	"Franklin County"	"13 4-c (fern),"	3	10	45	61	41		54		40	54
"AR"	2008	"Franklin County"	"14 5-a (wallace/ivy)"	3	85	277	368	266		345		290	334
"AR"	2008	"Franklin County"	"15  5-b (middle, So. Middle)"	3	126	365	503	410		480		418	484
"AR"	2008	"Franklin County"	"16  6-a (alix)"	3	43	95	144	104		140		103	137
"AR"	2008	"Franklin County"	"17  6-b (altus City)"	3	84	143	237	181		231		166	217
"AR"	2008	"Franklin County"	"18  6-c(denning)"	3	26	36	64	52		66		49	63
"AR"	2008	"Franklin County"	"19  6-d & E(altus Ru, Weiderkehr Vil.)"	3	58	85	151	128		146		113	142
"AR"	2008	"Franklin County"	"20  7-a  ( Cecil)"	3	40	98	143	106		138		111	139
"AR"	2008	"Franklin County"	"21  7-b (vesta)"	3	40	128	169	126		156		138	158
"AR"	2008	"Franklin County"	"22  7-c (etna)"	3	66	211	291	209		276		234	278
"AR"	2008	"Franklin County"	"23  7-d,donald"	3	67	173	246	206		240		191	227
"AR"	2008	"Franklin County"	"24  8-a Branch City"	3	39	79	126	112		124		90	120
"AR"	2008	"Franklin County"	"25  8-b Charleston,wd.1"	3	79	201	284	227		272		230	270
"AR"	2008	"Franklin County"	"26  8-c Chlstn.rural"	3	69	182	255	209		248		213	249
"AR"	2008	"Franklin County"	"27  9-a Chlstn.wd.2"	3	132	269	412	334		390		341	392
"AR"	2008	"Franklin County"	"28  9-b Chlstn.wd.3"	3	74	165	246	203		239		204	234
"AR"	2008	"Franklin County"	"29  Early  (ozark & Charleston)"	3	0	0	0	0		0		0	0
"AR"	2008	"Franklin County"	"30  Absentee ( Ozark & Charleston)"	3	73	140	214	142		203		174	201
"AR"	2008	"Fulton County"	"Agnos Community Bldg 07"	1	79	178	263	187		239			
"AR"	2008	"Fulton County"	"Av Absentee 650"	1	80	112	198	134		179			
"AR"	2008	"Fulton County"	"Byron Community Bldg 03"	1	40	79	125	99		116			
