state	year	parish	ward	precinct	cd	cd2	cd3	g2004_USP_dv	g2004_USP_rv	g2004_USP_tv	g2004_USS_dv	g2004_USS_rv	g2004_USS_tv	g2004_USH_dv	g2004_USH_rv	g2004_USH_tv	g2004_USH_dv2	g2004_USH_rv2	g2004_USH_tv2	g2004_USH_dv3	g2004_USH_rv3	g2004_USH_tv3
"LA"	2004	"Catahoula"	"6"	"1"	5			83	267	356	148	169	323	42	274	316						
"LA"	2004	"Catahoula"	"6"	"2"	5			17	55	72	21	49	70	9	57	66						
"LA"	2004	"Catahoula"	"6"	"3"	5			16	69	85	25	54	80	8	74	82						
"LA"	2004	"Catahoula"	"6"	"5"	5			14	40	54	18	27	48	5	41	46						
"LA"	2004	"Catahoula"	"7"	"1"	5			184	10	198	163	7	175	117	44	161						
"LA"	2004	"Catahoula"	"7"	"2"	5			42	9	51	41	3	46	27	16	43						
"LA"	2004	"Catahoula"	"7"	"3"	5			57	93	156	68	66	138	21	113	134						
"LA"	2004	"Catahoula"	"7"	"4"	5			15	0	15	10	0	11	7	5	12						
"LA"	2004	"Catahoula"	"7"	"5"	5			2	5	7	3	4	7	0	5	5						
"LA"	2004	"Catahoula"	"8"	"1"	5			141	157	303	155	125	282	64	187	251						
"LA"	2004	"Catahoula"	"8"	"2"	5			185	4	191	153	2	163	106	35	141						
"LA"	2004	"Catahoula"	"9"	"1"	5			13	56	69	18	43	63	5	53	58						
"LA"	2004	"Catahoula"	"9"	"2"	5			44	101	145	55	77	135	23	104	127						
"LA"	2004	"Catahoula"	"9"	"3"	5			48	91	140	64	61	127	24	94	118						
"LA"	2004	"Catahoula"	"9"	"4"	5			40	85	127	49	66	118	23	89	112						
"LA"	2004	"Catahoula"	"Early Voting"	"0"	5			118	356	478	179	273	455	91	379	470						
"LA"	2004	"Claiborne"	"0"	"1"				129	248	378	107	216	328									
"LA"	2004	"Claiborne"	"0"	"10"				125	10	137	105	9	116									
"LA"	2004	"Claiborne"	"0"	"11"				62	60	123	59	50	112									
"LA"	2004	"Claiborne"	"0"	"12"				53	50	103	38	38	82									
"LA"	2004	"Claiborne"	"0"	"21"				12	46	58	20	31	51									
"LA"	2004	"Claiborne"	"0"	"22"				110	118	229	82	103	188									
"LA"	2004	"Claiborne"	"0"	"3"				72	253	331	72	215	290									
"LA"	2004	"Claiborne"	"0"	"31"				63	290	358	84	246	332									
"LA"	2004	"Claiborne"	"0"	"34"				179	30	211	165	24	191									
"LA"	2004	"Claiborne"	"0"	"35"				53	52	106	49	43	93									
"LA"	2004	"Claiborne"	"0"	"36"				174	100	280	141	77	222									
"LA"	2004	"Claiborne"	"0"	"37"				13	5	18	12	2	16									
"LA"	2004	"Claiborne"	"0"	"41"				30	41	72	28	36	66									
"LA"	2004	"Claiborne"	"0"	"42"				45	147	193	34	133	169									
"LA"	2004	"Claiborne"	"0"	"5"				149	194	349	151	162	318									
"LA"	2004	"Claiborne"	"0"	"51"				41	76	117	42	59	103									
"LA"	2004	"Claiborne"	"0"	"7"				146	425	578	170	357	530									
"LA"	2004	"Claiborne"	"0"	"8"				172	89	261	156	71	231									
"LA"	2004	"Claiborne"	"0"	"81"				25	59	86	31	49	80									
"LA"	2004	"Claiborne"	"0"	"82"				78	49	127	71	44	115									
"LA"	2004	"Claiborne"	"0"	"84"				128	126	255	110	109	222									
"LA"	2004	"Claiborne"	"0"	"85"				89	58	149	83	50	134									
"LA"	2004	"Claiborne"	"0"	"86"				142	37	183	100	42	145									
"LA"	2004	"Claiborne"	"0"	"87"				291	21	314	232	31	267									
"LA"	2004	"Claiborne"	"0"	"88"				46	220	273	57	191	251									
"LA"	2004	"Claiborne"	"0"	"91"				11	47	58	15	38	54									
"LA"	2004	"Claiborne"	"0"	"92"				65	285	359	90	233	327									
"LA"	2004	"Claiborne"	"0"	"93"				73	35	109	73	24	100									
"LA"	2004	"Claiborne"	"0"	"94"				1	16	17	2	14	16									
"LA"	2004	"Claiborne"	"0"	"95"				1	15	16	2	10	12									
"LA"	2004	"Claiborne"	"0"	"96"				27	37	64	23	32	56									
"LA"	2004	"Claiborne"	"Early Voting"	"0"				249	465	718	270	423	710									
"LA"	2004	"Concordia"	"0"	"2-4A"	5			20	1	21	18	0	19	15	2	17						
"LA"	2004	"Concordia"	"0"	"3-1A"	5			16	63	79	23	51	76	10	56	66						
"LA"	2004	"Concordia"	"0"	"38717"	5			590	46	641	490	34	535	329	124	453						
"LA"	2004	"Concordia"	"0"	"38718"	5			232	30	264	214	21	241	141	62	203						
"LA"	2004	"Concordia"	"0"	"38719"	5			100	486	597	129	430	568	45	488	533						
"LA"	2004	"Concordia"	"0"	"38720"	5			231	90	330	229	68	304	152	119	271						
"LA"	2004	"Concordia"	"0"	"38748"	5			148	382	537	187	302	500	79	386	465						
"LA"	2004	"Concordia"	"0"	"38751"	5			199	35	240	198	24	224	126	60	186						
"LA"	2004	"Concordia"	"0"	"38776"	5			55	314	377	81	265	351	32	304	336						
"LA"	2004	"Concordia"	"0"	"38777"	5			542	99	647	501	61	584	388	124	512						
"LA"	2004	"Concordia"	"0"	"38778"	5			44	423	474	106	326	447	31	375	406						
"LA"	2004	"Concordia"	"0"	"38807"	5			57	227	287	101	165	271	27	216	243						
"LA"	2004	"Concordia"	"0"	"38808"	5			79	346	429	112	279	396	30	330	360						
"LA"	2004	"Concordia"	"0"	"38809"	5			69	391	463	110	306	423	39	369	408						
"LA"	2004	"Concordia"	"0"	"38810"	5			60	497	562	100	412	520	24	476	500						
"LA"	2004	"Concordia"	"0"	"38811"	5			131	47	180	132	38	174	81	54	135						
"LA"	2004	"Concordia"	"0"	"38812"	5			10	35	46	13	27	42	3	38	41						
"LA"	2004	"Concordia"	"0"	"38837"	5			189	235	433	197	204	410	109	273	382						
"LA"	2004	"Concordia"	"0"	"38838"	5			79	139	224	80	116	205	36	147	183						
"LA"	2004	"Concordia"	"0"	"38839"	5			36	181	219	60	140	203	17	168	185						
"LA"	2004	"Concordia"	"0"	"38840"	5			115	146	261	127	111	242	69	153	222						
"LA"	2004	"Concordia"	"0"	"38841"	5			36	243	282	82	171	258	16	241	257						
"LA"	2004	"Concordia"	"0"	"38842"	5			48	287	336	80	214	305	29	259	288						
"LA"	2004	"Concordia"	"0"	"38843"	5			28	84	113	41	57	101	12	84	96						
"LA"	2004	"Concordia"	"0"	"4-3A"	5			129	31	161	121	24	148	83	45	128						
"LA"	2004	"Concordia"	"0"	"4-5A"	5			32	3	37	32	1	36	24	7	31						
"LA"	2004	"Concordia"	"0"	"4-5B"	5			22	52	74	34	36	71	13	54	67						
"LA"	2004	"Concordia"	"0"	"5-3A"	5			17	52	69	24	38	65	8	49	57						
"LA"	2004	"Concordia"	"Early Voting"	"0"	5			132	461	596	173	385	562	101	466	567						
"LA"	2004	"Concordia"	"Provisional Votes"	"0"	5			0	0	1	1	0	1	0	1	1						
"LA"	2004	"De Soto"	"0"	"1"				148	65	216	134	47	186									
"LA"	2004	"De Soto"	"0"	"10"				270	334	613	285	268	563									
"LA"	2004	"De Soto"	"0"	"11"				68	189	261	74	157	236									
"LA"	2004	"De Soto"	"0"	"12"				12	85	98	23	65	90									
"LA"	2004	"De Soto"	"0"	"14"				12	41	54	13	35	48									
"LA"	2004	"De Soto"	"0"	"15"				36	23	60	28	25	55									
"LA"	2004	"De Soto"	"0"	"16"				116	690	810	234	521	758									
"LA"	2004	"De Soto"	"0"	"19"				52	90	144	51	74	127									
"LA"	2004	"De Soto"	"0"	"20"				104	33	138	94	28	124									
"LA"	2004	"De Soto"	"0"	"21"				120	162	284	118	122	246									
"LA"	2004	"De Soto"	"0"	"22"				62	207	271	77	173	253									
"LA"	2004	"De Soto"	"0"	"23"				64	272	341	87	222	311									
"LA"	2004	"De Soto"	"0"	"25"				56	11	67	53	10	63									
"LA"	2004	"De Soto"	"0"	"26"				17	23	41	21	19	41									
"LA"	2004	"De Soto"	"0"	"27"				20	8	28	16	9	25									
"LA"	2004	"De Soto"	"0"	"28"				14	84	98	23	67	91									
"LA"	2004	"De Soto"	"0"	"29"				31	29	60	34	19	54									
"LA"	2004	"De Soto"	"0"	"3"				7	64	71	13	49	63									
"LA"	2004	"De Soto"	"0"	"30"				83	192	275	93	157	253									
"LA"	2004	"De Soto"	"0"	"31"				109	60	176	98	55	154									
"LA"	2004	"De Soto"	"0"	"32"				141	70	213	129	63	195									
"LA"	2004	"De Soto"	"0"	"33"				241	221	463	218	189	414									
"LA"	2004	"De Soto"	"0"	"34"				221	140	362	211	114	328									
"LA"	2004	"De Soto"	"0"	"35"				90	212	304	110	155	272									
"LA"	2004	"De Soto"	"0"	"36"				22	72	97	31	56	87									
"LA"	2004	"De Soto"	"0"	"37"				101	109	210	101	87	192									
"LA"	2004	"De Soto"	"0"	"38"				145	208	356	143	176	322									
"LA"	2004	"De Soto"	"0"	"39"				48	104	152	59	86	145									
"LA"	2004	"De Soto"	"0"	"4"				104	22	127	97	12	109									
"LA"	2004	"De Soto"	"0"	"40"				11	22	33	13	20	33									
"LA"	2004	"De Soto"	"0"	"41"				28	29	58	29	24	53									
"LA"	2004	"De Soto"	"0"	"42"				53	25	79	72	20	92									
"LA"	2004	"De Soto"	"0"	"44"				207	95	302	192	82	279									
"LA"	2004	"De Soto"	"0"	"46"				110	313	424	149	234	385									
"LA"	2004	"De Soto"	"0"	"47"				15	40	55	16	30	48									
"LA"	2004	"De Soto"	"0"	"48"				59	45	105	60	42	104									
"LA"	2004	"De Soto"	"0"	"49"				69	74	145	69	57	131									
"LA"	2004	"De Soto"	"0"	"5"				103	113	218	105	92	202									
"LA"	2004	"De Soto"	"0"	"50"				13	33	46	21	22	45									
"LA"	2004	"De Soto"	"0"	"51"				45	85	130	52	68	121									
"LA"	2004	"De Soto"	"0"	"52"				40	66	107	36	59	97									
"LA"	2004	"De Soto"	"0"	"53"				19	43	62	21	32	53									
"LA"	2004	"De Soto"	"0"	"55"				87	101	189	83	88	172									
"LA"	2004	"De Soto"	"0"	"56"				77	53	133	83	38	122									
"LA"	2004	"De Soto"	"0"	"57"				53	59	114	44	59	105									
"LA"	2004	"De Soto"	"0"	"58"				39	69	110	49	48	99									
"LA"	2004	"De Soto"	"0"	"59"				203	50	256	180	42	223									
"LA"	2004	"De Soto"	"0"	"6"				253	38	293	222	22	248									
"LA"	2004	"De Soto"	"0"	"60"				173	97	273	163	74	246									
"LA"	2004	"De Soto"	"0"	"61"				10	14	25	11	11	22									
"LA"	2004	"De Soto"	"0"	"63"				188	27	217	173	20	196									
"LA"	2004	"De Soto"	"0"	"7"				47	97	145	47	81	130									
"LA"	2004	"De Soto"	"0"	"8"				136	34	171	117	30	150									
"LA"	2004	"De Soto"	"0"	"9"				163	82	246	148	76	228									
"LA"	2004	"De Soto"	"Early Voting"	"0"				311	687	1010	338	633	984									
"LA"	2004	"East Baton Rouge"	"1"	"002A"	6			250	19	274	235	13	261	174	62	236						
"LA"	2004	"East Baton Rouge"	"1"	"002B"	6			268	29	297	264	15	289	196	71	267						
"LA"	2004	"East Baton Rouge"	"1"	"010A"	6			332	17	351	310	14	335	210	83	293						
"LA"	2004	"East Baton Rouge"	"1"	"010B"	6			266	16	282	266	6	277	185	56	241						
"LA"	2004	"East Baton Rouge"	"1"	"012A"	6			167	352	525	192	327	522	103	393	496						
"LA"	2004	"East Baton Rouge"	"1"	"012B"	6			122	325	453	147	295	448	73	361	434						
"LA"	2004	"East Baton Rouge"	"1"	"014A"	6			443	33	486	440	18	468	316	114	430						
"LA"	2004	"East Baton Rouge"	"1"	"014B"	6			419	24	446	413	13	434	274	113	387						
"LA"	2004	"East Baton Rouge"	"1"	"015A"	6			449	24	477	431	18	462	294	125	419						
"LA"	2004	"East Baton Rouge"	"1"	"015B"	6			455	26	484	426	13	454	283	113	396						
"LA"	2004	"East Baton Rouge"	"1"	"031A"	6			383	80	465	387	58	454	254	154	408						
"LA"	2004	"East Baton Rouge"	"1"	"031B"	6			295	75	371	276	65	359	193	141	334						
"LA"	2004	"East Baton Rouge"	"1"	"032A"	6			469	26	497	445	12	481	307	102	409						
"LA"	2004	"East Baton Rouge"	"1"	"032B"	6			401	32	435	389	14	423	269	107	376						
"LA"	2004	"East Baton Rouge"	"1"	"034A"	6			99	409	509	118	382	501	68	422	490						
"LA"	2004	"East Baton Rouge"	"1"	"034B"	6			116	387	509	147	350	501	72	421	493						
"LA"	2004	"East Baton Rouge"	"1"	"037A"	6			269	129	404	267	112	389	180	178	358						
"LA"	2004	"East Baton Rouge"	"1"	"037B"	6			197	93	293	204	73	283	124	145	269						
"LA"	2004	"East Baton Rouge"	"1"	"038A"	6			324	57	389	307	47	365	220	115	335						
"LA"	2004	"East Baton Rouge"	"1"	"038B"	6			270	80	354	271	61	345	181	135	316						
"LA"	2004	"East Baton Rouge"	"1"	"041A"	6			161	252	417	181	230	411	105	290	395						
"LA"	2004	"East Baton Rouge"	"1"	"041B"	6			163	306	476	191	275	467	112	344	456						
"LA"	2004	"East Baton Rouge"	"1"	"042A"	6			192	399	604	229	370	601	117	473	590						
"LA"	2004	"East Baton Rouge"	"1"	"042B"	6			190	369	569	227	324	558	117	420	537						
"LA"	2004	"East Baton Rouge"	"1"	"044A"	6			197	113	312	180	111	293	139	136	275						
"LA"	2004	"East Baton Rouge"	"1"	"044B"	6			191	135	338	183	133	322	143	157	300						
"LA"	2004	"East Baton Rouge"	"1"	"046A"	6			229	87	331	227	86	322	187	112	299						
"LA"	2004	"East Baton Rouge"	"1"	"046B"	6			225	89	321	206	94	307	154	133	287						
"LA"	2004	"East Baton Rouge"	"1"	"047A"	6			282	752	1039	334	683	1024	166	832	998						
"LA"	2004	"East Baton Rouge"	"1"	"047B"	6			205	446	658	239	407	648	118	518	636						
"LA"	2004	"East Baton Rouge"	"1"	"048A"	6			164	443	612	187	409	597	110	475	585						
"LA"	2004	"East Baton Rouge"	"1"	"048B"	6			235	475	717	280	427	708	134	555	689						
"LA"	2004	"East Baton Rouge"	"1"	"049A"	6			104	357	463	124	330	455	46	395	441						
"LA"	2004	"East Baton Rouge"	"1"	"049B"	6			100	344	447	116	325	442	62	363	425						
"LA"	2004	"East Baton Rouge"	"1"	"052A"	6			150	469	626	179	430	613	82	520	602						
"LA"	2004	"East Baton Rouge"	"1"	"052B"	6			144	443	593	156	418	579	76	487	563						
"LA"	2004	"East Baton Rouge"	"1"	"053A"	6			87	346	437	108	324	434	38	385	423						
"LA"	2004	"East Baton Rouge"	"1"	"053B"	6			86	356	444	107	331	440	44	388	432						
"LA"	2004	"East Baton Rouge"	"1"	"054A"	6			347	335	687	356	294	662	199	418	617						
"LA"	2004	"East Baton Rouge"	"1"	"054B"	6			367	408	781	399	339	751	204	507	711						
"LA"	2004	"East Baton Rouge"	"1"	"055A"	6			114	415	534	134	390	526	75	435	510						
"LA"	2004	"East Baton Rouge"	"1"	"055B"	6			107	436	548	112	424	536	50	467	517						
"LA"	2004	"East Baton Rouge"	"1"	"056A"	6			161	510	674	199	462	664	91	555	646						
"LA"	2004	"East Baton Rouge"	"1"	"056B"	6			170	557	736	202	518	722	92	617	709						
"LA"	2004	"East Baton Rouge"	"1"	"058A"	6			296	72	372	297	54	359	187	138	325						
"LA"	2004	"East Baton Rouge"	"1"	"058B"	6			286	63	351	280	53	341	203	109	312						
"LA"	2004	"East Baton Rouge"	"1"	"060A"	6			140	468	614	180	428	610	89	496	585						
"LA"	2004	"East Baton Rouge"	"1"	"060B"	6			164	486	661	193	447	645	88	533	621						
"LA"	2004	"East Baton Rouge"	"1"	"063A"	6			354	31	392	355	17	386	239	101	340						
"LA"	2004	"East Baton Rouge"	"1"	"063B"	6			358	21	384	324	23	366	247	84	331						
"LA"	2004	"East Baton Rouge"	"1"	"066A"	6			230	230	465	228	220	453	159	282	441						
"LA"	2004	"East Baton Rouge"	"1"	"066B"	6			232	264	506	243	244	491	148	318	466						
"LA"	2004	"East Baton Rouge"	"1"	"069A"	6			252	412	674	282	375	663	156	484	640						
"LA"	2004	"East Baton Rouge"	"1"	"069B"	6			281	462	749	299	437	740	170	547	717						
"LA"	2004	"East Baton Rouge"	"1"	"070A"	6			415	167	585	406	140	555	217	306	523						
"LA"	2004	"East Baton Rouge"	"1"	"070B"	6			350	175	529	386	123	516	215	269	484						
"LA"	2004	"East Baton Rouge"	"1"	"071A"	6			185	447	637	210	399	615	102	501	603						
"LA"	2004	"East Baton Rouge"	"1"	"071B"	6			158	436	598	174	402	580	95	474	569						
"LA"	2004	"East Baton Rouge"	"1"	"072A"	6			128	386	517	154	343	502	76	411	487						
"LA"	2004	"East Baton Rouge"	"1"	"072B"	6			112	363	477	142	322	465	54	397	451						
"LA"	2004	"East Baton Rouge"	"1"	"073A"	6			377	204	587	383	183	571	232	308	540						
"LA"	2004	"East Baton Rouge"	"1"	"073B"	6			370	233	607	378	201	588	211	359	570						
"LA"	2004	"East Baton Rouge"	"1"	"074A"	6			63	281	346	83	258	341	27	305	332						
"LA"	2004	"East Baton Rouge"	"1"	"074B"	6			74	266	341	85	248	335	27	301	328						
"LA"	2004	"East Baton Rouge"	"1"	"074C"	6			75	326	404	80	318	399	35	345	380						
"LA"	2004	"East Baton Rouge"	"1"	"075A"	6			190	414	608	215	389	606	105	488	593						
"LA"	2004	"East Baton Rouge"	"1"	"075B"	6			129	352	484	139	339	480	75	399	474						
"LA"	2004	"East Baton Rouge"	"1"	"077A"	6			571	50	622	547	29	590	411	136	547						
"LA"	2004	"East Baton Rouge"	"1"	"077B"	6			484	37	527	462	33	505	337	131	468						
"LA"	2004	"East Baton Rouge"	"1"	"078A"	6			282	120	402	279	102	387	160	202	362						
"LA"	2004	"East Baton Rouge"	"1"	"078B"	6			244	140	389	258	112	375	142	203	345						
"LA"	2004	"East Baton Rouge"	"1"	"080A"	6			193	511	715	218	469	696	123	548	671						
"LA"	2004	"East Baton Rouge"	"1"	"080B"	6			212	489	708	226	458	693	130	530	660						
"LA"	2004	"East Baton Rouge"	"1"	"081A"	6			278	188	468	293	156	451	214	218	432						
"LA"	2004	"East Baton Rouge"	"1"	"081B"	6			227	162	392	248	133	383	168	189	357						
"LA"	2004	"East Baton Rouge"	"1"	"082A"	6			301	196	501	318	157	478	168	288	456						
"LA"	2004	"East Baton Rouge"	"1"	"082B"	6			309	217	529	340	164	511	184	292	476						
"LA"	2004	"East Baton Rouge"	"1"	"083A"	6			165	268	438	184	233	421	109	296	405						
"LA"	2004	"East Baton Rouge"	"1"	"083B"	6			180	231	416	181	209	400	96	283	379						
"LA"	2004	"East Baton Rouge"	"1"	"084A"	6			568	56	631	535	28	588	413	135	548						
"LA"	2004	"East Baton Rouge"	"1"	"084B"	6			646	52	704	602	45	669	466	148	614						
"LA"	2004	"East Baton Rouge"	"1"	"085A"	6			514	30	552	497	22	534	337	122	459						
"LA"	2004	"East Baton Rouge"	"1"	"085B"	6			446	17	464	409	12	434	271	106	377						
"LA"	2004	"East Baton Rouge"	"1"	"086A"	6			425	18	444	412	11	431	239	136	375						
"LA"	2004	"East Baton Rouge"	"1"	"086B"	6			455	18	475	436	11	456	265	148	413						
"LA"	2004	"East Baton Rouge"	"1"	"087A"	6			125	506	635	138	483	621	84	518	602						
"LA"	2004	"East Baton Rouge"	"1"	"087B"	6			183	447	631	191	423	616	114	483	597						
"LA"	2004	"East Baton Rouge"	"1"	"088A"	6			322	139	464	319	110	438	202	207	409						
"LA"	2004	"East Baton Rouge"	"1"	"088B"	6			333	136	472	330	112	451	222	197	419						
"LA"	2004	"East Baton Rouge"	"1"	"088C"	6			395	154	553	390	121	529	246	236	482						
"LA"	2004	"East Baton Rouge"	"1"	"090A"	6			203	437	648	214	414	634	124	493	617						
"LA"	2004	"East Baton Rouge"	"1"	"090B"	6			151	438	598	164	413	587	104	466	570						
"LA"	2004	"East Baton Rouge"	"1"	"091A"	6			228	29	259	223	17	249	145	75	220						
"LA"	2004	"East Baton Rouge"	"1"	"091B"	6			269	21	293	262	11	282	180	68	248						
"LA"	2004	"East Baton Rouge"	"1"	"092A"	6			288	15	306	283	4	296	175	83	258						
"LA"	2004	"East Baton Rouge"	"1"	"092B"	6			248	12	261	243	4	254	170	54	224						
"LA"	2004	"East Baton Rouge"	"1"	"095A"	6			457	28	487	438	20	465	254	128	382						
"LA"	2004	"East Baton Rouge"	"1"	"095B"	6			485	24	511	472	18	498	278	158	436						
"LA"	2004	"East Baton Rouge"	"1"	"098A"	6			162	509	676	203	451	660	100	535	635						
"LA"	2004	"East Baton Rouge"	"1"	"098B"	6			138	490	635	182	439	625	85	522	607						
"LA"	2004	"East Baton Rouge"	"1"	"099A"	6			155	488	653	200	431	635	88	523	611						
"LA"	2004	"East Baton Rouge"	"1"	"099B"	6			155	555	722	186	517	708	90	595	685						
"LA"	2004	"East Baton Rouge"	"1"	"1"	6			414	169	592	408	155	573	285	249	534						
"LA"	2004	"East Baton Rouge"	"1"	"100A"	6			434	15	450	385	11	421	370	40	410						
"LA"	2004	"East Baton Rouge"	"1"	"100B"	6			465	18	486	409	15	462	400	35	435						
"LA"	2004	"East Baton Rouge"	"1"	"101A"	6			272	17	291	264	8	276	167	81	248						
"LA"	2004	"East Baton Rouge"	"1"	"101B"	6			270	16	286	254	11	270	135	95	230						
"LA"	2004	"East Baton Rouge"	"1"	"102A"	6			234	319	560	233	282	524	161	307	468						
"LA"	2004	"East Baton Rouge"	"1"	"102B"	6			256	320	593	246	304	561	177	325	502						
"LA"	2004	"East Baton Rouge"	"1"	"103A"	6			171	576	752	194	527	729	106	593	699						
"LA"	2004	"East Baton Rouge"	"1"	"103B"	6			152	497	652	174	462	639	95	511	606						
"LA"	2004	"East Baton Rouge"	"1"	"104A"	6			295	152	451	307	121	435	195	200	395						
"LA"	2004	"East Baton Rouge"	"1"	"104B"	6			270	161	437	276	140	424	191	214	405						
"LA"	2004	"East Baton Rouge"	"1"	"105A"	6			159	511	675	196	469	667	98	540	638						
"LA"	2004	"East Baton Rouge"	"1"	"105B"	6			99	469	571	133	422	557	61	478	539						
"LA"	2004	"East Baton Rouge"	"1"	"107"	6			326	347	679	338	325	667	198	432	630						
"LA"	2004	"East Baton Rouge"	"1"	"13"	6			192	40	234	176	33	217	108	81	189						
"LA"	2004	"East Baton Rouge"	"1"	"16"	6			479	49	532	467	25	509	304	149	453						
"LA"	2004	"East Baton Rouge"	"1"	"17"	6			230	32	265	222	24	250	128	94	222						
"LA"	2004	"East Baton Rouge"	"1"	"18"	6			261	28	293	244	19	269	159	89	248						
"LA"	2004	"East Baton Rouge"	"1"	"19"	6			309	29	339	277	25	321	180	92	272						
"LA"	2004	"East Baton Rouge"	"1"	"21"	6			324	29	355	309	15	331	187	112	299						
"LA"	2004	"East Baton Rouge"	"1"	"22"	6			239	37	276	227	25	261	152	96	248						
"LA"	2004	"East Baton Rouge"	"1"	"23"	6			440	52	497	388	47	456	253	147	400						
"LA"	2004	"East Baton Rouge"	"1"	"24"	6			432	83	522	409	65	494	265	173	438						
"LA"	2004	"East Baton Rouge"	"1"	"25"	6			617	89	709	602	63	680	370	234	604						
"LA"	2004	"East Baton Rouge"	"1"	"26"	6			402	73	484	376	55	440	249	148	397						
"LA"	2004	"East Baton Rouge"	"1"	"27"	6			593	47	646	559	29	625	384	145	529						
"LA"	2004	"East Baton Rouge"	"1"	"28"	6			562	69	637	548	47	616	358	200	558						
"LA"	2004	"East Baton Rouge"	"1"	"29"	6			529	67	596	523	32	571	338	182	520						
"LA"	2004	"East Baton Rouge"	"1"	"3"	6			301	27	329	283	29	319	188	103	291						
"LA"	2004	"East Baton Rouge"	"1"	"30"	6			526	33	561	464	22	499	270	138	408						
"LA"	2004	"East Baton Rouge"	"1"	"33"	6			210	359	575	229	335	570	119	417	536						
"LA"	2004	"East Baton Rouge"	"1"	"35"	6			196	373	576	219	339	563	134	408	542						
"LA"	2004	"East Baton Rouge"	"1"	"36"	6			417	170	596	421	142	572	288	249	537						
"LA"	2004	"East Baton Rouge"	"1"	"39"	6			235	454	690	254	415	676	129	520	649						
"LA"	2004	"East Baton Rouge"	"1"	"4"	6			272	10	287	262	12	279	159	90	249						
"LA"	2004	"East Baton Rouge"	"1"	"40"	6			306	284	606	312	264	587	196	363	559						
"LA"	2004	"East Baton Rouge"	"1"	"43"	6			201	489	697	234	454	691	143	532	675						
"LA"	2004	"East Baton Rouge"	"1"	"45"	6			408	20	432	377	16	411	229	132	361						
"LA"	2004	"East Baton Rouge"	"1"	"5"	6			606	80	691	580	72	667	372	205	577						
"LA"	2004	"East Baton Rouge"	"1"	"50"	6			588	96	689	573	60	650	407	220	627						
"LA"	2004	"East Baton Rouge"	"1"	"51"	6			511	14	529	478	10	500	300	143	443						
"LA"	2004	"East Baton Rouge"	"1"	"57"	6			251	296	550	270	261	537	155	342	497						
"LA"	2004	"East Baton Rouge"	"1"	"59"	6			416	37	453	406	24	438	274	131	405						
"LA"	2004	"East Baton Rouge"	"1"	"6"	6			343	37	384	343	21	372	204	126	330						
"LA"	2004	"East Baton Rouge"	"1"	"61"	6			676	93	774	650	68	743	462	224	686						
"LA"	2004	"East Baton Rouge"	"1"	"62"	6			636	65	702	610	42	675	431	178	609						
"LA"	2004	"East Baton Rouge"	"1"	"64"	6			158	270	435	172	252	426	90	322	412						
"LA"	2004	"East Baton Rouge"	"1"	"65"	6			206	330	546	246	287	535	125	377	502						
"LA"	2004	"East Baton Rouge"	"1"	"67"	6			314	31	346	294	22	329	200	102	302						
"LA"	2004	"East Baton Rouge"	"1"	"68"	6			349	19	370	327	12	353	207	105	312						
"LA"	2004	"East Baton Rouge"	"1"	"7"	6			314	270	593	326	252	581	241	318	559						
"LA"	2004	"East Baton Rouge"	"1"	"8"	6			247	334	587	282	290	577	148	403	551						
"LA"	2004	"East Baton Rouge"	"1"	"89"	6			125	569	699	154	531	690	76	602	678						
"LA"	2004	"East Baton Rouge"	"1"	"9"	6			250	610	868	278	561	845	141	678	819						
"LA"	2004	"East Baton Rouge"	"1"	"93"	6			192	97	291	197	77	279	128	128	256						
"LA"	2004	"East Baton Rouge"	"1"	"94"	6			398	31	432	391	12	413	241	110	351						
"LA"	2004	"East Baton Rouge"	"1"	"97"	6			176	277	456	196	234	439	118	308	426						
"LA"	2004	"East Baton Rouge"	"2"	"001A"	6			498	125	627	500	104	614	361	208	569						
"LA"	2004	"East Baton Rouge"	"2"	"001B"	6			441	135	577	454	96	561	331	187	518						
"LA"	2004	"East Baton Rouge"	"2"	"002A"	6			301	209	511	311	181	501	181	295	476						
"LA"	2004	"East Baton Rouge"	"2"	"002B"	6			276	190	470	272	172	450	144	279	423						
"LA"	2004	"East Baton Rouge"	"2"	"006A"	6			238	378	622	281	300	598	138	418	556						
"LA"	2004	"East Baton Rouge"	"2"	"006B"	6			232	347	580	263	294	565	144	379	523						
"LA"	2004	"East Baton Rouge"	"2"	"007A"	6			167	363	531	217	297	517	94	401	495						
"LA"	2004	"East Baton Rouge"	"2"	"007B"	6			139	388	530	210	301	515	82	404	486						
"LA"	2004	"East Baton Rouge"	"2"	"008A"	6			131	621	754	203	531	739	70	655	725						
"LA"	2004	"East Baton Rouge"	"2"	"008B"	6			107	683	794	181	590	774	54	702	756						
"LA"	2004	"East Baton Rouge"	"2"	"009A"	6			302	50	356	310	29	342	198	119	317						
"LA"	2004	"East Baton Rouge"	"2"	"009B"	6			264	39	303	250	33	292	173	102	275						
"LA"	2004	"East Baton Rouge"	"2"	"010A"	6			205	229	439	242	183	427	132	275	407						
"LA"	2004	"East Baton Rouge"	"2"	"010B"	6			241	202	446	259	172	433	147	260	407						
"LA"	2004	"East Baton Rouge"	"2"	"012A"	6			375	246	623	417	186	612	234	341	575						
"LA"	2004	"East Baton Rouge"	"2"	"012B"	6			345	259	609	382	198	589	236	335	571						
