state	year	county	precinct	g2004_USP_tv	g2004_USP_rv	g2004_USP_dv	g2004_USS_tv	g2004_USS_rv	g2004_USS_dv
"GA"	2004	"Laurens County"	"Oconee"	274	221	52	256	212	39
"GA"	2004	"Laurens County"	"Pine Forest"	1972	1479	485	1929	1484	426
"GA"	2004	"Laurens County"	"Pinetucky"	579	360	215	561	345	205
"GA"	2004	"Laurens County"	"Reedy Springs"	399	308	90	390	303	83
"GA"	2004	"Laurens County"	"Rockledge"	181	157	24	167	139	21
"GA"	2004	"Laurens County"	"Smith"	1458	839	606	1397	775	591
"GA"	2004	"Laurens County"	"West Laurens"	887	559	326	862	545	303
"GA"	2004	"Lee County"	"Byne"	217	185	32	212	180	29
"GA"	2004	"Lee County"	"Century"	815	661	149	806	642	154
"GA"	2004	"Lee County"	"Chokee"	214	81	131	211	82	128
"GA"	2004	"Lee County"	"Dekalb"	214	187	27	211	189	19
"GA"	2004	"Lee County"	"Leesburg"	938	728	207	913	706	202
"GA"	2004	"Lee County"	"Living Hope"	536	451	81	527	440	81
"GA"	2004	"Lee County"	"Lutheran"	1324	1097	222	1307	1095	204
"GA"	2004	"Lee County"	"Redbone"	1830	1481	344	1779	1403	355
"GA"	2004	"Lee County"	"S. Grace"	840	698	133	824	668	149
"GA"	2004	"Lee County"	"Smithville"	454	197	252	431	195	229
"GA"	2004	"Liberty County"	"Allenhurst"	717	261	447	676	235	422
"GA"	2004	"Liberty County"	"Button Gwinnett"	359	130	228	351	106	239
"GA"	2004	"Liberty County"	"Dorchester"	1237	529	699	1175	481	678
"GA"	2004	"Liberty County"	"Fleming East"	1207	907	294	1178	863	287
"GA"	2004	"Liberty County"	"Fleming West"	254	80	172	244	80	160
"GA"	2004	"Liberty County"	"Gum Branch"	748	531	215	714	494	212
"GA"	2004	"Liberty County"	"HMS"	813	306	502	775	258	506
"GA"	2004	"Liberty County"	"Hinesville"	830	515	309	812	485	310
"GA"	2004	"Liberty County"	"Lewis Frasier"	1159	642	511	1120	578	525
"GA"	2004	"Liberty County"	"Lyman Hall"	1184	422	760	1135	360	757
"GA"	2004	"Liberty County"	"Riceboro"	597	132	461	559	110	441
"GA"	2004	"Liberty County"	"VFW"	783	341	442	758	287	458
"GA"	2004	"Liberty County"	"Walthourville"	762	286	474	733	238	487
"GA"	2004	"Lincoln County"	"Bethany Church"	201	160	39	196	161	33
"GA"	2004	"Lincoln County"	"Club House"	260	97	162	237	105	130
"GA"	2004	"Lincoln County"	"Jones Chapel"	224	133	91	219	135	82
"GA"	2004	"Lincoln County"	"Lincoln Center"	430	314	114	406	298	99
"GA"	2004	"Lincoln County"	"Martins"	465	329	132	448	327	111
"GA"	2004	"Lincoln County"	"Midway"	230	129	101	218	113	101
"GA"	2004	"Lincoln County"	"Tabernacle Church"	391	211	180	374	213	157
"GA"	2004	"Long County"	"Beards Creek"	460	310	149	432	270	153
"GA"	2004	"Long County"	"North Ludowici"	411	301	107	368	258	101
"GA"	2004	"Long County"	"Rye Patch/Oak Dale"	605	427	172	583	405	170
"GA"	2004	"Long County"	"South Ludowici"	281	121	160	266	115	148
"GA"	2004	"Long County"	"Tibet"	537	366	168	518	336	172
"GA"	2004	"Lowndes County"	"Airport Church"	503	312	189	461	279	171
"GA"	2004	"Lowndes County"	"Azalea City Church"	605	200	404	581	202	365
"GA"	2004	"Lowndes County"	"Bemiss United Methodist"	424	217	204	404	195	202
"GA"	2004	"Lowndes County"	"Bethany Baptist"	1256	1009	239	1214	963	230
"GA"	2004	"Lowndes County"	"Craig Recreation"	496	90	397	473	94	358
"GA"	2004	"Lowndes County"	"Dasher City Hall"	876	706	160	840	666	150
"GA"	2004	"Lowndes County"	"First Christian"	540	278	247	521	278	217
"GA"	2004	"Lowndes County"	"Forrest Street Church of God"	466	245	218	452	240	198
"GA"	2004	"Lowndes County"	"Garden Center Auditorium"	456	91	364	440	77	354
"GA"	2004	"Lowndes County"	"Grace Community"	674	417	252	646	385	245
"GA"	2004	"Lowndes County"	"Hahira United Methodist"	546	415	130	517	390	115
"GA"	2004	"Lowndes County"	"Jaycee Park ACT"	570	203	366	544	176	360
"GA"	2004	"Lowndes County"	"Lake Park Civic"	526	393	127	507	384	109
"GA"	2004	"Lowndes County"	"Lomax Pinevale"	413	29	379	362	32	323
"GA"	2004	"Lowndes County"	"Mathis Auditorium"	604	395	207	579	383	184
"GA"	2004	"Lowndes County"	"Messiah Lutheran"	541	381	153	507	377	123
"GA"	2004	"Lowndes County"	"Mildred Hunter"	475	32	442	440	33	404
"GA"	2004	"Lowndes County"	"Morningside Baptist"	387	254	131	370	235	131
"GA"	2004	"Lowndes County"	"Mt. Olive Church"	439	330	104	427	318	104
"GA"	2004	"Lowndes County"	"Mt. Pleasant Church"	426	351	72	418	335	73
"GA"	2004	"Lowndes County"	"Mt. Zion A.M.E."	582	356	223	563	337	215
"GA"	2004	"Lowndes County"	"Mt. Zion Methodist"	465	334	130	429	303	117
"GA"	2004	"Lowndes County"	"Naylor City Hall"	326	185	139	305	172	121
"GA"	2004	"Lowndes County"	"Nazarene Church"	440	142	294	424	129	287
"GA"	2004	"Lowndes County"	"Newsome Street Church"	439	269	166	424	251	161
"GA"	2004	"Lowndes County"	"Papermill Union"	890	590	297	847	540	286
"GA"	2004	"Lowndes County"	"Remerton City Hall"	193	140	53	182	131	44
"GA"	2004	"Lowndes County"	"S. Lowndes Rec Center"	738	566	169	712	543	155
"GA"	2004	"Lowndes County"	"Senior Citizens Center"	708	181	524	639	163	464
"GA"	2004	"Lowndes County"	"Shiloh Fire Station"	592	476	114	562	433	116
"GA"	2004	"Lowndes County"	"Southside Recreation Center"	230	35	192	218	40	172
"GA"	2004	"Lowndes County"	"Trinity Presbyterian"	969	717	247	908	695	199
"GA"	2004	"Lowndes County"	"Victory Temple"	645	333	310	637	301	327
"GA"	2004	"Lowndes County"	"Water TMT Plant"	922	640	274	886	570	299
"GA"	2004	"Lowndes County"	"Westminister Presbyterian"	921	751	162	909	770	124
"GA"	2004	"Lowndes County"	"Westside Center"	398	190	208	385	164	217
"GA"	2004	"Lowndes County"	"YMCA"	988	688	295	957	690	251
"GA"	2004	"Lumpkin County"	"Auraria"	831	624	196	815	589	199
"GA"	2004	"Lumpkin County"	"Cane Creek"	409	313	90	395	293	93
"GA"	2004	"Lumpkin County"	"Chestatee"	160	118	41	158	112	41
"GA"	2004	"Lumpkin County"	"Crumby"	283	229	52	280	227	47
"GA"	2004	"Lumpkin County"	"Dahlonega"	957	708	241	946	682	243
"GA"	2004	"Lumpkin County"	"Davis"	440	316	120	431	298	126
"GA"	2004	"Lumpkin County"	"Frogtown"	241	184	51	236	175	56
"GA"	2004	"Lumpkin County"	"Hightower"	77	48	26	77	47	26
"GA"	2004	"Lumpkin County"	"Martins Ford"	811	641	161	793	592	183
"GA"	2004	"Lumpkin County"	"Mill Creek"	413	333	75	409	317	78
"GA"	2004	"Lumpkin County"	"Nimblewill"	366	267	97	357	251	98
"GA"	2004	"Lumpkin County"	"Porter Springs"	302	227	71	299	217	78
"GA"	2004	"Lumpkin County"	"Shoal Creek"	511	389	114	505	379	113
"GA"	2004	"Lumpkin County"	"Wahoo"	338	262	75	337	246	83
"GA"	2004	"Lumpkin County"	"Yahoola"	355	260	91	350	247	93
"GA"	2004	"Macon County"	"Ideal 1"	555	260	290	519	247	264
"GA"	2004	"Macon County"	"Marshallville 3"	735	219	511	703	212	484
"GA"	2004	"Macon County"	"Montezuma 4"	546	171	371	521	186	329
"GA"	2004	"Macon County"	"Montezuma 5"	566	127	438	543	126	406
"GA"	2004	"Macon County"	"Oglethorpe 2"	450	181	268	427	175	243
"GA"	2004	"Madison County"	"Colbert"	1019	726	290	994	694	284
"GA"	2004	"Madison County"	"Collins"	252	196	52	237	175	50
"GA"	2004	"Madison County"	"Comer"	507	310	193	493	298	186
"GA"	2004	"Madison County"	"Danielsville"	623	485	127	602	447	132
"GA"	2004	"Madison County"	"Fork"	253	159	93	239	144	86
"GA"	2004	"Madison County"	"Harrison"	271	200	68	257	183	62
"GA"	2004	"Madison County"	"Hull"	1275	844	418	1247	823	397
"GA"	2004	"Madison County"	"Ila"	579	472	105	567	439	119
"GA"	2004	"Madison County"	"Mill"	610	467	137	586	441	133
"GA"	2004	"Madison County"	"Paoli"	111	90	20	105	80	23
"GA"	2004	"Madison County"	"Pittman"	803	623	170	793	605	175
"GA"	2004	"Madison County"	"Poca"	373	285	85	360	253	97
"GA"	2004	"Marion County"	"Brantley"	208	172	34	205	170	32
"GA"	2004	"Marion County"	"Buena Vista"	700	206	491	657	211	437
"GA"	2004	"Marion County"	"Doyle"	129	86	43	125	84	40
"GA"	2004	"Marion County"	"Draneville"	226	134	90	210	125	79
"GA"	2004	"Marion County"	"Ft Perry"	334	236	98	311	207	90
"GA"	2004	"Marion County"	"Pineknot"	425	322	102	416	286	114
"GA"	2004	"Marion County"	"Tazewell"	208	146	61	194	148	43
"GA"	2004	"McDuffie County"	"Armory"	645	231	408	625	250	371
"GA"	2004	"McDuffie County"	"Dearing"	995	752	239	964	737	215
"GA"	2004	"McDuffie County"	"Depot"	604	165	434	573	183	383
"GA"	2004	"McDuffie County"	"Happy Valley"	227	122	104	220	121	96
"GA"	2004	"McDuffie County"	"Marshall"	690	548	139	669	548	115
"GA"	2004	"McDuffie County"	"Pine Grove"	655	559	94	636	544	86
"GA"	2004	"McDuffie County"	"Queen of Angels"	428	108	319	409	123	281
"GA"	2004	"McDuffie County"	"Shrine"	275	174	101	265	180	81
"GA"	2004	"McDuffie County"	"Thomson Middle"	933	692	237	912	704	194
"GA"	2004	"McDuffie County"	"Whiteoak"	378	247	130	361	237	121
"GA"	2004	"McIntosh County"	"Crescent 1515th"	711	239	463	685	223	442
"GA"	2004	"McIntosh County"	"Darien 1771st"	773	403	368	735	373	352
"GA"	2004	"McIntosh County"	"North Darien 271st"	773	493	274	745	469	262
"GA"	2004	"McIntosh County"	"Sapelo Island 1312th"	41	4	37	39	8	30
"GA"	2004	"McIntosh County"	"South Newport 22nd"	722	439	281	695	438	241
"GA"	2004	"McIntosh County"	"Townsend 1480th"	204	134	70	197	121	69
"GA"	2004	"Meriwether County"	"Alvaton"	607	325	276	589	311	262
"GA"	2004	"Meriwether County"	"Chalybeate"	250	204	44	238	189	41
"GA"	2004	"Meriwether County"	"Cove"	146	114	30	141	110	27
"GA"	2004	"Meriwether County"	"Durand"	298	171	124	277	166	105
"GA"	2004	"Meriwether County"	"Gay"	181	127	53	180	128	47
"GA"	2004	"Meriwether County"	"Greenville"	622	232	385	604	217	379
"GA"	2004	"Meriwether County"	"Lone Oak"	479	219	257	467	216	249
"GA"	2004	"Meriwether County"	"Luthersville"	941	448	486	905	406	475
"GA"	2004	"Meriwether County"	"Manchester Gill I"	813	550	262	791	541	244
"GA"	2004	"Meriwether County"	"Manchester Gill II"	502	106	395	483	107	369
"GA"	2004	"Meriwether County"	"Odessadale"	136	60	75	132	59	70
"GA"	2004	"Meriwether County"	"Raleigh"	241	188	51	228	178	48
"GA"	2004	"Meriwether County"	"Warm Springs"	650	420	224	583	378	192
"GA"	2004	"Meriwether County"	"Woodbury"	711	297	410	649	287	353
"GA"	2004	"Miller County"	"COLQUITT-MILLER"	1725	1201	512	1597	1059	484
"GA"	2004	"Mitchell County"	"Baconton"	506	248	256	493	249	238
"GA"	2004	"Mitchell County"	"Branchville"	303	230	70	290	208	75
"GA"	2004	"Mitchell County"	"Camilla No"	697	147	548	673	150	518
"GA"	2004	"Mitchell County"	"Camilla So"	1143	583	557	1115	585	513
"GA"	2004	"Mitchell County"	"Cotton"	211	171	39	208	171	37
"GA"	2004	"Mitchell County"	"Hinsonton"	99	85	14	99	87	12
"GA"	2004	"Mitchell County"	"Hopeful"	222	141	80	212	135	76
"GA"	2004	"Mitchell County"	"Lester"	514	381	133	498	358	134
"GA"	2004	"Mitchell County"	"Pebble City"	100	76	24	96	75	19
"GA"	2004	"Mitchell County"	"Pelham"	1262	610	642	1219	621	579
"GA"	2004	"Mitchell County"	"Sale City"	228	154	73	222	151	65
"GA"	2004	"Monroe County"	"Bentons"	940	721	214	912	708	189
"GA"	2004	"Monroe County"	"Brantleys"	399	308	88	377	304	67
"GA"	2004	"Monroe County"	"Burgays"	869	708	156	835	685	135
"GA"	2004	"Monroe County"	"CABANISS"	286	167	118	266	159	98
"GA"	2004	"Monroe County"	"Cox"	342	258	83	334	246	82
"GA"	2004	"Monroe County"	"Culloden"	231	133	97	212	128	81
"GA"	2004	"Monroe County"	"Dillards"	360	280	79	352	268	78
"GA"	2004	"Monroe County"	"Evers"	506	376	126	483	359	117
"GA"	2004	"Monroe County"	"Forsyth"	1379	630	743	1308	588	700
"GA"	2004	"Monroe County"	"High Falls"	511	382	123	486	356	115
"GA"	2004	"Monroe County"	"Kelseys"	362	167	194	349	168	177
"GA"	2004	"Monroe County"	"Middlebrooks"	499	373	123	480	362	108
"GA"	2004	"Monroe County"	"Proctors"	304	209	92	295	191	98
"GA"	2004	"Monroe County"	"Russellville"	183	152	29	180	145	26
"GA"	2004	"Montgomery County"	"Ailey"	254	160	94	243	157	83
"GA"	2004	"Montgomery County"	"Alston"	256	196	59	242	194	45
"GA"	2004	"Montgomery County"	"Higgston"	551	423	126	528	414	109
"GA"	2004	"Montgomery County"	"Kibbee"	266	219	46	249	199	44
"GA"	2004	"Montgomery County"	"Mount Vernon"	659	389	268	638	364	262
"GA"	2004	"Montgomery County"	"Tarrytown"	160	137	23	150	124	22
"GA"	2004	"Montgomery County"	"Uvalda"	533	327	202	510	306	193
"GA"	2004	"Morgan County"	"Apalachee"	285	206	77	283	198	76
"GA"	2004	"Morgan County"	"Bostwick"	836	602	228	824	592	211
"GA"	2004	"Morgan County"	"Buckhead"	876	678	191	860	657	193
"GA"	2004	"Morgan County"	"Madison 1"	676	288	380	666	298	356
"GA"	2004	"Morgan County"	"Madison 2"	594	404	186	583	422	154
"GA"	2004	"Morgan County"	"Madison 3"	252	66	186	250	65	180
"GA"	2004	"Morgan County"	"Pennington"	317	242	75	309	246	59
"GA"	2004	"Morgan County"	"Rutledge"	952	683	263	938	684	229
"GA"	2004	"Morgan County"	"Springfield"	369	258	111	360	255	104
"GA"	2004	"Morgan County"	"West Morgan"	330	277	52	328	276	46
"GA"	2004	"Murray County"	"Carters Doolittle 872"	840	585	250	776	520	225
"GA"	2004	"Murray County"	"McDonald 1013"	921	641	273	871	573	263
"GA"	2004	"Murray County"	"North 874"	972	736	231	904	624	245
"GA"	2004	"Murray County"	"Shuck Pen 1039"	1059	770	284	1001	716	259
"GA"	2004	"Murray County"	"Southwest 1291"	1167	846	316	1111	763	315
"GA"	2004	"Murray County"	"Spring Place 1895"	1488	1138	342	1410	1046	328
"GA"	2004	"Murray County"	"Town 824"	2270	1698	562	2143	1534	558
"GA"	2004	"Muscogee County"	"arnold"	986	730	251	953	703	224
"GA"	2004	"Muscogee County"	"blackmon road"	1345	898	440	1316	867	430
"GA"	2004	"Muscogee County"	"blanchard"	1720	1258	457	1676	1266	383
"GA"	2004	"Muscogee County"	"brewer"	977	137	836	950	125	813
"GA"	2004	"Muscogee County"	"britt david"	1400	984	403	1365	950	385
"GA"	2004	"Muscogee County"	"britt@wynnton"	1135	84	1044	1111	90	993
"GA"	2004	"Muscogee County"	"carver"	907	112	792	876	95	762
"GA"	2004	"Muscogee County"	"clubview"	1417	1086	320	1398	1101	273
"GA"	2004	"Muscogee County"	"columbus high"	819	510	300	796	519	253
"GA"	2004	"Muscogee County"	"dawson"	1411	136	1270	1362	103	1235
"GA"	2004	"Muscogee County"	"eddy"	540	177	361	520	160	347
"GA"	2004	"Muscogee County"	"edgewood bap"	630	308	320	597	301	289
"GA"	2004	"Muscogee County"	"edgewood elem"	875	451	422	862	420	428
"GA"	2004	"Muscogee County"	"first african"	596	147	441	575	149	409
"GA"	2004	"Muscogee County"	"forrest road"	1239	128	1108	1197	115	1059
"GA"	2004	"Muscogee County"	"fort"	1418	118	1295	1383	100	1261
"GA"	2004	"Muscogee County"	"fox"	638	316	316	610	300	288
"GA"	2004	"Muscogee County"	"gallops"	546	325	218	527	307	210
"GA"	2004	"Muscogee County"	"gentian"	1301	786	507	1271	760	473
"GA"	2004	"Muscogee County"	"georgetown"	1408	280	1126	1377	232	1122
"GA"	2004	"Muscogee County"	"hannan"	453	78	374	437	85	340
"GA"	2004	"Muscogee County"	"hardaway"	799	591	203	789	590	185
"GA"	2004	"Muscogee County"	"heiferhorn"	889	671	214	872	671	184
"GA"	2004	"Muscogee County"	"johnson"	1156	704	444	1115	664	415
"GA"	2004	"Muscogee County"	"key"	1084	423	654	1048	399	618
"GA"	2004	"Muscogee County"	"liberty baptist"	875	111	760	861	85	767
"GA"	2004	"Muscogee County"	"mack"	1068	66	997	1019	58	944
"GA"	2004	"Muscogee County"	"mathews"	1707	1201	500	1662	1180	459
"GA"	2004	"Muscogee County"	"midland academy"	401	256	142	395	249	142
"GA"	2004	"Muscogee County"	"moon"	1763	1242	509	1707	1169	495
"GA"	2004	"Muscogee County"	"morningside"	1483	1070	405	1455	1046	379
"GA"	2004	"Muscogee County"	"muscogee"	876	75	796	831	86	722
"GA"	2004	"Muscogee County"	"north lumpkin"	1157	120	1030	1104	131	953
"GA"	2004	"Muscogee County"	"northside"	1118	744	370	1085	718	343
"GA"	2004	"Muscogee County"	"psalmond road"	835	584	245	817	573	221
"GA"	2004	"Muscogee County"	"reese road"	1456	978	471	1414	968	419
"GA"	2004	"Muscogee County"	"rothschild"	1339	369	965	1314	356	935
"GA"	2004	"Muscogee County"	"spencer"	1097	255	835	1059	239	801
"GA"	2004	"Muscogee County"	"st. andrews"	1854	1359	487	1817	1330	463
"GA"	2004	"Muscogee County"	"st. john"	1240	198	1035	1216	182	1012
"GA"	2004	"Muscogee County"	"st. mark"	1686	1246	435	1645	1187	425
"GA"	2004	"Muscogee County"	"st. mary's elem"	944	95	844	917	78	832
"GA"	2004	"Muscogee County"	"st. mary's u.m.c."	376	64	310	362	57	294
"GA"	2004	"Muscogee County"	"st. stephens"	1902	1389	499	1848	1335	461
"GA"	2004	"Muscogee County"	"waddell"	1449	744	697	1411	661	713
"GA"	2004	"Muscogee County"	"wesley heights"	921	269	646	895	238	636
"GA"	2004	"Muscogee County"	"wynnbrook"	1702	1384	310	1694	1409	265
"GA"	2004	"Muscogee County"	"wynnton"	1141	660	474	1116	670	425
"GA"	2004	"Newton County"	"Alcovy"	1375	976	394	1357	955	366
"GA"	2004	"Newton County"	"Almon"	1524	804	706	1505	766	714
"GA"	2004	"Newton County"	"Beaverdam"	1490	682	801	1468	636	809
"GA"	2004	"Newton County"	"Brewers"	1128	871	254	1113	821	258
"GA"	2004	"Newton County"	"Brick Store"	2067	1679	385	2034	1644	347
"GA"	2004	"Newton County"	"Buck Creek"	1558	984	561	1534	938	565
"GA"	2004	"Newton County"	"Cedar Shoals"	796	477	308	782	446	314
"GA"	2004	"Newton County"	"City Pond"	590	131	456	573	118	441
"GA"	2004	"Newton County"	"Covington Mills"	893	530	355	878	523	329
"GA"	2004	"Newton County"	"Downs"	2035	1451	571	2011	1398	576
"GA"	2004	"Newton County"	"Fairview"	1519	599	908	1491	572	896
"GA"	2004	"Newton County"	"Gum Creek"	1601	1292	303	1574	1263	282
"GA"	2004	"Newton County"	"Leguinn"	780	592	183	768	581	165
"GA"	2004	"Newton County"	"Livingston"	1110	525	582	1092	489	583
"GA"	2004	"Newton County"	"Mansfield"	723	558	158	712	555	139
"GA"	2004	"Newton County"	"Newborn"	381	311	68	373	299	70
"GA"	2004	"Newton County"	"Oxford"	1030	767	258	1015	758	235
"GA"	2004	"Newton County"	"Rocky Plains"	954	617	331	947	591	335
"GA"	2004	"Newton County"	"Stansells"	1359	842	511	1346	806	515
"GA"	2004	"Newton County"	"Town"	1115	293	820	1084	285	784
"GA"	2004	"Oconee County"	"Antioch"	563	420	141	551	419	125
"GA"	2004	"Oconee County"	"Bishop"	504	374	128	491	368	117
"GA"	2004	"Oconee County"	"Bogart"	778	590	179	765	576	168
"GA"	2004	"Oconee County"	"Briarwood"	832	604	221	822	612	190
"GA"	2004	"Oconee County"	"Civic Center"	570	414	150	559	391	152
"GA"	2004	"Oconee County"	"Dark Corner"	806	645	154	798	634	144
"GA"	2004	"Oconee County"	"Eastville"	1079	833	234	1065	828	214
"GA"	2004	"Oconee County"	"Farmington"	329	224	101	323	223	92
"GA"	2004	"Oconee County"	"Flat Rock"	675	487	180	669	506	147
"GA"	2004	"Oconee County"	"Friendship"	749	508	235	737	512	210
"GA"	2004	"Oconee County"	"High Shoals"	547	395	145	540	390	134
"GA"	2004	"Oconee County"	"Mars Hill"	551	402	146	539	411	123
"GA"	2004	"Oconee County"	"Watkinsville-E"	812	578	219	797	584	187
"GA"	2004	"Oconee County"	"Watkinsville-W"	541	352	181	531	360	152
"GA"	2004	"Oglethorpe County"	"Beaverdam"	869	634	226	847	616	212
"GA"	2004	"Oglethorpe County"	"Crawford"	724	428	288	703	420	262
"GA"	2004	"Oglethorpe County"	"Falling Creek"	305	196	109	302	189	109
"GA"	2004	"Oglethorpe County"	"Glade"	212	106	102	204	105	93
"GA"	2004	"Oglethorpe County"	"Goose Pond"	265	170	95	248	152	92
"GA"	2004	"Oglethorpe County"	"Grove Creek"	241	144	93	228	139	81
"GA"	2004	"Oglethorpe County"	"Lexington"	682	409	268	660	378	260
"GA"	2004	"Oglethorpe County"	"Pleasant Hill"	381	287	92	374	282	85
"GA"	2004	"Oglethorpe County"	"Wolfskin"	325	226	94	318	218	92
"GA"	2004	"Oglethorpe County"	"Woodstock"	153	84	66	150	83	67
"GA"	2004	"Paulding County"	"Allgood Elementary School"	900	696	199	881	661	195
"GA"	2004	"Paulding County"	"Baggett Elementary School"	1168	905	259	1154	855	277
"GA"	2004	"Paulding County"	"Burnt Hickory Fire Station"	939	788	146	928	762	145
"GA"	2004	"Paulding County"	"Dallas Library"	1103	790	305	1086	764	291
"GA"	2004	"Paulding County"	"Dobbins Middle School"	1799	1004	782	1777	947	800
"GA"	2004	"Paulding County"	"East Paulding High School"	1206	980	225	1183	934	216
"GA"	2004	"Paulding County"	"East Paulding Middle School"	1783	1328	437	1766	1274	453
"GA"	2004	"Paulding County"	"Herschel Jones Middle School"	952	645	300	944	615	296
"GA"	2004	"Paulding County"	"Hiram Elementary"	1066	859	201	1048	810	208
"GA"	2004	"Paulding County"	"Hiram High School"	2256	1775	468	2221	1679	490
"GA"	2004	"Paulding County"	"McGarity Elementary"	1388	978	401	1374	929	405
"GA"	2004	"Paulding County"	"Moses Middle School"	1432	1192	234	1406	1143	236
"GA"	2004	"Paulding County"	"Nebo Elementary School"	1718	1266	439	1690	1201	445
"GA"	2004	"Paulding County"	"New Georgia Elementary School"	1402	1047	346	1387	993	368
"GA"	2004	"Paulding County"	"Northside Elementary School"	575	492	80	572	480	81
"GA"	2004	"Paulding County"	"PB Ritch Elementary School"	2458	1904	545	2426	1793	589
"GA"	2004	"Paulding County"	"Paulding County High School"	993	714	268	976	679	272
"GA"	2004	"Paulding County"	"Poole Elementary School"	957	710	239	937	654	252
"GA"	2004	"Paulding County"	"Roberts Elementary School"	1670	1304	357	1642	1237	362
"GA"	2004	"Paulding County"	"Russom Elementary School"	1995	1655	322	1975	1621	307
"GA"	2004	"Paulding County"	"Senators Ridge Clubhouse"	663	575	84	656	560	84
"GA"	2004	"Paulding County"	"Shelton Elementary School"	1617	1351	257	1597	1316	242
"GA"	2004	"Paulding County"	"South Paulding Middle School"	935	733	192	924	702	199
"GA"	2004	"Paulding County"	"Union Elementary School"	726	575	143	711	552	137
"GA"	2004	"Paulding County"	"Yorkville (Tallatoona Head Start)"	1259	952	300	1245	911	303
"GA"	2004	"Peach County"	"Byron 1"	1015	713	298	994	706	275
"GA"	2004	"Peach County"	"Byron 2"	1377	1064	306	1342	1015	299
"GA"	2004	"Peach County"	"Claude"	344	283	59	332	282	43
"GA"	2004	"Peach County"	"FV1"	1019	454	557	992	444	537
"GA"	2004	"Peach County"	"FV2"	906	278	622	880	281	589
"GA"	2004	"Peach County"	"FV3"	997	96	898	971	99	856
"GA"	2004	"Peach County"	"Powersville"	446	336	107	435	323	103
"GA"	2004	"Pickens County"	"Appalachian"	685	530	152	672	514	145
"GA"	2004	"Pickens County"	"Hill"	472	368	100	463	343	101
"GA"	2004	"Pickens County"	"Jasper"	550	379	166	533	367	150
"GA"	2004	"Pickens County"	"Jerusalem"	447	363	82	440	339	90
"GA"	2004	"Pickens County"	"Ludville"	215	162	52	213	163	44
"GA"	2004	"Pickens County"	"Nelson"	536	439	94	519	410	91
"GA"	2004	"Pickens County"	"Refuge"	750	574	169	735	554	167
"GA"	2004	"Pickens County"	"Sharptop"	819	629	182	812	636	155
"GA"	2004	"Pickens County"	"Talking Rock"	525	416	103	519	401	106
"GA"	2004	"Pickens County"	"Townsend"	644	497	139	633	468	151
"GA"	2004	"Pickens County"	"Westside"	300	236	62	287	214	66
"GA"	2004	"Pickens County"	"Yellow Creek"	945	723	215	926	705	197
"GA"	2004	"Pierce County"	"Alabaha"	242	208	34	232	196	35
"GA"	2004	"Pierce County"	"Blackshear"	857	709	147	818	678	133
"GA"	2004	"Pierce County"	"Hacklebarney"	900	629	269	853	593	242
"GA"	2004	"Pierce County"	"Mershon"	209	187	22	194	165	27
"GA"	2004	"Pierce County"	"Otter Creek"	550	451	99	527	433	88
"GA"	2004	"Pierce County"	"Patterson"	471	339	129	446	316	122
"GA"	2004	"Pierce County"	"St. Johns"	535	451	83	522	434	78
"GA"	2004	"Pierce County"	"Sunset"	143	122	21	134	111	19
"GA"	2004	"Pike County"	"Concord"	651	429	221	637	419	203
"GA"	2004	"Pike County"	"Hollonville"	585	495	86	575	487	77
"GA"	2004	"Pike County"	"Meansville"	533	425	102	524	412	97
"GA"	2004	"Pike County"	"Molena"	661	474	182	647	449	178
"GA"	2004	"Pike County"	"Second District"	963	801	155	942	769	155
"GA"	2004	"Pike County"	"Springs"	436	342	93	429	337	84
"GA"	2004	"Pike County"	"Williamson"	585	487	92	582	468	96
"GA"	2004	"Pike County"	"Zebulon"	708	507	193	699	490	189
"GA"	2004	"Polk County"	"Antioch"	680	500	177	665	456	193
"GA"	2004	"Polk County"	"Aragon"	839	632	197	817	589	211
"GA"	2004	"Polk County"	"Blooming Grove"	452	337	114	440	306	130
"GA"	2004	"Polk County"	"Browning"	290	224	64	284	210	69
"GA"	2004	"Polk County"	"Cedartown"	1547	847	692	1502	834	632
"GA"	2004	"Polk County"	"Esom Hill"	223	144	78	220	142	71
"GA"	2004	"Polk County"	"Fish Creek"	1450	1072	372	1414	993	394
"GA"	2004	"Polk County"	"Lake Creek"	1269	945	308	1252	902	324
"GA"	2004	"Polk County"	"Prior Station"	656	473	176	639	442	180
"GA"	2004	"Polk County"	"Rockmart"	2018	1287	718	1966	1216	711
"GA"	2004	"Polk County"	"Youngs"	624	433	189	600	373	208
"GA"	2004	"Pulaski County"	"East"	343	214	128	330	224	102
"GA"	2004	"Pulaski County"	"North"	741	384	352	720	388	322
"GA"	2004	"Pulaski County"	"South"	773	548	218	748	524	211
"GA"	2004	"Putnam County"	"1A"	668	385	281	657	364	279
"GA"	2004	"Putnam County"	"1B"	362	93	266	352	84	263
"GA"	2004	"Putnam County"	"2A"	399	235	164	388	233	147
"GA"	2004	"Putnam County"	"2B"	597	107	484	573	105	457
"GA"	2004	"Putnam County"	"3A"	559	438	117	545	433	105
"GA"	2004	"Putnam County"	"3B"	641	520	115	634	516	103
"GA"	2004	"Putnam County"	"3C"	512	398	113	505	388	103
"GA"	2004	"Putnam County"	"4A"	780	605	169	766	585	161
"GA"	2004	"Putnam County"	"4B"	672	491	176	657	484	154
