state	year	county	precinct	g2000_USP_dv	g2000_USP_rv	g2000_USS_dv	g2000_USS_rv	g2000_USH_dv	g2000_USH_rv	g2000_USP_tv	g2000_USS_tv	g2000_USH_tv
"WY"	2000	"Natrona"	"Casper College 1-4"	238	537	185	577	237	497	775	762	734
"WY"	2000	"Natrona"	"Jefferson School 1-5"	326	470	233	553	326	441	796	786	767
"WY"	2000	"Natrona"	"Grant School 1-6"	343	596	243	672	360	529	939	915	889
"WY"	2000	"Natrona"	"Senior Citizens' Center 1-7"	259	355	180	412	242	333	614	592	575
"WY"	2000	"Natrona"	"7th Day Adventist School 1-9"	153	484	98	530	176	435	637	628	611
"WY"	2000	"Natrona"	"McKinley School 1-10(00)"	289	367	216	427	296	339	656	643	635
"WY"	2000	"Natrona"	"Westwood School 2-1"	331	538	247	613	350	475	869	860	825
"WY"	2000	"Natrona"	"Old CY Junior High School 2-3"	251	470	183	538	251	446	721	721	697
"WY"	2000	"Natrona"	"Southridge School 2-4"	162	382	114	399	188	313	544	513	501
"WY"	2000	"Natrona"	"Cresthill School 2-5(00)"	210	620	122	675	201	575	830	797	776
"WY"	2000	"Natrona"	"Casper Shrine Club 2-6"	246	647	179	702	244	603	893	881	847
"WY"	2000	"Natrona"	"Paradise Valley School 2-7"	342	858	236	930	370	776	1200	1166	1146
"WY"	2000	"Natrona"	"Oregon Trail School 2-8"	218	541	169	590	251	497	759	759	748
"WY"	2000	"Natrona"	"Shepherd of the Valley Care Ctr. 2-9"	198	490	153	533	203	456	688	686	659
"WY"	2000	"Natrona"	"Bethel Baptist Church 2-10"	243	649	152	703	223	627	892	855	850
"WY"	2000	"Natrona"	"Willard School 3-1(00)"	242	317	184	383	238	312	559	567	550
"WY"	2000	"Natrona"	"University Park School 3-2"	231	325	162	387	239	286	556	549	525
"WY"	2000	"Natrona"	"Pineview School 3-3"	339	548	262	611	352	507	887	873	859
"WY"	2000	"Natrona"	"Sagewood School 3-4"	254	594	177	649	261	543	848	826	804
"WY"	2000	"Natrona"	"Kelly Walsh High School 3-5"	267	659	192	710	285	593	926	902	878
"WY"	2000	"Natrona"	"Manor Heights School 3-6"	264	765	156	846	253	718	1029	1002	971
"WY"	2000	"Natrona"	"Prince of Peace Lutheran Church 3-8"	360	670	255	763	387	597	1030	1018	984
"WY"	2000	"Natrona"	"Verda James School 3-9"	178	463	139	477	204	401	641	616	605
"WY"	2000	"Natrona"	"Centennial Junior High School 3-10"	220	732	124	823	216	711	952	947	927
"WY"	2000	"Natrona"	"Evansville School 4-1"	211	359	171	385	226	316	570	556	542
"WY"	2000	"Natrona"	"Evansville School - Out 4-2"	139	425	118	457	160	387	564	575	547
"WY"	2000	"Natrona"	"Hat Six Ranch 5-1"	4	40	6	39	11	33	44	45	44
"WY"	2000	"Natrona"	"Midwest Town Hall 7-1"	49	90	30	105	45	90	139	135	135
"WY"	2000	"Natrona"	"Edgerton Town Hall 7-2"	14	75	15	74	23	67	89	89	90
"WY"	2000	"Natrona"	"Mills Community Center 8-1"	287	438	223	480	313	397	725	703	710
"WY"	2000	"Natrona"	"Mountain View School 8-2"	176	297	163	311	207	259	473	474	466
"WY"	2000	"Natrona"	"Wardwell Water & Sewer 8-3"	110	296	86	321	111	281	406	407	392
"WY"	2000	"Natrona"	"Christian Church of Casper 8-4"	175	602	145	619	227	520	777	764	747
"WY"	2000	"Natrona"	"Bar Nunn School 8-5"	79	245	62	254	93	208	324	316	301
"WY"	2000	"Natrona"	"WY Game and Fish 9-1"	196	735	136	762	232	648	931	898	880
"WY"	2000	"Natrona"	"Red Creek School 11-1"	3	85	4	88	10	81	88	92	91
"WY"	2000	"Natrona"	"Alcova School 11-2"	17	102	14	100	22	91	119	114	113
"WY"	2000	"Natrona"	"Fish Hatchery 11-3"	39	157	29	163	43	146	196	192	189
"WY"	2000	"Natrona"	"Poison Spider School 11-4"	18	66	14	66	18	55	84	80	73
"WY"	2000	"Natrona"	"St. Stephen's Church 12-2"	73	189	54	204	76	164	262	258	240
"WY"	2000	"Natrona"	"Bressler Ranch 13-1"	3	53	3	57	3	52	56	60	55
"WY"	2000	"Natrona"	"Powder River School 13-2"	8	64	11	64	10	64	72	75	74
"WY"	2000	"Natrona"	"Upper Willow Creek 14-1"	0	19	0	18	0	16	19	18	16
"WY"	2000	"Niobrara"	"Rennard's Garage - Warren 1-2"	0	75	1	69	1	75	75	70	76
"WY"	2000	"Niobrara"	"Stage Station - Hat Creek 3-2"	0	61	1	62	1	60	61	63	61
"WY"	2000	"Niobrara"	"Lance Creek Elementary School 4-1"	1	85	1	84	3	80	86	85	83
"WY"	2000	"Niobrara"	"First Baptist Church - N. Lusk 6-1"	52	209	37	218	46	209	261	255	255
"WY"	2000	"Niobrara"	"Congregational Church of Lusk - S. Lusk 6-2"	124	363	74	397	115	372	487	471	487
"WY"	2000	"Niobrara"	"Manville Town Hall 7-1"	13	95	6	99	10	96	108	105	106
"WY"	2000	"Park"	"Clark/Pioneer Rec. Center 1-1"	28	162	31	162	35	160	190	193	195
"WY"	2000	"Park"	"Cody Auditorium 2-1"	167	594	136	630	181	589	761	766	770
"WY"	2000	"Park"	"Cody Auditorium 2-2"	141	553	108	588	153	532	694	696	685
"WY"	2000	"Park"	"LDS Church Gym 3-1"	81	476	74	488	104	451	557	562	555
"WY"	2000	"Park"	"LDS Church Gym 3-2"	104	690	81	715	120	657	794	796	777
"WY"	2000	"Park"	"Grace Baptist Church 4-1"	131	722	96	744	148	688	853	840	836
"WY"	2000	"Park"	"LDS Church Gym 4-2"	15	116	12	118	19	107	131	130	126
"WY"	2000	"Park"	"Garland Community Church 6-1"	71	346	53	362	75	338	417	415	413
"WY"	2000	"Park"	"Park County Courthouse 7-2"	3	65	5	65	6	62	68	70	68
"WY"	2000	"Park"	"Meeteetse Episcopal Church 8-1"	6	99	12	95	9	98	105	107	107
"WY"	2000	"Park"	"Meeteetse Town Hall 8-2"	30	163	21	178	29	161	193	199	190
"WY"	2000	"Park"	"Meeteetse Episcopal Church 8-3"	15	126	10	134	13	126	141	144	139
"WY"	2000	"Park"	"Fairgrounds Lg. Ex. Hall 9-1"	109	292	77	317	111	273	401	394	384
"WY"	2000	"Park"	"Fairgrounds Lg. Ex. Hall 9-2"	106	309	87	332	113	293	415	419	406
"WY"	2000	"Park"	"Fairgrounds Lg. Ex. Hall 9-4"	123	299	89	340	123	299	422	429	422
"WY"	2000	"Park"	"Fairgrounds Lg. Ex. Hall 9-5"	122	282	96	309	122	287	404	405	409
"WY"	2000	"Park"	"Fairgrounds Lg. Ex. Hall 9-7"	136	432	118	445	140	419	568	563	559
"WY"	2000	"Park"	"Fairgrounds Multi-Purp. Bldg. 10-1"	70	326	66	333	79	310	396	399	389
"WY"	2000	"Park"	"Fairgrounds Multi-Purp. Bldg. 10-2"	101	497	78	526	107	483	598	604	590
"WY"	2000	"Park"	"Park County Courthouse 11-2"	16	51	12	57	17	52	67	69	69
"WY"	2000	"Park"	"Wapiti School House 16-1"	170	356	130	390	168	352	526	520	520
"WY"	2000	"Park"	"Mountain View Club 21-1"	70	446	63	454	85	410	516	517	495
"WY"	2000	"Park"	"Fairgrounds Multi-Purp. Bldg. 23-1"	40	195	27	202	30	199	235	229	229
"WY"	2000	"Park"	"Cody Auditorium 24-1"	102	381	73	403	101	370	483	476	471
"WY"	2000	"Park"	"Cody Auditorium 24-2"	130	422	80	466	118	410	552	546	528
"WY"	2000	"Park"	"Cody Auditorium 24-3"	47	162	35	168	43	156	209	203	199
"WY"	2000	"Park"	"Cody Auditorium 25-1"	151	538	122	576	150	526	689	698	676
"WY"	2000	"Park"	"Cody Auditorium 25-2"	72	387	49	412	69	361	459	461	430
"WY"	2000	"Park"	"Cody Auditorium 25-3"	67	397	49	412	70	380	464	461	450
"WY"	2000	"Platte"	"FSB Conference Center 1-1"	127	224	86	270	112	243	351	356	355
"WY"	2000	"Platte"	"FSB Conference Center 1-2"	116	251	77	279	98	258	367	356	356
"WY"	2000	"Platte"	"FSB Conference Center 1-3"	160	383	109	426	136	399	543	535	535
"WY"	2000	"Platte"	"FSB Conference Center 1-4"	128	237	76	283	111	249	365	359	360
"WY"	2000	"Platte"	"4-H Bldg./Wheatland 1-6"	142	464	106	489	140	449	606	595	589
"WY"	2000	"Platte"	"FSB Conference Center Guernsey 2-1"	240	327	164	408	217	358	567	572	575
"WY"	2000	"Platte"	"FSB Conference Center Guernsey 3-1"	32	25	24	30	27	30	57	54	57
"WY"	2000	"Platte"	"Glendo Fire Hall 6-1"	92	177	76	194	95	173	269	270	268
"WY"	2000	"Platte"	"Glendo Fire Hall 6-2"							0	0	0
"WY"	2000	"Platte"	"Chugwater Community Center 9-1"	17	57	15	60	15	57	74	75	72
"WY"	2000	"Platte"	"Chugwater Community Center 10-1"	31	122	24	131	33	127	153	155	160
"WY"	2000	"Platte"	"4-H Building 12-1"	26	188	18	191	22	187	214	209	209
"WY"	2000	"Platte"	"4-H Building 20-1"	122	414	84	444	118	411	536	528	529
"WY"	2000	"Platte"	"Cottonwood Hall 20-3(00)"	16	56	15	58	16	59	72	73	75
"WY"	2000	"Sheridan"	"Ed Hammer Inc. 1-1"	130	231	123	245	140	218	361	368	358
"WY"	2000	"Sheridan"	"Fairgrounds Exhibit Hall 2-1"	176	316	152	322	194	284	492	474	478
"WY"	2000	"Sheridan"	"Sheridan Senior Citizens Center 2-2"	156	283	115	307	161	273	439	422	434
"WY"	2000	"Sheridan"	"Fairgrounds Exhibit Hall 2-3"	191	444	166	468	209	428	635	634	637
"WY"	2000	"Sheridan"	"Sheridan Senior Citizens Center 2-4"	220	356	188	374	231	321	576	562	552
"WY"	2000	"Sheridan"	"Fairgrounds Exhibit Hall 2-5"	215	615	144	667	215	592	830	811	807
"WY"	2000	"Sheridan"	"Sheridan County Courthouse 3-2"	114	230	72	260	105	228	344	332	333
"WY"	2000	"Sheridan"	"Holy Name Church 3-3"	76	229	71	222	98	209	305	293	307
"WY"	2000	"Sheridan"	"Bethesda Worship/Sheridan 3-4"	217	460	158	497	218	439	677	655	657
"WY"	2000	"Sheridan"	"Calvary Baptist Church 3-5"	182	479	123	507	185	455	661	630	640
"WY"	2000	"Sheridan"	"Coffeen School 4-2"	236	468	210	501	261	440	704	711	701
"WY"	2000	"Sheridan"	"Holy Name Church 4-3"	177	384	156	403	178	376	561	559	554
"WY"	2000	"Sheridan"	"Holy Name Church 4-4"	62	98	48	110	55	105	160	158	160
"WY"	2000	"Sheridan"	"Tourist Information Center 5-1"	40	97	34	97	46	91	137	131	137
"WY"	2000	"Sheridan"	"National Guard Armory 6-1"	183	482	132	506	185	437	665	638	622
"WY"	2000	"Sheridan"	"Beckton School 7-1"	54	192	37	207	60	185	246	244	245
"WY"	2000	"Sheridan"	"Story Women's Club 8-1"	143	350	130	361	156	340	493	491	496
"WY"	2000	"Sheridan"	"Arvada School 9-1"	10	39	13	37	14	37	49	50	51
"WY"	2000	"Sheridan"	"Clearmont Town Hall 10-1"	26	150	26	149	32	138	176	175	170
"WY"	2000	"Sheridan"	"Old Woodland Park School 11-1"	134	488	131	484	164	446	622	615	610
"WY"	2000	"Sheridan"	"Big Horn Women's Club 12-1"	200	740	146	771	220	712	940	917	932
"WY"	2000	"Sheridan"	"Fairgrounds Exhibit Hall 13-1"	84	214	86	206	97	193	298	292	290
"WY"	2000	"Sheridan"	"WY Agriculture Sub Station 16-1"	30	146	30	151	32	145	176	181	177
"WY"	2000	"Sheridan"	"Ranchester Town Hall 17-1"	75	200	64	206	77	193	275	270	270
"WY"	2000	"Sheridan"	"Ranchester Town Hall 17-2"	44	175	46	175	57	172	219	221	229
"WY"	2000	"Sheridan"	"Ranchester Town Hall 18-1"	2	52	3	52	4	50	54	55	54
"WY"	2000	"Sheridan"	"Prairie Dog Women's Club 19-1"	39	166	43	158	57	147	205	201	204
"WY"	2000	"Sheridan"	"Dayton Town Hall 20-1"	92	240	71	254	105	228	332	325	333
"WY"	2000	"Sheridan"	"Dayton Town Hall 20-2"	22	100	11	106	25	97	122	117	122
"WY"	2000	"Sublette"	"Pinedale Elementary School 1-1"	169	649	103	582	184	619	818	685	803
"WY"	2000	"Sublette"	"Pinedale Elementary School 1-3"	74	472	55	418	87	461	546	473	548
"WY"	2000	"Sublette"	"Boulder Community Center 1-4"	28	188	23	149	34	177	216	172	211
"WY"	2000	"Sublette"	"Big Piney Annex 2-1"	56	519	36	447	79	487	575	483	566
"WY"	2000	"Sublette"	"Big Piney Annex 2-2"	40	294	34	244	63	276	334	278	339
"WY"	2000	"Sublette"	"Calpet 2-3(00)"	1	10	2	9	2	10	11	11	12
"WY"	2000	"Sublette"	"Cora 4-1"	27	140	18	119	27	134	167	137	161
"WY"	2000	"Sublette"	"Daniel School 4-2"	41	243	38	209	44	241	284	247	285
"WY"	2000	"Sublette"	"Bondurant Elementary School 5-1"	22	109	20	88	28	96	131	108	124
"WY"	2000	"Sweetwater"	"Granger Town Hall 1-1"	27	39	17	49	18	48	66	66	66
"WY"	2000	"Sweetwater"	"Burntfork Behunin Residence  2-1(02)"	0	20	1	19	2	18	20	20	20
"WY"	2000	"Sweetwater"	"RS East Junior High School 3-1"	185	160	158	178	166	162	345	336	328
"WY"	2000	"Sweetwater"	"RS 1st United Methodist Church 3-2"	427	709	336	778	395	685	1136	1114	1080
"WY"	2000	"Sweetwater"	"RS South Side Parish Center 4-1"	180	231	143	258	146	243	411	401	389
"WY"	2000	"Sweetwater"	"RS White Mountain Library 4-2"	120	121	109	135	119	120	241	244	239
"WY"	2000	"Sweetwater"	"RS Sweetwater County Garage 4-3"	113	177	104	195	111	178	290	299	289
"WY"	2000	"Sweetwater"	"RS 1st Congregational Church 4-4"	355	482	283	554	330	495	837	837	825
"WY"	2000	"Sweetwater"	"RS Fire Station #1 5-1"	219	296	184	329	217	292	515	513	509
"WY"	2000	"Sweetwater"	"RS Western WY Comm. College 5-2"	109	75	85	96	95	85	184	181	180
"WY"	2000	"Sweetwater"	"RS School Admin. Bldg. 5-3"	222	453	194	465	221	425	675	659	646
"WY"	2000	"Sweetwater"	"School Administration Bldng 5-4(00)"	387	863	333	908	421	822	1250	1241	1243
"WY"	2000	"Sweetwater"	"RS White Mountain Library 5-5"	95	188	88	192	101	178	283	280	279
"WY"	2000	"Sweetwater"	"RS Civic Center 6-1"	439	676	363	740	415	672	1115	1103	1087
"WY"	2000	"Sweetwater"	"RS County Events Complex  6-2"	174	213	141	246	155	214	387	387	369
"WY"	2000	"Sweetwater"	"RS County Events Complex 7-1"	231	767	217	774	265	702	998	991	967
"WY"	2000	"Sweetwater"	"K-Motive Bldg./Jamestown 9-1"	97	116	84	129	102	107	213	213	209
"WY"	2000	"Sweetwater"	"K-Motive Bldg./Jamestown 9-2"	17	21	13	24	14	19	38	37	33
"WY"	2000	"Sweetwater"	"GR Sweetwater County Library 10-1"	182	192	156	213	175	189	374	369	364
"WY"	2000	"Sweetwater"	"GR Lincoln Middle School 10-2"	155	111	157	107	158	103	266	264	261
"WY"	2000	"Sweetwater"	"GR Lincoln Middle School 10-3"	473	656	417	704	502	612	1129	1121	1114
"WY"	2000	"Sweetwater"	"GR Recreation Center 10-4"	525	1107	475	1153	574	1032	1632	1628	1606
"WY"	2000	"Sweetwater"	"GR Mansface Church 10-5"	388	651	296	715	400	603	1039	1011	1003
"WY"	2000	"Sweetwater"	"GR Truman School 10-6"	193	344	162	364	191	339	537	526	530
"WY"	2000	"Sweetwater"	"Reliance Fire Station 12-1"	50	63	47	57	52	49	113	104	101
"WY"	2000	"Sweetwater"	"Reliance Fire Station 12-2(00)"	37	97	40	98	42	94	134	138	136
"WY"	2000	"Sweetwater"	"Fon Slagowski's Residence/Washam 13-1"	0	20	2	19	1	19	20	21	20
"WY"	2000	"Sweetwater"	"Superior Administration Building 19-1"	49	70	45	77	55	70	119	122	125
"WY"	2000	"Sweetwater"	"Eden Farson Fire Station 20-1"	32	259	31	258	39	243	291	289	282
"WY"	2000	"Sweetwater"	"Point of Rocks Roger Varley Res 21-1"	6	26	7	24	8	23	32	31	31
"WY"	2000	"Sweetwater"	"Bitter Creek/CIG Bldg 22-1(02)"	12	32	8	31	7	35	44	39	42
"WY"	2000	"Sweetwater"	"Wamsutter Town Hall 23-1"	14	99	21	90	23	85	113	111	108
"WY"	2000	"Sweetwater"	"McKinnon School 24-1"	2	50	4	49	7	46	52	53	53
"WY"	2000	"Sweetwater"	"Bairoil Town Hall 25-1"	6	52	7	44	8	48	58	51	56
"WY"	2000	"Teton"	"Lower Valley Energy 1-1"	390	886	260	1015	310	896	1276	1275	1206
"WY"	2000	"Teton"	"LDS Church 1-2"	567	692	424	826	453	711	1259	1250	1164
"WY"	2000	"Teton"	"National Museum of Wildlife Art 1-3"	174	284	107	347	135	290	458	454	425
"WY"	2000	"Teton"	"Recreation Center 1-4"	172	315	130	359	144	323	487	489	467
"WY"	2000	"Teton"	"Teton County Fair Building 1-5"	648	654	488	790	528	658	1302	1278	1186
"WY"	2000	"Teton"	"Presbyterian Church 1-6"	288	369	221	447	236	396	657	668	632
"WY"	2000	"Teton"	"Jackson Hole Christian Center 1-7"	267	333	199	399	218	359	600	598	577
"WY"	2000	"Teton"	"Jackson Hole Airport  2-1"	329	483	241	538	253	471	812	779	724
"WY"	2000	"Teton"	"Moran School 3-1"	143	183	110	204	129	192	326	314	321
"WY"	2000	"Teton"	"Wilson School 4-1"	504	433	381	568	412	447	937	949	859
"WY"	2000	"Teton"	"New Wilson Fire House 4-2"	491	672	350	798	377	697	1163	1148	1074
"WY"	2000	"Teton"	"Alta School 5-1"	43	118	36	120	37	114	161	156	151
"WY"	2000	"Teton"	"Alta School/Church 5-2(00)"	3	32	2	32	6	27	35	34	33
"WY"	2000	"Uinta"	"Machine Shop 1-1"	391	941	349	985	418	925	1332	1334	1343
"WY"	2000	"Uinta"	"Evanston Middle School 1-2"	385	1160	326	1197	389	1136	1545	1523	1525
"WY"	2000	"Uinta"	"Evanston City Hall Chambers 1-3"	300	723	285	746	313	725	1023	1031	1038
"WY"	2000	"Uinta"	"Evanston Library 2-1"	124	711	113	700	121	705	835	813	826
"WY"	2000	"Uinta"	"Lyman Town Hall Chambers 3-1"	162	603	155	621	200	565	765	776	765
"WY"	2000	"Uinta"	"Lyman Town Hall Conference 3-2"	70	334	71	344	98	316	404	415	414
"WY"	2000	"Uinta"	"Ft. Bridger Elementary School 4-1"	65	178	78	173	80	171	243	251	251
"WY"	2000	"Uinta"	"Mountain View Town Hall 4-2"	85	362	87	374	102	353	447	461	455
"WY"	2000	"Uinta"	"Mtn. View School Admin. Bldg. 4-3"	42	323	49	335	51	330	365	384	381
"WY"	2000	"Uinta"	"Ft. Bridger Elementary School 4-4(00)"	26	134	31	138	38	131	160	169	169
"WY"	2000	"Washakie"	"Ten Sleep Senior Center 3-1"	59	405	48	398	68	377	464	446	445
"WY"	2000	"Washakie"	"Methodist RER Building/Worland 5-1"	217	651	139	699	187	636	868	838	823
"WY"	2000	"Washakie"	"Worland High School 5-2"	238	732	164	754	226	683	970	918	909
"WY"	2000	"Washakie"	"Worland Community Center Complex 5-3"	132	479	97	472	128	440	611	569	568
"WY"	2000	"Washakie"	"Fairgrounds 5-5"	160	871	120	886	158	846	1031	1006	1004
"WY"	2000	"Weston"	"State Forestry Building/Newcastle 1-1"	76	600	77	599	118	550	676	676	668
"WY"	2000	"Weston"	"State Forestry Building/Newcastle 1-2"	12	149	15	155	23	141	161	170	164
"WY"	2000	"Weston"	"Kitty Moats/Osage 2-1"	22	129	21	134	31	126	151	155	157
"WY"	2000	"Weston"	"Upton Community Center 3-1"	8	192	11	193	16	176	200	204	192
"WY"	2000	"Weston"	"Upton Community Center 4-1"	89	407	59	432	80	408	496	491	488
"WY"	2000	"Weston"	"State Forestry Building/Newcastle 5-1"	69	295	60	308	76	283	364	368	359
"WY"	2000	"Weston"	"State Forestry Building/Newcastle 5-2"	53	247	48	251	69	228	300	299	297
"WY"	2000	"Weston"	"State Forestry Building/Newcastle 5-3"	120	502	99	514	147	472	622	613	619
