state	year	fips	county_code	precinct_code	county	precinct	cd	ld	sd	g2008_REG_tv	g2008_USP_dv	g2008_USP_rv	g2008_USP_tv	g2008_USS_dv	g2008_USS_rv	g2008_USS_tv	g2008_USH_dv	g2008_USH_rv	g2008_USH_tv
"VA"	2008	59908	51059	908	"FAIRFAX COUNTY"	"KINROSS"	11	55	36	4728	1658	1437	3121	1931	1154	3110	1040	1959	3080
"VA"	2008	59310	51059	310	"FAIRFAX COUNTY"	"KIRBY"	11	74	35	2136	800	480	1295	880	386	1276	544	695	1273
"VA"	2008	59608	51059	608	"FAIRFAX COUNTY"	"KIRKSIDE"	19	65	39	2085	790	384	1185	885	278	1176	793	351	1167
"VA"	2008	59118	51059	118	"FAIRFAX COUNTY"	"LAKE BRADDOCK"	12	61	37	4411	1735	1070	2837	1931	830	2819	1601	1088	2779
"VA"	2008	59419	51059	419	"FAIRFAX COUNTY"	"LANE"	19	63	42	3305	1380	674	2068	1466	536	2028	1341	612	1993
"VA"	2008	59311	51059	311	"FAIRFAX COUNTY"	"LANGLEY"	11	53	35	2255	648	610	1264	788	459	1259	446	802	1254
"VA"	2008	59119	51059	119	"FAIRFAX COUNTY"	"LAUREL"	12	61	37	4050	1441	1136	2602	1668	875	2588	1318	1175	2558
"VA"	2008		51059	628	"FAIRFAX COUNTY"	"LAUREL HILL"	12	62	42	5623	2237	1445	3704	2476	1145	3657	2147	1386	3592
"VA"	2008	59999	51059	920	"FAIRFAX COUNTY"	"LEES CORNER EAST"	11	89	36	2787	959	764	1732	1126	576	1713	696	951	1696
"VA"	2008		51059	927	"FAIRFAX COUNTY"	"LEES CORNER WEST"	11	89	36	3436	1223	958	2206	1387	772	2189	835	1264	2166
"VA"	2008	59531	51059	531	"FAIRFAX COUNTY"	"LEEWOOD"	12	58	38	919	378	232	615	435	165	611	362	222	603
"VA"	2008	59507	51059	507	"FAIRFAX COUNTY"	"LINCOLNIA"	19	57	38	3244	1233	562	1810	1342	421	1784	1192	516	1757
"VA"	2008	59910	51059	910	"FAIRFAX COUNTY"	"LONDON TOWNE EAST"	11	89	40	1689	585	384	976	652	303	965	457	471	953
"VA"	2008	59924	51059	924	"FAIRFAX COUNTY"	"LONDON TOWNE WEST"	11	60	40	2772	1220	490	1720	1276	398	1698	976	655	1676
"VA"	2008	59122	51059	122	"FAIRFAX COUNTY"	"LONG BRANCH"	12	58	37	1660	585	465	1059	682	361	1057	548	478	1045
"VA"	2008	59312	51059	312	"FAIRFAX COUNTY"	"LONGFELLOW"	11	74	35	2567	905	635	1554	1016	514	1544	691	804	1526
"VA"	2008	59617	51059	617	"FAIRFAX COUNTY"	"LORTON"	12	62	42	2043	1019	235	1259	1038	190	1241	938	261	1220
"VA"	2008	59625	51059	625	"FAIRFAX COUNTY"	"LORTON CENTER"	12	63	39	2063	753	471	1234	827	379	1213	715	455	1189
"VA"	2008	59622	51059	622	"FAIRFAX COUNTY"	"LORTON STATION"	12	62	39	3408	1549	585	2150	1621	479	2128	1449	590	2088
"VA"	2008	59418	51059	418	"FAIRFAX COUNTY"	"LYNBROOK"	12	58	42	1847	729	452	1192	804	350	1171	672	441	1143
"VA"	2008	59726	51059	726	"FAIRFAX COUNTY"	"MAGARITY"	19	53	35	4082	1446	790	2262	1541	659	2233	1396	764	2210
"VA"	2008	59707	51059	707	"FAIRFAX COUNTY"	"MANTUA"	12	56	37	2489	820	581	1413	955	434	1401	846	516	1385
"VA"	2008	59609	51059	609	"FAIRFAX COUNTY"	"MARLAN"	19	65	33	2277	734	593	1346	843	452	1320	735	541	1306
"VA"	2008	59708	51059	708	"FAIRFAX COUNTY"	"MARSHALL"	19	74	35	5188	1929	969	2935	2047	799	2881	1813	956	2840
"VA"	2008	59508	51059	508	"FAIRFAX COUNTY"	"MASONVILLE"	12	57	38	2020	724	533	1269	831	409	1256	666	525	1224
"VA"	2008	59314	51059	314	"FAIRFAX COUNTY"	"MCLEAN"	11	74	35	2586	724	608	1346	845	469	1330	541	759	1321
"VA"	2008	59237	51059	237	"FAIRFAX COUNTY"	"MCNAIR"	11	110	36	6338	2612	1150	3797	2705	948	3725	2141	1404	3703
"VA"	2008	59721	51059	721	"FAIRFAX COUNTY"	"MERRIFIELD"	12	74	38	3758	1455	737	2222	1488	638	2176	1279	789	2139
"VA"	2008	59852	51059	852	"FAIRFAX COUNTY"	"MONUMENT"	12	54	40	3879	1202	793	2014	1303	648	1976	1082	814	1934
"VA"	2008	59709	51059	709	"FAIRFAX COUNTY"	"MOSBY"	12	56	37	4968	1781	948	2776	1921	765	2738	1611	987	2681
"VA"	2008	59408	51059	408	"FAIRFAX COUNTY"	"MOUNT EAGLE"	19	65	33	1426	645	225	883	676	182	874	611	223	861
"VA"	2008	59911	51059	911	"FAIRFAX COUNTY"	"NAVY"	11	89	36	3352	1141	900	2055	1332	683	2037	785	1172	2017
"VA"	2008	59849	51059	849	"FAIRFAX COUNTY"	"NEWGATE"	12	60	42	5134	1363	1749	3133	1656	1429	3104	1224	1799	3072
"VA"	2008	59618	51059	618	"FAIRFAX COUNTY"	"NEWINGTON"	12	62	42	4947	2010	1233	3275	2196	984	3224	1842	1272	3191
"VA"	2008	59233	51059	233	"FAIRFAX COUNTY"	"NORTH POINT"	19	55	35	5041	1887	1223	3135	2089	985	3102	1742	1261	3066
"VA"	2008	59110	51059	110	"FAIRFAX COUNTY"	"NORTH SPRINGFIELD #1"	12	58	38	2402	919	659	1596	1034	498	1564	816	664	1537
"VA"	2008	59111	51059	111	"FAIRFAX COUNTY"	"NORTH SPRINGFIELD #2"	12	58	38	1741	631	467	1108	719	364	1101	588	458	1077
"VA"	2008	59729	51059	729	"FAIRFAX COUNTY"	"NOTTOWAY"	12	54	37	4019	1370	1008	2418	1529	816	2382	1255	1031	2357
"VA"	2008	59113	51059	113	"FAIRFAX COUNTY"	"OAK HILL"	12	58	37	2286	761	684	1459	914	518	1445	727	671	1430
"VA"	2008	59732	51059	732	"FAIRFAX COUNTY"	"OAK MARR"	12	54	37	3689	1083	1011	2110	1271	803	2094	976	1065	2078
"VA"	2008	59727	51059	727	"FAIRFAX COUNTY"	"OAKTON"	12	54	37	2666	764	811	1587	939	625	1572	738	808	1567
"VA"	2008	59925	51059	925	"FAIRFAX COUNTY"	"OLD MILL"	11	60	40	2392	924	596	1530	1010	487	1510	733	724	1500
"VA"	2008	59109	51059	109	"FAIRFAX COUNTY"	"OLDE CREEK"	12	56	37	2489	788	728	1528	936	554	1511	733	715	1488
"VA"	2008	59124	51059	124	"FAIRFAX COUNTY"	"OLLEY"	12	58	37	1881	619	563	1197	759	415	1184	598	539	1172
"VA"	2008	59824	51059	824	"FAIRFAX COUNTY"	"ORANGE"	12	61	40	4181	1339	1274	2646	1596	989	2615	1277	1248	2592
"VA"	2008	59510	51059	510	"FAIRFAX COUNTY"	"PARKLAWN"	19	57	38	2053	758	520	1295	837	414	1272	757	466	1246
"VA"	2008	59842	51059	842	"FAIRFAX COUNTY"	"PARKWAY"	12	61	40	2465	680	811	1504	866	591	1482	660	790	1468
"VA"	2008	59730	51059	730	"FAIRFAX COUNTY"	"PENDERBROOK"	12	54	37	3619	1260	912	2193	1402	742	2176	1174	911	2139
"VA"	2008	59315	51059	315	"FAIRFAX COUNTY"	"PIMMIT"	19	74	35	3466	1300	784	2121	1401	630	2083	1270	723	2048
"VA"	2008	59718	51059	718	"FAIRFAX COUNTY"	"PINE RIDGE"	12	56	37	2438	920	537	1480	1018	424	1456	873	510	1427
"VA"	2008	59710	51059	710	"FAIRFAX COUNTY"	"PINE SPRING"	19	74	38	2557	1111	504	1639	1198	395	1616	1069	469	1586
"VA"	2008	59409	51059	409	"FAIRFAX COUNTY"	"PIONEER"	19	63	42	4967	1873	998	2903	2036	775	2858	1912	880	2836
"VA"	2008	59523	51059	523	"FAIRFAX COUNTY"	"POE"	12	57	38	2578	956	563	1525	1038	450	1509	870	570	1479
"VA"	2008	59811	51059	811	"FAIRFAX COUNTY"	"POHICK"	12	61	40	3844	1367	1010	2392	1524	811	2365	1260	1036	2339
"VA"	2008	59841	51059	841	"FAIRFAX COUNTY"	"POPES HEAD"	12	60	40	3448	917	1195	2127	1101	990	2118	860	1190	2091
"VA"	2008	59928	51059	928	"FAIRFAX COUNTY"	"POPLAR TREE"	11	89	40	2833	985	891	1886	1139	691	1861	630	1174	1857
"VA"	2008	59926	51059	926	"FAIRFAX COUNTY"	"POWELL"	12	60	40	3922	1507	852	2379	1624	688	2339	1391	859	2301
"VA"	2008	59711	51059	711	"FAIRFAX COUNTY"	"PRICE"	12	56	37	2161	783	503	1294	907	368	1290	778	482	1278
"VA"	2008	59115	51059	115	"FAIRFAX COUNTY"	"RAVENSWORTH"	12	58	38	1666	578	536	1124	696	405	1112	536	530	1094
"VA"	2008	59511	51059	511	"FAIRFAX COUNTY"	"RAVENWOOD"	12	57	34	1621	627	366	1010	687	296	1000	566	373	974
"VA"	2008	59208	51059	208	"FAIRFAX COUNTY"	"RESTON #1"	19	55	35	3177	1270	462	1755	1310	375	1728	1182	451	1687
"VA"	2008	59209	51059	209	"FAIRFAX COUNTY"	"RESTON #2"	19	55	35	3200	1343	539	1908	1426	442	1890	1261	556	1859
"VA"	2008	59222	51059	222	"FAIRFAX COUNTY"	"RESTON #3"	19	55	35	2289	1049	362	1428	1111	286	1413	984	380	1395
"VA"	2008	59528	51059	528	"FAIRFAX COUNTY"	"RIDGELEA"	12	56	37	1301	435	413	858	537	308	849	452	378	848
"VA"	2008	59123	51059	123	"FAIRFAX COUNTY"	"ROBINSON"	12	56	37	4488	1550	1242	2821	1824	925	2786	1455	1239	2758
"VA"	2008	59913	51059	913	"FAIRFAX COUNTY"	"ROCKY RUN"	11	89	40	4195	1314	1329	2663	1554	1058	2639	836	1681	2624
"VA"	2008	59410	51059	410	"FAIRFAX COUNTY"	"ROSE HILL"	19	63	42	4497	1517	1097	2639	1756	833	2613	1545	998	2597
"VA"	2008	59513	51059	513	"FAIRFAX COUNTY"	"SAINT ALBANS"	12	57	38	2433	874	571	1461	1005	421	1441	848	537	1413
"VA"	2008	59316	51059	316	"FAIRFAX COUNTY"	"SALONA"	11	53	35	2684	876	615	1505	1010	467	1496	615	844	1489
"VA"	2008	59838	51059	838	"FAIRFAX COUNTY"	"SANGSTER"	12	61	40	2530	694	815	1518	846	643	1504	654	806	1492
"VA"	2008	59626	51059	626	"FAIRFAX COUNTY"	"SARATOGA"	12	62	42	5150	2013	1303	3359	2250	1028	3318	1899	1322	3292
"VA"	2008	59329	51059	329	"FAIRFAX COUNTY"	"SENECA"	11	53	35	3499	1063	1103	2180	1234	914	2162	711	1391	2155
"VA"	2008	59610	51059	610	"FAIRFAX COUNTY"	"SHERWOOD"	19	64	39	3132	1125	624	1761	1235	486	1748	1153	550	1728
"VA"	2008	59323	51059	323	"FAIRFAX COUNTY"	"SHOUSE"	11	53	37	2281	783	659	1461	931	508	1450	544	863	1445
"VA"	2008	59712	51059	712	"FAIRFAX COUNTY"	"SHREVE"	19	74	38	1462	602	384	1002	669	320	997	587	375	982
"VA"	2008	59120	51059	120	"FAIRFAX COUNTY"	"SIDEBURN"	12	56	40	3360	1047	1167	2230	1303	889	2214	984	1166	2186
"VA"	2008	59125	51059	125	"FAIRFAX COUNTY"	"SIGNAL HILL"	12	61	37	3373	1081	948	2056	1302	715	2047	1049	922	2011
"VA"	2008	59839	51059	839	"FAIRFAX COUNTY"	"SILVERBROOK"	12	62	42	3553	1101	1145	2264	1326	914	2255	1094	1105	2237
"VA"	2008	59520	51059	520	"FAIRFAX COUNTY"	"SKYLINE"	19	66	34	3752	1614	469	2107	1637	415	2076	1555	453	2046
"VA"	2008	59512	51059	512	"FAIRFAX COUNTY"	"SLEEPY HOLLOW"	12	57	38	1448	536	391	940	612	293	926	491	403	916
"VA"	2008	59224	51059	224	"FAIRFAX COUNTY"	"SOUTH LAKES"	19	55	35	4763	1800	858	2681	1968	662	2661	1715	850	2629
"VA"	2008	59850	51059	850	"FAIRFAX COUNTY"	"SOUTH RUN"	12	62	40	1474	416	492	917	510	392	911	372	507	903
"VA"	2008		51059	331	"FAIRFAX COUNTY"	"SPRING HILL"	11	53	35	2394	620	631	1260	756	484	1247	392	819	1251
"VA"	2008	59719	51059	719	"FAIRFAX COUNTY"	"STENWOOD"	12	74	37	1042	383	289	683	444	230	680	360	292	670
"VA"	2008	59917	51059	917	"FAIRFAX COUNTY"	"STONE"	11	89	40	3790	1333	950	2318	1497	754	2291	990	1196	2279
"VA"	2008	59611	51059	611	"FAIRFAX COUNTY"	"STRATFORD"	12	64	39	3470	1016	951	1983	1235	720	1981	989	931	1961
"VA"	2008	59236	51059	236	"FAIRFAX COUNTY"	"STUART"	11	110	35	1362	560	341	910	611	277	898	395	464	888
"VA"	2008	59327	51059	327	"FAIRFAX COUNTY"	"SUGARLAND"	11	53	35	3189	1091	934	2045	1279	732	2037	793	1167	2023
"VA"	2008	59227	51059	227	"FAIRFAX COUNTY"	"SUNRISE VALLEY"	19	55	37	1843	660	502	1171	757	391	1157	647	480	1151
"VA"	2008	59130	51059	130	"FAIRFAX COUNTY"	"TERRA CENTRE"	12	61	40	2505	888	717	1620	1050	539	1604	826	727	1586
"VA"	2008	59225	51059	225	"FAIRFAX COUNTY"	"TERRASET"	19	55	35	4083	1691	665	2390	1801	510	2356	1624	640	2329
"VA"	2008	59720	51059	720	"FAIRFAX COUNTY"	"THOREAU"	12	74	37	1710	650	485	1146	747	391	1145	593	499	1121
"VA"	2008	59713	51059	713	"FAIRFAX COUNTY"	"TIMBER LANE"	19	74	38	3028	1278	670	1962	1384	509	1916	1266	582	1883
"VA"	2008	59731	51059	731	"FAIRFAX COUNTY"	"TYSONS"	19	53	35	3219	1022	616	1659	1060	548	1634	961	616	1611
"VA"	2008	59914	51059	914	"FAIRFAX COUNTY"	"VALE"	12	54	37	3336	967	1050	2034	1191	811	2023	914	1048	1997
"VA"	2008	59812	51059	812	"FAIRFAX COUNTY"	"VALLEY"	12	62	40	2874	1001	802	1824	1166	616	1809	926	802	1773
"VA"	2008	59422	51059	422	"FAIRFAX COUNTY"	"VAN DORN"	19	63	42	3918	1396	797	2218	1491	643	2162	1341	752	2139
"VA"	2008	59213	51059	213	"FAIRFAX COUNTY"	"VIENNA #1"	12	54	37	4067	1467	995	2494	1665	757	2450	1299	1052	2422
"VA"	2008	59214	51059	214	"FAIRFAX COUNTY"	"VIENNA #2"	12	54	37	3205	1134	879	2038	1333	666	2023	1036	907	1994
"VA"	2008	59216	51059	216	"FAIRFAX COUNTY"	"VIENNA #4"	12	54	37	1539	620	368	1006	693	282	996	563	377	974
"VA"	2008	59218	51059	218	"FAIRFAX COUNTY"	"VIENNA #6"	12	54	37	2171	877	490	1382	998	355	1361	801	501	1341
"VA"	2008	59121	51059	121	"FAIRFAX COUNTY"	"VILLA"	12	56	37	1975	705	604	1329	802	491	1309	649	606	1286
"VA"	2008	59420	51059	420	"FAIRFAX COUNTY"	"VILLAGES"	19	63	39	3929	1337	775	2138	1461	625	2112	1292	764	2086
"VA"	2008	59411	51059	411	"FAIRFAX COUNTY"	"VIRGINIA HILLS"	19	63	39	1307	499	313	824	550	252	814	508	277	803
"VA"	2008	59915	51059	915	"FAIRFAX COUNTY"	"VIRGINIA RUN"	11	60	40	2900	744	1102	1860	953	835	1805	463	1294	1801
"VA"	2008	59116	51059	116	"FAIRFAX COUNTY"	"WAKEFIELD"	12	58	38	2424	886	641	1542	1030	486	1531	849	632	1514
"VA"	2008	59714	51059	714	"FAIRFAX COUNTY"	"WALKER"	12	74	37	3607	1325	872	2230	1466	703	2202	1187	883	2145
"VA"	2008	59525	51059	525	"FAIRFAX COUNTY"	"WALNUT HILL #1"	19	74	38	805	282	263	549	344	179	526	295	214	517
"VA"	2008	59728	51059	728	"FAIRFAX COUNTY"	"WALNUT HILL #2"	19	74	38	819	351	232	587	391	177	581	347	212	570
"VA"	2008	59916	51059	916	"FAIRFAX COUNTY"	"WAPLES MILL"	12	89	37	4465	1335	1422	2786	1602	1134	2764	1236	1436	2741
"VA"	2008	59612	51059	612	"FAIRFAX COUNTY"	"WAYNEWOOD"	12	64	39	1395	464	471	941	581	343	933	449	465	929
"VA"	2008	59840	51059	840	"FAIRFAX COUNTY"	"WEST SPRINGFIELD"	12	62	42	3075	992	915	1920	1201	687	1902	934	914	1887
"VA"	2008	59219	51059	219	"FAIRFAX COUNTY"	"WESTBRIAR"	19	54	37	3748	1261	1004	2286	1471	768	2259	1225	958	2216
"VA"	2008	59613	51059	613	"FAIRFAX COUNTY"	"WESTGATE"	12	64	39	3348	851	1217	2090	1092	956	2069	835	1190	2062
"VA"	2008	59317	51059	317	"FAIRFAX COUNTY"	"WESTHAMPTON"	19	74	35	2350	814	515	1341	909	402	1331	782	501	1317
"VA"	2008	59515	51059	515	"FAIRFAX COUNTY"	"WESTLAWN"	19	57	38	1450	593	344	952	675	252	938	603	291	920
"VA"	2008	59318	51059	318	"FAIRFAX COUNTY"	"WESTMORELAND"	11	74	35	1435	545	330	883	610	254	873	430	427	870
"VA"	2008	59516	51059	516	"FAIRFAX COUNTY"	"WEYANOKE"	19	57	38	2385	1021	397	1434	1100	290	1411	1007	351	1376
"VA"	2008	59833	51059	833	"FAIRFAX COUNTY"	"WHITE OAKS"	12	61	40	3105	1159	824	2005	1318	630	1978	1110	800	1954
"VA"	2008	59614	51059	614	"FAIRFAX COUNTY"	"WHITMAN"	12	64	39	2122	557	698	1276	701	553	1266	546	667	1247
"VA"	2008	59524	51059	524	"FAIRFAX COUNTY"	"WHITTIER"	19	57	38	1906	714	423	1149	782	325	1127	715	364	1107
"VA"	2008	59851	51059	851	"FAIRFAX COUNTY"	"WILLOW SPRINGS"	12	60	40	4623	1465	1419	2897	1733	1103	2856	1391	1385	2832
"VA"	2008	59517	51059	517	"FAIRFAX COUNTY"	"WILLSTON"	19	57	34	2008	752	409	1171	819	278	1113	725	321	1069
"VA"	2008	59425	51059	425	"FAIRFAX COUNTY"	"WILTON"	19	63	33	2002	826	391	1228	900	306	1215	820	354	1199
"VA"	2008	59226	51059	226	"FAIRFAX COUNTY"	"WOLFTRAP"	19	54	37	3487	1195	1067	2288	1446	802	2274	1151	1045	2239
"VA"	2008	59717	51059	717	"FAIRFAX COUNTY"	"WOODBURN"	19	74	38	2102	801	454	1273	846	388	1262	779	437	1246
"VA"	2008	59627	51059	627	"FAIRFAX COUNTY"	"WOODLAWN"	19	64	39	4209	1833	642	2497	1941	496	2463	1841	541	2413
"VA"	2008	59615	51059	615	"FAIRFAX COUNTY"	"WOODLEY"	12	64	39	3001	1044	795	1856	1164	629	1819	942	790	1787
"VA"	2008	59117	51059	117	"FAIRFAX COUNTY"	"WOODSON"	12	56	37	2923	1116	773	1911	1284	566	1888	1059	754	1857
"VA"	2008	59815	51059	815	"FAIRFAX COUNTY"	"WOODYARD"	12	61	42	2509	641	882	1530	826	670	1515	641	849	1511
"VA"	2008	61202	51061	202	"FAUQUIER COUNTY"	"AIRLIE"	11	35	29	1757	515	723	1255	677	550	1240	312	900	1230
"VA"	2008	61203	51061	203	"FAUQUIER COUNTY"	"BALDWIN RIDGE"	4	50	29	2881	851	1160	2035	1091	903	2016	776	1137	1951
"VA"	2008	61303	51061	303	"FAUQUIER COUNTY"	"BEALETON"	10	112	29	3040	915	1044	1977	1086	846	1957	802	1053	1898
"VA"	2008	61503	51061	503	"FAUQUIER COUNTY"	"BROAD RUN"	11	35	29	2131	520	979	1514	761	724	1490	321	1135	1480
"VA"	2008	61103	51061	103	"FAUQUIER COUNTY"	"CASANOVA"	10	50	29	1285	427	469	903	538	350	891	412	445	867
"VA"	2008	61102	51061	102	"FAUQUIER COUNTY"	"CATLETT"	10	50	30	2776	663	1245	1932	921	949	1904	614	1206	1847
"VA"	2008	61201	51061	201	"FAUQUIER COUNTY"	"COURTHOUSE"	11	35	29	2871	883	854	1767	1089	634	1747	629	1060	1720
"VA"	2008	61101	51061	101	"FAUQUIER COUNTY"	"KETTLE RUN"	10	50	29	1756	466	782	1257	616	622	1247	419	777	1211
"VA"	2008	61402	51061	402	"FAUQUIER COUNTY"	"LEEDS"	11	35	29	2399	810	832	1661	1014	604	1640	523	1082	1626
"VA"	2008	61104	51061	104	"FAUQUIER COUNTY"	"LOIS"	10	112	30	1115	296	513	819	396	412	814	265	506	784
"VA"	2008	61401	51061	401	"FAUQUIER COUNTY"	"MARSHALL"	11	35	29	2598	818	1027	1870	1059	767	1848	519	1289	1824
"VA"	2008	61301	51061	301	"FAUQUIER COUNTY"	"MORRISVILLE"	10	112	30	1708	413	763	1189	593	568	1175	377	749	1143
"VA"	2008	61502	51061	502	"FAUQUIER COUNTY"	"NEW BALTIMORE"	11	50	29	4400	1134	1941	3115	1524	1540	3096	735	2285	3063
"VA"	2008	61105	51061	105	"FAUQUIER COUNTY"	"OPAL"	10	112	29	1261	324	580	909	447	443	896	320	547	871
"VA"	2008	61302	51061	302	"FAUQUIER COUNTY"	"REMINGTON"	10	112	29	2899	886	1112	2016	1086	883	1988	778	1105	1913
"VA"	2008	61501	51061	501	"FAUQUIER COUNTY"	"THE PLAINS"	11	35	29	2321	749	780	1546	955	556	1526	484	998	1505
"VA"	2008	61204	51061	204	"FAUQUIER COUNTY"	"WARRENTON"	11	35	29	2492	805	816	1633	998	607	1618	575	1003	1597
"VA"	2008	61403	51061	403	"FAUQUIER COUNTY"	"WATERLOO"	10	35	29	4269	1141	1718	2884	1525	1319	2867	1037	1693	2767
"VA"	2008	63401	51063	401	"FLOYD COUNTY"	"BURKS FORK"	20	114	22	1992	431	839	1301	751	492	1265	1010		1028
"VA"	2008	63301	51063	301	"FLOYD COUNTY"	"COURTHOUSE"	20	114	22	2033	576	739	1334	882	434	1327	1110		1129
"VA"	2008	63501	51063	501	"FLOYD COUNTY"	"INDIAN VALLEY"	20	114	22	1891	386	853	1262	660	552	1231	918		940
"VA"	2008	63201	51063	201	"FLOYD COUNTY"	"LITTLE RIVER"	20	114	22	2268	638	832	1502	954	495	1475	1205		1241
"VA"	2008	63101	51063	101	"FLOYD COUNTY"	"LOCUST GROVE"	20	114	22	1914	510	756	1284	823	437	1288	1078		1101
"VA"	2008	65201	51065	201	"FLUVANNA COUNTY"	"COLUMBIA"	16	80	16	2522	860	737	1615	1036	553	1600	903	682	1587
"VA"	2008	65401	51065	401	"FLUVANNA COUNTY"	"CUNNINGHAM"	16	79	16	2848	603	1198	1814	849	937	1802	717	1088	1807
"VA"	2008	65301	51065	301	"FLUVANNA COUNTY"	"FORK UNION"	16	80	16	2139	843	568	1427	962	396	1372	815	552	1369
"VA"	2008	65101	51065	101	"FLUVANNA COUNTY"	"PALMYRA"	16	79	16	1997	627	698	1330	805	496	1312	675	638	1313
"VA"	2008	65501	51065	501	"FLUVANNA COUNTY"	"RIVANNA"	16	79	16	3887	1157	1389	2581	1495	1048	2568	1282	1291	2574
"VA"	2008	65502	51065	502	"FLUVANNA COUNTY"	"RIVANNA 2"	16	79	16	3375	1201	1097	2324	1457	825	2303	1304	996	2303
"VA"	2008	67602	51067	602	"FRANKLIN COUNTY"	"BONBROOK"	16	114	20	1656	424	711	1160	705	433	1151	468	693	1161
"VA"	2008	67601	51067	601	"FRANKLIN COUNTY"	"BOONES MILL"	16	114	20	1911	469	867	1357	798	516	1330	484	858	1342
"VA"	2008	67503	51067	503	"FRANKLIN COUNTY"	"BOWMANS"	16	114	20	925	230	385	626	360	253	618	234	380	614
"VA"	2008	67102	51067	102	"FRANKLIN COUNTY"	"BURNT CHIMNEY"	16	114	20	3057	688	1379	2091	1164	867	2058	756	1320	2076
"VA"	2008	67502	51067	502	"FRANKLIN COUNTY"	"CALLAWAY"	16	114	20	1515	349	745	1114	613	473	1100	347	760	1108
"VA"	2008	67603	51067	603	"FRANKLIN COUNTY"	"COOPERS COVE"	16	114	20	1270	315	612	941	501	426	933	348	581	929
"VA"	2008	67304	51067	304	"FRANKLIN COUNTY"	"DICKINSON"	16	114	20	660	236	228	477	347	127	477	244	236	480
"VA"	2008	67204	51067	204	"FRANKLIN COUNTY"	"DUDLEY"	16	114	20	932	227	413	653	392	247	645	255	388	643
"VA"	2008	67403	51067	403	"FRANKLIN COUNTY"	"ENDICOTT"	16	114	20	976	241	434	682	390	272	668	229	445	674
"VA"	2008	67402	51067	402	"FRANKLIN COUNTY"	"FERRUM"	16	114	20	1195	328	477	816	470	263	739	263	489	752
"VA"	2008	67302	51067	302	"FRANKLIN COUNTY"	"FORK MOUNTAIN"	16	114	20	1069	267	446	726	482	229	720	245	487	732
"VA"	2008	67201	51067	201	"FRANKLIN COUNTY"	"GLADE HILL"	16	114	20	2174	566	866	1451	957	466	1434	545	904	1450
"VA"	2008	67504	51067	504	"FRANKLIN COUNTY"	"GOGGINSVILLE"	16	114	20	1176	299	569	883	513	339	869	281	602	884
"VA"	2008	67401	51067	401	"FRANKLIN COUNTY"	"HENRY"	16	114	20	1439	283	687	986	567	394	975	275	707	982
"VA"	2008	67203	51067	203	"FRANKLIN COUNTY"	"HODGESVILLE"	16	114	20	624	193	218	421	301	113	415	174	240	414
"VA"	2008	67202	51067	202	"FRANKLIN COUNTY"	"PENHOOK"	16	114	20	1548	357	689	1056	606	421	1041	381	666	1048
"VA"	2008	67701	51067	701	"FRANKLIN COUNTY"	"ROCKY MOUNT EAST"	16	114	20	1770	563	585	1163	801	330	1142	481	668	1150
"VA"	2008	67703	51067	703	"FRANKLIN COUNTY"	"ROCKY MOUNT SOUTH"	16	114	20	1158	417	407	834	569	230	807	381	438	819
"VA"	2008	67702	51067	702	"FRANKLIN COUNTY"	"ROCKY MOUNT WEST"	16	114	20	1479	512	497	1025	740	258	1005	444	574	1018
"VA"	2008	67103	51067	103	"FRANKLIN COUNTY"	"SCRUGGS"	16	114	20	3564	725	1724	2472	1229	1173	2431	863	1572	2435
"VA"	2008	67301	51067	301	"FRANKLIN COUNTY"	"SNOW CREEK"	16	114	20	1005	269	419	701	471	215	692	263	440	705
"VA"	2008	67303	51067	303	"FRANKLIN COUNTY"	"SONTAG"	16	114	20	1603	602	487	1101	786	278	1076	558	526	1086
"VA"	2008	67501	51067	501	"FRANKLIN COUNTY"	"WAIDSBORO"	16	114	20	957	232	416	660	433	212	657	224	435	660
"VA"	2008	69202	51069	202	"FREDERICK COUNTY"	"ALBIN"	11	47	29	3127	695	1282	2014	1052	923	1993	507	1462	1988
"VA"	2008	69602	51069	602	"FREDERICK COUNTY"	"ASH HOLLOW"	11	47	29	2375	697	773	1501	875	592	1490	492	957	1481
"VA"	2008	69503	51069	503	"FREDERICK COUNTY"	"CANTERBURG"	11	35	29	2559	633	998	1649	905	709	1635	473	1117	1623
"VA"	2008	69401	51069	401	"FREDERICK COUNTY"	"CARPERS VALLEY"	11	47	29	2416	647	951	1623	872	716	1606	449	1124	1600
"VA"	2008	69104	51069	104	"FREDERICK COUNTY"	"CEDAR CREEK"	11	35	29	1525	408	626	1046	591	434	1034	293	710	1020
"VA"	2008	69301	51069	301	"FREDERICK COUNTY"	"CLEAR BROOK"	11	47	29	1512	355	571	941	531	401	935	243	678	931
"VA"	2008	69201	51069	201	"FREDERICK COUNTY"	"GAINESBOROUGH"	11	47	29	1368	272	647	934	446	471	923	224	667	910
"VA"	2008	69102	51069	102	"FREDERICK COUNTY"	"GORE"	11	47	29	2471	591	1017	1642	853	744	1615	428	1152	1620
"VA"	2008	69603	51069	603	"FREDERICK COUNTY"	"GREENWOOD"	11	47	29	3042	979	1207	2221	1266	901	2192	688	1459	2191
"VA"	2008	69103	51069	103	"FREDERICK COUNTY"	"KERNSTOWN"	11	47	29	2136	486	972	1476	742	709	1465	302	1137	1462
