state	year	fips	county	precinct	ward	cd	ld_name	ld_code	sd	mcd	mcd_code	precinct_code	vtd	g2000_BALL_tv	g2000_USP_rv	g2000_USP_dv	g2000_USP_tv	g2000_USS_rv	g2000_USS_dv	g2000_USS_tv	g2000_USH_rv	g2000_USH_dv	g2000_USH_tv	g2000_STS_rv	g2000_STS_dv	g2000_STS_tv	g2000_STH_rv	g2000_STH_dv	g2000_STH_tv
"MN"	2000	60020	16	"GRAND PORTAGE PREC 1"	"0"	8	"06A"	11	6	"GRAND PORTAGE UNORG."	6	20	160020	125	27	74	128	24	83	131	15	103	124	21	101	122	0	109	109
"MN"	2000	30025	16	"HOVLAND PREC 2"	"0"	8	"06A"	11	6	"EAST COOK UNORG."	3	25	160025	201	88	60	206	83	83	225	69	94	192	87	98	185	0	118	118
"MN"	2000	160030	16	"CASCADE PIKE LAKE P-7"	"0"	8	"06A"	11	6	"LUTSEN TWP./UNORGANIZED"	16	30	160030	324	143	129	319	132	162	327	59	228	312	94	209	303	0	214	214
"MN"	2000	160035	16	"LUTSEN PREC 8"	"0"	8	"06A"	11	6	"LUTSEN TWP."	16	35	160035	293	134	115	294	129	139	297	96	161	285	123	159	282	0	207	207
"MN"	2000	160040	16	"MAPLE HILL PREC 4"	"0"	8	"06A"	11	6	"WEST COOK UNORG."	16	40	160040	596	318	212	598	294	246	595	160	373	574	183	371	554	0	407	407
"MN"	2000	80045	16	"SCHROEDER TWP. P-10"	"0"	8	"06A"	11	6	"SCHROEDER TOWNSHIP"	8	45	160045	95	43	43	92	38	49	90	23	61	89	33	54	87	0	57	57
"MN"	2000	90050	16	"TOFTE TWP. PREC 9"	"0"	8	"06A"	11	6	"TOFTE TOWNSHIP"	9	50	160050	114	43	58	115	35	66	119	31	71	111	44	67	111	0	87	87
"MN"	2000	50005	17	"AMBOY TWP."	"0"	2	"22B"	44	22	"AMBOY TOWNSHIP"	5	5	170005	92	61	27	92	56	34	90	57	31	91	36	55	91	68	23	91
"MN"	2000	100010	17	"AMO TWP."	"0"	2	"22B"	44	22	"AMO TOWNSHIP"	10	10	170010	70	43	21	71	37	30	71	39	29	70	24	46	70	55	15	70
"MN"	2000	150015	17	"ANN TWP."	"0"	2	"22A"	43	22	"ANN TOWNSHIP"	15	15	170015	122	63	53	122	55	60	124	46	69	123	44	77	121	60	62	122
"MN"	2000	200020	17	"BINGHAM LAKE"	"0"	2	"22B"	44	22	"BINGHAM LAKE CITY"	20	20	170020	80	34	40	82	22	45	80	36	40	77	21	57	78	45	31	76
"MN"	2000	250025	17	"CARSON TWP."	"0"	2	"22B"	44	22	"CARSON TOWNSHIP"	25	25	170025	175	123	36	178	119	46	175	103	63	170	77	93	170	150	22	172
"MN"	2000	300030	17	"COMFREY"	"0"	2	"22B"	44	22	"COMFREY CITY"	30	30	170030	7	1	5	7	2	4	7	0	7	7	2	5	7	5	2	7
"MN"	2000	350035	17	"DALE TWP."	"0"	2	"22B"	44	22	"DALE TOWNSHIP"	35	35	170035	98	54	37	100	45	50	98	43	55	98	31	66	97	71	26	97
"MN"	2000	400040	17	"DELTON TWP."	"0"	2	"22B"	44	22	"DELTON TOWNSHIP"	40	40	170040	64	37	20	66	37	23	63	36	24	63	23	39	62	52	10	62
"MN"	2000	450045	17	"GERMANTOWN TWP."	"0"	2	"22B"	44	22	"GERMANTOWN TOWNSHIP"	45	45	170045	118	90	25	118	73	36	117	81	33	119	61	55	116	98	18	116
"MN"	2000	500050	17	"GREAT BEND TWP."	"0"	2	"22B"	44	22	"GREAT BEND TOWNSHIP"	50	50	170050	196	95	88	199	81	98	197	85	96	198	65	130	195	120	70	190
"MN"	2000	550055	17	"HIGHWATER TWP."	"0"	2	"22B"	44	22	"HIGHWATER TOWNSHIP"	55	55	170055	105	61	34	105	55	42	107	53	50	105	33	68	101	73	29	102
"MN"	2000	600060	17	"JEFFERS"	"0"	2	"22B"	44	22	"JEFFERS CITY"	60	60	170060	191	77	98	193	79	95	192	72	108	187	57	128	185	129	57	186
"MN"	2000	650065	17	"LAKESIDE TWP."	"0"	2	"22B"	44	22	"LAKESIDE TOWNSHIP"	65	65	170065	173	103	62	173	91	70	172	82	87	170	59	104	163	131	38	169
"MN"	2000	700070	17	"MIDWAY TWP."	"0"	2	"22B"	44	22	"MIDWAY TOWNSHIP"	70	70	170070	170	106	52	171	104	61	169	101	63	170	78	87	165	143	25	168
"MN"	2000	740075	17	"MOUNTAIN LAKE P-1"	"1"	2	"22B"	44	22	"MOUNTAIN LAKE CITY"	74	75	170075	576	389	148	559	357	183	565	347	195	555	278	260	538	450	98	548
"MN"	2000	740080	17	"MOUNTAIN LAKE P-2"	"2"	2	"22B"	44	22	"MOUNTAIN LAKE CITY"	74	80	170080	397	254	114	398	233	135	393	215	147	373	182	184	366	295	83	378
"MN"	2000	750085	17	"MOUNTAIN LAKE TWP."	"0"	2	"22B"	44	22	"MOUNTAIN LAKE TOWNSHIP"	75	85	170085	144	106	32	144	97	39	143	95	48	145	75	62	137	117	23	140
"MN"	2000	850090	17	"ROSEHILL TWP."	"0"	2	"22A"	43	22	"ROSE HILL TOWNSHIP"	85	90	170090	88	44	38	89	42	42	89	41	45	87	30	57	87	37	49	86
"MN"	2000	900095	17	"SELMA TWP."	"0"	2	"22B"	44	22	"SELMA TOWNSHIP"	90	95	170095	117	72	36	118	61	48	117	62	53	116	42	72	114	95	18	113
"MN"	2000	950100	17	"SOUTHBROOK TWP."	"0"	2	"22A"	43	22	"SOUTHBROOK TOWNSHIP"	95	100	170100	58	35	21	58	32	19	58	28	27	57	16	41	57	25	30	55
"MN"	2000	1000105	17	"SPRINGFIELD TWP."	"0"	2	"22B"	44	22	"SPRINGFIELD TOWNSHIP"	100	105	170105	76	33	37	78	28	42	78	32	42	75	25	51	76	46	30	76
"MN"	2000	1040110	17	"STORDEN"	"0"	2	"22B"	44	22	"STORDEN CITY"	104	110	170110	136	69	54	134	71	59	131	66	61	133	40	90	130	97	31	128
"MN"	2000	1050115	17	"STORDEN TWP."	"0"	2	"22B"	44	22	"STORDEN TOWNSHIP"	105	115	170115	107	66	32	108	68	35	109	54	50	108	48	59	107	85	20	105
"MN"	2000	1140120	17	"WESTBROOK"	"0"	2	"22A"	43	22	"WESTBROOK CITY"	114	120	170120	420	209	190	422	185	197	419	182	218	415	128	283	411	158	253	411
"MN"	2000	1150125	17	"WESTBROOK TWP."	"0"	2	"22A"	43	22	"WESTBROOK TOWNSHIP"	115	125	170125	140	71	63	141	76	60	140	72	64	138	52	87	139	62	75	137
"MN"	2000	1250130	17	"WINDOM W-1 P-1"	"A1"	2	"22B"	44	22	"WINDOM CITY"	125	130	170130	602	292	275	599	262	300	598	258	310	594	185	402	587	418	170	588
"MN"	2000	1250135	17	"WINDOM W-1 P-2"	"A2"	2	"22B"	44	22	"WINDOM CITY"	125	135	170135	693	342	321	689	298	357	692	299	377	689	211	474	685	493	186	679
"MN"	2000	1250140	17	"WINDOM W-2 P-1"	"B1"	2	"22B"	44	22	"WINDOM CITY"	125	140	170140	263	101	135	256	91	148	266	91	149	258	61	194	255	154	101	255
"MN"	2000	1250145	17	"WINDOM W-2 P-2"	"B2"	2	"22B"	44	22	"WINDOM CITY"	125	145	170145	799	338	409	801	292	449	812	315	451	798	219	569	788	495	295	790
"MN"	2000	50005	18	"BAXTER P1"	"0"	8	"12B"	24	12	"BAXTER CITY"	5	5	180005	1713	981	638	1717	846	773	1722	578	1010	1655	892	784	1676	1064	600	1664
"MN"	2000	50006	18	"BAXTER P2"	"0"	8	"12B"	24	12	"BAXTER CITY"	5	6	180006	1319	780	466	1325	677	551	1324	451	774	1288	648	654	1302	876	404	1280
"MN"	2000	100010	18	"BAY LAKE TWP"	"0"	8	"12B"	24	12	"BAY LAKE TOWNSHIP"	10	10	180010	596	337	223	599	295	264	598	204	335	583	292	292	584	328	248	576
"MN"	2000	150015	18	"BRAINERD W-1 P-1"	"1"	8	"12A"	23	12	"BRAINERD CITY"	15	15	180015	562	265	235	572	234	288	578	154	353	545	245	304	549	274	268	542
"MN"	2000	150016	18	"BRAINERD W-1 P-2"	"1"	8	"12A"	23	12	"BRAINERD CITY"	15	16	180016	1034	559	432	1035	466	528	1031	360	595	999	499	518	1017	550	460	1010
"MN"	2000	150020	18	"BRAINERD W-2 P-1"	"2"	8	"12A"	23	12	"BRAINERD CITY"	15	20	180020	581	285	250	588	246	293	588	177	364	566	257	317	574	312	258	570
"MN"	2000	150025	18	"BRAINERD W-2 P-2"	"2"	8	"12A"	23	12	"BRAINERD CITY"	15	25	180025	601	291	247	601	250	292	609	167	367	580	277	313	590	308	280	588
"MN"	2000	150035	18	"BRAINERD W-3 P-1"	"3"	8	"12A"	23	12	"BRAINERD CITY"	15	35	180035	600	254	300	607	207	335	601	129	406	572	256	330	586	295	285	580
"MN"	2000	150040	18	"BRAINERD W-3 P-2"	"3"	8	"12A"	23	12	"BRAINERD CITY"	15	40	180040	627	315	269	640	261	310	634	176	396	613	295	326	621	340	270	610
"MN"	2000	150045	18	"BRAINERD W-4 P-1"	"4"	8	"12A"	23	12	"BRAINERD CITY"	15	45	180045	701	288	330	718	264	357	720	153	472	682	264	421	685	319	364	683
"MN"	2000	150050	18	"BRAINERD W-4 P-2"	"0"	8	"12A"	23	12	"BRAINERD CITY"	15	50	180050	613	261	303	614	213	348	619	152	391	588	256	340	596	297	295	592
"MN"	2000	170055	18	"BREEZY POINT CITY"	"0"	8	"12A"	23	12	"BREEZY POINT CITY"	17	55	180055	659	363	241	668	340	260	663	251	337	633	359	280	639	365	278	643
"MN"	2000	200060	18	"CENTER TWP"	"0"	8	"12A"	23	12	"CENTER TOWNSHIP"	20	60	180060	438	265	151	440	221	184	439	168	227	424	236	194	430	263	167	430
"MN"	2000	250065	18	"CROSBY PREC 1"	"0"	8	"12A"	23	12	"CROSBY CITY"	25	65	180065	579	211	314	581	193	338	584	119	398	552	203	355	558	260	304	564
"MN"	2000	250070	18	"CROSBY PREC 2"	"0"	8	"12A"	23	12	"CROSBY CITY"	25	70	180070	426	168	216	433	152	245	436	81	302	420	155	264	419	197	221	418
"MN"	2000	300075	18	"CROSSLAKE CITY"	"0"	8	"12A"	23	12	"CROSSLAKE CITY"	30	75	180075	1334	749	521	1338	686	583	1339	567	667	1304	741	570	1311	759	552	1311
"MN"	2000	350080	18	"CROW WING TWP"	"0"	8	"12B"	24	12	"CROW WING TOWNSHIP"	35	80	180080	594	345	201	602	310	244	596	200	328	565	333	258	591	370	194	564
"MN"	2000	400085	18	"CUYUNA CITY"	"0"	8	"12A"	23	12	"CUYUNA CITY"	40	85	180085	125	71	50	128	60	63	125	34	84	122	52	72	124	73	52	125
"MN"	2000	450090	18	"DAGGETT BROOK TWP"	"0"	8	"12B"	24	12	"DAGGETT BROOK TOWNSHIP"	45	90	180090	210	136	51	217	119	74	209	55	127	196	127	81	208	131	66	197
"MN"	2000	2280095	18	"DAVENPORT PREC"	"0"	8	"12A"	23	12	"WEST CROW WING UNORG."	228	95	180095	1335	752	499	1349	665	583	1349	482	750	1307	702	612	1314	777	532	1309
"MN"	2000	500100	18	"DEAN LAKE PREC"	"0"	8	"12A"	23	12	"DEAN LAKE UNORG."	50	100	180100	51	27	21	51	25	23	52	16	30	49	21	27	48	33	15	48
"MN"	2000	540105	18	"DEERWOOD CITY"	"0"	8	"12B"	24	12	"DEERWOOD CITY"	54	105	180105	310	158	127	311	129	157	311	86	200	301	141	160	301	179	119	298
"MN"	2000	550110	18	"DEERWOOD TWP"	"0"	8	"12B"	24	12	"DEERWOOD TOWNSHIP"	55	110	180110	770	395	308	779	361	355	769	248	453	751	376	374	750	431	310	741
"MN"	2000	650115	18	"EMILY CITY"	"0"	8	"12A"	23	12	"EMILY CITY"	65	115	180115	504	298	185	505	254	218	506	170	279	481	252	238	490	264	233	497
"MN"	2000	700120	18	"FAIRFIELD TWP"	"0"	8	"12A"	23	12	"FAIRFIELD TOWNSHIP"	70	120	180120	179	85	80	180	71	91	175	34	123	172	70	102	172	81	95	176
"MN"	2000	750125	18	"FIFTY LAKES CITY"	"0"	8	"12A"	23	12	"FIFTY LAKES CITY"	75	125	180125	267	128	126	270	125	128	265	97	150	260	124	139	263	129	134	263
"MN"	2000	790130	18	"FORT RIPLEY CITY"	"0"	8	"12B"	24	12	"FORT RIPLEY CITY"	79	130	180130	38	25	5	39	20	16	38	14	22	38	28	10	38	21	16	37
"MN"	2000	800135	18	"FORT RIPLEY TWP"	"0"	8	"12B"	24	12	"FORT RIPLEY TOWNSHIP"	80	135	180135	349	189	133	355	168	158	347	101	203	332	222	125	347	229	110	339
"MN"	2000	900140	18	"GAIL LAKE TWP"	"0"	8	"12A"	23	12	"GAIL LAKE TOWNSHIP"	90	140	180140	45	33	10	44	28	15	45	18	19	45	27	17	44	25	18	43
"MN"	2000	940145	18	"GARRISON CITY"	"0"	8	"12B"	24	12	"GARRISON CITY"	94	145	180145	99	37	56	101	27	65	98	22	64	98	30	62	92	73	22	95
"MN"	2000	950150	18	"GARRISON TWP"	"0"	8	"12B"	24	12	"GARRISON TOWNSHIP"	95	150	180150	423	192	192	432	163	230	426	118	272	417	175	240	415	261	145	406
"MN"	2000	1050155	18	"IDEAL TWP"	"0"	8	"12A"	23	12	"IDEAL TOWNSHIP"	105	155	180155	667	410	224	669	372	247	670	285	334	646	380	266	646	376	275	651
"MN"	2000	1100160	18	"IRONDALE TWP."	"0"	8	"12A"	23	12	"IRONDALE TOWNSHIP"	110	160	180160	584	308	226	594	269	271	580	174	345	552	267	303	570	324	248	572
"MN"	2000	1120165	18	"RIVERTON CITY"	"0"	8	"12A"	23	12	"RIVERTON CITY"	112	165	180165	44	27	15	42	20	21	44	13	27	41	18	26	44	22	21	43
"MN"	2000	1150170	18	"IRONTON CITY"	"0"	8	"12A"	23	12	"IRONTON CITY"	115	170	180170	259	100	133	264	89	140	260	49	179	249	89	164	253	113	139	252
"MN"	2000	1190175	18	"JENKINS CITY"	"0"	8	"12A"	23	12	"JENKINS CITY"	119	175	180175	127	84	29	128	71	34	133	43	56	121	78	44	122	86	39	125
"MN"	2000	1200180	18	"JENKINS TWP"	"0"	8	"12A"	23	12	"JENKINS TOWNSHIP"	120	180	180180	257	162	89	258	142	101	258	106	126	244	144	104	248	155	94	249
"MN"	2000	2280185	18	"KENNEDY PREC"	"0"	8	"12A"	23	12	"WEST CROW WING UNORG."	228	185	180185	1396	837	498	1405	738	590	1406	457	827	1362	701	665	1366	821	554	1375
"MN"	2000	1250190	18	"LAKE EDWARD TWP"	"0"	8	"12A"	23	12	"LAKE EDWARD TOWNSHIP"	125	190	180190	1052	579	394	1068	519	453	1059	362	594	1026	539	493	1032	596	437	1033
"MN"	2000	1300195	18	"LITTLE PINE TWP"	"0"	8	"12A"	23	12	"LITTLE PINE TOWNSHIP"	130	195	180195	39	25	9	41	22	15	39	9	25	37	24	14	38	19	19	38
"MN"	2000	1350200	18	"LONG LAKE TWP"	"0"	8	"12B"	24	12	"LONG LAKE TOWNSHIP"	135	200	180200	571	285	227	586	249	268	571	143	371	549	298	266	564	399	149	548
"MN"	2000	1400205	18	"MANHATTAN BEACH CITY"	"0"	8	"12A"	23	12	"MANHATTAN BEACH CITY"	140	205	180205	52	36	13	51	36	13	50	22	26	50	29	21	50	35	15	50
"MN"	2000	1450210	18	"MAPLE GROVE TWP"	"0"	8	"12B"	24	12	"MAPLE GROVE TOWNSHIP"	145	210	180210	336	190	131	341	169	148	332	100	200	329	198	131	329	193	134	327
"MN"	2000	1500215	18	"MISSION TWP"	"0"	8	"12A"	23	12	"MISSION TOWNSHIP"	150	215	180215	448	219	196	454	196	225	453	126	292	443	201	241	442	212	232	444
"MN"	2000	1550220	18	"NISSWA CITY"	"0"	8	"12A"	23	12	"NISSWA CITY"	155	220	180220	1101	630	396	1103	555	468	1101	430	563	1065	608	464	1072	645	428	1073
"MN"	2000	1600225	18	"NOKAY LAKE TWP"	"0"	8	"12B"	24	12	"NOKAY LAKE TOWNSHIP"	160	225	180225	374	194	160	378	170	189	378	98	246	368	191	178	369	237	129	366
"MN"	2000	1650230	18	"OAK LAWN TWP"	"0"	8	"12A"	23	12	"OAK LAWN TOWNSHIP"	165	230	180230	794	400	321	814	356	381	798	216	504	773	413	372	785	447	330	777
"MN"	2000	1760235	18	"PELICAN TWP"	"0"	8	"12A"	23	12	"PELICAN TOWNSHIP"	176	235	180235	244	137	93	247	133	102	244	100	132	240	133	108	241	134	108	242
"MN"	2000	1780240	18	"PEQUOT LAKES CITY"	"0"	8	"12A"	23	12	"PEQUOT LAKES CITY"	178	240	180240	474	234	203	480	205	228	481	158	259	453	213	242	455	220	232	452
"MN"	2000	1800245	18	"PERRY LAKE TWP"	"0"	8	"12A"	23	12	"PERRY LAKE TOWNSHIP"	180	245	180245	121	59	52	124	45	58	123	31	74	116	52	62	114	72	45	117
"MN"	2000	1850250	18	"PLATTE LAKE TWP"	"0"	8	"12B"	24	12	"PLATTE LAKE TOWNSHIP"	185	250	180250	119	71	39	117	64	47	121	29	75	114	79	40	119	82	32	114
"MN"	2000	1900255	18	"RABBIT LAKE TWP"	"0"	8	"12A"	23	12	"RABBIT LAKE TOWNSHIP"	190	255	180255	199	109	79	203	85	102	201	41	143	196	78	119	197	108	90	198
"MN"	2000	1950260	18	"ROOSEVELT TWP"	"0"	8	"12B"	24	12	"ROOSEVELT TOWNSHIP"	195	260	180260	267	120	125	272	111	135	273	67	176	258	105	154	259	184	73	257
"MN"	2000	2000265	18	"ROSS LAKE TWP"	"0"	8	"12A"	23	12	"ROSS LAKE TOWNSHIP"	200	265	180265	96	47	35	98	43	43	99	33	56	95	47	46	93	51	44	95
"MN"	2000	2100270	18	"SIBLEY TWP"	"0"	8	"12A"	23	12	"SIBLEY TOWNSHIP"	210	270	180270	456	226	190	464	205	225	463	159	267	449	221	232	453	223	230	453
"MN"	2000	2050275	18	"ST MATHIAS TWP"	"0"	8	"12B"	24	12	"ST. MATHIAS TOWNSHIP"	205	275	180275	232	143	66	246	123	93	228	77	124	215	158	69	227	149	70	219
"MN"	2000	2150280	18	"TIMOTHY TWP"	"0"	8	"12A"	23	12	"TIMOTHY TOWNSHIP"	215	280	180280	84	44	29	86	40	33	85	27	43	80	39	39	78	39	42	81
"MN"	2000	2200285	18	"TROMMALD CITY"	"0"	8	"12A"	23	12	"TROMMALD CITY"	220	285	180285	40	14	23	40	9	24	41	5	30	39	11	28	39	14	25	39
"MN"	2000	2300290	18	"WOLFORD TWP"	"0"	8	"12A"	23	12	"WOLFORD TOWNSHIP"	230	290	180290	196	102	80	200	87	99	199	57	125	191	85	110	195	98	94	192
"MN"	2000	20005	19	"APPLE VALLEY P- 1"	"0"	6	"36A"	71	36	"APPLE VALLEY CITY"	2	5	190005	1634	782	748	1652	755	710	1651	805	759	1632	976	559	1535	956	570	1526
"MN"	2000	20010	19	"APPLE VALLEY P- 2"	"0"	6	"36A"	71	36	"APPLE VALLEY CITY"	2	10	190010	1671	782	804	1679	773	742	1680	797	788	1631	919	628	1547	928	607	1535
"MN"	2000	20015	19	"APPLE VALLEY P- 3"	"0"	6	"36A"	71	36	"APPLE VALLEY CITY"	2	15	190015	1550	768	698	1555	717	676	1560	763	714	1545	905	560	1465	915	551	1466
"MN"	2000	20020	19	"APPLE VALLEY P- 4"	"0"	6	"36A"	71	36	"APPLE VALLEY CITY"	2	20	190020	1807	823	881	1819	773	853	1826	833	873	1804	959	704	1663	971	710	1681
"MN"	2000	20025	19	"APPLE VALLEY P- 5"	"0"	6	"36A"	71	36	"APPLE VALLEY CITY"	2	25	190025	3029	1698	1178	3047	1577	1197	3055	1682	1210	2988	1941	913	2854	1887	958	2845
"MN"	2000	20030	19	"APPLE VALLEY P- 6"	"0"	6	"36A"	71	36	"APPLE VALLEY CITY"	2	30	190030	1731	863	767	1733	803	751	1733	861	762	1693	980	589	1569	996	567	1563
"MN"	2000	20035	19	"APPLE VALLEY P- 7"	"0"	6	"38B"	76	38	"APPLE VALLEY CITY"	2	35	190035	1322	640	602	1326	641	554	1337	642	607	1305	624	616	1240	739	456	1195
"MN"	2000	20040	19	"APPLE VALLEY P- 8"	"0"	6	"36A"	71	36	"APPLE VALLEY CITY"	2	40	190040	2167	1083	981	2173	971	971	2172	1031	1019	2138	1192	785	1977	1171	802	1973
"MN"	2000	20045	19	"APPLE VALLEY P- 9"	"0"	6	"36A"	71	36	"APPLE VALLEY CITY"	2	45	190045	1669	802	791	1680	759	767	1679	787	821	1662	911	645	1556	935	619	1554
"MN"	2000	20050	19	"APPLE VALLEY P-10"	"0"	6	"38B"	76	38	"APPLE VALLEY CITY"	2	50	190050	1132	602	486	1137	583	434	1137	629	452	1121	626	457	1083	710	325	1035
"MN"	2000	20055	19	"APPLE VALLEY P-11"	"0"	6	"36A"	71	36	"APPLE VALLEY CITY"	2	55	190055	2072	1091	878	2095	1074	804	2085	1109	869	2054	1265	685	1950	1228	680	1908
"MN"	2000	20056	19	"APPLE VALLEY P-12"	"0"	6	"36A"	71	36	"APPLE VALLEY"	2	56	190056	1192	623	526	1197	596	493	1189	627	518	1165	684	425	1109	714	402	1116
"MN"	2000	20057	19	"APPLE VALLEY P-13"	"0"	6	"36A"	71	36	"APPLE VALLEY CITY"	2	57	190057	2260	1067	1093	2275	1038	1035	2273	1099	1069	2244	1211	910	2121	1234	864	2098
"MN"	2000	20058	19	"APPLE VALLEY P-14"	"0"	6	"36A"	71	36	"APPLE VALLEY CITY"	2	58	190058	1549	763	722	1563	699	683	1547	714	729	1511	777	626	1403	798	587	1385
"MN"	2000	60060	19	"BURNSVILLE P- 1"	"0"	3	"38A"	75	38	"BURNSVILLE CITY"	6	60	190060	2718	1352	1241	2721	1262	1214	2728	1763	772	2675	1352	1222	2574	1470	1007	2477
"MN"	2000	60065	19	"BURNSVILLE P-2"	"0"	3	"41B"	82	41	"BURNSVILLE CITY"	6	65	190065	1508	688	733	1513	639	714	1523	908	488	1500	704	702	1406	788	579	1367
"MN"	2000	60070	19	"BURNSVILLE P- 3"	"0"	3	"41B"	82	41	"BURNSVILLE CITY"	6	70	190070	2170	1096	973	2173	1041	947	2181	1396	640	2122	1051	958	2009	1205	767	1972
"MN"	2000	60075	19	"BURNSVILLE P- 4"	"0"	3	"41B"	82	41	"BURNSVILLE CITY"	6	75	190075	1600	725	759	1619	655	757	1619	942	549	1583	737	751	1488	810	645	1455
"MN"	2000	60080	19	"BURNSVILLE P- 5"	"0"	3	"36B"	72	36	"BURNSVILLE CITY"	6	80	190080	2940	1374	1423	2946	1260	1424	2963	1796	945	2917	1648	1085	2733	2101	0	2101
"MN"	2000	60085	19	"BURNSVILLE P- 6"	"0"	3	"38B"	76	38	"BURNSVILLE CITY"	6	85	190085	997	501	443	998	469	456	1000	678	267	981	511	436	947	574	342	916
"MN"	2000	60090	19	"BURNSVILLE P- 7"	"0"	3	"41B"	82	41	"BURNSVILLE CITY"	6	90	190090	1600	808	706	1606	766	692	1621	1037	470	1597	809	671	1480	936	530	1466
"MN"	2000	60095	19	"BURNSVILLE P- 8"	"0"	3	"36B"	72	36	"BURNSVILLE CITY"	6	95	190095	2798	1437	1235	2807	1323	1230	2823	1899	753	2778	1731	895	2626	2068	0	2068
"MN"	2000	60100	19	"BURNSVILLE P- 9A"	"0"	3	"36B"	72	36	"BURNSVILLE CITY"	6	100	190100	1398	619	692	1409	575	664	1397	784	497	1355	713	560	1273	984	0	984
"MN"	2000	60102	19	"BURNSVILLE P-9B"	"0"	3	"36B"	72	36	"BURNSVILLE CITY"	6	102	190102	1871	942	823	1877	866	829	1880	1165	559	1808	1068	653	1721	1330	0	1330
"MN"	2000	60105	19	"BURNSVILLE P-10"	"0"	3	"36B"	72	36	"BURNSVILLE CITY"	6	105	190105	2611	1290	1201	2623	1244	1158	2633	1692	736	2566	1522	898	2420	1882	0	1882
"MN"	2000	60106	19	"BURNSVILLE P-12"	"0"	3	"36B"	72	36	"BURNSVILLE CITY"	6	106	190106	2210	1048	1043	2218	1003	993	2227	1302	713	2139	1173	837	2010	1547	0	1547
"MN"	2000	60107	19	"BURNSVILLE P-13"	"0"	3	"36B"	72	36	"BURNSVILLE CITY"	6	107	190107	2740	1482	1153	2752	1409	1095	2737	1911	668	2669	1844	732	2576	2028	0	2028
"MN"	2000	60108	19	"BURNSVILLE P-11"	"0"	3	"36B"	72	36	"BURNSVILLE CITY"	6	108	190108	2311	1128	1044	2331	1095	1004	2333	1462	672	2276	1332	813	2145	1673	0	1673
"MN"	2000	100110	19	"CASTLE ROCK TWP."	"0"	1	"37A"	73	37	"CASTLE ROCK TOWNSHIP"	10	110	190110	819	471	297	827	449	306	823	464	306	806	602	193	795	570	203	773
"MN"	2000	150115	19	"COATES"	"0"	6	"37A"	73	37	"COATES CITY"	15	115	190115	79	34	38	81	36	27	78	24	44	80	36	37	73	54	21	75
"MN"	2000	200120	19	"DOUGLAS TWP."	"0"	1	"37A"	73	37	"DOUGLAS TOWNSHIP"	20	120	190120	404	241	135	407	232	136	404	242	142	396	261	128	389	298	84	382
"MN"	2000	250125	19	"EAGAN P- 1"	"0"	6	"38A"	75	38	"EAGAN CITY"	25	125	190125	1343	612	661	1349	586	631	1348	637	631	1332	645	643	1288	654	560	1214
"MN"	2000	250130	19	"EAGAN P- 2"	"0"	6	"38A"	75	38	"EAGAN CITY"	25	130	190130	895	312	507	902	320	452	917	317	508	871	314	516	830	356	420	776
"MN"	2000	250135	19	"EAGAN P- 3"	"0"	6	"38A"	75	38	"EAGAN CITY"	25	135	190135	1291	608	611	1304	562	587	1299	584	641	1277	590	641	1231	639	534	1173
"MN"	2000	250140	19	"EAGAN P- 4"	"0"	6	"38A"	75	38	"EAGAN CITY"	25	140	190140	1173	488	610	1181	485	563	1190	494	614	1156	497	617	1114	529	516	1045
"MN"	2000	250145	19	"EAGAN P- 5"	"0"	6	"38A"	75	38	"EAGAN CITY"	25	145	190145	1536	647	795	1546	593	771	1552	632	814	1522	625	848	1473	693	706	1399
"MN"	2000	250150	19	"EAGAN P- 6"	"0"	6	"38A"	75	38	"EAGAN CITY"	25	150	190150	1526	663	784	1539	644	730	1529	666	780	1502	655	808	1463	740	649	1389
"MN"	2000	250155	19	"EAGAN P- 7"	"0"	6	"38A"	75	38	"EAGAN CITY"	25	155	190155	2044	973	954	2058	918	883	2047	974	969	2021	1031	919	1950	1110	738	1848
"MN"	2000	250160	19	"EAGAN P- 8"	"0"	6	"38A"	75	38	"EAGAN CITY"	25	160	190160	1480	659	743	1488	601	726	1498	635	771	1466	645	764	1409	709	635	1344
"MN"	2000	250165	19	"EAGAN P- 9"	"0"	6	"38B"	76	38	"EAGAN CITY"	25	165	190165	2312	1067	1134	2317	1013	1070	2335	1052	1131	2279	1041	1156	2197	1326	756	2082
"MN"	2000	250170	19	"EAGAN P-10"	"0"	6	"38A"	75	38	"EAGAN CITY"	25	170	190170	1838	898	866	1841	815	861	1830	869	877	1814	863	886	1749	997	659	1656
"MN"	2000	250175	19	"EAGAN P-11"	"0"	6	"38B"	76	38	"EAGAN CITY"	25	175	190175	2629	1368	1160	2643	1294	1081	2638	1331	1167	2564	1336	1171	2507	1682	704	2386
"MN"	2000	250180	19	"EAGAN P-12"	"0"	6	"38B"	76	38	"EAGAN CITY"	25	180	190180	1530	749	702	1541	716	657	1534	767	677	1510	732	702	1434	879	484	1363
"MN"	2000	250185	19	"EAGAN P-13"	"0"	6	"38B"	76	38	"EAGAN CITY"	25	185	190185	1025	412	558	1031	408	533	1033	420	552	1024	419	563	982	516	412	928
"MN"	2000	250190	19	"EAGAN P-14"	"0"	6	"38B"	76	38	"EAGAN CITY"	25	190	190190	1946	908	937	1953	861	904	1949	878	964	1934	838	993	1831	1031	704	1735
