state	year	county	precinct	cd	cd2	g2004_USP_dv	g2004_USP_rv	g2004_USP_tv	g2004_USS_dv	g2004_USS_rv	g2004_USS_tv	g2004_USH_dv	g2004_USH_rv	g2004_USH_tv	g2004_USH_dv2	g2004_USH_rv2	g2004_USH_tv2
"AL"	2004	"MORGAN"	"AMERICAN LEGION - HARTSELLE .2"	5		322	914	1248	259	966	1226	828	395	1226			
"AL"	2004	"MORGAN"	"AQUADOME REC CENTER"	5		351	334	694	310	370	681	516	166	682			
"AL"	2004	"MORGAN"	"AUSTINVILLE ELEM .1"	5		237	467	710	198	489	687	494	194	689			
"AL"	2004	"MORGAN"	"AUSTINVILLE ELEM .2"	5		479	807	1292	368	886	1255	898	363	1261			
"AL"	2004	"MORGAN"	"BENJAMIN DAVIS ELEM 1"	5		507	69	578	477	92	570	533	40	574			
"AL"	2004	"MORGAN"	"BENJAMIN DAVIS ELEM 2"	5		540	61	603	523	66	589	562	29	592			
"AL"	2004	"MORGAN"	"BREWER HIGH SCHOOL"	4		76	104	183	63	119	182	70	110	180			
"AL"	2004	"MORGAN"	"CASHIN HOMES COMMUNITY CENTER"	5		273	23	297	253	36	289	275	13	288			
"AL"	2004	"MORGAN"	"CEDAR RIDGE MIDDLE SCH"	5		304	1205	1514	214	1269	1484	999	483	1482			
"AL"	2004	"MORGAN"	"CENTER SPRINGS METHODIST"	4		139	303	456	109	330	439	120	315	436			
"AL"	2004	"MORGAN"	"CHESTNUT GROVE ELEMENTARY"	5		238	962	1205	153	1031	1185	822	356	1178			
"AL"	2004	"MORGAN"	"DANVILLE VOL FIRE"	4		114	321	439	80	346	426	103	319	422			
"AL"	2004	"MORGAN"	"DECATUR FIRE & RESCUE"	4	5	196	467	668	168	486	654	46	104	150	354	144	498
"AL"	2004	"MORGAN"	"DECATUR FIRE & RESCUE .8"	4		218	1043	1266	151	1095	1246	204	1020	1225			
"AL"	2004	"MORGAN"	"DECATUR HIGH SCHOOL"	5		311	578	900	259	619	880	641	245	887			
"AL"	2004	"MORGAN"	"DECATUR UTILITIES"	5		226	430	663	177	467	645	483	163	646			
"AL"	2004	"MORGAN"	"DIST NO_ 3 SHOP BLDG"	4		94	302	401	76	316	393	93	294	387			
"AL"	2004	"MORGAN"	"DISTRICT 4 SHOP BLDG_"	4		115	217	333	84	239	323	103	215	318			
"AL"	2004	"MORGAN"	"EASTWOOD ELEMENTARY .1"	4		271	863	1144	177	951	1130	234	881	1116			
"AL"	2004	"MORGAN"	"EASTWOOD ELEMENTARY .2"	4		157	671	830	101	721	822	139	672	812			
"AL"	2004	"MORGAN"	"EBENEZER VOL FIRE"	4		126	435	574	113	443	558	140	413	553			
"AL"	2004	"MORGAN"	"FALKVILLE MUNICIPAL"	4		225	506	737	185	531	718	236	472	711			
"AL"	2004	"MORGAN"	"GEORGIA LYON DUNN COMM CTR"	4		268	775	1055	178	848	1026	211	789	1001			
"AL"	2004	"MORGAN"	"GUM POND FIRE STATION"	4		64	144	208	56	147	203	53	145	201			
"AL"	2004	"MORGAN"	"JOHN J_ SPARKMAN CIVIC CTR .1"	5		274	985	1275	214	1040	1259	868	387	1255			
"AL"	2004	"MORGAN"	"JOHN J_ SPARKMAN CIVIC CTR .2"	5		218	694	920	174	733	909	652	254	906			
"AL"	2004	"MORGAN"	"JOHN J_ SPARKMAN CIVIC CTR .3"	5		412	1078	1500	330	1146	1477	1039	431	1474			
"AL"	2004	"MORGAN"	"JULIAN HARRIS ELEM .1"	5		259	777	1045	198	827	1026	630	390	1021			
"AL"	2004	"MORGAN"	"JULIAN HARRIS ELEM .2"	5		229	602	836	188	633	822	541	276	818			
"AL"	2004	"MORGAN"	"JULIAN HARRIS ELEM .3"	5		256	703	968	193	757	951	605	337	943			
"AL"	2004	"MORGAN"	"LEBANON BAPTIST CHURCH"	4		119	411	532	100	427	527	129	386	515			
"AL"	2004	"MORGAN"	"MACADONIA CUMBERLAND CHURCH"	5		97	91	190	88	98	186	146	41	187			
"AL"	2004	"MORGAN"	"MASSEY FIRE STATION .1"	4		145	284	431	108	314	422	130	279	409			
"AL"	2004	"MORGAN"	"MORGAN CO COURTHOUSE"	5		149	309	463	122	333	455	322	136	459			
"AL"	2004	"MORGAN"	"MORGAN COUNTY D_H_R_"	4		109	389	504	79	424	504	100	397	498			
"AL"	2004	"MORGAN"	"NEEL VOL FIRE"	4		331	1085	1428	255	1141	1405	307	1057	1374			
"AL"	2004	"MORGAN"	"NEW EVA TOWN HALL"	4		156	452	609	136	457	593	161	426	587			
"AL"	2004	"MORGAN"	"NUNGESTER ELEMENTARY .1"	5		377	713	1094	298	765	1065	764	299	1064			
"AL"	2004	"MORGAN"	"NUNGESTER ELEMENTARY .2"	5		134	264	399	116	272	389	279	108	389			
"AL"	2004	"MORGAN"	"ODEN RIDGE VOL FIRE"	4		77	347	427	66	346	413	87	318	405			
"AL"	2004	"MORGAN"	"OLD COURTHOUSE SOMERVILLE"	4		261	775	1050	223	807	1032	247	773	1022			
"AL"	2004	"MORGAN"	"OUTREACH MINISTRIES"	4		116	173	291	82	205	288	103	182	285			
"AL"	2004	"MORGAN"	"PLEASANT HILL BAPT_-YOUTH BLDG"	4		174	536	711	135	564	702	151	537	690			
"AL"	2004	"MORGAN"	"PRICEVILLE MUNICIPAL BLDG_ .1"	4		271	825	1106	200	881	1083	256	814	1072			
"AL"	2004	"MORGAN"	"PRICEVILLE MUNICIPAL BLDG_ .2"	4		317	986	1316	258	1025	1285	309	969	1278			
"AL"	2004	"MORGAN"	"PROVISIONAL"	4	5	6	10	17	4	13	17	2	4	6	4	6	10
"AL"	2004	"MORGAN"	"SOMERVILLE RD ELEM .1"			0	0	0	0	0	0						
"AL"	2004	"MORGAN"	"SOMERVILLE RD ELEM .2"	4	5	483	674	1168	386	751	1142	41	102	144	745	244	990
"AL"	2004	"MORGAN"	"SPARKMAN ELEMENTARY"	4		324	927	1267	256	989	1245	306	917	1225			
"AL"	2004	"MORGAN"	"TRI-COUNTY VOL FIRE"	4		114	360	482	91	380	472	95	374	470			
"AL"	2004	"MORGAN"	"TRINITY MUNICIPAL BLDG"	4	5	350	806	1165	284	858	1143	6	13	19	790	337	1128
"AL"	2004	"MORGAN"	"UNION CHURCH OF CHRIST"	4		95	321	423	80	333	413	86	321	407			
"AL"	2004	"MORGAN"	"UNION HILL JR HIGH .1"	4		225	650	880	172	690	862	196	656	852			
"AL"	2004	"MORGAN"	"UNION HILL JR HIGH .2"	4		151	368	522	112	401	513	118	391	511			
"AL"	2004	"MORGAN"	"W DECATUR ELEM SCHOOL"	5		336	186	526	298	205	504	405	101	508			
"AL"	2004	"MORGAN"	"WALTER JACKSON ELEM"	4		242	478	727	169	543	714	216	485	703			
"AL"	2004	"MORGAN"	"WOODMEADE ELEM .1"	5		93	171	266	84	178	262	178	85	263			
"AL"	2004	"MORGAN"	"WOODMEADE ELEM .2"	5		427	724	1166	345	804	1153	800	346	1148			
"AL"	2004	"PERRY"	"ABSENTEE VOTERS"	7		517	145	662	503	156	659	588	69	657			
"AL"	2004	"PERRY"	"AIRPORT"	7		120	94	215	105	105	210	160	47	208			
"AL"	2004	"PERRY"	"COMMUNITY LIFE BUILDING .1"	7		269	19	289	226	49	275	263	11	274			
"AL"	2004	"PERRY"	"COMMUNITY LIFE BUILDING .2"	7		516	41	559	460	76	538	518	19	537			
"AL"	2004	"PERRY"	"FIRE STATION HWY 219"	7		139	101	240	117	119	236	167	69	236			
"AL"	2004	"PERRY"	"HINTON HALL"	7		93	0	93	88	3	91	92	0	92			
"AL"	2004	"PERRY"	"METAL BLDG - HEIBERGER GROCERY"	7		65	195	264	58	196	255	145	107	253			
"AL"	2004	"PERRY"	"NATIONAL GUARD ARMORY .1"	7		568	143	712	524	181	705	620	85	705			
"AL"	2004	"PERRY"	"NATIONAL GUARD ARMORY .2"	7		359	342	705	315	383	698	515	180	695			
"AL"	2004	"PERRY"	"NATIONAL GUARD ARMORY .3"	7		200	154	354	179	170	349	268	77	345			
"AL"	2004	"PERRY"	"NORTH PERRY FIRE STATION"	7		64	155	219	62	153	215	117	99	216			
"AL"	2004	"PERRY"	"PINETUCKEY"	7		41	81	122	29	89	119	54	66	120			
"AL"	2004	"PERRY"	"PROVISIONAL"	7		13	5	18	13	5	18	15	3	18			
"AL"	2004	"PERRY"	"RADFORDVILLE"	7		68	69	137	59	76	136	101	29	130			
"AL"	2004	"PERRY"	"SEVERE"	7		25	65	93	24	65	89	50	39	90			
"AL"	2004	"PERRY"	"UNIONTOWN CITY HALL .1"	7		246	34	281	202	68	270	248	23	271			
"AL"	2004	"PERRY"	"UNIONTOWN CITY HALL .2"	7		187	43	231	165	56	222	196	25	221			
"AL"	2004	"PERRY"	"WESTSIDE SCHOOL"	7		277	52	329	259	62	321	296	25	321			
"AL"	2004	"PICKENS"	"Absentee"	4	7	117	136	254	105	143	248	34	69	103	106	38	144
"AL"	2004	"PICKENS"	"Aliceville"	7		148	252	400	141	270	411	239	162	401			
"AL"	2004	"PICKENS"	"Aliceville 2"	7		1007	340	1354	891	488	1379	1140	246	1386			
"AL"	2004	"PICKENS"	"Benevola"	4		15	40	57	10	45	55	12	42	54			
"AL"	2004	"PICKENS"	"Bethelhem"	4		8	97	105	5	102	107	9	93	102			
"AL"	2004	"PICKENS"	"Carrollton 1"	4		10	35	45	9	34	43	10	34	44			
"AL"	2004	"PICKENS"	"Carrollton 4"	7		312	371	686	269	405	674	415	254	669			
"AL"	2004	"PICKENS"	"Cochrane/Dancy"	7		127	61	188	120	67	187	155	32	187			
"AL"	2004	"PICKENS"	"Ethelsville"	4		42	96	138	36	101	137	39	92	131			
"AL"	2004	"PICKENS"	"Fairview/Zion"	4		83	613	697	70	611	681	70	614	684			
"AL"	2004	"PICKENS"	"Forest"	4		33	170	205	26	177	203	28	174	202			
"AL"	2004	"PICKENS"	"Gordo 3"	4		108	349	461	86	370	456	95	354	449			
"AL"	2004	"PICKENS"	"Gordo 5"	4		330	575	913	281	617	898	293	583	876			
"AL"	2004	"PICKENS"	"Kirk"	4		19	147	168	13	148	161	16	136	152			
"AL"	2004	"PICKENS"	"Liberty"	4		117	182	300	103	194	297	111	182	293			
"AL"	2004	"PICKENS"	"Macedonia"	7		174	43	217	174	44	218	188	29	217			
"AL"	2004	"PICKENS"	"McShan"	4	7	37	100	139	33	106	139	30	89	119	4	13	17
"AL"	2004	"PICKENS"	"Palmetto"	4		53	176	229	52	176	228	54	168	222			
"AL"	2004	"PICKENS"	"Pickensville"	7		231	136	369	195	164	359	237	122	359			
"AL"	2004	"PICKENS"	"Pine Grove 1"	7		6	29	35	8	27	35	14	18	32			
"AL"	2004	"PICKENS"	"Pine Grove 4"	7		28	80	109	26	82	108	49	55	104			
"AL"	2004	"PICKENS"	"Reform 1"	4	7	434	454	891	401	490	891	47	37	84	532	256	788
"AL"	2004	"PICKENS"	"Reform 3"	4		154	412	567	130	435	565	140	409	549			
"AL"	2004	"PICKENS"	"Sapps"	7		251	75	328	245	100	345	298	50	348			
"AL"	2004	"PICKENS"	"Speeds Mill"	4	7	40	177	219	34	175	209	4	117	121	52	38	90
"AL"	2004	"PICKENS"	"Spring Hill"	7		31	24	55	25	29	54	44	9	53			
"AL"	2004	"PIKE"	"ABSENTEE VOTERS"	2		226	270	496	204	283	487	208	273	481			
"AL"	2004	"PIKE"	"BANKS - CITY HALL"	2		91	263	356	75	271	347	75	276	351			
"AL"	2004	"PIKE"	"BRUNDIDGE - GALLOWAY RD_"	2		549	127	680	461	162	623	494	168	662			
"AL"	2004	"PIKE"	"BRUNDIDGE - HAISTEN BLDG_"	2		197	427	630	156	453	609	158	457	616			
"AL"	2004	"PIKE"	"CHINA GROVE - CO_ VOTING BLDG_"	2		58	79	137	43	83	126	42	84	126			
"AL"	2004	"PIKE"	"EBENEZER - CO_ VOTING BLDG_"	2		50	101	152	44	103	147	38	110	148			
"AL"	2004	"PIKE"	"ENON - CO_ VOTING BLDG_"	2		25	130	156	18	136	154	21	130	151			
"AL"	2004	"PIKE"	"GOSHEN CITY HALL"	2		73	301	376	68	304	372	70	297	367			
"AL"	2004	"PIKE"	"HAMILTON CROSSROADS CHURCH"	2		42	157	200	29	168	197	28	168	196			
"AL"	2004	"PIKE"	"HENDERS0N - VOLUNTEER FIRE"	2		42	163	205	31	159	190	30	158	188			
"AL"	2004	"PIKE"	"JOSIE - CO_ VOTING BLDG_"	2		40	122	162	31	127	159	29	131	160			
"AL"	2004	"PIKE"	"LITTLE OAK - CO_ VOTING BLDG_"	2		25	135	164	17	140	157	22	136	158			
"AL"	2004	"PIKE"	"M_P_ CHURCH"	2		73	34	107	71	32	103	69	34	103			
"AL"	2004	"PIKE"	"MEEKSVILLE - VOLUNTEER FIRE"	2		172	183	358	134	194	330	134	199	334			
"AL"	2004	"PIKE"	"NEEDMORE - CHILDS GROCERY"	2		10	49	59	9	49	58	8	49	57			
"AL"	2004	"PIKE"	"OAK BOWERY - CHURCH OF CHRIST"	2		53	48	101	47	53	100	47	51	98			
"AL"	2004	"PIKE"	"PARK MEMORIAL CHURCH"	2		245	947	1199	190	980	1171	202	968	1171			
"AL"	2004	"PIKE"	"PIKE COUNTY COURTHOUSE"	2		522	392	920	459	443	903	455	444	900			
"AL"	2004	"PIKE"	"PROVISIONAL"	2		11	10	21	11	10	21	11	11	22			
"AL"	2004	"PIKE"	"RURAL HOME - CO_ VOTING BLDG_"	2		121	210	332	108	214	322	109	212	321			
"AL"	2004	"PIKE"	"SACO - VOLUNTEER FIRE"	2		27	20	48	16	24	40	16	24	40			
"AL"	2004	"PIKE"	"SHELLHORN SCHOOL"	2		53	202	256	40	212	253	42	209	251			
"AL"	2004	"PIKE"	"SPRINGHILL - HOUSING AUTHORITY"	2		85	65	150	65	70	135	69	67	136			
"AL"	2004	"PIKE"	"SPRINGHILL - VOLUNTEER FIRE"	2		52	207	262	47	211	262	46	210	258			
"AL"	2004	"PIKE"	"TARENTUM - COMMUNITY CLUBHOUSE"	2		56	224	282	37	238	275	45	231	276			
"AL"	2004	"PIKE"	"TENNILLE"	2		21	66	87	16	66	82	14	67	81			
"AL"	2004	"PIKE"	"TROY - ADAMS ARMORY"	2		450	1455	1916	361	1516	1878	359	1507	1867			
"AL"	2004	"PIKE"	"TROY - COMMUNITY COMPLEX"	2		767	282	1052	667	342	1011	692	332	1025			
"AL"	2004	"PIKE"	"TROY - FIRST BAPTIST CHURCH"	2		198	814	1019	160	842	1003	159	837	998			
"AL"	2004	"RANDOLPH"	"Absentee"	3		197	307	508	195	306	501	201	297	498			
"AL"	2004	"RANDOLPH"	"Bacon Level"	3		37	133	170	28	142	170	34	135	169			
"AL"	2004	"RANDOLPH"	"Bethel"	3		35	157	194	36	145	181	38	148	186			
"AL"	2004	"RANDOLPH"	"Caver's Grove"	3		41	185	227	43	172	216	41	172	213			
"AL"	2004	"RANDOLPH"	"Cedron (A_L)"	3		58	86	145	54	89	143	54	90	144			
"AL"	2004	"RANDOLPH"	"Cedron (M-Z)"	3		19	68	88	16	70	86	19	68	87			
"AL"	2004	"RANDOLPH"	"City Hall (A-F)"	3		106	187	294	94	183	277	103	179	282			
"AL"	2004	"RANDOLPH"	"City Hall (G-L)"	3		77	131	208	65	138	203	69	133	202			
"AL"	2004	"RANDOLPH"	"Corinth"	3		53	191	247	33	196	229	37	201	238			
"AL"	2004	"RANDOLPH"	"Graham"	3		32	132	165	30	129	159	36	126	162			
"AL"	2004	"RANDOLPH"	"Level Road"	3		62	178	242	60	178	238	74	169	243			
"AL"	2004	"RANDOLPH"	"Midway 1"	3		46	78	124	46	73	119	47	75	122			
"AL"	2004	"RANDOLPH"	"Midway 2"	3		7	12	19	5	13	18	4	14	18			
"AL"	2004	"RANDOLPH"	"Midway 3"	3		13	16	29	15	13	28	15	14	29			
"AL"	2004	"RANDOLPH"	"Midway 4"	3		62	32	95	51	38	89	58	34	92			
"AL"	2004	"RANDOLPH"	"Moore's Store"	3		32	145	180	38	132	170	46	124	170			
"AL"	2004	"RANDOLPH"	"New Hope"	3		28	162	191	23	164	187	30	153	183			
"AL"	2004	"RANDOLPH"	"Omaha"	3		37	173	210	30	162	192	43	156	199			
"AL"	2004	"RANDOLPH"	"Ophelia"	3		44	124	168	35	131	166	45	121	166			
"AL"	2004	"RANDOLPH"	"Pine Hill"	3		44	217	262	46	197	243	50	197	247			
"AL"	2004	"RANDOLPH"	"Potash 1"	3		31	198	230	26	187	214	40	178	219			
"AL"	2004	"RANDOLPH"	"Potash 2"	3		21	124	148	17	117	134	20	114	134			
"AL"	2004	"RANDOLPH"	"Roanoke NG Armory 1"	3		37	34	71	29	40	69	30	39	69			
"AL"	2004	"RANDOLPH"	"Roanoke NG Armory 10"	3		129	229	360	118	241	359	148	212	360			
"AL"	2004	"RANDOLPH"	"Roanoke NG Armory 11"	3		64	253	317	45	264	309	56	260	316			
"AL"	2004	"RANDOLPH"	"Roanoke NG Armory 12"	3		141	26	168	128	38	166	138	29	167			
"AL"	2004	"RANDOLPH"	"Roanoke NG Armory 13"	3		73	50	123	70	50	120	72	48	120			
"AL"	2004	"RANDOLPH"	"Roanoke NG Armory 14"	3		299	157	458	285	176	461	299	160	459			
"AL"	2004	"RANDOLPH"	"Roanoke NG Armory 2"	3		17	44	62	14	48	62	19	45	64			
"AL"	2004	"RANDOLPH"	"Roanoke NG Armory 3"	3		37	96	134	27	101	128	37	89	126			
"AL"	2004	"RANDOLPH"	"Roanoke NG Armory 4"	3		99	218	320	90	221	311	113	204	317			
"AL"	2004	"RANDOLPH"	"Roanoke NG Armory 5"	3		71	142	219	70	146	217	81	138	219			
"AL"	2004	"RANDOLPH"	"Roanoke NG Armory 6"	3		20	41	61	13	46	59	15	44	59			
"AL"	2004	"RANDOLPH"	"Roanoke NG Armory 7"	3		14	35	49	12	37	49	19	30	49			
"AL"	2004	"RANDOLPH"	"Roanoke NG Armory 8"	3		17	69	87	14	67	81	20	62	82			
"AL"	2004	"RANDOLPH"	"Roanoke NG Armory 9"	3		68	147	215	56	154	210	63	150	213			
"AL"	2004	"RANDOLPH"	"Rock Mills (A-H)"	3		35	95	130	28	98	126	28	100	128			
"AL"	2004	"RANDOLPH"	"Rock Mills (I-Z)"	3		37	119	156	36	114	150	43	112	155			
"AL"	2004	"RANDOLPH"	"Swagg"	3		62	160	224	55	151	206	52	156	208			
"AL"	2004	"RANDOLPH"	"Wadley 1"	3		72	226	301	62	237	299	88	214	302			
"AL"	2004	"RANDOLPH"	"Wadley 2"	3		35	30	66	30	34	64	29	33	62			
"AL"	2004	"RANDOLPH"	"Wedowee City Hall (M-R)"	3		80	143	225	69	144	213	69	145	214			
"AL"	2004	"RANDOLPH"	"Wedowee City Hall (S-Z)"	3		101	147	248	89	144	233	101	141	242			
"AL"	2004	"RANDOLPH"	"Wehadkee"	3		21	60	81	19	60	79	25	58	83			
"AL"	2004	"RANDOLPH"	"Wesley Chapel"	3		35	106	142	33	105	138	33	108	141			
"AL"	2004	"RANDOLPH"	"Wilson's Store"	3		52	127	180	43	127	170	52	121	173			
"AL"	2004	"RANDOLPH"	"Woodland (A-L)"	3		77	147	226	60	143	203	63	147	210			
"AL"	2004	"RANDOLPH"	"Woodland (M-Z)"	3		42	190	234	36	189	225	38	187	225			
"AL"	2004	"RUSSELL"	"Absentee"	3		384	356	743	346	377	726	351	367	719			
"AL"	2004	"RUSSELL"	"Central Activities Center #1"	3		459	554	1024	411	571	985	397	589	990			
"AL"	2004	"RUSSELL"	"Central Activities Center #2"	3		398	556	959	367	557	925	363	563	927			
"AL"	2004	"RUSSELL"	"Chattahoochee Valley"	3		454	302	761	445	304	749	445	306	751			
"AL"	2004	"RUSSELL"	"Claude Parkman Bldg."	3		583	124	709	554	129	683	554	125	679			
"AL"	2004	"RUSSELL"	"Cottonton Fire Station"	3		94	115	211	86	116	202	87	118	205			
"AL"	2004	"RUSSELL"	"Crawford Fire Station"	3		500	874	1379	421	884	1307	413	893	1307			
"AL"	2004	"RUSSELL"	"Dixie Volunteer Fire Department"	3		106	193	302	98	187	287	103	186	290			
"AL"	2004	"RUSSELL"	"Ft. Mitchell ROTC Bldg"	3		419	416	839	382	428	813	395	421	818			
"AL"	2004	"RUSSELL"	"Hatchechubbee Fire Station"	3		116	83	199	108	80	188	106	83	189			
"AL"	2004	"RUSSELL"	"Historic Pilgrim Hill School"	3		169	89	260	168	87	256	168	90	258			
"AL"	2004	"RUSSELL"	"Hurtsboro Fire Dept"	3		593	162	760	569	174	743	568	178	746			
"AL"	2004	"RUSSELL"	"Ladonia Fire Station #1"	3		295	641	942	279	618	899	274	637	912			
"AL"	2004	"RUSSELL"	"Ladonia Fire Station #2"	3		435	773	1216	391	778	1170	384	786	1170			
"AL"	2004	"RUSSELL"	"National Guard Armory"	3		151	456	610	118	477	596	125	477	602			
"AL"	2004	"RUSSELL"	"Pittsview Fire Station"	3		277	84	362	245	101	347	245	102	347			
"AL"	2004	"RUSSELL"	"Roy Martin Center #1"	3		298	877	1181	264	894	1163	266	889	1159			
"AL"	2004	"RUSSELL"	"Roy Martin Center #2"	3		380	963	1350	322	986	1310	327	986	1314			
"AL"	2004	"RUSSELL"	"Russell County Courthouse"	3		475	131	611	433	155	588	443	146	589			
"AL"	2004	"RUSSELL"	"Seale-Old Russell Courthouse"	3		401	410	819	392	401	794	382	409	793			
"AL"	2004	"RUSSELL"	"Spencer Recreation Center"	3		1385	173	1564	1321	192	1516	1318	193	1514			
"AL"	2004	"SHELBY"	"ABSENTEE VOTERS"	6		437	2075	2523	308	2169	2480	0	2202	2225			
"AL"	2004	"SHELBY"	"ALABASTER MUNICIPAL ANNEX .1"	6		143	805	956	113	834	948	0	837	848			
"AL"	2004	"SHELBY"	"ALABASTER MUNICIPAL ANNEX .2"	6		278	1381	1669	218	1437	1656	0	1472	1482			
"AL"	2004	"SHELBY"	"ALABASTER MUNICIPAL ANNEX .3"	6		87	404	497	72	412	484	0	422	424			
"AL"	2004	"SHELBY"	"ASBURY UNITED METH_ CHURCH"	6		222	1180	1413	164	1230	1396	0	1255	1260			
"AL"	2004	"SHELBY"	"BAY SPRINGS BAPTIST CHURCH"	6		119	503	626	85	534	619	0	543	544			
"AL"	2004	"SHELBY"	"CALERA MUNICIPAL LIB_ ANNEX .1"	6		172	507	687	137	540	678	0	550	559			
"AL"	2004	"SHELBY"	"CALERA MUNICIPAL LIB_ ANNEX .2"	6		325	1170	1507	283	1206	1492	0	1241	1260			
"AL"	2004	"SHELBY"	"CAMP BRANCH CIVIC CENTER"	6		101	777	886	94	785	880	0	787	792			
"AL"	2004	"SHELBY"	"CHELSEA CITY HALL .1"	6		182	1256	1448	142	1281	1425	0	1292	1299			
"AL"	2004	"SHELBY"	"CHELSEA CITY HALL .2"	6		145	1107	1266	110	1132	1245	0	1134	1140			
"AL"	2004	"SHELBY"	"COLUMBIANA RECREATION BLD_ .1"	6		215	777	998	167	818	985	0	823	830			
"AL"	2004	"SHELBY"	"COLUMBIANA RECREATION BLD_ .2"	6		220	757	983	171	796	970	0	803	812			
"AL"	2004	"SHELBY"	"CONCORD BAPT_ CHURCH"	6		150	701	859	128	718	846	0	736	745			
"AL"	2004	"SHELBY"	"DOGWOOD COMMUNITY CENTER"	6		50	228	281	41	234	275	0	233	235			
"AL"	2004	"SHELBY"	"DUNNAVANT COMMUNITY CENTER"	6		45	310	356	35	316	352	0	312	315			
"AL"	2004	"SHELBY"	"ELLIOTTVILLE PRESBYTERIAN .1"	6		122	721	848	100	737	838	0	737	741			
"AL"	2004	"SHELBY"	"ELLIOTTVILLE PRESBYTERIAN .2"	6		118	619	741	89	639	728	0	634	650			
"AL"	2004	"SHELBY"	"ELLIOTTVILLE PRESBYTERIAN .3"	6		116	569	691	94	590	684	0	594	604			
"AL"	2004	"SHELBY"	"FIRST CHRISTIAN CHURCH .1"	6		289	1196	1496	224	1252	1479	0	1298	1309			
"AL"	2004	"SHELBY"	"FIRST CHRISTIAN CHURCH .2"	6		213	966	1196	162	1012	1177	0	1025	1041			
"AL"	2004	"SHELBY"	"FOURMILE VOL_ FIRE & RESCUE"	6		39	372	414	36	375	411	0	362	365			
"AL"	2004	"SHELBY"	"GREYSTONE FARMS CLUBHOUSE"	6		160	928	1094	104	972	1080	0	990	999			
"AL"	2004	"SHELBY"	"HARPERSVILLE CITY HALL"	6		355	560	916	311	593	906	0	611	617			
"AL"	2004	"SHELBY"	"HELENA UNITED METH_ CHURCH .1"	6		373	1508	1891	281	1584	1869	0	1600	1623			
"AL"	2004	"SHELBY"	"HELENA UNITED METH_ CHURCH .2"	6		238	1072	1324	173	1133	1309	0	1155	1163			
"AL"	2004	"SHELBY"	"HELENA UNITED METH_ CHURCH .3"	6		187	907	1109	132	958	1091	0	973	976			
"AL"	2004	"SHELBY"	"HELENA UNITED METH_ CHURCH .4"	6		239	1216	1472	177	1274	1453	0	1278	1292			
"AL"	2004	"SHELBY"	"HOOVER FIRE STATION .8-.1"	6		167	932	1106	111	987	1099	0	985	994			
"AL"	2004	"SHELBY"	"HOOVER FIRE STATION .8-.2"	6		150	931	1086	89	985	1075	0	973	977			
"AL"	2004	"SHELBY"	"LIBERTY BAPTIST CHURCH"	6		472	390	870	415	438	856	0	480	495			
"AL"	2004	"SHELBY"	"MAYLENE PENTECOSTAL CHURCH"	6		71	384	456	51	400	451	0	401	401			
"AL"	2004	"SHELBY"	"MEADOWBROOK BAPTIST CHURCH .1"	6		273	1175	1460	197	1251	1449	0	1286	1301			
"AL"	2004	"SHELBY"	"MEADOWBROOK BAPTIST CHURCH .2"	6		236	1125	1378	188	1172	1362	0	1205	1215			
"AL"	2004	"SHELBY"	"MEADOWBROOK BAPTIST CHURCH .3"	6		386	1609	2010	279	1695	1978	0	1727	1753			
"AL"	2004	"SHELBY"	"MONTEVALLO PARK & REC_ BLDG_"	6		729	694	1435	651	761	1413	0	872	901			
"AL"	2004	"SHELBY"	"N SHELBY BAPT CHURCH YOUTH BLT"	6		425	2233	2674	324	2315	2643	0	2338	2361			
"AL"	2004	"SHELBY"	"NEW HOPE PRESBYTERIAN CHURCH 1"	6		223	1390	1631	157	1463	1620	0	1465	1481			
"AL"	2004	"SHELBY"	"NEW HOPE PRESBYTERIAN CHURCH 2"	6		207	1237	1461	147	1297	1446	0	1319	1331			
"AL"	2004	"SHELBY"	"NEW LIFE ASSEMBLY OF GOD"	6		137	943	1089	107	969	1077	0	969	974			
"AL"	2004	"SHELBY"	"NORTH SHELBY BAPT_ CHURCH"	6		104	570	676	82	586	669	0	597	602			
"AL"	2004	"SHELBY"	"OLD SHELBY ELEMENTARY SCHOOL"	6		109	637	754	91	654	748	0	646	652			
"AL"	2004	"SHELBY"	"PEA RIDGE COMMUNITY CENTER"	6		82	308	392	63	321	385	0	329	332			
"AL"	2004	"SHELBY"	"PELHAM CIVIC COMPLEX .1"	6		308	1268	1585	228	1330	1561	0	1375	1385			
"AL"	2004	"SHELBY"	"PELHAM CIVIC COMPLEX .2"	6		323	1519	1856	253	1574	1830	0	1613	1632			
"AL"	2004	"SHELBY"	"PELHAM CIVIC COMPLEX .3"	6		392	1677	2090	286	1774	2062	0	1812	1826			
"AL"	2004	"SHELBY"	"PELHAM CIVIC COMPLEX .4"	6		469	2023	2512	355	2113	2473	0	2151	2176			
"AL"	2004	"SHELBY"	"PROVISIONAL"	6		18	89	109	15	93	108	0	96	97			
"AL"	2004	"SHELBY"	"RIVERCHASE CHURCH OF CHRIST .1"	6		490	1584	2092	341	1727	2068	0	1771	1789			
"AL"	2004	"SHELBY"	"RIVERCHASE CHURCH OF CHRIST .2"	6		248	1028	1287	177	1092	1273	0	1108	1119			
"AL"	2004	"SHELBY"	"SHOAL CREEK TOWN HALL"	6		73	427	504	58	431	491	0	444	449			
