state	year	county	cd	precinct	g2010_USH_dv	g2010_USH_rv	g2010_USH_tv
"VA"	2010	"Accomack County"	2	"101 - CHINCOTEAGUE"	366	834	1229
"VA"	2010	"Accomack County"	2	"201 - ATLANTIC"	105	266	382
"VA"	2010	"Accomack County"	2	"202 - GREENBACKVILLE"	121	279	408
"VA"	2010	"Accomack County"	2	"203 - HALLWOOD"	52	164	219
"VA"	2010	"Accomack County"	2	"204 - SAXIS"	20	85	109
"VA"	2010	"Accomack County"	2	"205 - TANGIER"	33	163	205
"VA"	2010	"Accomack County"	2	"301 - NEW CHURCH"	193	154	359
"VA"	2010	"Accomack County"	2	"302 - OAK HALL"	215	219	442
"VA"	2010	"Accomack County"	2	"401 - BLOXOM"	89	217	314
"VA"	2010	"Accomack County"	2	"402 - PARKSLEY"	201	364	575
"VA"	2010	"Accomack County"	2	"501 - MAPPSVILLE"	195	189	395
"VA"	2010	"Accomack County"	2	"502 - RUE"	240	113	356
"VA"	2010	"Accomack County"	2	"601 - ACCOMAC"	400	456	872
"VA"	2010	"Accomack County"	2	"701 - ONANCOCK"	404	549	977
"VA"	2010	"Accomack County"	2	"702 - ONLEY"	110	180	297
"VA"	2010	"Accomack County"	2	"801 - BOBTOWN"	86	196	288
"VA"	2010	"Accomack County"	2	"802 - KELLER"	91	86	185
"VA"	2010	"Accomack County"	2	"803 - MELFA"	229	215	450
"VA"	2010	"Accomack County"	2	"804 - QUINBY"	46	104	156
"VA"	2010	"Accomack County"	2	"805 - WACHAPREAGUE"	86	130	225
"VA"	2010	"Accomack County"	2	"901 - PAINTER"	604	464	1088
"VA"	2010	"Albemarle County"	5	"101 - WOODBROOK"	907	745	1670
"VA"	2010	"Albemarle County"	5	"103 - BRANCHLANDS"	403	201	609
"VA"	2010	"Albemarle County"	5	"104 - AGNOR-HURT"	868	366	1257
"VA"	2010	"Albemarle County"	5	"105 - DUNLORA"	776	475	1267
"VA"	2010	"Albemarle County"	5	"106 - NORTHSIDE"	613	644	1281
"VA"	2010	"Albemarle County"	5	"201 - JACK JOUETT"	715	540	1264
"VA"	2010	"Albemarle County"	5	"202 - UNIVERSITY HALL"	527	182	711
"VA"	2010	"Albemarle County"	5	"203 - GEORGETOWN"	911	322	1251
"VA"	2010	"Albemarle County"	5	"204 - BELFIELD"	387	358	759
"VA"	2010	"Albemarle County"	5	"301 - IVY"	1438	969	2431
"VA"	2010	"Albemarle County"	5	"302 - RED HILL"	961	641	1620
"VA"	2010	"Albemarle County"	5	"304 - EAST IVY"	543	369	915
"VA"	2010	"Albemarle County"	5	"305 - COUNTRY GREEN"	712	474	1193
"VA"	2010	"Albemarle County"	5	"401 - SCOTTSVILLE"	415	435	858
"VA"	2010	"Albemarle County"	5	"402 - MONTICELLO"	343	396	751
"VA"	2010	"Albemarle County"	5	"403 - PORTERS"	554	250	819
"VA"	2010	"Albemarle County"	5	"405 - CALE"	1562	658	2250
"VA"	2010	"Albemarle County"	5	"406 - STONE ROBINSON"	765	1002	1783
"VA"	2010	"Albemarle County"	5	"501 - KESWICK"	431	354	792
"VA"	2010	"Albemarle County"	5	"502 - STONY POINT"	417	449	887
"VA"	2010	"Albemarle County"	5	"503 - HOLLYMEAD"	1436	1308	2785
"VA"	2010	"Albemarle County"	5	"504 - FREE BRIDGE"	1149	773	1940
"VA"	2010	"Albemarle County"	5	"505 - BURNLEY"	470	371	850
"VA"	2010	"Albemarle County"	5	"601 - CROZET"	1227	910	2176
"VA"	2010	"Albemarle County"	5	"602 - FREE UNION"	446	382	842
"VA"	2010	"Albemarle County"	5	"603 - EARLYSVILLE"	918	962	1904
"VA"	2010	"Albemarle County"	5	"604 - BROWNSVILLE"	1118	859	1999
"VA"	2010	"Albemarle County"	5	"605 - YELLOW MOUNTAIN"	219	176	405
"VA"	2010	"Alexandria City"	8	"101 - LADREY SENIOR BUILDING"	563	465	1054
"VA"	2010	"Alexandria City"	8	"102 - CITY HALL"	615	605	1239
"VA"	2010	"Alexandria City"	8	"103 - LYLES CROUCH SCHOOL"	638	541	1200
"VA"	2010	"Alexandria City"	8	"104 - DURANT CENTER"	1041	542	1610
"VA"	2010	"Alexandria City"	8	"105 - LEE CENTER"	1156	712	1898
"VA"	2010	"Alexandria City"	8	"106 - CORA KELLY CENTER"	1432	456	1919
"VA"	2010	"Alexandria City"	8	"107 - MT VERNON RECREATION CENTER"	1220	563	1821
"VA"	2010	"Alexandria City"	8	"108 - GEORGE WASHINGTON MIDDLE SCH"	1021	359	1401
"VA"	2010	"Alexandria City"	8	"109 - FIRE DEPARTMENT HEADQUARTERS"	894	603	1517
"VA"	2010	"Alexandria City"	8	"201 - MAURY SCHOOL"	955	517	1502
"VA"	2010	"Alexandria City"	8	"202 - GEORGE MASON SCHOOL"	887	670	1573
"VA"	2010	"Alexandria City"	8	"203 - AGUDAS ACHIM SYNAGOGUE"	902	429	1361
"VA"	2010	"Alexandria City"	8	"204 - BLESSED SACRAMENT CHURCH"	768	614	1405
"VA"	2010	"Alexandria City"	8	"205 - DOUGLAS MACARTHUR SCHOOL"	976	708	1705
"VA"	2010	"Alexandria City"	8	"206 - CHINQUAPIN PARK RECREATION CTR"	780	430	1226
"VA"	2010	"Alexandria City"	8	"207 - TEMPLE BETH EL SYNAGOGUE"	973	649	1643
"VA"	2010	"Alexandria City"	8	"208 - NOVA ARTS CENTER"	763	445	1225
"VA"	2010	"Alexandria City"	8	"209 - JAMES K POLK SCHOOL"	1074	455	1546
"VA"	2010	"Alexandria City"	8	"210 - ST JAMES CHURCH"	479	281	769
"VA"	2010	"Alexandria City"	8	"302 - PATRICK HENRY REC CENTER"	695	284	992
"VA"	2010	"Alexandria City"	8	"303 - CHARLES E BEATLEY LIBRARY"	929	323	1271
"VA"	2010	"Alexandria City"	8	"304 - SAMUEL TUCKER SCHOOL"	1040	371	1423
"VA"	2010	"Alexandria City"	8	"305 - JOHN ADAMS SCHOOL"	924	271	1210
"VA"	2010	"Alexandria City"	8	"306 - WILLIAM RAMSAY SCHOOL"	857	296	1176
"VA"	2010	"Alexandria City"	8	"307 - SOUTH PORT"	834	394	1244
"VA"	2010	"Alexandria City"	8	"308 - CAMERON STATION COMMUNITY CTR"	847	737	1603
"VA"	2010	"Alleghany County"	6	"201 - HUMPBACK BRIDGE"		201	237
"VA"	2010	"Alleghany County"	6	"202 - DOLLY ANN"		306	374
"VA"	2010	"Alleghany County"	6	"301 - CALLAGHAN"		176	216
"VA"	2010	"Alleghany County"	6	"302 - GRIFFITH"		404	471
"VA"	2010	"Alleghany County"	9	"101 - ARRITT"	171	236	420
"VA"	2010	"Alleghany County"	9	"103 - DAMERON"	56	130	194
"VA"	2010	"Alleghany County"	9	"401 - LOW MOOR"	146	208	369
"VA"	2010	"Alleghany County"	9	"402 - JACKSON HEIGHTS"	124	198	327
"VA"	2010	"Alleghany County"	9	"501 - IRON GATE"	92	99	195
"VA"	2010	"Alleghany County"	9	"502 - PETERS SWITCH"	193	271	482
"VA"	2010	"Alleghany County"	9	"601 - DISTRICT 1"	346	286	648
"VA"	2010	"Alleghany County"	9	"701 - DISTRICT 2"	264	183	461
"VA"	2010	"Amelia County"	4	"101 - NUMBER ONE"	197	457	654
"VA"	2010	"Amelia County"	4	"201 - NUMBER TWO"	221	555	776
"VA"	2010	"Amelia County"	4	"301 - NUMBER THREE"	148	558	707
"VA"	2010	"Amelia County"	4	"401 - NUMBER FOUR"	206	643	852
"VA"	2010	"Amelia County"	4	"501 - NUMBER FIVE"	330	521	852
"VA"	2010	"Amherst County"	6	"101 - WRIGHT SHOP"		332	475
"VA"	2010	"Amherst County"	6	"102 - NEW GLASGOW"		480	605
"VA"	2010	"Amherst County"	6	"103 - COOLWELL"		252	294
"VA"	2010	"Amherst County"	6	"201 - COURT HOUSE"		940	1200
"VA"	2010	"Amherst County"	6	"202 - TEMPERANCE"		408	485
"VA"	2010	"Amherst County"	6	"301 - MONROE"		392	477
"VA"	2010	"Amherst County"	6	"302 - ELON"		1038	1214
"VA"	2010	"Amherst County"	6	"303 - PLEASANT VIEW"		246	297
"VA"	2010	"Amherst County"	6	"401 - AMELON"		1028	1237
"VA"	2010	"Amherst County"	6	"402 - LONCO"		217	259
"VA"	2010	"Amherst County"	6	"501 - MADISON"		967	1193
"VA"	2010	"Appomattox County"	5	"101 - VERA"	101	276	388
"VA"	2010	"Appomattox County"	5	"102 - PAMPLIN"	271	457	752
"VA"	2010	"Appomattox County"	5	"201 - CHAP"	169	220	400
"VA"	2010	"Appomattox County"	5	"202 - SPOUT SPRING"	192	511	716
"VA"	2010	"Appomattox County"	5	"301 - 460"	213	478	705
"VA"	2010	"Appomattox County"	5	"302 - STONEWALL"	216	371	602
"VA"	2010	"Appomattox County"	5	"401 - COURTHOUSE"	302	595	918
"VA"	2010	"Appomattox County"	5	"501 - OAKVILLE"	267	514	799
"VA"	2010	"Appomattox County"	5	"502 - AGEE"	139	156	307
"VA"	2010	"Arlington County"	8	"001 - ARLINGTON"	594	218	833
"VA"	2010	"Arlington County"	8	"002 - ASHTON HEIGHTS"	884	385	1316
"VA"	2010	"Arlington County"	8	"003 - AURORA HILLS"	545	414	981
"VA"	2010	"Arlington County"	8	"004 - BALLSTON"	590	320	938
"VA"	2010	"Arlington County"	8	"005 - BARCROFT"	708	322	1047
"VA"	2010	"Arlington County"	8	"006 - CRYSTAL CITY"	452	384	855
"VA"	2010	"Arlington County"	8	"007 - CHERRYDALE"	861	472	1363
"VA"	2010	"Arlington County"	8	"008 - HUME"	780	547	1358
"VA"	2010	"Arlington County"	8	"009 - COLUMBIA"	908	325	1269
"VA"	2010	"Arlington County"	8	"010 - WILSON"	792	407	1229
"VA"	2010	"Arlington County"	8	"011 - EAST FALLS CHURCH"	613	387	1025
"VA"	2010	"Arlington County"	8	"012 - FAIRLINGTON"	819	514	1361
"VA"	2010	"Arlington County"	8	"013 - GLEN CARLYN"	526	235	785
"VA"	2010	"Arlington County"	8	"014 - CLARENDON"	556	336	907
"VA"	2010	"Arlington County"	8	"015 - LYON PARK"	724	331	1074
"VA"	2010	"Arlington County"	8	"016 - LYON VILLAGE"	799	435	1273
"VA"	2010	"Arlington County"	8	"017 - OVERLEE KNOLLS"	875	492	1413
"VA"	2010	"Arlington County"	8	"018 - PARK LANE"	910	395	1330
"VA"	2010	"Arlington County"	8	"019 - ROSSLYN"	770	402	1193
"VA"	2010	"Arlington County"	8	"020 - THRIFTON"	805	649	1474
"VA"	2010	"Arlington County"	8	"021 - VIRGINIA HIGHLANDS"	755	519	1307
"VA"	2010	"Arlington County"	8	"022 - ABINGDON"	877	514	1418
"VA"	2010	"Arlington County"	8	"023 - WESTOVER"	605	292	916
"VA"	2010	"Arlington County"	8	"024 - WOODLAWN"	1094	427	1563
"VA"	2010	"Arlington County"	8	"025 - ARLINGTON FOREST"	681	346	1064
"VA"	2010	"Arlington County"	8	"026 - FILLMORE"	894	350	1287
"VA"	2010	"Arlington County"	8	"027 - JEFFERSON"	903	418	1359
"VA"	2010	"Arlington County"	8	"028 - CLAREMONT"	861	383	1268
"VA"	2010	"Arlington County"	8	"029 - DOMINION HILLS"	925	439	1394
"VA"	2010	"Arlington County"	8	"030 - GLEBE"	817	169	1003
"VA"	2010	"Arlington County"	8	"031 - LEXINGTON"	923	478	1432
"VA"	2010	"Arlington County"	8	"032 - OAKRIDGE"	670	465	1155
"VA"	2010	"Arlington County"	8	"033 - ROCK SPRING"	879	637	1545
"VA"	2010	"Arlington County"	8	"034 - YORKTOWN"	773	486	1282
"VA"	2010	"Arlington County"	8	"035 - MADISON"	828	808	1677
"VA"	2010	"Arlington County"	8	"036 - MARSHALL"	891	584	1514
"VA"	2010	"Arlington County"	8	"037 - NOTTINGHAM"	755	479	1260
"VA"	2010	"Arlington County"	8	"038 - ARLINGTON VIEW"	684	200	900
"VA"	2010	"Arlington County"	8	"039 - ASHLAWN"	449	285	761
"VA"	2010	"Arlington County"	8	"040 - VIRGINIA SQUARE"	653	413	1086
"VA"	2010	"Arlington County"	8	"041 - WOODBURY"	597	367	971
"VA"	2010	"Arlington County"	8	"042 - SHIRLINGTON"	578	313	910
"VA"	2010	"Arlington County"	8	"043 - ARLINGTON MILL"	479	126	614
"VA"	2010	"Arlington County"	8	"044 - DAWSON TERRACE"	523	255	798
"VA"	2010	"Arlington County"	8	"045 - BUCKINGHAM"	850	396	1270
"VA"	2010	"Arlington County"	8	"046 - CENTRAL"	681	438	1141
"VA"	2010	"Arlington County"	8	"047 - FOUR MILE RUN"	564	216	790
"VA"	2010	"Arlington County"	8	"048 - COURTLANDS"	525	315	857
"VA"	2010	"Arlington County"	8	"049 - MONROE"	392	196	601
"VA"	2010	"Arlington County"	8	"050 - CRYSTAL PLAZA"	454	340	810
"VA"	2010	"Arlington County"	8	"051 - TAYLOR"	209	114	325
"VA"	2010	"Augusta County"	6	"101 - JOLIVUE"		419	547
"VA"	2010	"Augusta County"	6	"102 - EXPO"		350	449
"VA"	2010	"Augusta County"	6	"103 - VERONA"		692	864
"VA"	2010	"Augusta County"	6	"201 - CRIMORA"		706	848
"VA"	2010	"Augusta County"	6	"202 - NEW HOPE"		585	742
"VA"	2010	"Augusta County"	6	"203 - WEYERS CAVE"		787	953
"VA"	2010	"Augusta County"	6	"301 - FORT DEFIANCE"		852	1144
"VA"	2010	"Augusta County"	6	"302 - NORTH RIVER"		290	352
"VA"	2010	"Augusta County"	6	"303 - MOUNT SOLON"		427	497
"VA"	2010	"Augusta County"	6	"304 - CHURCHVILLE FIRE STATION"		330	413
"VA"	2010	"Augusta County"	6	"401 - BUFFALO GAP"		404	496
"VA"	2010	"Augusta County"	6	"402 - CHURCHVILLE LIBRARY"		376	487
"VA"	2010	"Augusta County"	6	"403 - CRAIGSVILLE"		202	252
"VA"	2010	"Augusta County"	6	"404 - DEERFIELD"		116	153
"VA"	2010	"Augusta County"	6	"405 - CEDAR GREEN"		400	527
"VA"	2010	"Augusta County"	6	"501 - GREENVILLE"		608	713
"VA"	2010	"Augusta County"	6	"502 - MIDDLEBROOK"		365	453
"VA"	2010	"Augusta County"	6	"503 - SPOTTSWOOD"		340	410
"VA"	2010	"Augusta County"	6	"504 - WHITE HILL"		647	761
"VA"	2010	"Augusta County"	6	"601 - SHERANDO"		456	554
"VA"	2010	"Augusta County"	6	"602 - STUARTS DRAFT"		1100	1312
"VA"	2010	"Augusta County"	6	"603 - LYNDHURST"		577	700
"VA"	2010	"Augusta County"	6	"801 - DOOMS"		626	744
"VA"	2010	"Augusta County"	6	"802 - FISHERSVILLE"		1205	1481
"VA"	2010	"Augusta County"	6	"803 - WILSON"		652	832
"VA"	2010	"Bath County"	6	"101 - WARM SPRINGS"		133	164
"VA"	2010	"Bath County"	6	"102 - MOUNTAIN GROVE"		36	45
"VA"	2010	"Bath County"	6	"201 - HOT SPRINGS"		145	193
"VA"	2010	"Bath County"	6	"301 - FAIRVIEW"		128	156
"VA"	2010	"Bath County"	6	"302 - BURNSVILLE"		38	44
"VA"	2010	"Bath County"	6	"401 - MILLBORO"		176	236
"VA"	2010	"Bath County"	6	"501 - HEALING SPRINGS"		191	237
"VA"	2010	"Bedford City"	5	"001 - WARD ONE"	461	625	1123
"VA"	2010	"Bedford City"	5	"002 - WARD TWO"	313	344	686
"VA"	2010	"Bedford County"	5	"101 - GOODVIEW ELEM SCHOOL"	581	1160	1797
"VA"	2010	"Bedford County"	5	"102 - HARDY VOL FIRE CO"	191	307	519
"VA"	2010	"Bedford County"	5	"103 - CHAMBLISSBURG FIRST AID BLDG"	154	282	452
"VA"	2010	"Bedford County"	5	"202 - STAUNTON RIVER HIGH SCHOOL"	223	469	725
"VA"	2010	"Bedford County"	5	"203 - MONETA ELEM SCHOOL"	469	989	1496
"VA"	2010	"Bedford County"	5	"204 - BODY CAMP ELEM SCHOOL"	92	124	224
"VA"	2010	"Bedford County"	5	"205 - SAUNDERS VOL FIRE DEPT"	298	694	1013
"VA"	2010	"Bedford County"	5	"302 - BEDFORD COUNTY PSA"	232	444	705
"VA"	2010	"Bedford County"	5	"303 - BETHESDA METHODIST CHURCH"	148	316	484
"VA"	2010	"Bedford County"	5	"305 - HUDDLESTON ELEM SCHOOL"	122	286	431
"VA"	2010	"Bedford County"	5	"602 - SHADY GROVE BAPTIST CHURCH"	220	512	772
"VA"	2010	"Bedford County"	5	"603 - THAXTON ELEM SCHOOL"	232	498	779
"VA"	2010	"Bedford County"	5	"604 - SAUNDERS GROVE BRETHERN CHURCH"	60	109	177
"VA"	2010	"Bedford County"	5	"701 - GOODE RESCUE SQUAD"	237	882	1173
"VA"	2010	"Bedford County"	5	"702 - LIBERTY HIGH SCHOOL"	339	744	1110
"VA"	2010	"Bedford County"	5	"703 - BEDFORD CHRISTIAN CHURCH"	298	563	900
"VA"	2010	"Bedford County"	6	"301 - NEW LONDON ACADEMY"		1459	1632
"VA"	2010	"Bedford County"	6	"304 - FOREST YOUTH ATHLETIC ASSOC"		423	493
"VA"	2010	"Bedford County"	6	"401 - FOREST ELEM SCHOOL"		1119	1281
"VA"	2010	"Bedford County"	6	"402 - THOMAS JEFFERSON ELEM SCHOOL"		1456	1707
"VA"	2010	"Bedford County"	6	"403 - KNIGHTS OF COLUMBUS BLDG"		1065	1188
"VA"	2010	"Bedford County"	6	"502 - BIG ISLAND ELEM SCHOOL"		231	303
"VA"	2010	"Bedford County"	6	"503 - SEDALIA CENTER"		322	384
"VA"	2010	"Bedford County"	6	"504 - ODD FELLOWS HALL"		162	213
"VA"	2010	"Bedford County"	6	"505 - BOONSBORO ELEMENTARY SCHOOL"		904	1090
"VA"	2010	"Bedford County"	6	"506 - BOONSBORO RURITAN CLUB"		811	965
"VA"	2010	"Bedford County"	6	"507 - PLEASANT VIEW BAPTIST CHURCH"		86	105
"VA"	2010	"Bedford County"	6	"601 - MONTVALE ELEM SCHOOL"		570	694
"VA"	2010	"Bedford County"	6	"704 - SUCK SPRINGS"		253	302
"VA"	2010	"Bland County"	9	"101 - BASTIAN"	86	176	271
"VA"	2010	"Bland County"	9	"102 - CERES"	140	138	286
"VA"	2010	"Bland County"	9	"201 - DAVIS"	54	33	89
"VA"	2010	"Bland County"	9	"202 - SEDDON"	211	289	518
"VA"	2010	"Bland County"	9	"301 - HOLLYBROOK"	104	125	232
"VA"	2010	"Bland County"	9	"302 - MECHANICSBURG"	48	72	123
"VA"	2010	"Bland County"	9	"401 - ROCKY GAP"	158	310	478
"VA"	2010	"Botetourt County"	6	"101 - AMSTERDAM"		521	663
"VA"	2010	"Botetourt County"	6	"102 - ASBURY"		1155	1402
"VA"	2010	"Botetourt County"	6	"104 - TROUTVILLE"		302	364
"VA"	2010	"Botetourt County"	6	"201 - BLUE RIDGE"		863	1037
"VA"	2010	"Botetourt County"	6	"202 - RAINBOW FOREST"		756	903
"VA"	2010	"Botetourt County"	6	"301 - BUCHANAN"		492	593
"VA"	2010	"Botetourt County"	6	"302 - MILL CREEK"		377	458
"VA"	2010	"Botetourt County"	6	"303 - ROARING RUN"		151	185
"VA"	2010	"Botetourt County"	6	"304 - SPRINGWOOD"		305	369
"VA"	2010	"Botetourt County"	6	"402 - COURTHOUSE"		630	786
"VA"	2010	"Botetourt County"	6	"403 - EAGLE ROCK"		343	420
"VA"	2010	"Botetourt County"	6	"404 - GLEN WILTON"		225	284
"VA"	2010	"Botetourt County"	6	"405 - ORISKANY"		39	45
"VA"	2010	"Botetourt County"	6	"406 - TOWN HALL"		516	626
"VA"	2010	"Botetourt County"	6	"501 - COYNER SPRINGS"		446	522
"VA"	2010	"Botetourt County"	6	"502 - CLOVERDALE"		1186	1420
"VA"	2010	"Bristol City"	9	"001 - FIRST WARD"	347	452	821
"VA"	2010	"Bristol City"	9	"002 - SECOND WARD"	515	699	1241
"VA"	2010	"Bristol City"	9	"003 - THIRD WARD"	332	311	655
"VA"	2010	"Bristol City"	9	"004 - FOURTH WARD"	694	1140	1875
"VA"	2010	"Brunswick County"	4	"301 - ALBERTA"	46	69	115
"VA"	2010	"Brunswick County"	4	"302 - DANIELTOWN"	218	224	443
"VA"	2010	"Brunswick County"	4	"303 - ELMORE"	105	100	205
"VA"	2010	"Brunswick County"	4	"304 - SEYMOUR"	91	77	169
"VA"	2010	"Brunswick County"	4	"402 - KING'S STORE"	56	8	64
"VA"	2010	"Brunswick County"	5	"101 - BRODNAX"	171	107	287
"VA"	2010	"Brunswick County"	5	"102 - ROCK STORE"	189	211	409
"VA"	2010	"Brunswick County"	5	"103 - TILLMAN"	176	271	455
"VA"	2010	"Brunswick County"	5	"201 - DROMGOOLE"	93	69	166
"VA"	2010	"Brunswick County"	5	"202 - EDGERTON"	387	124	521
"VA"	2010	"Brunswick County"	5	"203 - FITZHUGH"	264	113	384
"VA"	2010	"Brunswick County"	5	"401 - STURGEON"	467	279	752
"VA"	2010	"Brunswick County"	5	"402 - KING'S STORE"	128	63	194
"VA"	2010	"Brunswick County"	5	"501 - LAWRENCEVILLE"	652	225	889
"VA"	2010	"Buchanan County"	9	"102 - BLACKEY"	119	131	254
"VA"	2010	"Buchanan County"	9	"103 - HURLEY"	248	303	554
"VA"	2010	"Buchanan County"	9	"201 - GRASSY"	69	21	90
"VA"	2010	"Buchanan County"	9	"202 - BULL"	255	147	407
"VA"	2010	"Buchanan County"	9	"203 - ROCKLICK"	214	182	399
"VA"	2010	"Buchanan County"	9	"301 - SLATE"	298	226	529
"VA"	2010	"Buchanan County"	9	"302 - NORTH GRUNDY"	250	192	449
"VA"	2010	"Buchanan County"	9	"403 - SOUTH GRUNDY"	360	324	694
"VA"	2010	"Buchanan County"	9	"404 - OAKWOOD"	61	45	107
"VA"	2010	"Buchanan County"	9	"501 - PRATER"	311	119	432
"VA"	2010	"Buchanan County"	9	"502 - FOX"	90	28	118
"VA"	2010	"Buchanan County"	9	"503 - VANSANT"	242	202	452
"VA"	2010	"Buchanan County"	9	"601 - COUNCIL"	173	107	281
"VA"	2010	"Buchanan County"	9	"602 - GARDEN"	230	156	390
"VA"	2010	"Buchanan County"	9	"603 - HURRICANE"	215	100	319
"VA"	2010	"Buchanan County"	9	"701 - WHITEWOOD"	310	231	549
"VA"	2010	"Buchanan County"	9	"702 - CONTRARY"	211	138	356
"VA"	2010	"Buckingham County"	5	"101 - NEW CANTON"	414	293	732
"VA"	2010	"Buckingham County"	5	"201 - WHITE HALL"	204	183	394
"VA"	2010	"Buckingham County"	5	"301 - CURDSVILLE"	206	252	467
"VA"	2010	"Buckingham County"	5	"302 - NEW STORE"	80	216	303
"VA"	2010	"Buckingham County"	5	"401 - MAYSVILLE"	315	348	676
"VA"	2010	"Buckingham County"	5	"501 - WRIGHTS"	161	226	404
"VA"	2010	"Buckingham County"	5	"502 - GLENMORE"	298	152	464
"VA"	2010	"Buckingham County"	5	"601 - SLATE RIVER"	532	331	879
"VA"	2010	"Buckingham County"	5	"701 - GOLD HILL"	221	171	400
"VA"	2010	"Buena Vista City"	6	"001 - FIRST WARD"		551	658
"VA"	2010	"Buena Vista City"	6	"002 - SECOND WARD"		421	532
"VA"	2010	"Cambell County"	5	"101 - BROOKVILLE"	433	1114	1599
"VA"	2010	"Cambell County"	5	"102 - NEW LONDON"	315	906	1275
"VA"	2010	"Cambell County"	5	"201 - WALKER"	410	1024	1483
"VA"	2010	"Cambell County"	5	"202 - BEDFORD SPRINGS"	279	828	1144
"VA"	2010	"Cambell County"	5	"301 - EVINGTON"	201	408	628
"VA"	2010	"Cambell County"	5	"302 - LYNCH STATION"	316	497	847
"VA"	2010	"Cambell County"	5	"303 - ALTAVISTA"	479	502	1007
"VA"	2010	"Cambell County"	5	"401 - THREE FORKS"	314	876	1223
"VA"	2010	"Cambell County"	5	"402 - COURT HOUSE"	430	1048	1522
"VA"	2010	"Cambell County"	5	"501 - SPRING HILL"	373	768	1183
"VA"	2010	"Cambell County"	5	"502 - YELLOW BRANCH"	358	719	1104
"VA"	2010	"Cambell County"	5	"601 - AIRPORT"	182	638	835
"VA"	2010	"Cambell County"	5	"602 - KINGS"	224	317	554
"VA"	2010	"Cambell County"	5	"603 - CONCORD"	434	904	1386
"VA"	2010	"Cambell County"	5	"701 - BROOKNEAL"	325	509	864
"VA"	2010	"Cambell County"	5	"702 - GLADYS"	379	523	928
"VA"	2010	"Cambell County"	5	"703 - MORRIS CHURCH"	129	207	347
"VA"	2010	"Caroline County"	1	"101 - BOWLING GREEN"	410	866	1296
"VA"	2010	"Caroline County"	1	"301 - PORT ROYAL"	114	217	334
"VA"	2010	"Caroline County"	1	"303 - WOODFORD"	258	322	586
"VA"	2010	"Caroline County"	1	"402 - PENOLA"	25	80	107
"VA"	2010	"Caroline County"	1	"501 - MATTAPONI"	689	447	1154
"VA"	2010	"Caroline County"	7	"201 - MADISON"	762	1009	1833
"VA"	2010	"Caroline County"	7	"302 - CHILESBURG"	63	97	167
"VA"	2010	"Caroline County"	7	"401 - REEDY CHURCH"	837	465	1349
"VA"	2010	"Caroline County"	7	"501 - MATTAPONI"	94	28	130
"VA"	2010	"Carroll County"	9	"101 - MT BETHEL"	93	205	306
"VA"	2010	"Carroll County"	9	"102 - ST PAUL"	158	375	552
"VA"	2010	"Carroll County"	9	"103 - LAMBSBURG"	77	145	228
"VA"	2010	"Carroll County"	9	"104 - OAKLAND A"	172	208	396
"VA"	2010	"Carroll County"	9	"201 - HILLSVILLE B"	448	468	951
"VA"	2010	"Carroll County"	9	"202 - LAUREL FORK"	165	181	358
"VA"	2010	"Carroll County"	9	"203 - GLADESBORO"	236	286	547
"VA"	2010	"Carroll County"	9	"301 - HILLSVILLE C"	478	486	1012
"VA"	2010	"Carroll County"	9	"302 - SYLVATUS"	137	235	393
"VA"	2010	"Carroll County"	9	"303 - DUGSPUR"	73	139	222
"VA"	2010	"Carroll County"	9	"401 - HILLSVILLE D"	77	98	183
"VA"	2010	"Carroll County"	9	"402 - WOODLAWN D"	334	476	841
"VA"	2010	"Carroll County"	9	"403 - OAKLAND D"	128	243	386
"VA"	2010	"Carroll County"	9	"404 - FANCY GAP"	112	160	286
"VA"	2010	"Carroll County"	9	"501 - VAUGHAN"	90	157	255
"VA"	2010	"Carroll County"	9	"502 - GLADEVILLE"	188	414	630
"VA"	2010	"Carroll County"	9	"503 - WOODLAWN E"	109	190	311
"VA"	2010	"Carroll County"	9	"504 - LAUREL"	114	242	370
"VA"	2010	"Charles City County"	3	"101 - PRECINCT 1-1"	478	346	834
"VA"	2010	"Charles City County"	3	"201 - PRECINCT 2-1"	490	217	715
"VA"	2010	"Charles City County"	3	"301 - PRECINCT 3-1"	578	363	952
"VA"	2010	"Charlotte County"	5	"101 - COUNTY SEAT"	274	377	672
"VA"	2010	"Charlotte County"	5	"201 - RED OAK WYLLIESBURG"	234	312	565
"VA"	2010	"Charlotte County"	5	"302 - DRAKES BRANCH"	225	310	550
"VA"	2010	"Charlotte County"	5	"401 - KEYSVILLE"	230	354	603
"VA"	2010	"Charlotte County"	5	"501 - CULLEN"	129	208	345
"VA"	2010	"Charlotte County"	5	"503 - RED HOUSE"	139	137	282
"VA"	2010	"Charlotte County"	5	"601 - ASPEN"	115	139	259
"VA"	2010	"Charlotte County"	5	"602 - PHENIX"	132	237	376
"VA"	2010	"Charlotte County"	5	"701 - BACON"	182	125	313
"VA"	2010	"Charlotte County"	5	"702 - SAXE"	98	96	200
"VA"	2010	"Charlottesville City"	5	"101 - RECREATION"	1942	500	2457
"VA"	2010	"Charlottesville City"	5	"102 - CLARK"	1229	261	1503
"VA"	2010	"Charlottesville City"	5	"201 - CARVER"	977	139	1122
"VA"	2010	"Charlottesville City"	5	"202 - WALKER"	1290	453	1757
"VA"	2010	"Charlottesville City"	5	"301 - BENJAMIN TONSLER"	1060	129	1201
