state	year	town	ward	precinct	cd	g2006_USH_dv	g2006_USH_rv	g2006_USH_tv	g2006_ATG_dv	g2006_ATG_rv	g2006_ATG_tv	g2006_AUD_dv	g2006_AUD_tv	g2006_GOV_dv	g2006_GOV_rv	g2006_GOV_tv	g2006_SOS_dv	g2006_SOS_tv	g2006_TRE_dv	g2006_TRE_tv	g2006_USS_dv	g2006_USS_rv	g2006_USS_tv
"MA"	2006	"Shrewsbury"		"7"	3	1230		1243	979	646	1625	1118	1404	811	780	1699	1202	1465	1215	1449	935	721	1661
"MA"	2006	"Shrewsbury"		"8"	3	1330		1340	1087	584	1673	1205	1472	900	724	1747	1275	1536	1266	1514	1105	588	1694
"MA"	2006	"Shrewsbury"		"9"	3	1013		1027	777	450	1227	922	1119	686	532	1281	972	1146	968	1139	793	462	1256
"MA"	2006	"Shutesbury"		"1"	1	846		945	808	94	902	690	834	806	99	972	596	921	665	891	845	110	955
"MA"	2006	"Somerset"		"1"	3	1201		1203	1095	328	1424	1023	1328	929	462	1507	1125	1362	1107	1356	1060	397	1457
"MA"	2006	"Somerset"		"2"	3	1326		1326	1199	392	1591	1190	1489	1012	552	1653	1296	1503	1268	1496	1144	468	1612
"MA"	2006	"Somerset"		"3"	3	1229		1229	1112	318	1430	1094	1360	917	487	1510	1192	1403	1186	1393	1075	405	1480
"MA"	2006	"Somerset"		"4"	3	1052		1052	951	273	1224	962	1155	810	392	1278	1023	1173	1003	1166	932	326	1258
"MA"	2006	"Somerset"		"5"	3	1083		1083	977	277	1254	956	1181	852	371	1296	1039	1195	1019	1190	953	321	1274
"MA"	2006	"Somerville"	"1"	"1"	8	542		598	487	104	591	435	568	422	146	625	483	582	443	581	518	90	609
"MA"	2006	"Somerville"	"1"	"2"	8	676		748	607	159	768	559	725	512	205	794	585	731	522	727	634	148	785
"MA"	2006	"Somerville"	"1"	"3"	8	546		594	490	109	599	447	569	424	158	633	500	583	434	570	518	90	610
"MA"	2006	"Somerville"	"2"	"1"	8	808		896	782	104	891	617	850	722	129	943	629	878	590	866	831	89	922
"MA"	2006	"Somerville"	"2"	"2"	8	874		978	853	121	978	696	908	772	144	1014	671	953	667	933	876	118	1000
"MA"	2006	"Somerville"	"2"	"3"	8	1032		1145	971	172	1147	829	1085	901	194	1195	801	1130	782	1110	1003	167	1174
"MA"	2006	"Somerville"	"3"	"1"	8	962		1071	940	133	1079	764	1010	857	161	1135	766	1061	717	1035	974	127	1105
"MA"	2006	"Somerville"	"3"	"2"	8	950		1050	893	165	1059	745	992	793	231	1103	770	1034	702	1010	929	150	1081
"MA"	2006	"Somerville"	"3"	"3"	8	1041		1135	987	168	1157	803	1074	876	228	1206	820	1133	777	1108	1003	166	1176
"MA"	2006	"Somerville"	"4"	"1"	8	580		645	505	137	643	471	620	447	193	687	517	609	462	619	530	131	663
"MA"	2006	"Somerville"	"4"	"2"	8	640		705	573	132	707	496	663	507	156	737	546	682	487	668	610	101	713
"MA"	2006	"Somerville"	"4"	"3"	8	766		854	703	146	851	608	807	606	210	890	656	828	586	816	714	143	860
"MA"	2006	"Somerville"	"5"	"1"	8	1051		1146	978	178	1158	826	1095	861	231	1194	868	1139	793	1111	1020	155	1180
"MA"	2006	"Somerville"	"5"	"2"	8	968		1080	913	172	1085	765	1015	808	219	1133	798	1073	739	1050	919	180	1102
"MA"	2006	"Somerville"	"5"	"3"	8	1220		1326	1151	168	1321	929	1234	1047	225	1377	950	1288	905	1272	1189	165	1358
"MA"	2006	"Somerville"	"6"	"1"	8	1302		1437	1233	188	1424	1025	1329	1173	205	1495	996	1402	992	1381	1286	180	1471
"MA"	2006	"Somerville"	"6"	"2"	8	1243		1346	1159	200	1361	935	1254	1087	225	1424	894	1314	899	1285	1204	187	1394
"MA"	2006	"Somerville"	"6"	"3"	8	704		763	673	94	769	570	703	619	134	804	554	746	561	731	672	109	783
"MA"	2006	"Somerville"	"7"	"1"	8	1188		1305	1113	209	1325	940	1224	1006	258	1365	915	1284	885	1263	1141	202	1352
"MA"	2006	"Somerville"	"7"	"2"	8	981		1046	919	148	1069	809	1005	841	194	1117	828	1035	788	1022	955	135	1092
"MA"	2006	"Somerville"	"7"	"3"	8	982		1072	883	199	1084	780	1023	743	258	1120	809	1048	769	1037	913	180	1097
"MA"	2006	"Southampton"		"1"	1	1538		2375	1531	834	2367	1600	2164	1256	1009	2497	1732	2219	1750	2203	1459	991	2453
"MA"	2006	"Southborough"		"1"	3	1168		1173	1060	469	1529	1114	1353	796	652	1571	1112	1388	1157	1374	974	558	1532
"MA"	2006	"Southborough"		"2"	3	962		979	803	503	1306	916	1134	624	610	1349	941	1188	961	1171	770	544	1316
"MA"	2006	"Southborough"		"3"	3	1065		1078	921	456	1377	979	1224	663	630	1424	1021	1267	1049	1247	866	531	1397
"MA"	2006	"Southbridge"		"1"	2	733		740	646	216	862	645	795	543	277	912	705	815	666	797	648	244	893
"MA"	2006	"Southbridge"		"2"	2	656		669	598	158	757	561	700	538	233	837	618	726	612	724	629	175	806
"MA"	2006	"Southbridge"		"3"	2	850		855	749	254	1003	741	928	663	309	1076	824	968	786	958	769	269	1038
"MA"	2006	"Southbridge"		"4"	2	1203		1210	1028	351	1379	1017	1249	819	497	1470	1129	1303	1095	1274	1014	420	1436
"MA"	2006	"Southbridge"		"5"	2	556		562	490	123	613	466	573	491	165	727	502	589	493	582	524	146	670
"MA"	2006	"Southwick"		"1"	1	700		1160	642	563	1206	734	1065	508	638	1259	844	1089	817	1067	580	656	1237
"MA"	2006	"Southwick"		"2"	1	553		759	506	262	770	511	708	384	331	805	573	724	551	714	476	315	793
"MA"	2006	"Southwick"		"3"	1	803		1213	719	515	1235	826	1122	571	618	1290	922	1145	897	1142	662	599	1264
"MA"	2006	"Spencer"		"1"	2	807		821	680	287	969	698	918	527	363	1010	772	935	756	925	630	362	993
"MA"	2006	"Spencer"		"2"	2	640		651	546	257	804	564	748	454	306	838	629	759	629	756	521	301	827
"MA"	2006	"Spencer"		"3"	2	828		842	682	329	1012	736	929	535	413	1056	796	953	788	951	614	419	1033
"MA"	2006	"Spencer"		"4"	2	817		829	669	345	1015	692	954	509	417	1051	767	948	773	954	633	396	1032
"MA"	2006	"Springfield"	"1"	"A"	2	266		270	249	22	273	194	231	363	23	392	224	256	211	241	348	18	367
"MA"	2006	"Springfield"	"1"	"B"	2	280		281	257	26	284	213	262	294	26	327	256	285	241	272	288	31	319
"MA"	2006	"Springfield"	"1"	"C"	2	200		204	148	19	168	124	154	213	14	233	159	174	148	165	198	13	211
"MA"	2006	"Springfield"	"1"	"D"	2	413		417	357	58	416	328	391	393	61	477	369	413	355	406	394	66	461
"MA"	2006	"Springfield"	"1"	"E"	2	185		188	172	23	196	155	186	181	25	212	169	193	159	188	183	23	209
"MA"	2006	"Springfield"	"1"	"F"	2	275		278	251	32	286	222	266	256	41	319	256	287	246	279	273	40	314
"MA"	2006	"Springfield"	"1"	"G"	2	275		284	248	54	302	229	276	247	57	327	258	299	251	292	259	49	309
"MA"	2006	"Springfield"	"1"	"H"	2	191		194	172	25	197	153	186	183	26	217	174	195	162	188	190	19	209
"MA"	2006	"Springfield"	"2"	"A"	2	376		381	340	62	403	314	374	317	81	431	358	393	339	394	352	64	416
"MA"	2006	"Springfield"	"2"	"B"	2	597		610	560	100	661	499	600	483	171	704	546	632	549	637	544	129	673
"MA"	2006	"Springfield"	"2"	"C"	2	459		465	409	70	479	384	460	359	98	509	418	470	415	474	430	70	500
"MA"	2006	"Springfield"	"2"	"D"	2	519		528	473	98	572	454	534	389	155	602	488	547	476	551	467	118	587
"MA"	2006	"Springfield"	"2"	"E"	2	636		646	585	126	714	578	676	481	217	754	626	699	610	696	578	148	728
"MA"	2006	"Springfield"	"2"	"F"	2	433		442	404	78	483	397	454	357	120	522	419	462	418	463	407	95	504
"MA"	2006	"Springfield"	"2"	"G"	2	616		636	542	162	705	531	659	435	216	748	569	680	563	671	525	200	727
"MA"	2006	"Springfield"	"2"	"H"	2	466		478	445	112	557	408	502	370	132	586	455	534	457	535	431	146	577
"MA"	2006	"Springfield"	"3"	"A"	2	215		223	203	37	240	185	220	216	41	270	200	233	192	226	214	35	249
"MA"	2006	"Springfield"	"3"	"B"	2	171		171	156	27	183	151	177	149	39	199	161	175	153	171	165	26	191
"MA"	2006	"Springfield"	"3"	"C"	2	139		143	140	28	169	139	160	131	35	177	137	158	131	159	143	32	176
"MA"	2006	"Springfield"	"3"	"D"	2	184		185	178	26	204	155	190	175	21	215	170	197	162	195	185	23	208
"MA"	2006	"Springfield"	"3"	"E"	2	220		223	213	15	229	190	214	226	25	256	197	221	199	216	229	17	246
"MA"	2006	"Springfield"	"3"	"F"	2	246		258	207	79	286	195	263	202	77	298	211	266	222	267	225	70	295
"MA"	2006	"Springfield"	"3"	"G"	2	207		209	198	29	229	184	223	183	37	238	195	222	188	220	197	36	233
"MA"	2006	"Springfield"	"3"	"H"	2	255		259	238	34	272	217	261	217	47	291	227	268	219	268	230	51	283
"MA"	2006	"Springfield"	"4"	"A"	2	362		367	343	54	398	294	358	370	48	438	320	383	302	365	366	47	414
"MA"	2006	"Springfield"	"4"	"B"	2	387		392	361	22	383	307	348	404	26	441	333	368	330	366	394	27	421
"MA"	2006	"Springfield"	"4"	"C"	2	263		264	249	13	262	220	250	284	9	302	235	256	234	261	276	11	287
"MA"	2006	"Springfield"	"4"	"D"	2	247		249	231	15	246	202	218	256	14	271	227	240	226	239	254	10	264
"MA"	2006	"Springfield"	"4"	"E"	2	274		276	245	22	268	217	243	290	13	313	237	255	228	255	279	13	292
"MA"	2006	"Springfield"	"4"	"F"	2	152		154	141	14	155	128	144	157	13	172	138	149	129	148	158	8	166
"MA"	2006	"Springfield"	"4"	"G"	2	434		436	414	27	442	352	402	435	41	491	391	423	379	420	449	23	472
"MA"	2006	"Springfield"	"4"	"H"	2	415		418	386	24	410	340	372	440	19	466	372	393	367	395	428	23	451
"MA"	2006	"Springfield"	"5"	"A"	2	398		400	362	43	405	318	373	394	39	442	353	391	344	386	394	40	434
"MA"	2006	"Springfield"	"5"	"B"	2	460		473	442	61	504	401	483	392	93	524	443	500	424	494	424	89	513
"MA"	2006	"Springfield"	"5"	"C"	2	436		440	384	99	483	383	458	341	137	521	407	471	401	466	387	110	497
"MA"	2006	"Springfield"	"5"	"D"	2	539		562	490	178	668	502	608	403	256	715	532	622	518	614	461	234	696
"MA"	2006	"Springfield"	"5"	"E"	2	598		612	549	116	665	530	624	521	161	719	567	639	555	636	567	132	699
"MA"	2006	"Springfield"	"5"	"F"	2	644		650	547	141	688	531	630	543	171	757	581	658	576	654	566	162	729
"MA"	2006	"Springfield"	"5"	"G"	2	610		622	553	180	736	543	672	467	250	790	598	698	608	700	536	227	767
"MA"	2006	"Springfield"	"5"	"H"	2	660		673	570	195	766	581	715	505	246	815	630	737	622	730	568	212	782
"MA"	2006	"Springfield"	"6"	"A"	2	256		266	228	76	305	217	278	227	86	335	221	286	223	279	232	82	317
"MA"	2006	"Springfield"	"6"	"B"	2	561		582	541	129	671	499	608	495	173	710	494	638	516	628	506	168	676
"MA"	2006	"Springfield"	"6"	"C"	2	493		511	452	143	595	444	553	373	186	633	459	566	460	561	452	158	610
"MA"	2006	"Springfield"	"6"	"D"	2	644		664	575	195	772	586	710	488	252	811	593	737	608	725	558	227	790
"MA"	2006	"Springfield"	"6"	"E"	2	310		319	298	62	361	282	339	259	87	394	304	357	292	347	290	88	378
"MA"	2006	"Springfield"	"6"	"F"	2	339		349	299	86	386	298	367	262	110	413	304	370	304	367	309	100	409
"MA"	2006	"Springfield"	"6"	"G"	2	454		461	419	104	524	388	481	348	142	550	411	498	413	499	403	127	532
"MA"	2006	"Springfield"	"6"	"H"	2	550		561	491	172	664	496	611	407	215	697	515	620	525	631	488	193	683
"MA"	2006	"Springfield"	"7"	"A"	2	633		655	559	218	779	571	712	461	273	829	598	744	598	745	531	257	791
"MA"	2006	"Springfield"	"7"	"B"	2	840		857	716	266	983	768	901	625	332	1046	801	933	806	927	712	295	1008
"MA"	2006	"Springfield"	"7"	"C"	2	692		704	613	210	823	649	767	514	306	892	651	775	666	775	602	248	854
"MA"	2006	"Springfield"	"7"	"D"	2	645		657	579	189	769	587	712	473	260	806	614	721	604	713	550	235	787
"MA"	2006	"Springfield"	"7"	"E"	2	384		394	350	89	439	337	394	299	122	470	362	411	349	412	343	115	458
"MA"	2006	"Springfield"	"7"	"F"	2	631		649	550	201	752	573	705	467	289	818	595	710	600	711	527	258	786
"MA"	2006	"Springfield"	"7"	"G"	2	715		729	605	256	863	643	795	487	338	919	688	814	682	815	581	305	889
"MA"	2006	"Springfield"	"7"	"H"	2	350		359	313	110	423	293	375	260	151	452	323	386	327	386	306	130	436
"MA"	2006	"Springfield"	"8"	"A"	2	376		391	353	127	481	344	431	287	159	498	377	442	368	442	340	144	485
"MA"	2006	"Springfield"	"8"	"B"	2	450		460	402	98	500	365	461	346	140	529	419	477	419	487	388	126	514
"MA"	2006	"Springfield"	"8"	"C"	2	490		496	420	84	504	392	474	415	108	557	434	488	415	485	448	89	537
"MA"	2006	"Springfield"	"8"	"D"	2	224		231	186	84	270	189	245	172	81	286	204	251	200	246	191	86	278
"MA"	2006	"Springfield"	"8"	"E"	2	260		273	225	54	282	223	282	193	84	313	241	283	244	287	233	71	307
"MA"	2006	"Springfield"	"8"	"F"	2	456		467	399	121	521	379	490	336	177	550	425	503	398	495	405	139	544
"MA"	2006	"Springfield"	"8"	"G"	2	527		536	455	143	600	434	552	395	192	632	499	577	497	582	437	183	622
"MA"	2006	"Springfield"	"8"	"H"	2	387		401	329	84	414	320	388	333	81	447	346	402	345	396	348	89	437
"MA"	2006	"Sterling"		"1"	1	905		1419	933	628	1561	999	1366	687	769	1620	1077	1415	1065	1398	853	734	1590
"MA"	2006	"Sterling"		"2"	1	971		1544	1036	653	1692	1097	1499	735	847	1753	1196	1538	1163	1512	920	798	1720
"MA"	2006	"Stockbridge"		"1"	1	765		925	747	157	904	715	827	764	170	965	707	870	725	841	773	182	956
"MA"	2006	"Stoneham"		"1"	7	944		954	865	303	1168	879	1068	642	423	1196	937	1111	902	1083	831	333	1164
"MA"	2006	"Stoneham"		"2"	7	998		1015	920	338	1258	959	1161	661	499	1287	998	1185	982	1164	859	391	1250
"MA"	2006	"Stoneham"		"3"	7	1145		1166	1045	443	1488	1115	1332	721	651	1505	1180	1359	1149	1340	994	480	1478
"MA"	2006	"Stoneham"		"4"	7	885		910	848	328	1177	857	1053	583	496	1199	919	1084	893	1062	767	408	1176
"MA"	2006	"Stoneham"		"5"	7	1074		1094	941	411	1353	1008	1239	622	609	1392	1052	1259	1053	1237	894	458	1356
"MA"	2006	"Stoneham"		"6"	7	952		979	902	397	1299	943	1161	600	602	1327	985	1184	960	1173	809	474	1286
"MA"	2006	"Stoneham"		"7"	7	882		908	807	331	1141	841	1048	558	456	1165	873	1040	854	1029	758	374	1134
"MA"	2006	"Stoughton"		"1"	9	976	295	1271	949	323	1272	965	1197	708	485	1335	1099	1246	1051	1220	928	383	1312
"MA"	2006	"Stoughton"		"2"	9	953	270	1226	929	314	1243	949	1155	675	467	1305	1025	1194	1031	1178	891	366	1258
"MA"	2006	"Stoughton"		"3"	9	936	276	1214	939	301	1240	927	1125	640	464	1283	1019	1174	1027	1165	884	369	1253
"MA"	2006	"Stoughton"		"4"	9	1161	403	1566	1142	462	1604	1200	1464	815	699	1681	1305	1528	1269	1491	1084	556	1641
"MA"	2006	"Stoughton"		"5"	9	735	254	990	729	280	1010	752	931	524	394	1056	821	957	811	941	728	321	1049
"MA"	2006	"Stoughton"		"6"	9	1171	303	1474	1165	332	1497	1170	1386	858	501	1534	1217	1442	1237	1414	1111	399	1510
"MA"	2006	"Stoughton"		"7"	9	872	210	1083	854	244	1098	845	1013	638	389	1156	926	1077	916	1051	841	289	1133
"MA"	2006	"Stoughton"		"8"	9	519	144	663	532	136	668	505	615	399	221	705	571	657	569	644	537	163	700
"MA"	2006	"Stow"		"1"	5	2300		2330	2016	966	2983	2108	2627	1626	1194	3100	2112	2721	2189	2695	1918	1096	3022
"MA"	2006	"Sturbridge"		"1"	2	1367		1387	1134	533	1667	1145	1509	890	696	1733	1269	1557	1256	1542	1065	639	1706
"MA"	2006	"Sturbridge"		"2"	2	1519		1537	1180	710	1893	1295	1687	896	942	1985	1374	1722	1397	1724	1114	820	1935
"MA"	2006	"Sudbury"		"1"	5	1177		1215	1044	519	1564	1130	1323	834	697	1618	1144	1389	1174	1372	1003	575	1582
"MA"	2006	"Sudbury"		"2"	5	1209		1242	1108	429	1537	1133	1358	887	591	1587	1132	1425	1147	1383	1094	458	1555
"MA"	2006	"Sudbury"		"3"	5	1112		1137	1039	428	1468	1104	1275	801	618	1527	1104	1344	1133	1309	1000	502	1504
"MA"	2006	"Sudbury"		"4"	5	1176		1206	1078	409	1488	1103	1291	903	528	1535	1085	1359	1136	1328	1059	439	1501
"MA"	2006	"Sudbury"		"5"	5	1177		1203	1080	387	1468	1111	1298	841	568	1512	1117	1366	1139	1329	1029	450	1482
"MA"	2006	"Sunderland"		"1"	1	991		1265	1016	226	1244	935	1171	939	272	1304	864	1217	929	1205	1006	268	1277
"MA"	2006	"Sutton"		"1"	2	938		956	749	529	1280	832	1125	617	618	1361	902	1173	922	1166	698	613	1314
"MA"	2006	"Sutton"		"2"	2	917		935	732	469	1201	818	1076	543	551	1253	881	1119	903	1109	727	500	1230
"MA"	2006	"Sutton"		"3"	2	855		872	732	409	1143	779	1017	571	494	1192	850	1053	851	1045	668	496	1165
"MA"	2006	"Swampscott"		"1"	6	887	239	1127	844	274	1119	847	1025	669	384	1155	870	1062	886	1046	845	284	1131
"MA"	2006	"Swampscott"		"2"	6	644	163	808	644	157	803	631	755	486	259	829	638	767	664	776	609	193	807
"MA"	2006	"Swampscott"		"3"	6	712	200	914	689	213	903	697	835	543	300	960	682	868	723	866	685	253	939
"MA"	2006	"Swampscott"		"4"	6	826	244	1071	826	248	1074	825	969	657	362	1114	812	1001	841	981	788	297	1086
"MA"	2006	"Swampscott"		"5"	6	740	230	970	729	233	962	717	866	576	357	1013	703	896	727	878	721	263	984
"MA"	2006	"Swampscott"		"6"	6	840	288	1128	822	291	1114	826	978	650	422	1160	799	1051	857	998	801	322	1124
"MA"	2006	"Swansea"		"1"	3	988		1006	834	356	1190	828	1103	716	459	1256	936	1135	911	1130	838	401	1240
"MA"	2006	"Swansea"		"2"	3	906		915	784	290	1075	776	998	642	400	1122	863	1014	850	1012	771	340	1112
"MA"	2006	"Swansea"		"3"	3	847		863	756	261	1018	753	956	651	374	1081	829	975	828	980	768	303	1071
"MA"	2006	"Swansea"		"4"	3	919		928	778	319	1097	775	1033	641	453	1154	881	1046	870	1044	782	348	1131
"MA"	2006	"Swansea"		"5"	3	894		905	783	300	1083	767	999	626	444	1139	854	1020	841	1017	777	341	1118
"MA"	2006	"Taunton"	"1"	"A"	4	640		647	615	137	752	553	683	502	238	821	638	723	626	718	603	184	787
"MA"	2006	"Taunton"	"1"	"B"	4	833		846	755	297	1052	733	941	603	419	1132	846	985	823	974	763	336	1099
"MA"	2006	"Taunton"	"2"	"A"	4	391		396	356	84	441	328	408	332	112	486	381	425	351	415	398	80	479
"MA"	2006	"Taunton"	"2"	"B"	4	573		579	531	119	650	465	592	449	181	710	542	627	531	626	566	137	703
"MA"	2006	"Taunton"	"3"	"A"	4	719		735	667	171	838	609	787	571	268	934	701	810	715	817	681	222	905
"MA"	2006	"Taunton"	"3"	"B"	4	917		929	860	270	1131	825	1042	672	412	1193	952	1082	949	1087	846	317	1164
"MA"	2006	"Taunton"	"4"	"A"	4	710		739	676	239	917	612	843	525	342	988	729	879	715	877	654	305	962
"MA"	2006	"Taunton"	"4"	"B"	4	786		807	740	261	1002	694	930	550	401	1063	794	947	808	956	703	337	1040
"MA"	2006	"Taunton"	"5"	"A"	4	644		656	591	152	743	557	706	502	226	805	628	718	624	719	591	196	787
"MA"	2006	"Taunton"	"5"	"B"	4	557		570	506	141	648	479	600	450	203	720	526	627	530	624	528	168	698
"MA"	2006	"Taunton"	"6"	"A"	4	511		521	444	157	602	444	559	374	199	653	492	571	492	572	468	168	636
"MA"	2006	"Taunton"	"6"	"B"	4	699		713	629	176	805	567	737	513	269	869	665	767	666	766	637	215	852
"MA"	2006	"Taunton"	"7"	"A"	4	875		886	833	254	1087	788	981	700	378	1187	892	1028	897	1028	837	305	1143
"MA"	2006	"Taunton"	"7"	"B"	4	901		922	815	364	1179	801	1063	605	512	1264	919	1088	941	1107	776	462	1240
"MA"	2006	"Taunton"	"8"	"A"	4	848		859	789	291	1081	777	991	608	439	1175	874	1018	888	1033	774	366	1142
"MA"	2006	"Taunton"	"8"	"B"	4	940		958	876	302	1178	836	1064	681	445	1263	953	1114	944	1112	821	400	1223
"MA"	2006	"Templeton"		"A"	1	1039		1447	988	485	1473	995	1382	770	565	1509	1132	1402	1134	1396	907	580	1487
"MA"	2006	"Templeton"		"B"	1	872		1137	786	357	1143	832	1089	653	383	1183	906	1091	905	1091	755	413	1168
"MA"	2006	"Tewksbury"		"1"	5	1029		1041	1000	427	1427	1001	1301	624	681	1455	1115	1320	1080	1310	854	569	1425
"MA"	2006	"Tewksbury"		"1A"	5	1059		1064	993	361	1354	998	1240	597	631	1379	1090	1269	1068	1260	837	511	1348
"MA"	2006	"Tewksbury"		"2"	5	1006		1019	938	351	1291	940	1197	589	569	1308	1026	1222	1004	1203	833	448	1282
"MA"	2006	"Tewksbury"		"2A"	5	1051		1061	929	423	1352	935	1254	532	657	1371	1046	1263	1008	1255	823	524	1348
"MA"	2006	"Tewksbury"		"3"	5	1109		1116	1041	496	1537	1075	1381	618	784	1571	1183	1407	1163	1391	904	617	1521
"MA"	2006	"Tewksbury"		"3A"	5	1048		1066	982	471	1453	1033	1334	608	723	1488	1105	1340	1101	1335	844	598	1446
"MA"	2006	"Tewksbury"		"4"	5	1021		1029	966	352	1319	973	1228	623	569	1344	1071	1249	1029	1234	869	441	1311
"MA"	2006	"Tewksbury"		"4A"	5	1129		1151	1084	405	1490	1100	1382	734	622	1517	1217	1407	1175	1385	996	481	1478
"MA"	2006	"Tisbury"		"1"	10	1242	307	1672	1296	327	1623	1182	1466	1066	491	1706	1250	1572	1202	1533	1266	409	1677
"MA"	2006	"Tolland"		"1"	1	100		166	82	98	181	101	158	67	107	186	109	160	107	153	75	105	181
"MA"	2006	"Topsfield"		"1"	6	1672	1267	2941	1745	1216	3098	2020	2560	1243	1586	3047	2082	2632	2075	2571	1589	1372	2969
"MA"	2006	"Townsend"		"1"	1	631		1028	613	482	1097	686	973	428	595	1140	746	987	742	987	555	557	1112
"MA"	2006	"Townsend"		"2"	1	708		1017	691	427	1118	714	979	488	542	1155	784	1018	793	1005	611	518	1129
"MA"	2006	"Townsend"		"3"	1	687		991	665	395	1060	700	957	429	531	1076	770	975	772	962	589	474	1063
"MA"	2006	"Truro"		"1"	10	956	201	1199	940	236	1177	941	1107	822	283	1214	961	1141	931	1132	950	254	1205
"MA"	2006	"Tyngsborough"		"1"	5	774		780	764	271	1035	712	931	472	487	1066	808	958	781	945	635	399	1035
"MA"	2006	"Tyngsborough"		"2"	5	715		726	687	285	972	664	871	433	468	1004	753	902	731	890	576	405	983
"MA"	2006	"Tyngsborough"		"3"	5	695		712	669	272	942	650	852	387	468	969	718	869	703	853	549	396	949
"MA"	2006	"Tyngsborough"		"4"	5	909		922	855	385	1240	833	1097	540	629	1277	944	1146	907	1120	724	514	1242
"MA"	2006	"Tyringham"		"1"	1	150		188	132	46	178	132	164	145	43	192	137	173	141	169	148	41	189
"MA"	2006	"Upton"		"1"	2	2000		2000	1729	1059	2789	1855	2460	1298	1312	2896	2016	2520	1994	2496	1677	1146	2823
"MA"	2006	"Uxbridge"		"1"	2	786		793	680	408	1091	708	968	517	511	1152	770	977	784	982	638	484	1126
"MA"	2006	"Uxbridge"		"2"	2	976		992	872	413	1286	912	1156	699	522	1348	957	1178	974	1169	865	447	1313
"MA"	2006	"Uxbridge"		"3"	2	870		887	731	501	1234	804	1086	557	610	1277	865	1122	911	1129	686	565	1252
"MA"	2006	"Uxbridge"		"4"	2	855		878	740	429	1170	774	1029	548	551	1229	832	1069	862	1064	713	477	1193
"MA"	2006	"W. Boylston"		"1"	3	1101		1113	951	426	1377	1000	1269	741	555	1428	1094	1296	1064	1289	850	532	1382
"MA"	2006	"W. Boylston"		"2"	3	1239		1250	1015	555	1570	1094	1379	804	686	1633	1169	1441	1156	1414	919	671	1592
"MA"	2006	"W. Bridgewater"		"1"	9	822	551	1381	808	578	1388	903	1213	538	690	1465	1012	1265	1010	1232	786	634	1422
"MA"	2006	"W. Bridgewater"		"2"	9	810	491	1302	827	493	1320	875	1161	518	640	1388	1003	1214	1015	1214	732	617	1352
"MA"	2006	"W. Brookfield"		"1"	1	1084		1357	946	446	1392	1012	1308	768	548	1447	1100	1332	1126	1344	880	538	1421
"MA"	2006	"W. Newbury"		"1"	6	1227	791	2018	1291	708	2001	1357	1730	1007	921	2095	1411	1815	1428	1777	1170	869	2043
"MA"	2006	"W. Springfield"		"1"	1	316		392	308	85	393	295	374	251	110	410	303	376	310	382	302	100	402
"MA"	2006	"W. Springfield"		"2"	1	384		501	374	122	496	367	475	307	140	516	393	477	391	475	354	157	512
"MA"	2006	"W. Springfield"		"3"	1	663		882	642	272	915	667	828	490	371	953	719	848	707	838	620	313	933
"MA"	2006	"W. Springfield"		"4"	1	826		1097	821	282	1105	829	1052	645	405	1164	897	1070	884	1064	777	359	1136
"MA"	2006	"W. Springfield"		"5"	1	1039		1478	984	527	1511	1107	1381	738	722	1601	1158	1398	1137	1386	896	648	1547
"MA"	2006	"W. Springfield"		"6"	1	908		1280	833	459	1292	931	1163	641	628	1370	999	1182	981	1168	776	553	1330
"MA"	2006	"W. Springfield"		"7"	1	1001		1466	936	562	1498	1107	1384	668	782	1589	1150	1401	1143	1382	850	693	1544
"MA"	2006	"W. Springfield"		"8"	1	576		784	548	247	795	584	740	440	313	826	628	753	615	746	499	321	821
"MA"	2006	"W. Stockbridge"		"1"	1	521		639	513	116	629	488	582	552	107	678	512	612	510	601	524	136	660
"MA"	2006	"W. Tisbury"		"1"	10	1116	189	1379	1108	228	1336	996	1218	1003	281	1397	1030	1282	994	1266	1138	235	1377
"MA"	2006	"Wakefield"		"1"	6	1150	481	1633	1192	491	1684	1246	1527	804	786	1742	1329	1559	1301	1529	1079	617	1697
"MA"	2006	"Wakefield"		"2"	6	839	307	1146	858	333	1191	859	1074	612	504	1229	959	1110	916	1084	814	380	1197
"MA"	2006	"Wakefield"		"3"	6	1006	425	1432	1035	446	1483	1065	1333	679	696	1513	1165	1369	1134	1343	970	504	1476
"MA"	2006	"Wakefield"		"4"	6	1149	454	1604	1189	461	1650	1171	1483	821	703	1697	1287	1540	1265	1510	1093	569	1667
"MA"	2006	"Wakefield"		"5"	6	992	431	1423	1051	410	1461	1053	1312	755	641	1512	1137	1360	1127	1342	971	506	1480
"MA"	2006	"Wakefield"		"6"	6	1070	459	1529	1175	411	1587	1122	1397	814	679	1622	1207	1449	1193	1421	1032	547	1583
"MA"	2006	"Wakefield"		"7"	6	1107	477	1585	1154	465	1620	1194	1467	800	710	1676	1295	1532	1262	1477	1038	594	1635
"MA"	2006	"Wales"		"1"	2	568		568	443	239	682	434	645	342	300	713	505	656	495	652	415	293	708
"MA"	2006	"Walpole"		"1"	9	986	291	1280	887	400	1287	989	1195	589	590	1326	1021	1226	1032	1204	828	466	1296
"MA"	2006	"Walpole"		"2"	9	924	297	1222	858	382	1241	928	1122	575	590	1290	992	1155	987	1144	792	468	1260
