state	year	fips_pct	fips_cnty	precinct_code	county	precinct	cd	ld	g2006_REG_tv	g2006_BALL_tv	g2006_USS_rv	g2006_USS_dv	g2006_USS_tv	g2006_USH_rv	g2006_USH_dv	g2006_USH_tv
"VA"	2006	59319	51059	319	"FAIRFAX COUNTY"	"HERNDON #1"	10	86	3447	1741	718	988	1726	901	789	1724
"VA"	2006	59320	51059	320	"FAIRFAX COUNTY"	"HERNDON #2"	10	86	3457	1553	545	966	1534	690	797	1523
"VA"	2006	59321	51059	321	"FAIRFAX COUNTY"	"CLEARVIEW"	10	34	4131	2189	910	1235	2177	1088	1043	2168
"VA"	2006	59322	51059	322	"FAIRFAX COUNTY"	"FORESTVILLE"	10	34	2967	1606	821	761	1600	991	593	1599
"VA"	2006	59323	51059	323	"FAIRFAX COUNTY"	"SHOUSE"	10	34	2200	1256	523	719	1245	681	550	1243
"VA"	2006	59324	51059	324	"FAIRFAX COUNTY"	"HERNDON #3"	10	86	3289	1392	530	832	1382	605	732	1368
"VA"	2006	59325	51059	325	"FAIRFAX COUNTY"	"HUTCHISON"	10	86	2347	831	270	532	817	318	470	813
"VA"	2006	59327	51059	327	"FAIRFAX COUNTY"	"SUGARLAND"	10	34	3038	1621	698	899	1615	828	744	1616
"VA"	2006	59328	51059	328	"FAIRFAX COUNTY"	"HICKORY"	10	34	3029	1647	740	884	1635	926	681	1632
"VA"	2006	59329	51059	329	"FAIRFAX COUNTY"	"SENECA"	10	34	3282	1787	839	924	1774	1029	722	1775
"VA"	2006	59330	51059	330	"FAIRFAX COUNTY"	"COLVIN"	10	34	2386	1324	634	669	1314	783	512	1316
"VA"	2006	59401	51059	401	"FAIRFAX COUNTY"	"BUSH HILL"	8	43	3045	1702	670	999	1691	631	1012	1686
"VA"	2006	59402	51059	402	"FAIRFAX COUNTY"	"CAMERON"	8	45	990	504	185	308	502	182	299	495
"VA"	2006	59404	51059	404	"FAIRFAX COUNTY"	"FRANCONIA"	8	43	3416	1605	526	1048	1591	518	1018	1577
"VA"	2006	59405	51059	405	"FAIRFAX COUNTY"	"GROVETON"	8	44	4656	1649	404	1196	1625	361	1208	1602
"VA"	2006	59406	51059	406	"FAIRFAX COUNTY"	"HAYFIELD"	8	43	2881	1667	764	869	1656	763	857	1650
"VA"	2006	59408	51059	408	"FAIRFAX COUNTY"	"MOUNT EAGLE"	8	45	1291	666	171	480	657	168	451	646
"VA"	2006	59409	51059	409	"FAIRFAX COUNTY"	"PIONEER"	8	43	4509	1992	661	1288	1966	594	1306	1932
"VA"	2006	59410	51059	410	"FAIRFAX COUNTY"	"ROSE HILL"	8	43	4051	1946	763	1125	1915	770	1104	1908
"VA"	2006	59411	51059	411	"FAIRFAX COUNTY"	"VIRGINIA HILLS"	8	43	1224	604	233	350	588	202	368	582
"VA"	2006	59413	51059	413	"FAIRFAX COUNTY"	"FAIRFIELD"	8	44	4675	1687	393	1244	1657	352	1251	1626
"VA"	2006	59415	51059	415	"FAIRFAX COUNTY"	"CRESTWOOD"	11	39	2175	1080	438	620	1069	535	493	1043
"VA"	2006	59417	51059	417	"FAIRFAX COUNTY"	"GARFIELD"	11	39	3055	1390	509	844	1366	651	684	1350
"VA"	2006	59418	51059	418	"FAIRFAX COUNTY"	"LYNBROOK"	11	39	1685	771	313	438	762	385	357	748
"VA"	2006	59419	51059	419	"FAIRFAX COUNTY"	"LANE"	8	43	2936	1302	425	844	1289	423	827	1276
"VA"	2006	59420	51059	420	"FAIRFAX COUNTY"	"VILLAGES"	8	43	3590	1547	515	1009	1542	522	982	1534
"VA"	2006	59421	51059	421	"FAIRFAX COUNTY"	"KINGSTOWNE"	8	43	3568	1538	528	987	1527	519	963	1515
"VA"	2006	59422	51059	422	"FAIRFAX COUNTY"	"VAN DORN"	8	43	3473	1538	552	953	1524	558	927	1519
"VA"	2006	59423	51059	423	"FAIRFAX COUNTY"	"CLERMONT"	8	43	2436	1335	504	800	1324	486	795	1314
"VA"	2006	59424	51059	424	"FAIRFAX COUNTY"	"HUNTLEY"	8	43	2649	1405	486	887	1399	471	885	1387
"VA"	2006	59425	51059	425	"FAIRFAX COUNTY"	"WILTON"	8	43	1826	936	315	599	927	307	592	920
"VA"	2006	59426	51059	426	"FAIRFAX COUNTY"	"GREENSPRING"	11	39	1921	1392	572	766	1352	717	619	1349
"VA"	2006	59501	51059	501	"FAIRFAX COUNTY"	"BAILEYS"	8	49	2862	1357	356	976	1342	366	922	1330
"VA"	2006	59502	51059	502	"FAIRFAX COUNTY"	"BARCROFT"	11	38	2872	1672	575	1078	1658	831	809	1653
"VA"	2006	59503	51059	503	"FAIRFAX COUNTY"	"BELVEDERE"	11	38	1570	928	280	627	915	420	482	910
"VA"	2006	59505	51059	505	"FAIRFAX COUNTY"	"GLEN FOREST #1"	8	49	1422	641	147	482	633	135	472	617
"VA"	2006	59506	51059	506	"FAIRFAX COUNTY"	"HOLMES #1"		49	367	122	34	84	119	32	84	117
"VA"	2006	59507	51059	507	"FAIRFAX COUNTY"	"LINCOLNIA"	8	38	2994	1339	388	910	1326	381	890	1314
"VA"	2006	59508	51059	508	"FAIRFAX COUNTY"	"MASONVILLE"	11	38	1904	1055	427	607	1046	554	467	1032
"VA"	2006	59510	51059	510	"FAIRFAX COUNTY"	"PARKLAWN"	8	38	1984	1018	394	598	1003	349	607	981
"VA"	2006	59511	51059	511	"FAIRFAX COUNTY"	"RAVENWOOD"	11	38	1534	902	278	602	888	419	459	886
"VA"	2006	59512	51059	512	"FAIRFAX COUNTY"	"SLEEPY HOLLOW"	11	38	1384	842	290	535	836	389	428	833
"VA"	2006	59513	51059	513	"FAIRFAX COUNTY"	"SAINT ALBANS"	11	38	2373	1319	468	823	1302	676	614	1302
"VA"	2006	59515	51059	515	"FAIRFAX COUNTY"	"WESTLAWN"	8	38	1363	631	228	382	620	199	386	601
"VA"	2006	59516	51059	516	"FAIRFAX COUNTY"	"WEYANOKE"	8	38	2129	913	274	619	904	263	611	891
"VA"	2006	59517	51059	517	"FAIRFAX COUNTY"	"WILLSTON"	8	38	1822	754	194	534	734	174	500	696
"VA"	2006	59518	51059	518	"FAIRFAX COUNTY"	"COLUMBIA"	11	39	2710	1185	468	686	1165	596	535	1150
"VA"	2006	59519	51059	519	"FAIRFAX COUNTY"	"HUMMER"	11	39	1812	951	365	567	942	483	442	933
"VA"	2006	59520	51059	520	"FAIRFAX COUNTY"	"SKYLINE"	8	46	3527	1549	371	1142	1528	357	1116	1506
"VA"	2006	59521	51059	521	"FAIRFAX COUNTY"	"BROOK HILL"	11	39	2053	1018	443	542	1000	530	445	987
"VA"	2006	59522	51059	522	"FAIRFAX COUNTY"	"CAMELOT"	11	37	1422	883	413	447	876	537	331	875
"VA"	2006	59523	51059	523	"FAIRFAX COUNTY"	"POE"	11	38	2282	1196	463	704	1181	629	532	1174
"VA"	2006	59524	51059	524	"FAIRFAX COUNTY"	"WHITTIER"	8	38	1738	821	294	504	809	257	515	792
"VA"	2006	59525	51059	525	"FAIRFAX COUNTY"	"WALNUT HILL #1"	8	53	782	397	140	244	388	124	240	372
"VA"	2006	59526	51059	526	"FAIRFAX COUNTY"	"BREN MAR"	8	38	2650	1253	409	818	1241	398	797	1216
"VA"	2006	59527	51059	527	"FAIRFAX COUNTY"	"EDSALL"	8	38	1545	790	305	474	783	284	465	773
"VA"	2006	59528	51059	528	"FAIRFAX COUNTY"	"RIDGELEA"	11	37	1234	749	327	414	742	437	296	736
"VA"	2006	59529	51059	529	"FAIRFAX COUNTY"	"GLEN FOREST #2"	8	38	1560	729	235	481	722	223	476	705
"VA"	2006	59530	51059	530	"FAIRFAX COUNTY"	"HOLMES #2"	11	38	1616	807	221	563	793	316	445	774
"VA"	2006	59531	51059	531	"FAIRFAX COUNTY"	"LEEWOOD"	11	39	813	405	133	263	402	193	199	398
"VA"	2006	59601	51059	601	"FAIRFAX COUNTY"	"BELLE HAVEN"	8	44	2351	1290	561	714	1285	560	678	1264
"VA"	2006	59602	51059	602	"FAIRFAX COUNTY"	"BELLEVIEW"	8	45	2414	1281	396	857	1271	396	835	1264
"VA"	2006	59604	51059	604	"FAIRFAX COUNTY"	"BUCKNELL"	8	44	3833	1516	435	1042	1499	392	1048	1489
"VA"	2006	59605	51059	605	"FAIRFAX COUNTY"	"FORT HUNT"	11	44	2089	1338	625	695	1330	787	518	1316
"VA"	2006	59606	51059	606	"FAIRFAX COUNTY"	"HOLLIN HALL"	8	44	1833	1108	450	642	1101	431	634	1088
"VA"	2006	59607	51059	607	"FAIRFAX COUNTY"	"HUNTINGTON"	8	44	3795	1749	560	1154	1740	537	1126	1712
"VA"	2006	59608	51059	608	"FAIRFAX COUNTY"	"KIRKSIDE"	8	45	2040	1225	326	883	1219	327	837	1199
"VA"	2006	59609	51059	609	"FAIRFAX COUNTY"	"MARLAN"	8	45	2236	1258	525	710	1247	513	680	1222
"VA"	2006	59610	51059	610	"FAIRFAX COUNTY"	"SHERWOOD"	8	44	2884	1485	548	912	1470	515	909	1453
"VA"	2006	59611	51059	611	"FAIRFAX COUNTY"	"STRATFORD"	11	44	3363	2125	917	1177	2111	1146	929	2091
"VA"	2006	59612	51059	612	"FAIRFAX COUNTY"	"WAYNEWOOD"	11	44	1359	911	419	479	904	519	370	891
"VA"	2006	59613	51059	613	"FAIRFAX COUNTY"	"WESTGATE"	11	44	3233	1990	1156	816	1981	1336	608	1955
"VA"	2006	59614	51059	614	"FAIRFAX COUNTY"	"WHITMAN"	11	44	2084	1327	633	670	1314	771	527	1308
"VA"	2006	59615	51059	615	"FAIRFAX COUNTY"	"WOODLEY"	11	44	2718	1409	653	731	1405	793	573	1382
"VA"	2006	59616	51059	616	"FAIRFAX COUNTY"	"GUNSTON"	11	42	3043	1257	585	642	1248	706	527	1242
"VA"	2006	59617	51059	617	"FAIRFAX COUNTY"	"LORTON"	11	42	1705	709	169	520	700	226	440	674
"VA"	2006	59618	51059	618	"FAIRFAX COUNTY"	"NEWINGTON"	11	42	4507	2088	833	1213	2071	1037	1006	2060
"VA"	2006	59619	51059	619	"FAIRFAX COUNTY"	"BELVOIR"	8	43	2424	1062	409	628	1056	374	645	1045
"VA"	2006	59621	51059	621	"FAIRFAX COUNTY"	"GROSVENOR"	8	45	1648	503	132	358	502	128	353	497
"VA"	2006	59622	51059	622	"FAIRFAX COUNTY"	"LORTON STATION"	11	42	2824	1165	332	808	1151	448	681	1136
"VA"	2006	59623	51059	623	"FAIRFAX COUNTY"	"ALBAN"	11	39	1232	583	257	315	576	319	253	576
"VA"	2006	59624	51059	624	"FAIRFAX COUNTY"	"HUNT"	11	42	3526	1925	938	965	1913	1126	771	1903
"VA"	2006	59625	51059	625	"FAIRFAX COUNTY"	"LORTON CENTER"	11	43	1941	842	373	456	830	449	372	826
"VA"	2006	59626	51059	626	"FAIRFAX COUNTY"	"SARATOGA"	11	42	4720	2405	988	1364	2380	1234	1104	2357
"VA"	2006	59627	51059	627	"FAIRFAX COUNTY"	"WOODLAWN"	8	44	3799	1572	475	1064	1549	416	1072	1525
"VA"	2006	59628	51059	628	"FAIRFAX COUNTY"	"LAUREL HILL"		42	4116	2020	831	1132	1994	1036	928	1986
"VA"	2006	59701	51059	701	"FAIRFAX COUNTY"	"BLAKE"	11	35	3874	1605	577	997	1590	741	819	1572
"VA"	2006	59703	51059	703	"FAIRFAX COUNTY"	"FORT BUFFALO"	8	38	1728	849	279	554	839	243	555	819
"VA"	2006	59704	51059	704	"FAIRFAX COUNTY"	"FREEDOM HILL"	11	35	2046	1095	430	655	1090	587	491	1084
"VA"	2006	59705	51059	705	"FAIRFAX COUNTY"	"GRAHAM"	8	38	1182	566	168	385	560	149	376	538
"VA"	2006	59706	51059	706	"FAIRFAX COUNTY"	"GREENWAY"	8	38	1630	932	296	614	923	282	599	912
"VA"	2006	59707	51059	707	"FAIRFAX COUNTY"	"MANTUA"	11	37	2414	1389	512	857	1382	723	636	1370
"VA"	2006	59708	51059	708	"FAIRFAX COUNTY"	"MARSHALL"	8	53	4681	2216	678	1500	2202	690	1424	2172
"VA"	2006	59709	51059	709	"FAIRFAX COUNTY"	"MOSBY"	11	37	4466	1985	623	1314	1965	805	1100	1935
"VA"	2006	59710	51059	710	"FAIRFAX COUNTY"	"PINE SPRING"	8	53	2309	1140	346	766	1133	339	760	1123
"VA"	2006	59711	51059	711	"FAIRFAX COUNTY"	"PRICE"	11	37	2008	1094	416	662	1087	548	520	1081
"VA"	2006	59712	51059	712	"FAIRFAX COUNTY"	"SHREVE"	8	53	1385	915	332	569	911	326	556	902
"VA"	2006	59713	51059	713	"FAIRFAX COUNTY"	"TIMBER LANE"	8	53	2767	1327	424	876	1312	404	841	1279
"VA"	2006	59714	51059	714	"FAIRFAX COUNTY"	"WALKER"	11	53	3228	1507	545	929	1498	697	748	1471
"VA"	2006	59717	51059	717	"FAIRFAX COUNTY"	"WOODBURN"	8	53	1922	997	320	659	989	312	645	983
"VA"	2006	59718	51059	718	"FAIRFAX COUNTY"	"PINE RIDGE"	11	37	2292	1068	367	674	1059	491	540	1044
"VA"	2006	59719	51059	719	"FAIRFAX COUNTY"	"STENWOOD"	11	53	984	609	253	348	605	338	249	597
"VA"	2006	59720	51059	720	"FAIRFAX COUNTY"	"THOREAU"	11	53	1607	976	369	583	962	499	454	960
"VA"	2006	59721	51059	721	"FAIRFAX COUNTY"	"MERRIFIELD"	11	53	3042	1301	418	859	1294	542	731	1285
"VA"	2006	59726	51059	726	"FAIRFAX COUNTY"	"MAGARITY"	8	34	3672	1586	527	1030	1576	551	983	1564
"VA"	2006	59727	51059	727	"FAIRFAX COUNTY"	"OAKTON"	11	35	2530	1465	681	766	1458	843	599	1452
"VA"	2006	59728	51059	728	"FAIRFAX COUNTY"	"WALNUT HILL #2"	8	53	765	455	172	273	450	159	272	446
"VA"	2006	59729	51059	729	"FAIRFAX COUNTY"	"NOTTOWAY"	11	35	4666	2478	940	1493	2460	1219	1211	2449
"VA"	2006	59730	51059	730	"FAIRFAX COUNTY"	"PENDERBROOK"	11	35	3080	1467	639	796	1451	787	642	1442
"VA"	2006	59731	51059	731	"FAIRFAX COUNTY"	"TYSONS"	8	34	2978	1136	401	714	1131	413	676	1108
"VA"	2006	59732	51059	732	"FAIRFAX COUNTY"	"OAK MARR"	11	35	2883	1738	789	932	1736	1011	701	1722
"VA"	2006	59733	51059	733	"FAIRFAX COUNTY"	"KILMER"	11	35	3425	1690	596	1075	1682	782	865	1665
"VA"	2006	59801	51059	801	"FAIRFAX COUNTY"	"BURKE"	11	41	4288	1968	787	1148	1950	993	903	1918
"VA"	2006	59803	51059	803	"FAIRFAX COUNTY"	"CLIFTON"	11	40	4193	2407	1336	1029	2388	1578	775	2380
"VA"	2006	59805	51059	805	"FAIRFAX COUNTY"	"FAIRFAX STATION"	11	40	3538	2064	1062	979	2056	1317	710	2041
"VA"	2006	59811	51059	811	"FAIRFAX COUNTY"	"POHICK"	11	41	3603	1921	831	1054	1908	1015	862	1892
"VA"	2006	59812	51059	812	"FAIRFAX COUNTY"	"VALLEY"	11	42	2739	1497	658	814	1490	810	655	1477
"VA"	2006	59815	51059	815	"FAIRFAX COUNTY"	"WOODYARD"	11	41	2410	1325	707	598	1318	869	432	1309
"VA"	2006	59824	51059	824	"FAIRFAX COUNTY"	"ORANGE"	11	41	4052	2248	1068	1141	2232	1295	914	2227
"VA"	2006	59825	51059	825	"FAIRFAX COUNTY"	"CHERRY RUN"	11	41	2900	1546	709	812	1538	928	591	1530
"VA"	2006	59827	51059	827	"FAIRFAX COUNTY"	"IRVING"	11	42	2528	1485	657	807	1477	849	601	1467
"VA"	2006	59833	51059	833	"FAIRFAX COUNTY"	"WHITE OAKS"	11	41	2933	1459	600	822	1440	745	668	1424
"VA"	2006	59838	51059	838	"FAIRFAX COUNTY"	"SANGSTER"	11	41	2421	1334	678	634	1324	823	469	1312
"VA"	2006	59839	51059	839	"FAIRFAX COUNTY"	"SILVERBROOK"	11	42	3324	1862	886	962	1855	1191	644	1841
"VA"	2006	59840	51059	840	"FAIRFAX COUNTY"	"WEST SPRINGFIELD"	11	42	2868	1577	689	858	1561	903	630	1546
"VA"	2006	59841	51059	841	"FAIRFAX COUNTY"	"POPES HEAD"	11	40	3284	1869	1028	814	1858	1255	580	1851
"VA"	2006	59842	51059	842	"FAIRFAX COUNTY"	"PARKWAY"	11	41	2322	1264	594	646	1256	766	475	1246
"VA"	2006	59843	51059	843	"FAIRFAX COUNTY"	"FAIR LAKES"	10	67	3055	1414	590	793	1405	690	695	1403
"VA"	2006	59845	51059	845	"FAIRFAX COUNTY"	"FOUNTAINHEAD"	11	42	3687	2080	1117	936	2068	1418	625	2054
"VA"	2006	59846	51059	846	"FAIRFAX COUNTY"	"GREENBRIAR EAST"	10	67	3501	1426	590	807	1412	680	707	1411
"VA"	2006	59847	51059	847	"FAIRFAX COUNTY"	"GREENBRIAR WEST"	10	67	2477	1247	597	629	1238	701	521	1237
"VA"	2006	59849	51059	849	"FAIRFAX COUNTY"	"NEWGATE"	11	40	4837	2521	1361	1121	2515	1647	828	2492
"VA"	2006	59850	51059	850	"FAIRFAX COUNTY"	"SOUTH RUN"	11	42	1356	790	369	411	784	481	298	782
"VA"	2006	59851	51059	851	"FAIRFAX COUNTY"	"WILLOW SPRINGS"	11	40	4106	2033	917	1076	2005	1133	847	2003
"VA"	2006	59852	51059	852	"FAIRFAX COUNTY"	"MONUMENT"	11	35	4787	1736	646	1051	1720	800	888	1709
"VA"	2006	59901	51059	901	"FAIRFAX COUNTY"	"CENTRE RIDGE"	10	40	3506	1257	531	703	1251	611	611	1249
"VA"	2006	59902	51059	902	"FAIRFAX COUNTY"	"BROOKFIELD"	10	67	3740	1593	645	897	1571	748	778	1559
"VA"	2006	59903	51059	903	"FAIRFAX COUNTY"	"CUB RUN"	10	67	3848	1890	903	949	1875	1064	777	1867
"VA"	2006	59904	51059	904	"FAIRFAX COUNTY"	"DULLES"	10	67	1677	841	419	389	828	485	329	831
"VA"	2006	59905	51059	905	"FAIRFAX COUNTY"	"FRANKLIN"	10	86	3215	1764	777	955	1755	965	758	1748
"VA"	2006	59908	51059	908	"FAIRFAX COUNTY"	"KINROSS"	10	36	4482	2534	1157	1339	2519	1447	1042	2521
"VA"	2006	59910	51059	910	"FAIRFAX COUNTY"	"LONDON TOWNE EAST"	10	67	1525	636	259	368	633	312	308	629
"VA"	2006	59911	51059	911	"FAIRFAX COUNTY"	"NAVY"	10	67	3084	1655	724	911	1646	883	740	1640
"VA"	2006	59913	51059	913	"FAIRFAX COUNTY"	"ROCKY RUN"	10	67	3852	2015	993	992	2004	1183	783	2000
"VA"	2006	59914	51059	914	"FAIRFAX COUNTY"	"VALE"	11	35	3132	1850	879	943	1839	1144	679	1836
"VA"	2006	59915	51059	915	"FAIRFAX COUNTY"	"VIRGINIA RUN"	10	40	2663	1458	806	629	1451	946	483	1447
"VA"	2006	59916	51059	916	"FAIRFAX COUNTY"	"WAPLES MILL"	11	67	4272	2441	1143	1266	2425	1433	951	2405
"VA"	2006	59917	51059	917	"FAIRFAX COUNTY"	"STONE"	10	67	3443	1506	652	813	1490	795	655	1485
"VA"	2006	59918	51059	918	"FAIRFAX COUNTY"	"CENTREVILLE"	11	40	4293	1716	721	952	1697	851	805	1677
"VA"	2006	59919	51059	919	"FAIRFAX COUNTY"	"GREEN TRAILS"	11	40	4438	1912	777	1088	1894	921	931	1873
"VA"	2006	59920	51059	920	"FAIRFAX COUNTY"	"LEES CORNER EAST"	10		2441	1161	473	671	1154	581	548	1149
"VA"	2006	59921	51059	921	"FAIRFAX COUNTY"	"DEER PARK"	10	40	3172	1684	907	753	1678	1073	574	1670
"VA"	2006	59923	51059	923	"FAIRFAX COUNTY"	"BULL RUN"	10	40	2071	1130	660	451	1123	759	350	1118
"VA"	2006	59924	51059	924	"FAIRFAX COUNTY"	"LONDON TOWNE WEST"	10	40	2547	946	290	640	937	351	559	928
"VA"	2006	59925	51059	925	"FAIRFAX COUNTY"	"OLD MILL"	10	40	2147	929	411	506	923	468	439	918
"VA"	2006	59926	51059	926	"FAIRFAX COUNTY"	"POWELL"	11	40	3296	1206	473	709	1196	559	619	1187
"VA"	2006	59927	51059	927	"FAIRFAX COUNTY"	"LEES CORNER WEST"	10		3232	1673	726	920	1661	891	744	1665
"VA"	2006	59928	51059	928	"FAIRFAX COUNTY"	"POPLAR TREE"	10	67	2715	1449	717	705	1440	866	539	1434
"VA"	2006	61101	51061	101	"FAUQUIER COUNTY"	"KETTLE RUN"	1	31	1632	887	555	323	886	566	289	870
"VA"	2006	61102	51061	102	"FAUQUIER COUNTY"	"CATLETT"	1	31	2534	1287	863	395	1281	873	366	1258
"VA"	2006	61103	51061	103	"FAUQUIER COUNTY"	"CASANOVA"	1	31	1213	686	364	305	679	370	283	664
"VA"	2006	61104	51061	104	"FAUQUIER COUNTY"	"LOIS"	1	88	1027	563	364	186	559	375	160	549
"VA"	2006	61105	51061	105	"FAUQUIER COUNTY"	"OPAL"	1	88	1153	575	388	181	572	411	147	563
"VA"	2006	61201	51061	201	"FAUQUIER COUNTY"	"COURTHOUSE"	10	18	2860	1404	733	640	1395	839	512	1384
"VA"	2006	61202	51061	202	"FAUQUIER COUNTY"	"AIRLIE"	10	18	1639	964	546	400	961	631	307	959
"VA"	2006	61203	51061	203	"FAUQUIER COUNTY"	"BALDWIN RIDGE"	1	31	2131	1141	640	482	1132	666	417	1107
"VA"	2006	61204	51061	204	"FAUQUIER COUNTY"	"WARRENTON"	10	18	2305	1183	573	593	1175	670	469	1167
"VA"	2006	61301	51061	301	"FAUQUIER COUNTY"	"MORRISVILLE"	1	88	1565	810	532	261	804	546	228	784
"VA"	2006	61302	51061	302	"FAUQUIER COUNTY"	"REMINGTON"	1	88	2622	1201	710	457	1195	732	428	1181
"VA"	2006	61303	51061	303	"FAUQUIER COUNTY"	"BEALETON"	1	88	2617	1030	596	418	1026	607	391	1015
"VA"	2006	61401	51061	401	"FAUQUIER COUNTY"	"MARSHALL"	10	18	2485	1359	770	566	1351	887	426	1337
"VA"	2006	61402	51061	402	"FAUQUIER COUNTY"	"LEEDS"	10	18	2254	1303	610	672	1294	759	513	1292
"VA"	2006	61403	51061	403	"FAUQUIER COUNTY"	"WATERLOO"	1	18	3984	2198	1227	942	2190	1315	813	2163
"VA"	2006	61501	51061	501	"FAUQUIER COUNTY"	"THE PLAINS"	10	18	2196	1173	546	602	1160	695	445	1156
"VA"	2006	61502	51061	502	"FAUQUIER COUNTY"	"NEW BALTIMORE"	10	31	4039	2256	1385	832	2245	1552	665	2238
"VA"	2006	61503	51061	503	"FAUQUIER COUNTY"	"BROAD RUN"	10	18	1923	1138	700	424	1135	809	310	1132
"VA"	2006	63101	51063	101	"FLOYD COUNTY"	"LOCUST GROVE"	9	9	1785	1028	549	446	1015	311	692	1003
"VA"	2006	63201	51063	201	"FLOYD COUNTY"	"LITTLE RIVER"	9	9	2083	1154	619	504	1143	380	741	1122
"VA"	2006	63301	51063	301	"FLOYD COUNTY"	"COURTHOUSE"	9	9	1984	1071	561	468	1043	321	725	1049
"VA"	2006	63401	51063	401	"FLOYD COUNTY"	"BURKS FORK"	9	9	1931	1014	611	367	994	390	610	1001
"VA"	2006	63501	51063	501	"FLOYD COUNTY"	"INDIAN VALLEY"	9	9	1803	942	613	296	921	463	453	918
"VA"	2006	65101	51065	101	"FLUVANNA COUNTY"	"PALMYRA"	5	58	1829	900	476	403	894	510	361	888
"VA"	2006	65201	51065	201	"FLUVANNA COUNTY"	"COLUMBIA"	5	59	2308	1157	561	567	1141	585	528	1131
"VA"	2006	65301	51065	301	"FLUVANNA COUNTY"	"FORK UNION"		59	1951	952	442	479	928	476	440	924
"VA"	2006	65401	51065	401	"FLUVANNA COUNTY"	"CUNNINGHAM"	5	58	2622	1327	865	432	1310	903	388	1302
"VA"	2006	65501	51065	501	"FLUVANNA COUNTY"	"RIVANNA"	5	58	3630	2137	1154	954	2124	1231	863	2108
"VA"	2006	65502	51065	502	"FLUVANNA COUNTY"	"RIVANNA 2"	5	58	3101	1624	821	779	1619	882	707	1608
"VA"	2006	67102	51067	102	"FRANKLIN COUNTY"	"BURNT CHIMNEY"	5	22	2740	1527	939	544	1503	1091	402	1505
"VA"	2006	67103	51067	103	"FRANKLIN COUNTY"	"SCRUGGS"	5	9	3296	1962	1310	613	1942	1421	489	1928
"VA"	2006	67201	51067	201	"FRANKLIN COUNTY"	"GLADE HILL"	5	9	1956	1052	585	407	1014	711	307	1030
"VA"	2006	67202	51067	202	"FRANKLIN COUNTY"	"PENHOOK"	5	9	1411	838	541	272	828	615	205	831
"VA"	2006	67203	51067	203	"FRANKLIN COUNTY"	"HODGESVILLE"	5	9	542	276	147	119	268	178	88	268
"VA"	2006	67204	51067	204	"FRANKLIN COUNTY"	"DUDLEY"	5	9	866	520	313	197	515	340	171	513
"VA"	2006	67301	51067	301	"FRANKLIN COUNTY"	"SNOW CREEK"	5	9	888	485	267	191	468	337	131	474
"VA"	2006	67302	51067	302	"FRANKLIN COUNTY"	"FORK MOUNTAIN"	5	9	1011	547	339	187	535	415	114	536
"VA"	2006	67303	51067	303	"FRANKLIN COUNTY"	"SONTAG"	5	9	1398	750	337	387	734	428	306	740
"VA"	2006	67304	51067	304	"FRANKLIN COUNTY"	"DICKINSON"	5	9	643	394	180	198	385	217	163	384
"VA"	2006	67401	51067	401	"FRANKLIN COUNTY"	"HENRY"	5	9	1326	696	468	204	683	550	124	681
"VA"	2006	67402	51067	402	"FRANKLIN COUNTY"	"FERRUM"	5	9	1042	591	362	207	576	424	149	581
"VA"	2006	67403	51067	403	"FRANKLIN COUNTY"	"ENDICOTT"	5	9	917	523	327	174	515	380	122	507
"VA"	2006	67501	51067	501	"FRANKLIN COUNTY"	"WAIDSBORO"	5	9	873	513	316	176	494	367	122	491
"VA"	2006	67502	51067	502	"FRANKLIN COUNTY"	"CALLAWAY"	5	9	1426	843	526	284	823	592	225	830
"VA"	2006	67503	51067	503	"FRANKLIN COUNTY"	"BOWMANS"	5	9	876	524	315	196	518	370	144	519
"VA"	2006	67504	51067	504	"FRANKLIN COUNTY"	"GOGGINSVILLE"	5	9	1072	698	442	233	685	511	171	688
"VA"	2006	67601	51067	601	"FRANKLIN COUNTY"	"BOONES MILL"	5	9	1835	1037	642	347	1010	755	251	1017
"VA"	2006	67602	51067	602	"FRANKLIN COUNTY"	"BONBROOK"	5	9	1549	853	495	334	843	561	271	839
"VA"	2006	67603	51067	603	"FRANKLIN COUNTY"	"COOPERS COVE"	5	9	1171	680	424	234	667	466	192	666
"VA"	2006	67701	51067	701	"FRANKLIN COUNTY"	"ROCKY MOUNT EAST"	5	9	1646	886	458	394	866	596	261	867
"VA"	2006	67702	51067	702	"FRANKLIN COUNTY"	"ROCKY MOUNT WEST"	5	9	1369	768	389	355	752	511	245	762
"VA"	2006	67703	51067	703	"FRANKLIN COUNTY"	"ROCKY MOUNT SOUTH"	5	9	1084	618	323	261	594	388	206	598
"VA"	2006	69101	51069	101	"FREDERICK COUNTY"	"RUSSELLS"	10	29	1784	938	620	297	932	667	243	927
"VA"	2006	69102	51069	102	"FREDERICK COUNTY"	"GORE"	10	29	2121	987	601	359	984	632	317	975
"VA"	2006	69103	51069	103	"FREDERICK COUNTY"	"KERNSTOWN"	10	29	1970	1214	787	406	1207	882	304	1203
"VA"	2006	69104	51069	104	"FREDERICK COUNTY"	"CEDAR CREEK"	10	18	1381	701	408	277	692	445	230	688
"VA"	2006	69201	51069	201	"FREDERICK COUNTY"	"GAINESBOROUGH"	10	29	1212	587	377	195	581	393	166	575
"VA"	2006	69202	51069	202	"FREDERICK COUNTY"	"ALBIN"	10	29	2898	1480	948	505	1469	988	445	1462
