state	year	county	precinct	g2000_USP_dv	g2000_USP_rv	g2000_USP_tv	cd	g2000_USH_dv	g2000_USH_rv	g2000_USH_tv	cd2	g2000_USH_dv2	g2000_USH_rv2	g2000_USH_tv2
"AL"	2000	"CHEROKEE"	"Friendship Baptist Fellowship"	45	78	123	2	57	191	255				
"AL"	2000	"CHEROKEE"	"Gaylesville City Hall"	68	111	182	2	214	429	656				
"AL"	2000	"CHEROKEE"	"Goshen Methodist Ch."	63	74	139	2	88	335	434				
"AL"	2000	"CHEROKEE"	"Leesburg Clubhse."	289	308	609	2	15	193	217				
"AL"	2000	"CHEROKEE"	"Lindseys Store"	75	62	138	2	82	524	612				
"AL"	2000	"CHEROKEE"	"Mamie Lou Princes Hse."	30	51	86	2	14	90	108				
"AL"	2000	"CHEROKEE"	"Mays Store"	146	94	245	2	106	315	430				
"AL"	2000	"CHEROKEE"	"McCords Crossroads Fire Hall"	99	133	239	2	131	381	538				
"AL"	2000	"CHEROKEE"	"Mill Creek Bapt. Ch."	13	43	58	2	55	145	209				
"AL"	2000	"CHEROKEE"	"Mt. Calvery Bapt. Ch."	22	33	55	2	209	591	819				
"AL"	2000	"CHEROKEE"	"Mt. Springs Fellowship Hall"	20	43	63	2	140	651	821				
"AL"	2000	"CHEROKEE"	"Mt. Weisner fire Hall"	47	98	146	2	297	846	1168				
"AL"	2000	"CHEROKEE"	"New Hope Meth. Ch."	131	116	256	2	123	482	633				
"AL"	2000	"CHEROKEE"	"Pleasant Valleyn Bapt. #2"	47	66	120	1	0	17	20				
"AL"	2000	"CHEROKEE"	"Rock run Church"	39	45	84	1	0	51	53				
"AL"	2000	"CHEROKEE"	"Sand Rock Town Hall"	178	263	448	1	0	379	433				
"AL"	2000	"CHEROKEE"	"Schoonhoven Store"	13	26	42	1	0	210	250				
"AL"	2000	"CHEROKEE"	"Slackland Clubhse."	47	34	84	1	0	214	258				
"AL"	2000	"CHEROKEE"	"Spring Creek Fire Hall"	163	173	348	1	0	211	231				
"AL"	2000	"CHEROKEE"	"Spring Garden Fire Sta."	100	154	267	1	0	167	181				
"AL"	2000	"CHEROKEE"	"Turkers Chapel Fire Dept."	38	77	115	1	0	241	276				
"AL"	2000	"CHEROKEE"	"Watsons Chapel"	40	68	108	1	0	760	848				
"AL"	2000	"CHILTON"	"ABSENTEE VOTERS"	760	529	1302	1	0	239	267				
"AL"	2000	"CHILTON"	"CANE CREEK-GAP OF MT. FIRE"	147	368	522	1	0	399	438				
"AL"	2000	"CHILTON"	"CLANTON FACILITY BLDG."	352	1095	1467	1	0	314	334				
"AL"	2000	"CHILTON"	"COLLINS CHAPEL-FIRE STATION"	70	219	292	1	0	284	320				
"AL"	2000	"CHILTON"	"COURTHOUSE-CLANTON"	233	592	836	1	0	130	141				
"AL"	2000	"CHILTON"	"ENTERPRISE-FIRE STATION"	174	529	721	1	0	117	125				
"AL"	2000	"CHILTON"	"FAIRVIEW-FIRE STATION"	118	344	467	1	0	85	92				
"AL"	2000	"CHILTON"	"ISABELLA-FIRE STATION"	119	336	468	1	0	161	163				
"AL"	2000	"CHILTON"	"JEMISON FIRE DEPARTMENT"	474	845	1332	1	0	173	187				
"AL"	2000	"CHILTON"	"LIBRARY-CLANTON"	224	790	1021	1	0	205	226				
"AL"	2000	"CHILTON"	"MAPLESVILLE-NEW FIRE STATION"	258	327	589	1	0	499	536				
"AL"	2000	"CHILTON"	"MARS HILL-W CHILTON FIRE"	170	443	632	1	0	37	62				
"AL"	2000	"CHILTON"	"PROVIDENCE-E CHILTON FIRE"	129	370	510	1	0	26	38				
"AL"	2000	"CHILTON"	"PROVIDENCE-N CHILTON FIRE"	193	560	775	1	0	56	62				
"AL"	2000	"CHILTON"	"SOUTH CHILTON FIRE STATION"	127	452	585	1	0	115	130				
"AL"	2000	"CHILTON"	"THORSBY TOWN HALL"	256	691	958	1	0	449	483				
"AL"	2000	"CHILTON"	"UNION GROVE-FIRE STATION"	259	563	834	1	0	461	484				
"AL"	2000	"CHILTON"	"VERBENA-FIRE STATION"	236	510	761	1	0	160	166				
"AL"	2000	"CHILTON"	"VETERANS CLUB-CLANTON"	507	503	1020	1	0	51	55				
"AL"	2000	"CHOCTAW"	"Absentee"	406	189	602	1	0	114	131				
"AL"	2000	"CHOCTAW"	"Ararat"	53	81	139	1	0	303	331				
"AL"	2000	"CHOCTAW"	"Barrytown"	12	159	173	1	0	278	313				
"AL"	2000	"CHOCTAW"	"Bladon Sprgs."	74	14	90	1	0	148	163				
"AL"	2000	"CHOCTAW"	"Bogueloosa"	53	292	348	1	0	57	60				
"AL"	2000	"CHOCTAW"	"Branch"	201	45	246	1	0	127	147				
"AL"	2000	"CHOCTAW"	"Butler"	483	899	1397	1	0	276	315				
"AL"	2000	"CHOCTAW"	"Chappell Hill"	37	162	199	1	0	274	299				
"AL"	2000	"CHOCTAW"	"Cromwell"	64	35	101	4	322	567	910				
"AL"	2000	"CHOCTAW"	"Crossroads"	94	39	133	4	380	704	1107				
"AL"	2000	"CHOCTAW"	"Cullomburg"	49	66	116	4	347	281	645				
"AL"	2000	"CHOCTAW"	"Gilbertown"	108	285	395	4	310	314	644				
"AL"	2000	"CHOCTAW"	"Halsell"	51	17	69	4	462	30	494				
"AL"	2000	"CHOCTAW"	"Hurricane"	15	19	35	4	704	29	740				
"AL"	2000	"CHOCTAW"	"Intersection"	62	1	63	4	59	54	115				
"AL"	2000	"CHOCTAW"	"Isney"	16	46	62	4	510	357	882				
"AL"	2000	"CHOCTAW"	"Lavaca"	126	89	216	4	182	61	251				
"AL"	2000	"CHOCTAW"	"Lisman"	304	36	344	4	431	351	809				
"AL"	2000	"CHOCTAW"	"Lusk"	33	156	189	4	272	230	508				
"AL"	2000	"CHOCTAW"	"Melvin"	74	36	110	4	254	251	513				
"AL"	2000	"CHOCTAW"	"Mt. Sterling"	127	58	185	4	285	209	509				
"AL"	2000	"CHOCTAW"	"Pelham"	119	23	142	4	255	172	431				
"AL"	2000	"CHOCTAW"	"Pennington"	266	114	386	4	401	288	710				
"AL"	2000	"CHOCTAW"	"Pleasant Valley"	15	138	153	4	407	1149	1578				
"AL"	2000	"CHOCTAW"	"Pushmataha"	123	12	135	4	851	323	1190				
"AL"	2000	"CHOCTAW"	"Riderwood"	96	17	117	4	699	115	825				
"AL"	2000	"CHOCTAW"	"Rock Springs"	11	52	63	4	390	294	698				
"AL"	2000	"CHOCTAW"	"Silas"	126	187	317	4	140	324	469				
"AL"	2000	"CHOCTAW"	"Souwilpa"	16	36	52	4	609	1453	2110				
"AL"	2000	"CHOCTAW"	"Toomey"	67	82	151	4	162	409	581				
"AL"	2000	"CHOCTAW"	"Toxey"	122	134	258	4	193	310	510				
"AL"	2000	"CHOCTAW"	"Womack Hill"	31	67	99	4	432	598	1049				
"AL"	2000	"CHOCTAW"	"Yantley"	273	14	289	4	504	775	1307				
"AL"	2000	"CLARKE"	"ABSENTEE VOTERS"	99	211	313	4	434	750	1225				
"AL"	2000	"CLARKE"	"ANTIOCH FIRE STATION"	102	179	284	4	359	585	967				
"AL"	2000	"CLARKE"	"BASHI - METHODIST CHURCH"	26	57	83	4	88	137	228				
"AL"	2000	"CLARKE"	"CARLTON - SHERMAN GROCERY"	74	49	124	4	136	240	392				
"AL"	2000	"CLARKE"	"CHOCTAW BLUFF FIRE STATION"	172	66	238	4	68	131	202				
"AL"	2000	"CLARKE"	"COFFEEVILLE HIGH SCHOOL GYM"	229	309	543	4	181	368	562				
"AL"	2000	"CLARKE"	"GOOD HOPE AME CHRCH GAINSTOWN"	282	47	331	4	227	249	489				
"AL"	2000	"CLARKE"	"GOSPORT FIRE STATION"	133	20	153	4	104	177	289				
"AL"	2000	"CLARKE"	"GROVE HILL - COURTHOUSE"	141	285	427	4	66	166	240				
"AL"	2000	"CLARKE"	"GROVE HILL-CITY HALL"	76	354	433	4	336	579	937				
"AL"	2000	"CLARKE"	"GROVE HILL-NATIONAL GUARD"	202	87	291	4	105	200	319				
"AL"	2000	"CLARKE"	"HELLWESTERN FIRE STATION"	47	175	223	4	84	175	270				
"AL"	2000	"CLARKE"	"HOPEWELL CHURCH - CHILTON"	12	79	91	4	37	68	106				
"AL"	2000	"CLARKE"	"JACKSON CITY HALL"	708	390	1110	4	70	160	234				
"AL"	2000	"CLARKE"	"JACKSON-FIRE STATION NO.2"	99	429	538	4	313	78	398				
"AL"	2000	"CLARKE"	"JACKSON-NATIONAL GUARD ARMORY"	106	519	629	4	173	96	276				
"AL"	2000	"CLARKE"	"JACKSON-SKIPPERS FIRE STATION"	177	410	590	4	242	304	559				
"AL"	2000	"CLARKE"	"MORVIN VOTING HOUSE"	113	35	148	4	257	299	572				
"AL"	2000	"CLARKE"	"NETTLESBORO FIRE STATION"	67	82	149	4	350	530	898				
"AL"	2000	"CLARKE"	"OLD FULTON SCHOOL"	209	361	574	4	267	446	737				
"AL"	2000	"CLARKE"	"SALITPA-ALABAMA SANDBLASTING"	103	54	160	4	197	450	656				
"AL"	2000	"CLARKE"	"SPRINGFIELD - BOBBY KELLEYS"	22	220	243	4	187	396	606				
"AL"	2000	"CLARKE"	"TALLAHATTA SPR.-COMM. HOUSE"	13	92	107	4	169	384	567				
"AL"	2000	"CLARKE"	"THOMASVILLE FIRE STATION #2"	67	341	409	4	58	116	179				
"AL"	2000	"CLARKE"	"THOMASVILLE NEW FIRE STATION"	186	444	636	4	106	144	256				
"AL"	2000	"CLARKE"	"THOMASVILLE-NATIONAL GUARD"	646	405	1063	4	133	239	381				
"AL"	2000	"CLARKE"	"VOTING HOUSE 84 & 35"	149	38	187	4	94	216	319				
"AL"	2000	"CLARKE"	"WALKER SPRINGS-OVERSTREETS"	147	112	259	4	109	203	317				
"AL"	2000	"CLARKE"	"WHATLEY - GARRICKS STORE"	115	71	188	4	43	114	159				
"AL"	2000	"CLARKE"	"WINN & ZIMCO-FIRE STATION"	157	67	228	4	62	219	291				
"AL"	2000	"CLAY"	"Absentee"	181	287	471	4	30	86	117				
"AL"	2000	"CLAY"	"Ashland National Guard 17"	222	446	683	4	237	589	843				
"AL"	2000	"CLAY"	"Ashland National Guard 18A"	47	135	183	4	408	776	1212				
"AL"	2000	"CLAY"	"Ashland National Guard 18B"	32	77	112	4	337	606	961				
"AL"	2000	"CLAY"	"Ashland National Guard 21"	172	93	268	4	174	455	639				
"AL"	2000	"CLAY"	"Barfield Volunteer"	162	272	447	4	180	265	451				
"AL"	2000	"CLAY"	"Bluff Springs F.D."	83	241	332	4	135	230	380				
"AL"	2000	"CLAY"	"Coleta Valley F.D."	28	94	127	4	64	33	99				
"AL"	2000	"CLAY"	"Cragford F.D."	38	143	185	4	396	702	1113				
"AL"	2000	"CLAY"	"Delta Community Center"	64	136	209	4	610	917	1559				
"AL"	2000	"CLAY"	"Highland/Coppermine 01"	41	81	131	4	458	411	882				
"AL"	2000	"CLAY"	"Highland/Coppermine 25"	40	150	193	4	110	84	197				
"AL"	2000	"CLAY"	"Hipine F.D."	16	86	105	4	56	77	135				
"AL"	2000	"CLAY"	"Hollins Community Center"	67	156	232	4	8	30	40				
"AL"	2000	"CLAY"	"Idaho F.D."	33	160	195	4	36	65	105				
"AL"	2000	"CLAY"	"Lineville Armory"	135	242	386	4	103	194	302				
"AL"	2000	"CLAY"	"Lineville National Guard 15"	145	224	378	4	191	292	494				
"AL"	2000	"CLAY"	"Lineville National Guard 20"	313	89	403	4	42	76	119				
"AL"	2000	"CLAY"	"Mellow Valley High 01"	7	49	56	4	58	59	121				
"AL"	2000	"CLAY"	"Mellow Valley High 02"	46	201	251	4	90	83	177				
"AL"	2000	"CLAY"	"Millerville F.D. 08"	22	107	131	4	55	165	236				
"AL"	2000	"CLAY"	"Millerville F.D. 22"	88	90	178	4	234	310	563				
"AL"	2000	"CLAY"	"Tri-Community F.D. 10"	15	103	123	4	61	128	192				
"AL"	2000	"CLAY"	"Tri-Community F.D. 23"	48	57	108	4	30	61	91				
"AL"	2000	"CLEBURNE"	"Absentee"	38	83	122	4	87	105	193				
"AL"	2000	"CLEBURNE"	"Pct. 1"	25	72	101	4	107	127	236				
"AL"	2000	"CLEBURNE"	"Pct. 10"	58	88	147	4	57	98	156				
"AL"	2000	"CLEBURNE"	"Pct. 11, Box 1"	50	63	115	4	81	103	188				
"AL"	2000	"CLEBURNE"	"Pct. 11, Box 2"	25	62	88	4	88	194	291				
"AL"	2000	"CLEBURNE"	"Pct. 12 Box 1(A-L0"	108	157	271	4	71	84	158				
"AL"	2000	"CLEBURNE"	"Pct. 12 Box 2(M-Z)"	66	176	244	4	55	111	173				
"AL"	2000	"CLEBURNE"	"Pct. 12, Box 3"	29	106	137	4	132	48	181				
"AL"	2000	"CLEBURNE"	"Pct. 15"	61	139	205	4	129	183	324				
"AL"	2000	"CLEBURNE"	"Pct. 2"	71	112	191	4	36	66	104				
"AL"	2000	"CLEBURNE"	"Pct. 3"	75	125	206	4	55	70	131				
"AL"	2000	"CLEBURNE"	"Pct. 4 Box 1(A-H)"	26	79	112	4	30	59	90				
"AL"	2000	"CLEBURNE"	"Pct. 4 Box 2(I-Z)"	34	84	119	4	76	149	230				
"AL"	2000	"CLEBURNE"	"Pct. 6 Box 1(A-B)"	96	138	236	4	94	255	355				
"AL"	2000	"CLEBURNE"	"Pct. 6 Box 2(C-G)"	119	160	288	4	319	573	907				
"AL"	2000	"CLEBURNE"	"Pct. 6 Box 3(H-K)"	100	104	207	4	282	268	562				
"AL"	2000	"CLEBURNE"	"Pct. 6 Box 4(L-O)"	85	122	208	4	215	250	471				
"AL"	2000	"CLEBURNE"	"Pct. 6 Box 5(P-S)"	101	152	254	4	323	79	410				
"AL"	2000	"CLEBURNE"	"Pct. 6 Box 6(T-Z)"	95	124	221	4	324	331	662				
"AL"	2000	"CLEBURNE"	"Pct. 7"	70	172	244	4	54	84	139				
"AL"	2000	"CLEBURNE"	"Pct. 8 Box 1"	38	102	140	4	41	92	136				
"AL"	2000	"CLEBURNE"	"Pct. 8 Box 2"	39	151	192	4	222	318	551				
"AL"	2000	"CLEBURNE"	"Pct. 9 Box 1A(A-K)"	36	140	185	4	286	505	807				
"AL"	2000	"CLEBURNE"	"Pct. 9 Box 1B(L-Z)"	60	138	199	4	138	233	383				
"AL"	2000	"CLEBURNE"	"Pct. 9 Box 2(A-G)"	55	170	229	4	203	303	518				
"AL"	2000	"CLEBURNE"	"Pct. 9 Box 3(H-P)"	54	181	243	4	80	146	230				
"AL"	2000	"CLEBURNE"	"Pct. 9 Box 4(Q-Z)"	43	124	169	4	348	507	873				
"AL"	2000	"COFFEE"	"ABSENTEE VOTERS"	173	444	631	4	166	210	387				
"AL"	2000	"COFFEE"	"BASIN"	45	85	130	4	116	157	285				
"AL"	2000	"COFFEE"	"BLUFF SPRINGS"	25	19	45	4	65	109	178				
"AL"	2000	"COFFEE"	"CHESTNUT GROVE"	28	78	109	4	143	216	365				
"AL"	2000	"COFFEE"	"COOL SPRINGS"	70	259	334	4	110	287	401				
"AL"	2000	"COFFEE"	"DAMASCUS"	118	301	427	4	122	221	347				
"AL"	2000	"COFFEE"	"DANLEYS CROSS ROADS"	84	55	141	4	114	130	250				
"AL"	2000	"COFFEE"	"EANON"	49	180	240	4	128	176	313				
"AL"	2000	"COFFEE"	"ELBA MULBERRY HEIGHTS"	202	9	211	4	154	288	453				
"AL"	2000	"COFFEE"	"ELBA RESERVE ARMORY"	213	375	599	4	135	330	474				
"AL"	2000	"COFFEE"	"ENTERPRISE CIVIC CENTER"	292	555	863	4	84	53	138				
"AL"	2000	"COFFEE"	"ENTERPRISE RECREATION CENTER 1"	191	585	787	4	145	163	310				
"AL"	2000	"COFFEE"	"ENTERPRISE RECREATION CENTER 2"	426	1336	1792	2	87	537	635				
"AL"	2000	"COFFEE"	"ENTERPRISE YMCA 1"	179	517	712	2	21	182	211				
"AL"	2000	"COFFEE"	"ENTERPRISE YMCA 2"	385	1188	1611	2	57	365	440				
"AL"	2000	"COFFEE"	"FAIRVIEW"	16	32	48	2	286	695	1000				
"AL"	2000	"COFFEE"	"FRESCO"	142	197	346	2	27	117	150				
"AL"	2000	"COFFEE"	"GOODMAN"	95	219	318	2	37	230	280				
"AL"	2000	"COFFEE"	"HERITAGE CHURCH - ENTERPRISE"	225	603	845	2	10	91	104				
"AL"	2000	"COFFEE"	"HOLLEYS STORE"	20	24	44	2	22	88	115				
"AL"	2000	"COFFEE"	"INO COMMUNITY"	54	90	147	2	182	702	904				
"AL"	2000	"COFFEE"	"JOHNS CHAPEL AME CHURCH 1"	393	104	504	2	17	124	150				
"AL"	2000	"COFFEE"	"JOHNS CHAPEL AME CHURCH 2"	429	162	593	2	40	150	197				
"AL"	2000	"COFFEE"	"KINSTON"	79	173	257	2	8	92	102				
"AL"	2000	"COFFEE"	"LEE COMMUNITY"	48	78	126	2	73	109	188				
"AL"	2000	"COFFEE"	"MOUNT PLEASANT"	111	398	518	2	42	259	308				
"AL"	2000	"COFFEE"	"NATIONAL GUARD ARMORY - ELBA"	320	473	800	2	94	386	495				
"AL"	2000	"COFFEE"	"NEW BROCKTON FARM CENTER"	133	332	476	2	52	197	251				
"AL"	2000	"COFFEE"	"NEW BROCKTON NATIONAL GUARD"	199	130	333	2	44	263	316				
"AL"	2000	"COFFEE"	"NEWBIA"	26	37	66	2	69	287	362				
"AL"	2000	"COFFEE"	"PERRYS STORE"	50	122	172	2	94	105	202				
"AL"	2000	"COFFEE"	"PINE LEVEL"	46	69	118	2	61	234	304				
"AL"	2000	"COFFEE"	"PLEASANT RIDGE"	113	263	388	2	36	154	198				
"AL"	2000	"COFFEE"	"VICTORIA"	69	180	258	2	24	132	165				
"AL"	2000	"COFFEE"	"WISE MILL CHURCH"	24	60	84	2	178	349	550				
"AL"	2000	"COFFEE"	"WISE MILL SCHOOL VOTING HOUSE"	52	55	108	2	91	356	456				
"AL"	2000	"COFFEE"	"ZION CHAPEL"	96	151	253	2	23	117	143				
"AL"	2000	"COLBERT"	"Absentee"	300	365	671	2	27	89	117				
"AL"	2000	"COLBERT"	"10-1 LaGrange Fire Department"	153	224	389	2	22	102	131				
"AL"	2000	"COLBERT"	"1-1 Brick"	413	508	939	2	13	62	76				
"AL"	2000	"COLBERT"	"11-1 Leighton Civic Center"	329	215	559	2	38	115	155				
"AL"	2000	"COLBERT"	"11-2 Leighton Fire Station"	263	56	324	2	78	290	377				
"AL"	2000	"COLBERT"	"1-2 Hatton School"	442	225	677	2	70	211	283				
"AL"	2000	"COLBERT"	"12-1 Littleville City Hall"	269	365	655	7	51	19	74				
"AL"	2000	"COLBERT"	"13-1 Locust Shores Fire Station"	273	390	675	7	64	15	84				
"AL"	2000	"COLBERT"	"14-1 Spring Valley Fire Dept."	169	148	325	7	214	15	229				
"AL"	2000	"COLBERT"	"14-2 County Highway Dept."	211	339	557	7	46	20	71				
"AL"	2000	"COLBERT"	"14-3 Listerhill Credit Union"	150	19	169	7	187	49	242				
"AL"	2000	"COLBERT"	"15-1 Harris Store"	40	60	100	7	119	20	141				
"AL"	2000	"COLBERT"	"16-1 Sheffield Board of Education"	197	205	416	7	153	51	211				
"AL"	2000	"COLBERT"	"16-3 Sheffield Fire Station"	465	284	772	7	145	102	253				
"AL"	2000	"COLBERT"	"16-4 Sheffield Michael Center"	476	14	493	7	173	190	393				
"AL"	2000	"COLBERT"	"16-5 Sheffield Recreation Center"	410	494	931	7	95	18	113				
"AL"	2000	"COLBERT"	"16-6 Sheffield Fire Station Mont. Ave"	108	79	195	7	548	67	621				
"AL"	2000	"COLBERT"	"16-7 Park Terrace Cumberland"	352	502	870	7	54	9	63				
"AL"	2000	"COLBERT"	"17-1 First Southern Baptist Ch."	392	758	1169	7	120	11	133				
"AL"	2000	"COLBERT"	"17-2 Muscle Shoals - Fire Station"	401	641	1058	7	241	18	263				
"AL"	2000	"COLBERT"	"17-3 Muscle Shoals - South Gate"	520	588	1154	7	238	2	243				
"AL"	2000	"COLBERT"	"17-4 Muscle Shoals - Webster Sch."	358	312	685	7	197	6	203				
"AL"	2000	"COLBERT"	"17-5 Muscle Shoals First Baptist Ch."	601	637	1268	7	303	58	374				
"AL"	2000	"COLBERT"	"18-1 Colbert Heights School"	364	476	861	7	204	7	212				
"AL"	2000	"COLBERT"	"2-1 Tuscumbia Demonstation Bldg."	219	203	433	7	77	8	87				
"AL"	2000	"COLBERT"	"2-2 Tuscumbia Utilities Bldg."	628	252	901	7	65	25	94				
"AL"	2000	"COLBERT"	"2-3 Tuscumbia Multi-purpose Center"	419	503	945	7	153	47	202				
"AL"	2000	"COLBERT"	"2-4 Hope Haven"	312	444	768	2	173	879	1078				
"AL"	2000	"COLBERT"	"2-5 Thompson School"	127	164	296	2	268	485	775				
"AL"	2000	"COLBERT"	"3-1 Barton First Baptist Church"	302	198	507	2	14	211	231				
"AL"	2000	"COLBERT"	"4-1 The Lion Den"	340	224	580	2	11	86	97				
"AL"	2000	"COLBERT"	"4-2 Cherokee City Hall"	151	143	299	2	13	49	64				
"AL"	2000	"COLBERT"	"6-1 Margerum Methodist Church"	115	110	230	2	13	106	123				
"AL"	2000	"COLBERT"	"7-1 Rock Creek Booth"	21	56	79	2	44	106	155				
"AL"	2000	"COLBERT"	"8-1 HWY 247 Fire Dept."	50	66	119	2	55	150	208				
"AL"	2000	"COLBERT"	"9-1 New Bethel Fire Dept."	203	251	463	2	114	103	221				
"AL"	2000	"CONECUH"	"2ND MT. ZION CHURCH"	104	15	119	2	57	118	179				
"AL"	2000	"CONECUH"	"2ND OLD FIELD CHURCH"	130	83	216	2	205	218	431				
"AL"	2000	"CONECUH"	"ABSENTEE VOTERS"	69	89	159	2	21	73	98				
"AL"	2000	"CONECUH"	"ANNEX CROSS ROAD"	74	28	102	2	76	95	174				
"AL"	2000	"CONECUH"	"BELLEVILLE FIRE DEPARTMENT"	236	92	330	2	250	560	827				
"AL"	2000	"CONECUH"	"BERMUDA"	33	120	153	2	326	215	547				
"AL"	2000	"CONECUH"	"BROOKLYN MASONIC LODGE"	39	39	79	2	128	81	210				
"AL"	2000	"CONECUH"	"BROWNVILLE FIRE HOUSE"	51	106	160	2	57	110	171				
"AL"	2000	"CONECUH"	"CASTLEBERRY FIRE DEPT"	230	223	456	2	212	334	556				
"AL"	2000	"CONECUH"	"DAVID BURT BUILDING"	165	504	675	2	106	99	211				
"AL"	2000	"CONECUH"	"FLAT ROCK FIRE HOUSE"	16	47	64	2	197	202	403				
"AL"	2000	"CONECUH"	"HEALTH DEPARTMENT"	157	53	213	5	549	0	640				
"AL"	2000	"CONECUH"	"JOHNSONVILLE FIRE DEPT"	115	8	123	5	520	0	598				
"AL"	2000	"CONECUH"	"LENOX COMMUNITY HOUSE"	26	126	157	5	465	0	544				
"AL"	2000	"CONECUH"	"LITTLE ZION CHURCH"	101	34	136	5	1059	0	1239				
"AL"	2000	"CONECUH"	"LYEFFION FIRE HOUSE"	42	151	197	5	258	0	277				
"AL"	2000	"CONECUH"	"MT. UNION CHURCH"	40	69	110	5	797	0	858				
"AL"	2000	"CONECUH"	"NATIONAL GUARD ARMORY"	385	120	512	5	472	0	550				
"AL"	2000	"CONECUH"	"NAZARENE BAPTIST CHURCH"	170	63	238	5	648	0	743				
"AL"	2000	"CONECUH"	"PAUL FIRE HOUSE"	50	62	113	5	359	0	396				
"AL"	2000	"CONECUH"	"RANGE FIRE DEPARTMENT"	24	74	103	5	394	0	443				
"AL"	2000	"CONECUH"	"REPTON CITY HALL"	164	155	323	5	668	0	771				
"AL"	2000	"CONECUH"	"ROBINSON MILL"	119	60	183	5	482	0	607				
"AL"	2000	"CONECUH"	"SANDCUTT FIRE DEPARTMENT"	42	122	167	5	889	0	1060				
"AL"	2000	"CONECUH"	"SKINNERTON"	24	30	55	5	912	0	1098				
"AL"	2000	"CONECUH"	"VOTING HOUSE ANTIOCH"	73	146	221	5	805	0	905				
"AL"	2000	"CONECUH"	"WOOTEN VOTING HOUSE"	104	80	187	5	544	0	641				
"AL"	2000	"COOSA"	"100-Richville Fire Dept."	68	185	258	5	531	0	622				
"AL"	2000	"COOSA"	"10-Equality"	82	213	299	5	681	0	777				
"AL"	2000	"COOSA"	"110-Ray Fire Dept."	146	124	280	5	167	0	194				
"AL"	2000	"COOSA"	"120-Cottage Grove Day Care"	182	2	186	5	188	0	217				
"AL"	2000	"COOSA"	"16-Mt. Olive Comm. Ctr."	69	56	127	5	221	0	241				
"AL"	2000	"COOSA"	"20-Kelleyton Comm Ctr."	291	286	580	5	78	0	84				
"AL"	2000	"COOSA"	"30-Goodwater"	613	222	846	5	358	0	417				
"AL"	2000	"COOSA"	"50-Hanover"	55	109	168	5	311	0	355				
"AL"	2000	"COOSA"	"60-Courthouse"	247	296	557	5	982	0	1148				
"AL"	2000	"COOSA"	"67-Weogufka Vot. Hse"	120	246	379	5	613	0	708				
"AL"	2000	"COOSA"	"70-Stewartville Club Hse."	168	484	661	5	317	0	354				
"AL"	2000	"COOSA"	"90-Marble Valley Fire Dept."	29	90	122	5	618	0	673				
"AL"	2000	"COOSA"	"Absentee"	34	69	104	5	647	0	734				
"AL"	2000	"COVINGTON"	"ABSENTEE VOTERS"	176	432	613	5	360	0	382				
"AL"	2000	"COVINGTON"	"ANDALUSIA KIWANIS FAIR BLDG.#1"	361	719	1098	5	295	0	354				
"AL"	2000	"COVINGTON"	"ANDALUSIA KIWANIS FAIR BLDG.#2"	320	602	939	5	486	0	520				
"AL"	2000	"COVINGTON"	"ANDALUSIA KIWANIS FAIR BLDG.#3"	306	506	823	5	434	0	540				
"AL"	2000	"COVINGTON"	"ANDALUSIA KIWANIS FAIR BLDG.#4"	297	538	851	4	474	926	1426				
"AL"	2000	"COVINGTON"	"BABBIE CITY HALL"	54	167	234	4	510	1003	1555				
"AL"	2000	"COVINGTON"	"BECK VOTING HOUSE - SHADY BEND"	23	54	77	4	105	97	203				
"AL"	2000	"COVINGTON"	"BEULAH VOTING HOUSE"	40	123	165	4	17	34	52				
"AL"	2000	"COVINGTON"	"BLUE SPRINGS VOTING HOUSE"	55	192	251	4	134	131	268				
"AL"	2000	"COVINGTON"	"BOLES MILL MCRAY VOTING HOUSE"	32	80	113	4	129	173	310				
"AL"	2000	"COVINGTON"	"BROOK CHURCH"	16	59	75	4	161	178	348				
"AL"	2000	"COVINGTON"	"CAROLINA CITY HALL"	86	263	353	4	248	491	754				
"AL"	2000	"COVINGTON"	"CARTER SCHOOL VOTING HOUSE"	35	34	69	4	235	600	850				
"AL"	2000	"COVINGTON"	"CATOES MASONIC LODGE 609"	10	97	108	4	135	284	420				
"AL"	2000	"COVINGTON"	"CEDAR GROVE VOTING HOUSE"	53	110	165	4	37	114	151				
"AL"	2000	"COVINGTON"	"FAIRFIELD VOTING HOUSE"	29	79	111	4	67	136	205				
"AL"	2000	"COVINGTON"	"FLORALA-OLD NATIONAL GUARD"	351	362	730	4	46	95	144				
"AL"	2000	"COVINGTON"	"FRIENDSHIP VOTING HOUSE"	31	73	107	4	113	201	320				
"AL"	2000	"COVINGTON"	"GANTT CITY HALL"	201	327	538	4	72	108	181				
"AL"	2000	"COVINGTON"	"GOOLSBY VOTING HOUSE-DAMASCUS"	14	54	69	4	654	1162	1863				
"AL"	2000	"COVINGTON"	"HARMONY MASONIC LODGE"	40	82	122	4	435	827	1282				
"AL"	2000	"COVINGTON"	"HEATH CITY HALL"	73	252	330	4	26	58	86				
"AL"	2000	"COVINGTON"	"LIBERTYVILLE CITY HALL"	30	140	175	4	105	130	240				
"AL"	2000	"COVINGTON"	"LOANGO FIRE DEPARTMENT"	53	86	144	4	294	266	570				
"AL"	2000	"COVINGTON"	"LOCKHART CITY HALL"	114	119	238	4	36	70	107				
