state	year	county	precinct	vtd	g2006_GOV_rv	g2006_GOV_dv	g2006_ATG_rv	g2006_ATG_dv	g2006_SOS_dv	g2006_SOS_rv	g2006_TRE_rv	g2006_TRE_dv	g2006_USH_dv	g2006_USH_rv
"KS"	2006	"GEARY"	"Jefferson"	"000030"	97	121	95	126	52	151	156	59	67	141
"KS"	2006	"GEARY"	"Jefferson Township"	"000060"	43	67	39	67	24	81	80	27	19	90
"KS"	2006	"GEARY"	"Junction City Ward 1 Precinct 1"	"00007A"	53	101	55	100	51	101	105	49	52	103
"KS"	2006	"GEARY"	"Junction City Ward 1 Precinct 2"	"000080"	63	124	75	113	50	133	116	68	51	133
"KS"	2006	"GEARY"	"Junction City Ward 1 Precinct 3"	"000090"	87	96	88	94	30	148	146	35	35	142
"KS"	2006	"GEARY"	"Junction City Ward 1 Precinct 4"	"000100"	138	284	163	254	116	290	285	130	108	299
"KS"	2006	"GEARY"	"Junction City Ward 1 Precinct 5"	"000110"	94	215	118	187	98	197	201	102	100	204
"KS"	2006	"GEARY"	"Junction City Ward 1 Precinct 6"	"00012A"	111	206	128	179	81	223	202	101	88	217
"KS"	2006	"GEARY"	"Junction City Ward 1 Precinct 7"	"00013A"	125	205	156	179	90	227	237	93	95	233
"KS"	2006	"GEARY"	"Junction City Ward 2 Precinct 1"	"000140"	21	39	25	34	18	39	33	26	21	39
"KS"	2006	"GEARY"	"Junction City Ward 2 Precinct 2"	"000150"	68	128	65	133	72	116	121	74	71	123
"KS"	2006	"GEARY"	"Junction City Ward 2 Precinct 3"	"00016A"	80	169	89	158	62	182	174	74	69	178
"KS"	2006	"GEARY"	"Junction City Ward 2 Precinct 3 Exclave"	"00016B"							0	0		
"KS"	2006	"GEARY"	"Junction City Ward 2 Precinct 4"	"00017A"	28	59	32	54	26	60	62	24	18	66
"KS"	2006	"GEARY"	"Junction City Ward 2 Precinct 4 Part B"	"00017B"		0								
"KS"	2006	"GEARY"	"Junction City Ward 3 Precinct 1"	"000180"	25	40	22	45	29	32	32	34	33	34
"KS"	2006	"GEARY"	"Junction City Ward 3 Precinct 2"	"000190"	68	155	96	130	78	132	140	80	88	133
"KS"	2006	"GEARY"	"Junction City Ward 4 Precinct 1"	"00020A"	22	42	22	44	33	30	36	30	31	31
"KS"	2006	"GEARY"	"Junction City Ward 4 Precinct 2"	"00021A"	23	106	34	99	79	51	46	86	79	50
"KS"	2006	"GEARY"	"Junction City Ward 4 Precinct 3"	"00022A"	64	222	94	190	154	127	130	159	162	119
"KS"	2006	"GEARY"	"Junction City Ward 4 Precinct 4"	"000230"	18	47	26	37	37	26	30	35	32	28
"KS"	2006	"GEARY"	"Liberty Township"	"000240"	46	35	35	43	21	57	59	21	13	65
"KS"	2006	"GEARY"	"Lyon Township"	"000250"	54	55	63	46	6	98	94	9	8	96
"KS"	2006	"GEARY"	"Milford Township"	"000270"	205	280	223	267	111	358	355	127	131	345
"KS"	2006	"GEARY"	"Smoky Hill Precinct B"	"00002B"	6	6	6	6	6	6	7	5	6	6
"KS"	2006	"GEARY"	"Smoky Hill Precinct D"	"00002D"	1	1	0	2	2	0	0	2	1	1
"KS"	2006	"GEARY"	"Smoky Hill Precinct G"	"00002G"	1	0	1	0	0	1	1	0	0	1
"KS"	2006	"GEARY"	"Smoky Hill Precinct H"	"00002H"	0	1	0	1	0	1	1	0	1	0
"KS"	2006	"GEARY"	"Smoky Hill Precinct I"	"00002I"	3	1	4	0	0	4	4	0	0	4
"KS"	2006	"GEARY"	"Smoky Hill Precinct L"	"00002L"	2	1	2	1	1	2	2	1	1	2
"KS"	2006	"GEARY"	"Smoky Hill Precinct N"	"00002N"	1	0	1	0	0	1	1	0	0	1
"KS"	2006	"GEARY"	"Smoky Hill Township Precinct 1"	"00029A"	152	202	153	201	63	283	294	62	68	287
"KS"	2006	"GEARY"	"Wingfield Precinct 1"	"000040"	25	39	27	37	20	41	43	21	18	45
"KS"	2006	"GOVE"	"ADVANCED"	"999998"	49	31	50	28	6	66	67	9	3	76
"KS"	2006	"GOVE"	"Baker Township"	"000010"	262	225	285	183	52	401	376	265	52	431
"KS"	2006	"GOVE"	"Gove Township"	"000030"	38	47	38	47	15	62	57	25	12	74
"KS"	2006	"GOVE"	"Grainfield Township"	"000040"	57	108	74	92	37	113	114	43	24	142
"KS"	2006	"GOVE"	"Grinnell Township"	"000050"	105	87	112	79	39	145	142	46	31	161
"KS"	2006	"GOVE"	"Jerome Township"	"000060"	34	21	39	17	4	49	46	5	3	53
"KS"	2006	"GOVE"	"Larrabee Township"	"000070"	17	6	21	2	0	23	22	1	0	23
"KS"	2006	"GOVE"	"Lewis Township"	"000080"	1	1	1	1	0	2	1	1	1	1
"KS"	2006	"GOVE"	"PROVISIONAL"	"999999"	3	1	2	3	1	4	4	1	1	4
"KS"	2006	"GOVE"	"Payne Township"	"000090"	42	50	47	43	27	60	52	35	16	72
"KS"	2006	"GRAHAM"	"ADVANCED"	"999998"	63	58	67	56	21	96	94	26	16	103
"KS"	2006	"GRAHAM"	"Allodium Township"	"000010"	3	9	5	7	2	9	9	3	0	11
"KS"	2006	"GRAHAM"	"Bryant Township"	"000030"	13	10	13	14	7	17	15	9	4	22
"KS"	2006	"GRAHAM"	"Gettysburg Township"	"000040"	14	17	14	16	3	24	27	2	2	28
"KS"	2006	"GRAHAM"	"Graham Township"	"000050"	2	9	8	3	2	6	7	3	2	8
"KS"	2006	"GRAHAM"	"Happy Township"	"000060"	11	12	13	10	6	16	16	6	4	18
"KS"	2006	"GRAHAM"	"Hill City Precinct 1"	"000070"	22	45	33	34	16	48	47	18	8	58
"KS"	2006	"GRAHAM"	"Hill City Precinct 2"	"000080"	119	179	129	169	49	234	220	67	49	248
"KS"	2006	"GRAHAM"	"Hill City Precinct 3"	"000090"	56	54	56	54	23	85	87	21	13	94
"KS"	2006	"GRAHAM"	"Indiana Township"	"000100"	9	5	9	6	3	11	11	3	2	12
"KS"	2006	"GRAHAM"	"Millbrook Township"	"000110"	23	20	20	22	5	36	34	9	7	36
"KS"	2006	"GRAHAM"	"Morlan Township"	"000120"	19	7	25	2	2	25	26	0	0	26
"KS"	2006	"GRAHAM"	"Nicodemus Township"	"000140"	5	16	10	10	9	11	10	9	7	12
"KS"	2006	"GRAHAM"	"PROVISIONAL"	"999999"	6	11	8	8	3	10	11	5	4	14
"KS"	2006	"GRAHAM"	"Pioneer Township"	"000150"	8	4	9	4	1	11	9	2	1	12
"KS"	2006	"GRAHAM"	"Solomon Township"	"000160"	48	21	40	30	9	59	62	8	3	66
"KS"	2006	"GRAHAM"	"Wildhorse Township"	"000170"	41	48	51	34	20	64	59	28	17	71
"KS"	2006	"GRANT"	"ADVANCED"	"999998"	189	184	184	181	85	280	238	111	81	292
"KS"	2006	"GRANT"	"PROVISIONAL"	"999999"	30	10	27	13	10	29	32	8	9	30
"KS"	2006	"GRANT"	"Precinct 4"	"000010"	192	107	176	118	43	245	245	49	55	243
"KS"	2006	"GRANT"	"Ulysses Ward 1"	"000020"	102	114	120	97	52	160	158	58	62	158
"KS"	2006	"GRANT"	"Ulysses Ward 2"	"00003A"	275	205	252	215	69	391	368	100	99	377
"KS"	2006	"GRANT"	"Ulysses Ward 2 Exclave"	"00003B"					0				0	
"KS"	2006	"GRANT"	"Ulysses Ward 3"	"000040"	242	230	238	231	96	362	344	114	108	368
"KS"	2006	"GRAY"	"Cimarron Township #1"	"500010"	117	98	128	86	45	162	156	52	70	143
"KS"	2006	"GRAY"	"Cimarron Township #2"	"500020"	327	241	317	250	111	432	418	131	227	343
"KS"	2006	"GRAY"	"Copeland Township"	"000020"	68	48	69	44	16	98	97	20	14	100
"KS"	2006	"GRAY"	"East Hess Township"	"000030"	51	44	51	48	23	71	62	32	30	69
"KS"	2006	"GRAY"	"Foote Township"	"000040"	30	15	35	11	6	40	36	10	13	32
"KS"	2006	"GRAY"	"Ingalls Township"	"000050"	107	54	107	54	24	135	131	28	65	96
"KS"	2006	"GRAY"	"Logan Township"	"000060"	43	38	44	35	24	55	54	23	34	46
"KS"	2006	"GRAY"	"Montezuma Township"	"000070"	152	107	153	110	43	207	207	47	84	175
"KS"	2006	"GREELEY"	"ADVANCED"	"999998"	38	47	86	51	17	62	62	19	16	74
"KS"	2006	"GREELEY"	"PROVISIONAL"	"999999"			48	40						
"KS"	2006	"GREELEY"	"Tribune Precinct 1"	"000010"	101	69			21	143	136	27	23	147
"KS"	2006	"GREELEY"	"Tribune Precinct 2"	"000020"	72	61	98	68	15	110	113	14	12	119
"KS"	2006	"GREELEY"	"Tribune Precinct 3"	"000030"	82	58	79	48	18	106	110	23	19	123
"KS"	2006	"GREENWOOD"	"Bachelor Township"	"000010"	61	48	48	58	19	84	76	26	31	71
"KS"	2006	"GREENWOOD"	"Eureka Township"	"000020"	89	108	90	107	35	154	144	50	44	141
"KS"	2006	"GREENWOOD"	"Eureka Ward 1"	"000030"	186	200	184	206	89	280	266	108	97	280
"KS"	2006	"GREENWOOD"	"Eureka Ward 2"	"000040"	127	132	117	142	59	192	179	74	65	194
"KS"	2006	"GREENWOOD"	"Eureka Ward 3"	"000050"	135	196	134	204	85	236	219	113	102	222
"KS"	2006	"GREENWOOD"	"Fall River Township"	"000060"	41	42	41	44	25	57	51	31	26	58
"KS"	2006	"GREENWOOD"	"Janesville Township"	"000070"	128	82	108	96	34	155	152	41	38	162
"KS"	2006	"GREENWOOD"	"Lane Township"	"000080"	37	29	29	38	26	38	41	23	21	42
"KS"	2006	"GREENWOOD"	"Madison Township"	"000090"	230	161	222	170	84	284	272	104	65	310
"KS"	2006	"GREENWOOD"	"Otter Creek Township"	"000100"	31	51	29	54	31	43	39	38	38	43
"KS"	2006	"GREENWOOD"	"PROVISIONAL"	"999999"	4	7	4	7	1	9	8	2	1	8
"KS"	2006	"GREENWOOD"	"Pleasant Grove Township"	"000110"	15	15	14	16	5	22	19	9	12	15
"KS"	2006	"GREENWOOD"	"Quincy Township"	"000120"	24	23	20	25	15	29	27	18	16	28
"KS"	2006	"GREENWOOD"	"Salem Township"	"000130"	7	5	2	9	2	9	10	2	1	10
"KS"	2006	"GREENWOOD"	"Salt Springs Township"	"000140"	55	64	51	72	43	67	61	58	47	72
"KS"	2006	"GREENWOOD"	"Shell Rock Township"	"000150"	55	14	57	14	9	61	58	13	6	62
"KS"	2006	"GREENWOOD"	"South Salem Township C01"	"200010"	30	14	28	12	2	37	40	1		
"KS"	2006	"GREENWOOD"	"South Salem Township C04"	"200020"									4	35
"KS"	2006	"GREENWOOD"	"Spring Creek Township"	"000170"	31	18	22	28	9	35	32	14	17	29
"KS"	2006	"GREENWOOD"	"Twin Grove Township"	"000180"	108	96	92	112	78	117	126	77	65	134
"KS"	2006	"HAMILTON"	"ADVANCED"	"999998"	128	118	117	126	44	194	179	56	66	184
"KS"	2006	"HAMILTON"	"Bear Creek Township"	"000010"	4	3	4	3	0	5	5	1	1	7
"KS"	2006	"HAMILTON"	"Coolidge Township"	"000020"	10	7	10	8	4	11	12	6	9	9
"KS"	2006	"HAMILTON"	"Kendall Township"	"000030"	8	7	10	6	5	10	13	4	5	12
"KS"	2006	"HAMILTON"	"Lamont Township"	"000040"	11	8	9	8	0	18	17	0	2	16
"KS"	2006	"HAMILTON"	"Liberty Township"	"000050"	4	4	5	3	0	6	6	2	2	6
"KS"	2006	"HAMILTON"	"Medway Township"	"000060"	4	5	4	4	0	8	7	1	0	9
"KS"	2006	"HAMILTON"	"PROVISIONAL"	"999999"	4	3	3	4	0	7	7	0	0	7
"KS"	2006	"HAMILTON"	"Richland Township"	"000070"	4	3	6	1	0	6	7	0	1	6
"KS"	2006	"HAMILTON"	"Syracuse 1"	"000080"	54	61	53	61	16	95	88	23	29	89
"KS"	2006	"HAMILTON"	"Syracuse 2"	"000090"	30	25	25	31	10	42	41	13	15	40
"KS"	2006	"HAMILTON"	"Syracuse 3"	"000100"	46	32	34	41	16	62	53	23	21	59
"KS"	2006	"HAMILTON"	"Syracuse 4"	"300010"	16	7	13	9	4	17	17	5	4	18
"KS"	2006	"HAMILTON"	"Syracuse 5"	"300020"	27	49	32	44	16	56	58	19	13	65
"KS"	2006	"HARPER"	"Anthony Ward 1"	"000010"	173	198	166	204	85	270	262	88	85	278
"KS"	2006	"HARPER"	"Anthony Ward 2"	"000020"	125	97	93	127	51	165	161	53	45	176
"KS"	2006	"HARPER"	"Anthony Ward 3"	"000030"	29	25	27	29	16	37	38	15	13	43
"KS"	2006	"HARPER"	"Anthony Ward 4"	"000040"	59	64	52	71	36	84	93	29	29	91
"KS"	2006	"HARPER"	"Harper Ward 1"	"000050"	111	114	86	140	67	142	142	75	59	155
"KS"	2006	"HARPER"	"Harper Ward 2"	"000060"	126	111	118	119	69	155	153	79	61	169
"KS"	2006	"HARPER"	"Township 1"	"000070"	154	187	150	196	81	233	241	90	73	258
"KS"	2006	"HARPER"	"Township 2"	"000080"	29	20	35	13	3	42	38	3	2	48
"KS"	2006	"HARPER"	"Township 3"	"000090"	87	61	68	82	26	116	113	26	26	126
"KS"	2006	"HARPER"	"Township 4"	"000100"	33	45	24	56	33	41	47	34	29	48
"KS"	2006	"HARPER"	"Township 5"	"000110"	101	71	89	89	31	125	121	47	38	136
"KS"	2006	"HARPER"	"Township 6"	"000120"	46	62	42	63	30	70	67	35	32	76
"KS"	2006	"HARVEY"	"Alta Township"	"000010"	64	57	67	55	22	94	92	27	26	95
"KS"	2006	"HARVEY"	"Burrton Township"	"000020"	162	155	178	143	87	221	217	101	92	224
"KS"	2006	"HARVEY"	"Darlington Township"	"000030"	137	95	126	105	54	166	154	67	76	155
"KS"	2006	"HARVEY"	"Emma Township"	"000040"	156	78	140	89	36	185	184	44	52	178
"KS"	2006	"HARVEY"	"Garden Township"	"000050"	56	60	58	58	29	80	77	33	35	79
"KS"	2006	"HARVEY"	"Halstead City Ward 1 Precinct 1"	"000060"	129	136	122	141	60	194	195	67	78	188
"KS"	2006	"HARVEY"	"Halstead City Ward 1 Precinct 2"	"000070"	159	195	142	200	94	235	243	96	131	215
"KS"	2006	"HARVEY"	"Halstead Township"	"000080"	47	53	47	57	22	70	69	28	39	62
"KS"	2006	"HARVEY"	"Hesston Precinct 1"	"000090"	261	352	272	338	195	390	387	212	241	350
"KS"	2006	"HARVEY"	"Hesston Precinct 2"	"00010A"	337	319	340	313	140	488	488	150	192	451
"KS"	2006	"HARVEY"	"Highland Township"	"000110"	89	88	78	104	40	126	130	51	69	109
"KS"	2006	"HARVEY"	"Lake Township"	"000120"	40	30	36	32	18	51	47	22	21	49
"KS"	2006	"HARVEY"	"Lakin Township"	"000130"	45	50	49	45	24	63	67	23	34	58
"KS"	2006	"HARVEY"	"Macon Township"	"000140"	90	108	81	117	62	127	118	76	79	121
"KS"	2006	"HARVEY"	"Newton City Ward 1 Precinct 1"	"000150"	134	190	122	204	133	172	183	133	141	178
"KS"	2006	"HARVEY"	"Newton City Ward 1 Precinct 2"	"000160"	113	150	109	161	98	153	162	104	100	158
"KS"	2006	"HARVEY"	"Newton City Ward 1 Precinct 3"	"000170"	68	98	74	96	61	97	104	63	70	98
"KS"	2006	"HARVEY"	"Newton City Ward 2 Precinct 1"	"000180"	106	161	113	163	113	148	156	122	116	149
"KS"	2006	"HARVEY"	"Newton City Ward 2 Precinct 2"	"00019A"	307	442	305	439	242	468	454	279	285	454
"KS"	2006	"HARVEY"	"Newton City Ward 3 Precinct 1"	"000200"	143	161	145	163	112	174	183	114	126	180
"KS"	2006	"HARVEY"	"Newton City Ward 3 Precinct 2"	"000210"	237	281	235	283	145	339	330	174	175	335
"KS"	2006	"HARVEY"	"Newton City Ward 3 Precinct 3 Part A"	"00022A"	529	536	505	574	286	745	750	311	337	712
"KS"	2006	"HARVEY"	"Newton City Ward 3 Precinct 3 Part B"	"00022B"			0	0	0	0				
"KS"	2006	"HARVEY"	"Newton City Ward 4 Precinct 1"	"000230"	169	248	153	275	147	248	243	170	172	239
"KS"	2006	"HARVEY"	"Newton City Ward 4 Precinct 2"	"000240"	269	425	267	421	208	468	461	229	260	426
"KS"	2006	"HARVEY"	"Newton City Ward 4 Precinct 3"	"000250"	274	322	271	331	171	392	398	191	200	384
"KS"	2006	"HARVEY"	"Newton City Ward 4 Precinct 4"	"000260"	101	136	108	134	70	159	156	78	81	155
"KS"	2006	"HARVEY"	"Newton Township Part A"	"00027A"	127	80	119	87	36	160	150	46	43	161
"KS"	2006	"HARVEY"	"North Newton City"	"000280"	202	578	217	551	371	367	352	385	454	308
"KS"	2006	"HARVEY"	"PROVISIONAL"	"999999"	57	81	55	83	53	77	75	62	50	79
"KS"	2006	"HARVEY"	"Pleasant Township"	"000290"	113	94	119	90	46	151	149	54	57	150
"KS"	2006	"HARVEY"	"Richland Township"	"000300"	104	50	103	52	18	127	129	23	26	131
"KS"	2006	"HARVEY"	"Sedgwick Township"	"000310"	321	276	291	315	141	414	431	150	256	348
"KS"	2006	"HARVEY"	"Walton Township"	"000320"	85	99	84	113	48	129	139	52	53	135
"KS"	2006	"HASKELL"	"ADVANCED"	"999998"	85	46	88	41	12	115	107	22	16	113
"KS"	2006	"HASKELL"	"Ivanhoe"	"000010"	17	10	17	9	2	21	24	3	5	21
"KS"	2006	"HASKELL"	"North Dudley"	"000020"	24	6	25	5	3	27	25	4	4	26
"KS"	2006	"HASKELL"	"North Lockport"	"000030"	32	10	34	8	1	40	35	5	1	41
"KS"	2006	"HASKELL"	"PROVISIONAL"	"999999"	0	0	0	0	0	0	0	0	0	0
"KS"	2006	"HASKELL"	"Satanta 1"	"000040"	31	23	24	26	7	43	41	11	12	39
"KS"	2006	"HASKELL"	"Satanta 2"	"000050"	140	137	143	131	58	213	205	70	65	205
"KS"	2006	"HASKELL"	"South Lockport"	"000060"	25	15	27	14	8	30	31	8	7	30
"KS"	2006	"HASKELL"	"Sublette 1"	"000070"	182	113	192	96	31	254	236	41	44	243
"KS"	2006	"HASKELL"	"Sublette 3"	"000080"	103	51	90	59	16	126	123	24	23	128
"KS"	2006	"HODGEMAN"	"ADVANCED"	"999998"	69	34	64	36	15	76	77	19	11	91
"KS"	2006	"HODGEMAN"	"Benton Township"	"000010"	14	5	14	6	0	19	19	0	2	18
"KS"	2006	"HODGEMAN"	"Center"	"000030"	210	238	240	189	73	345	326	102	86	371
"KS"	2006	"HODGEMAN"	"Hallet"	"000040"	18	6	22	3	1	23	22	1	1	24
"KS"	2006	"HODGEMAN"	"Marena Township"	"000020"	139	70	140	64	19	178	178	29	18	94
"KS"	2006	"HODGEMAN"	"North Roscoe"	"000050"	14	4	16	1	0	16	17	0	2	16
"KS"	2006	"HODGEMAN"	"PROVISIONAL"	"999999"	3	0	2	1	0	3	3	0	0	3
"KS"	2006	"HODGEMAN"	"Sawlog Township"	"000060"	19	16	19	12	1	29	29	4	5	31
"KS"	2006	"HODGEMAN"	"South Roscoe"	"000090"	8	12	12	8	2	18	18	3	2	18
"KS"	2006	"HODGEMAN"	"Sterling Township"	"000100"	31	19	22	29	12	35	30	20	18	33
"KS"	2006	"HODGEMAN"	"Valley Township"	"000110"	14	13	18	12	6	21	20	6	7	23
"KS"	2006	"JACKSON"	"ADVANCED"	"999998"	206	313	228	300	137	366	392	136	248	257
"KS"	2006	"JACKSON"	"Adrian Township"	"000010"	32	14	31	14	4	33	36	7	18	27
"KS"	2006	"JACKSON"	"Banner Township"	"000020"	39	67	52	57	21	80	82	30	60	44
"KS"	2006	"JACKSON"	"Cedar Township"	"000030"	173	234	168	236	110	280	300	107	216	180
"KS"	2006	"JACKSON"	"Douglas Township"	"000040"	370	432	383	427	211	562	576	234	393	383
"KS"	2006	"JACKSON"	"Franklin Township"	"000050"	123	219	144	188	59	264	292	46	167	164
"KS"	2006	"JACKSON"	"Garfield Township"	"000060"	105	96	110	92	36	160	165	36	83	112
"KS"	2006	"JACKSON"	"Grant Township"	"000070"	21	48	29	41	9	56	59	12	43	21
"KS"	2006	"JACKSON"	"Holton Ward 1"	"00008A"	120	177	113	186	77	204	233	65	168	124
"KS"	2006	"JACKSON"	"Holton Ward 2"	"000090"	114	205	136	188	68	246	269	59	166	141
"KS"	2006	"JACKSON"	"Holton Ward 3"	"00010A"	97	152	103	150	62	184	204	46	130	106
"KS"	2006	"JACKSON"	"Jefferson Township"	"000110"	78	98	88	89	23	151	157	22	82	92
"KS"	2006	"JACKSON"	"Liberty Township"	"000120"	82	119	91	106	41	150	167	35	105	92
"KS"	2006	"JACKSON"	"Lincoln Township"	"000130"	81	111	75	119	75	113	120	78	116	75
"KS"	2006	"JACKSON"	"Netawaka Township"	"000140"	47	92	60	77	23	112	118	25	78	54
"KS"	2006	"JACKSON"	"PROVISIONAL"	"999999"	37	51	39	54	23	59	70	21	47	45
"KS"	2006	"JACKSON"	"Soldier Township"	"000150"	80	80	83	77	31	121	125	32	66	90
"KS"	2006	"JACKSON"	"Straight Creek Township"	"000160"	22	41	26	35	16	46	48	14	35	26
"KS"	2006	"JACKSON"	"Washington Township"	"000170"	93	70	97	67	17	127	128	29	64	89
"KS"	2006	"JACKSON"	"Whiting Township"	"000180"	63	61	69	51	17	105	109	16	51	69
"KS"	2006	"JEFFERSON"	"ADVANCED"	"999998"	183	297	179	309	180	288	258	210	271	212
"KS"	2006	"JEFFERSON"	"Delaware Township"	"000010"	269	408	289	385	184	472	453	223	379	295
"KS"	2006	"JEFFERSON"	"East Fairview"	"000020"	117	217	122	207	113	205	193	128	181	144
"KS"	2006	"JEFFERSON"	"Jefferson Township"	"000030"	162	215	180	196	115	247	246	129	179	194
"KS"	2006	"JEFFERSON"	"Kaw Township"	"000040"	276	288	276	288	140	401	389	172	273	282
"KS"	2006	"JEFFERSON"	"Kentucky Township"	"000050"	199	384	237	347	171	385	385	186	325	252
"KS"	2006	"JEFFERSON"	"Norton Township"	"000060"	139	172	138	163	64	232	210	84	138	161
"KS"	2006	"JEFFERSON"	"Oskaloosa Township"	"000070"	270	404	274	406	214	415	463	208	340	324
"KS"	2006	"JEFFERSON"	"Ozawkie Township"	"000080"	231	324	249	304	152	386	360	185	267	278
"KS"	2006	"JEFFERSON"	"PROVISIONAL"	"999999"	36	57	39	56	30	57	56	36	47	46
"KS"	2006	"JEFFERSON"	"Rock Creek Township"	"000090"	420	467	419	469	209	655	645	237	448	432
"KS"	2006	"JEFFERSON"	"Rural Township"	"000100"	115	160	115	160	82	176	172	98	148	125
"KS"	2006	"JEFFERSON"	"Sarcoxie Township"	"000110"	115	314	120	313	187	215	214	210	252	175
"KS"	2006	"JEFFERSON"	"Union Township"	"000120"	268	394	305	363	191	434	440	206	288	375
"KS"	2006	"JEFFERSON"	"West Fairview"	"000130"	106	130	110	127	49	180	167	63	102	134
"KS"	2006	"JEWELL"	"ADVANCED"	"999998"	98	97	111	83	54	131	131	53	48	146
"KS"	2006	"JEWELL"	"Allen Township"	"000010"	5	2	5	2	0	6	6	0	0	7
"KS"	2006	"JEWELL"	"Athens Township"	"000020"	12	2	10	3	0	9	8	2	0	14
"KS"	2006	"JEWELL"	"Browns Creek Township"	"000030"	14	5	14	4	0	17	17	1	0	19
"KS"	2006	"JEWELL"	"Buffalo Township"	"000040"	80	90	91	77	25	133	133	32	19	152
"KS"	2006	"JEWELL"	"Burr Oak Township"	"000050"	38	32	42	41	16	56	59	23	11	70
"KS"	2006	"JEWELL"	"Calvin Township"	"000060"	11	10	10	11	1	20	18	3	0	21
"KS"	2006	"JEWELL"	"Center Township"	"000070"	139	190	170	165	56	254	245	80	51	272
"KS"	2006	"JEWELL"	"Erving Township"	"000080"	4	0	5	0	0	5	5	0	0	5
"KS"	2006	"JEWELL"	"Esbon Township"	"000090"	19	19	16	22	6	30	27	11	5	34
"KS"	2006	"JEWELL"	"Grant Township"	"000100"	28	22	20	28	8	36	37	11	8	38
"KS"	2006	"JEWELL"	"Harrison Township"	"000110"	6	4	6	5	1	10	9	2	0	10
"KS"	2006	"JEWELL"	"Highland Township"	"000120"	10	9	10	9	6	12	11	8	5	14
"KS"	2006	"JEWELL"	"Holmwood Township"	"000130"	6	12	10	9	5	11	14	4	4	15
"KS"	2006	"JEWELL"	"Ionia Township"	"000140"	16	11	19	8	5	22	21	5	5	22
"KS"	2006	"JEWELL"	"Jackson Township"	"000150"	2	3	6	0	0	5	5	0	0	6
"KS"	2006	"JEWELL"	"Limestone Township"	"000160"	7	7	11	4	4	9	9	4	2	12
"KS"	2006	"JEWELL"	"Montana Township"	"000170"	11	5	14	2	0	10	13	2	1	15
"KS"	2006	"JEWELL"	"Odessa Township"	"000180"	3	1	3	1	0	3	4	0	0	3
"KS"	2006	"JEWELL"	"PROVISIONAL"	"999999"	1	0	1	0	0	1	1	0	0	1
"KS"	2006	"JEWELL"	"Prairie Township"	"000190"	17	19	20	17	5	29	26	8	4	33
"KS"	2006	"JEWELL"	"Richland Township"	"000200"	2	0	2	1	0	3	3	0	0	3
"KS"	2006	"JEWELL"	"Sinclair Township"	"000210"	6	1	6	1	1	6	4	3	1	6
"KS"	2006	"JEWELL"	"Vicksburg Township"	"000220"	8	0	8	1	0	8	8	0	0	9
"KS"	2006	"JEWELL"	"Walnut Township"	"000230"	23	8	27	4	1	30	30	2	1	30
"KS"	2006	"JEWELL"	"Washington Township"	"000240"	2	8	7	7	2	9	10	3	2	11
"KS"	2006	"JEWELL"	"White Mound Township"	"000250"	6	16	9	13	7	12	10	9	5	16
"KS"	2006	"JOHNSON"	"Aubry Township 01"	"001"	301	290	277	325	111	402	412	150	273	321
"KS"	2006	"JOHNSON"	"Aubry Township 02"	"002"	245	289	212	326	91	332	381	130	281	249
"KS"	2006	"JOHNSON"	"Aubry Township 03"	"003"	189	190	185	197	75	213	244	107	188	186
"KS"	2006	"JOHNSON"	"Aubry Township 04"	"004"	346	403	317	443	168	425	478	233	397	348
"KS"	2006	"JOHNSON"	"Aubry Township 05"	"005"	9	8	6	12	1	12	12	2	9	9
"KS"	2006	"JOHNSON"	"DeSoto Precinct 01"	"007"	244	386	232	414	244	336	330	273	409	219
"KS"	2006	"JOHNSON"	"DeSoto Precinct 02"	"008"	161	216	143	232	126	219	224	139	215	155
"KS"	2006	"JOHNSON"	"DeSoto Precinct 03"	"009"	266	367	280	366	169	411	417	205	358	270
"KS"	2006	"JOHNSON"	"DeSoto Precinct 06"	"012"	9	25	7	28	16	17	17	18	24	10
"KS"	2006	"JOHNSON"	"Edgerton Precinct 01"	"014"	179	245	169	257	147	243	256	165	255	169
"KS"	2006	"JOHNSON"	"Fairway Ward 01"	"018"	131	376	119	386	200	267	281	197	355	153
"KS"	2006	"JOHNSON"	"Fairway Ward 02"	"019"	113	345	107	352	191	236	247	183	332	128
"KS"	2006	"JOHNSON"	"Fairway Ward 03"	"020"	173	460	147	493	230	360	375	226	450	180
"KS"	2006	"JOHNSON"	"Fairway Ward 04"	"021"	122	343	114	360	221	212	215	229	337	127
"KS"	2006	"JOHNSON"	"Gardner City Precinct 01"	"022"	270	370	276	381	202	379	393	239	355	289
"KS"	2006	"JOHNSON"	"Gardner City Precinct 02"	"023"	86	153	79	161	74	136	131	98	164	76
"KS"	2006	"JOHNSON"	"Gardner City Precinct 03"	"024"	249	371	270	363	200	364	380	232	352	262
"KS"	2006	"JOHNSON"	"Gardner City Precinct 04"	"025"	260	406	247	438	189	401	400	247	410	246
"KS"	2006	"JOHNSON"	"Gardner City Precinct 06"	"027"	212	232	232	218	125	277	295	127	219	222
"KS"	2006	"JOHNSON"	"Gardner City Precinct 07"	"028"	5	12	5	12	6	10	9	8	11	6
"KS"	2006	"JOHNSON"	"Gardner City Precinct 08"	"029"	331	398	335	404	234	419	434	255	393	325
"KS"	2006	"JOHNSON"	"Gardner City Precinct 09"	"030"	328	364	326	372	185	430	449	200	340	345
